Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
COP1	0.3236
RPP14	-0.651333333333333
PCDHB18	0.343
CDH24	1.08325
KRT17	0.3431
LACTB2	-1.9305
DDX24	0.5922
PHACTR1	-2.49616666666667
SLC35E2	-0.6015
LOXL1	0.222
IQSEC2	0.47525
RGSL1	0.0405
PCDHGC5	0.2205
MEGF10	-1.247
PRRX1	1.3725
ASTE1	0.774
C6orf159	-1.079
MYOD1	1.16725
GAA	0.48425
ZNF747	1.12075
KLRC1	-1.15075
IL1RL2	0.426
GDF9	1.7405
GPR119	0.515
TRAF2	0.112333333333333
HCK	3.93966666666667
BMP6	-2.70175
IL8RA	2.66366666666667
FLJ35848	-0.50875
EFHA1	-0.4265
CDSN	-0.746333333333333
C14orf54	-0.453833333333333
LSM3	-0.780125
ZFP41	0.642
C9orf126	-1.09716666666667
VIT	1.287
SPCS3	-1.2855
DEF8	-1.6061
CHAF1A	-0.810166666666667
C1orf165	-1.12483333333333
ZFPM2	0.78
FTH1	0.52
SLC35F1	-2.01525
YWHAH	0.695
C17orf66	-0.0183333333333333
ADRB1	-0.4795
FOXL1	-0.202
RG9MTD3	-0.326333333333333
UMPS	-0.07
MGC13008	0.1155
KIAA1161	0.86
CCDC77	-1.62425
C12orf65	-0.0709
COG4	-0.452833333333333
RCP9	-0.146
RP4-692D3.1	2.18633333333333
CDC2L5	-0.0505
MGC7036	0.2245
DNAJC11	-0.6725
GDF2	-0.302
TIMM17A	0.1095
HNRNPA0	0.4501
OR2H1	0.21
PCBP1	0.105
COL23A1	-1.95725
LRRC2	-0.0361428571428571
NSD1	0.599857142857143
FLJ37078	-0.857
WDR91	-0.696833333333333
TMEM179	-0.11625
DSCR10	0.737
CNDP2	0.331
FYN	-0.847
BEX2	-1.839
KCND3	0.67775
YPEL5	1.235875
LRRC42	-1.17783333333333
C17orf45	0.399875
ZNF649	0.6501
LOC150763	0.912625
COL5A2	2.95375
CNGA2	0.7015
ELA2B	-0.347666666666667
RAB9B	-0.00675000000000001
FAM100A	0.4585
NAIP	0.189857142857143
MYOZ2	-0.368125
SPATA12	0.442
XRCC4	0.022
CYB561	3.1716
CHST10	-1.51775
BAI1	-1.04283333333333
BRSK1	-0.622333333333333
C17orf89	0.0705
PDE6H	-0.8695
FLJ20309	0.5788
MAP7	0.89775
SCN4B	1.3285
SPAG9	-0.6650625
SERTAD1	0.202333333333333
FLJ21963	-2.2715
ANTXR1	0.4689
TMPRSS13	1.06783333333333
ETV7	4.13183333333333
DGAT1	0.0513333333333333
NKIRAS1	-0.799833333333333
TAC3	-3.2405
CORO1C	-0.474
RAD54B	-1.1425
HRASLS3	2.7765
C21orf42	0.17975
BARD1	0.325166666666667
ZNF177	-0.390666666666667
MIP	0.422
ZNF442	0.4365
F2	-3.78
GRIA1	0.130625
GALNTL2	0.783
WNT5A	-1.5336
LENG9	0.167
hCG_25371	-1.7785
FOXR1	0.904
TRA@	1.216
PWWP2	1.54075
C1QTNF7	1.28116666666667
SLC7A4	0.749
C4orf7	2.94725
C17orf80	0.3515
KLK4	1.89766666666667
IL31	-0.487
TMEM176A	3.7825
CTNNB1	0.199125
BHLHB2	0.314
TMEM185B	0.539166666666667
ARD1B	0.42175
C1orf93	0.708
BRUNOL4	-0.318833333333333
LOC541469	0.87875
UPK2	0.31175
GAS8	0.839666666666667
PATE	0.2325
IMPACT	-0.00787499999999999
WNK4	-0.739666666666667
HNRPLL	-0.789875
GAD2	-0.49175
ITGA6	0.451
BMP15	0.3535
CYP2A7	-0.339125
RIC8A	0.72025
CCND1	0.675583333333333
USP35	-0.7175
DSCR2	-1.65925
CCL4	4.64766666666667
ZCCHC10	0.002
NOL11	1.41275
TRPM2	1.51466666666667
PSMD2	-1.28472727272727
CHTF18	-0.78275
USP18	2.260625
RRAS	0.967875
LAMC3	-1.0535
TOX	-2.6275
PCDH15	0.2215
GABRG3	-2.3375
NUDCD2	-0.207
SGCZ	-0.0335
KCTD17	-0.2345
SPSB2	0.13
TPPP3	2.54166666666667
CILP2	1.13433333333333
CALB2	1.563
CEBPZ	-0.393333333333333
ZNF479	0.34475
FMOD	5.19116666666667
C21orf66	-1.55521428571429
CLN6	0.160166666666667
ANAPC1	-0.96625
SH2D3C	1.384
PTPN14	-0.2468
TRIM42	0.179
APTX	0.33075
SNRPG	-0.809833333333333
BMS1	0.09725
MAGEA3	-4.3045
NFATC3	-0.545916666666667
LRRC45	1.65516666666667
ARS2	-0.0640714285714286
LRIG1	1.69533333333333
EPSTI1	1.59
PRSS27	-0.22875
ERC2	-1.223625
PRKACB	0.0747142857142857
PRDM13	-3.3945
HCG27	-1.81525
KLK12	-2.8885
HSD17B7	0.279
ZNF354A	0.131
PCDH11X	0.287
DMGDH	-0.08575
PCBD2	0.004
TMC6	-1.723
RIMS1	1.3055
SF3B2	0.322833333333333
RCN1	-0.878333333333333
CPB1	4.37925
BCAR3	-0.01975
FCRLB	0.82875
PAK1IP1	-0.71475
OR10H1	0.328
KIF9	0.2808
PITPNM2	-1.207375
L3MBTL4	0.595
TGFB1	-0.1679
ZXDC	0.438
SLC6A16	-1.25375
SRrp35	-1.781625
LRRC8E	1.983
PPIAL4	-0.814
EOMES	1.992
PAX2	0.1605
SCARF2	0.5745
PSEN2	0.743916666666667
PCDHB13	0.9335
C10orf28	-0.088125
DHRS7B	1.51342857142857
C1orf131	0.2435
ASB1	-0.7533
ZNF223	-0.1745
LCMT2	0.992
MEP1A	-1.473
TMEM53	0.58325
RSPH3	0.39775
C10orf33	-0.5705
LOC644285	-1.628
PTPN9	0.8095
ABCA12	0.93175
CCDC37	-1.39975
RUNDC1	0.5205
YES1	-0.821833333333334
FAM120AOS	0.72875
OR5M3	1.1065
PPP1R3F	0.520833333333333
IL13	-0.0684
MDFI	-0.801
PRNT	0.272
ZDBF2	-1.311
OR10C1	0.4085
CLIC1	0.121333333333333
LILRA5	-0.2195
CSAG1	-3.82416666666667
TREML2	-0.428
FAM125A	-0.1195
ZNF74	-0.65875
FAM104A	0.6515
LRRC39	-1.0955
SAMD5	0.49725
HYAL2	0.24325
HIST2H2AC	0.176375
IGFBP5	1.13613043478261
NRTN	-0.789666666666667
KIAA0556	0.552
FAM29A	-1.91672222222222
JMJD2A	0.1335
EPHB1	0.73125
POLD4	1.037375
ANAPC10	-0.4285
LRRC36	-0.23125
MEGF6	0.099625
LPHN3	-0.8985
BMP10	0.152166666666667
C21orf55	-1.261
CREM	-0.6695
PTGER4	0.063
METAP1	-0.548625
KCNQ1	0.872166666666667
NR2F2	1.57075
SSFA2	-0.977166666666667
CTTNBP2	-0.25625
BCL2A1	-0.9265
ZBTB24	-0.643625
SLCO6A1	-1.544
PRDM1	0.8721
OR7D2	-1.52533333333333
CCDC47	0.1299
LOC646982	0.327
SLC26A6	-0.854666666666667
BIN1	-0.4709
SRRM1	-0.565714285714286
PCSK1N	-0.70975
ALS2	-0.3022
ECT2	0.451105263157895
CACNA2D2	0.786875
DOCK6	-0.038
C10orf119	0.65125
FATE1	0.295
DUSP23	1.23075
TRIP6	-1.30192857142857
NUP35	-0.2875
CDH3	0.943
KLHDC8A	0.7065
C9orf116	0.029875
EI24	-0.492
CENTD1	-0.2435
RWDD2B	-0.5685
DOCK1	1.4955
NPAS2	-0.74375
NR3C2	1.74066666666667
FAM63A	0.232333333333333
INPP5F	-0.194166666666667
FAM111A	0.7577
MYBL1	-0.737666666666667
IQGAP3	0.737
CRADD	-0.360166666666667
DUSP12	-1.065
PDZK1IP1	3.30225
VASH2	-0.76825
CTR9	1.1935
VIL1	-2.40025
OR8U1	0.4985
CCDC107	0.655
PTTG1IP	-0.4985
OR4X2	0.439
COL9A1	-2.1805
PSMD9	-0.16775
ZFP62	0.67575
TIP39	0.1725
PARP15	0.4145
TTC19	0.788625
C1orf114	-2.03133333333333
GFPT1	0.6695
SLC27A6	-0.24725
MRPS10	-0.2473
CALML5	4.28316666666667
TRPM7	-0.155125
CGNL1	1.639625
CECR1	0.19625
SERPINB8	-0.583333333333333
TMEM102	0.40625
PDIA2	-3.5915
NUCKS1	-0.508833333333333
HOTAIR	-0.0155
EBI3	0.4795
NXN	0.3935
ZMYND19	0.16875
FOXJ3	0.236
EIF5B	-0.2146
EIF2B4	0.277666666666667
LEO1	1.3445
ZIC5	-1.50858333333333
IL20	3.20716666666667
KIAA0415	0.56825
FLJ37357	0.948
TSPAN12	2.0805
ACTR3B	-1.566375
TFAM	-0.204
IL17RD	-0.17575
PARP12	1.42
KLHDC7A	0.708
KCTD4	0.4508
GTF2H1	0.3695
FLCN	-0.0758333333333333
BIRC4	0.823125
LOC790955	0.81775
VKORC1L1	-0.0895
CYP4F22	0.304666666666667
TAS2R5	0.6085
ZNF582	-1.043
HS3ST3B1	-0.399625
CTNS	0.26825
STK36	0.0175
MMD2	0.329
RP5-1103G7.6	0.213
FLJ23356	0.0825
CRH	-1.56533333333333
C1orf182	-0.0665
ACP5	2.841
AMFR	0.5637
CA4	-2.26825
PLCB4	-2.566125
MPHOSPH10	-0.189
UNQ473	2.635
G3BP2	0.0534166666666667
SR140	-0.656833333333333
HOXA2	-0.22825
PYGB	-0.06375
BAT1	-0.471833333333333
DKK3	0.176
DDX31	-0.32375
TULP1	0.05025
NHLRC2	0.6535
TNRC4	-0.0238333333333333
ZNF430	0.301
TNRC6A	0.273125
PLA2G1B	0.237666666666667
RCHY1	0.526833333333333
GTF2A2	-0.581
MGC4294	1.618
ZNF691	-0.052
TACC3	-0.0625
DNAJC5G	-0.08325
LOC4951	-0.18
MS4A4A	-1.228
LOC152485	1.0885
PPP1R2P1	0.258333333333333
PPP2R5B	-0.54475
RPGRIP1L	-0.885125
SPOP	0.6537
PTPRF	0.204916666666667
MGC42090	-1.1855
SUSD3	3.50075
THOC4	0.78575
MAML1	0.1676
FXR2	-0.542833333333333
TYK2	0.407625
MUC6	0.5025
DNAJB7	0.2505
PIP4K2A	-0.1425
MEX3A	-0.838833333333333
RRP1	-0.772625
TFAP4	-0.0035
CXorf41	1.3615
MTMR4	-0.026
CTLA4	0.801
SNX9	0.296875
CIB3	1.7745
NECAP1	0.148
PLA2G2D	-0.2901
GLMN	-1.58316666666667
DCLRE1A	-0.11425
PDX1	0.2585
SAMD11	0.101
MRPL55	0.3271
TLR7	2.28425
TBC1D21	0.095
SMAD1	1.8252
ACTRT2	0.07925
RIOK2	0.22425
PDLIM4	-0.58325
SLC22A15	1.20416666666667
ABHD13	0.1555
STX18	0.4556
CCPG1	0.0153571428571429
DCBLD1	0.518666666666667
SLC2A6	-1.298
NOLA3	-0.404
TRDMT1	-1.87721428571429
IL17F	0.177
ATP1A4	0.0586666666666667
OR52W1	0.378
CFL1	0.227
IL4	-1.00133333333333
RBP2	-0.457666666666667
CPSF6	0.884125
TTC8	0.4035
MUCL1	4.3175
EYA3	-2.04416666666667
KRT38	0.49925
GNE	-0.6855
ZNF501	0.0265
SLC35A2	1.00475
CEP110	-0.806
MYF6	0.715
MGST2	0.0665
TRPV4	-0.312
NEK8	-0.263
NOX5	-0.6965
NCKAP1L	-0.207833333333333
EMP3	-1.554
BPY2C	0.611
C1orf38	0.223125
ELOVL2	0.87275
CBX7	0.38825
OSBPL1A	0.159833333333333
ZNF589	-0.91275
ESCO1	-0.512
TRA2A	-0.231666666666667
C3orf26	-1.7835
PHF2	1.03
PID1	1.16833333333333
RFC1	-0.255125
MTAP	-1.1488125
ADORA3	3.37316666666667
LOC389458	-1.13975
TRNT1	-1.082
CRIPAK	-0.61975
RAI2	1.64633333333333
ANKRD44	-0.11425
GZMB	3.21425
NFE2L1	0.271125
STIP1	0.197666666666667
RASL11B	1.59
NT5DC2	-2.047
LRP2	0.0455
MTDH	-0.2784
ARSG	0.107
HSP90AB1	0.400583333333333
CT45-6	-4.53875
ZNF483	-0.779
LMBR1L	0.26975
S100A2	0.0496
C2	-0.181388888888889
C2orf27	0.433875
EIF4EBP1	-0.86075
GCKR	-3.129
PPP1R9B	0.97125
FER	-0.54
SNRK	0.639166666666667
OR5M10	0.049
UTP6	-1.164
CAPZA3	0.367
FBP1	2.21355555555556
TERT	-1.4725
CCL1	-1.3375
FUCA1	0.2225
ALS2CR8	-0.528
KCMF1	0.0499166666666666
SRCRB4D	-2.1795
OXCT2	-0.206833333333333
IL17RA	0.7745
MPP5	0.661
SPA17	-1.186
FLJ10986	-0.0358333333333333
GALNT14	-0.7765
CXorf27	-0.648
NPLOC4	-0.34425
RAB34	-1.3445
KRTAP3-3	-0.045
ARSD	0.554833333333333
CPLX2	-1.5841
PJA1	0.2395
WHDC1L1	0.479166666666667
RB1	-0.817
MTMR15	0.0855
PHLDA2	-0.4228
GUCY2F	0.379
MPV17	-0.095
SLC35D1	0.942
LYSMD3	0.4394
COL16A1	1.27075
ERLIN1	-0.3555
JMJD4	1.11175
HIST1H2BK	0.00575
TP53I11	2.36266666666667
ST3GAL4	0.052
PF4V1	0.861
ALG8	-1.1365
REG1A	0.332
MINA	-1.55025
CYB5R3	-0.135
HHLA1	-0.0295
MYST4	2.4585
VASN	-0.493
UCHL5IP	-0.06525
TFAP2A	1.1540625
MGC9913	-1.1035
C9orf97	-0.105
LOC90379	-0.1165
PHF15	0.131285714285714
ZNF169	-0.3882
KRT7	3.1938
GLIPR1L2	0.36025
LOC116236	0.3825
IQCF3	-0.42875
RDH14	0.385166666666667
HNRPK	0.317285714285714
RABEPK	-0.349333333333333
ISX	-3.6625
CBARA1	0.2765
RAD51AP1	-1.926
MLL5	-0.218
CXorf48	-5.103
SGCD	-0.19575
PHTF1	-0.66325
CA3	0.296
CMTM5	-0.16225
STX10	-0.713875
JMJD2D	-1.75625
P4HA1	-1.83533333333333
GAB3	-0.391
DHRS4	0.794166666666667
COL4A1	1.807375
C20orf20	-0.877375
OSBPL2	0.44425
PTTG2	-1.12025
KIAA1688	1.16775
STS	-0.454625
SHROOM4	0.0755
KBTBD5	0.301666666666667
ALDH1A3	0.5153
BTNL2	-0.482333333333333
TGIF1	0.298
ZFAND5	0.058875
ICA1	1.395
NAV3	-2.06633333333333
FLJ12331	0.30325
EPS8L2	0.8559
MNT	-0.185666666666667
ENTPD1	1.68241666666667
OR51E2	1.029375
STK11	0.715
MX1	3.832625
TTTY9A	-0.086
CX62	-0.265
LOXL4	-0.70125
EXOSC4	0.3545
PURB	0.0607142857142857
SETD1A	-0.122166666666667
RELB	0.61425
LAMB2	0.2725
HNF1B	-0.5005
PNLIPRP3	-0.7605
C14orf139	-1.69975
UMOD	3.9945
GRIN3B	-1.3895
GPR25	0.4305
ZNF512B	-0.97425
ATP6V0A1	-1.392375
SRA1	0.8335
ZNF615	1.108
ZNF768	0.6365
ZNF469	2.396
DYNC2LI1	0.158666666666667
DNAH3	0.3355
LOC387911	0.2215
LOC554234	0.66575
ARRDC5	1.4105
TMEM59L	0.182166666666667
MARCH4	0.265
CNOT8	0.56
KIRREL3	-1.34483333333333
ADAM17	0.11
MYOG	0.51175
CPNE1	1.7665
AK5	0.266375
LOC204010	-0.661
NDRG4	0.27175
LOC130074	-0.7345
PIAS4	0.868
NCOA2	0.7885
TEGT	0.6461
USP5	-0.9095
ANKRD21	-0.74025
KIAA0692	-0.0428333333333333
HAPLN3	1.49575
LZIC	-0.759
NRXN3	-0.40575
CDKN2C	-1.78816666666667
KIAA0226	0.648
CYB5D1	0.633
WDR68	0.0174375
ABCB6	-1.3287
MRPS25	-1.2425
ZMAT2	0.433833333333333
KRT25	-1.106
RPL11	-0.968
GRAP	-0.318333333333333
LOC198437	1.0365
RORC	0.586125
RAP2C	3.16385714285714
MXD1	-0.683375
AZI2	-0.329166666666667
NUAK2	1.411
AHSG	-6.226875
MANSC1	0.59425
IMP3	0.422833333333333
C2orf3	-0.573
VSTM3	3.397
PCTP	-0.54175
SIRT1	0.26675
MANBA	1.17875
CD164	0.6255
GFRA1	1.2438
PRM2	0.84375
ZKSCAN3	0.342
PLEKHG1	2.08825
TPRKB	0.03775
UBFD1	0.0796666666666666
CDKL5	0.9595
HIST1H2BD	0.852333333333333
INPP4A	-0.982
BMX	0.2975
PTPRU	-1.1005
LOC554202	-0.287333333333333
HOXC8	0.45
IL12B	0.9695
ADPGK	-0.0015
ZNF418	2.2085
SIAE	-0.52825
CWC15	-0.621
RP13-401N8.2	0.7635
KLHL11	-0.15125
DEDD2	0.4145
PSMB3	0.642
DDX25	-2.827
ZBTB3	0.4565
GFRAL	0.871
RPS25	-1.042
FAM57B	-0.0516666666666667
TESK2	-0.756333333333333
DNM1L	-0.350875
ZNF207	-0.246166666666667
CLEC11A	1.40275
TOLLIP	0.68475
TMEM61	-0.882333333333333
DLK1	-4.3636
PLVAP	2.851625
NOD2	3.6415
SCMH1	-0.46325
FLJ40235	-0.287
HTR2A	-0.675833333333333
ARMC5	0.2175
FUT7	0.7455
PRELP	1.8848
ALKBH6	0.200333333333333
GYG1	0.517916666666667
POLR3GL	-0.1765
COL8A2	4.39183333333333
OR10A5	0.41675
C1orf187	-1.62125
TXLNB	0.2855
C16orf68	-0.09125
R3HDM1	-1.17775
C16orf75	-0.593
BAALC	0.0385
TNP1	-0.19075
GAPDH	-1.60841666666667
COX7C	0.46
ERRFI1	-1.547
PGAM2	0.0353333333333334
FAM108B1	-1.42125
APC	0.83275
TLR2	3.512
SUCNR1	1.361875
ZNF233	0.0245
WFDC1	-0.298666666666667
PSG11	-0.6113
SLC39A1	0.6185
PSAPL1	-0.2005
CDC42EP1	0.265625
MECR	-0.04525
KIAA0101	-0.3067
MACROD2	-0.0253
MMP19	1.21816666666667
LOC202459	-0.116666666666667
VNN2	1.6615
ACCN3	-0.485
TIMD4	1.145
RNASE8	0.3825
CCDC7	0.674
SULT2B1	3.1185
ME1	-0.5125
MGRN1	0.275625
MRPL30	-0.52475
IVL	-0.218375
CALM1	0.8821
PLEKHA6	1.9902
B4GALNT2	1.8785
PGDS	4.377125
C8orf33	-0.0971666666666666
TMEM56	-1.62566666666667
CKM	-1.24183333333333
ESR2	0.5289
ACOT8	0.0465
AGTR2	0.26525
LOC155006	0.53575
BC37295_3	0.933
EPM2AIP1	-1.19916666666667
PZP	0.75825
RPS9	0.594166666666667
C18orf51	-3.049
SIVA1	1.0347
HEATR2	-0.488
CD3E	-0.218083333333333
C20orf142	-0.04075
PGLYRP3	0.841
CCDC139	-1.00475
GPS2	-0.198666666666667
NOL14	-0.03625
LRTM2	0.10825
TRIM36	1.675125
TP53RK	1.1731
FBXL13	-0.9375
RUFY2	-0.0127142857142857
C11orf70	0.0821666666666667
HSPB9	1.082
GJA5	2.79175
HGF	-1.17766666666667
EPHB4	-0.02075
SOX18	0.88775
IFRG15	-0.14
SERPINA10	-3.78675
WDR23	0.549125
REEP2	-2.08666666666667
CDK3	-0.61775
HSPA12A	-0.559375
ARL8B	0.0048
SATB1	-0.6765
PPM1D	-1.40383333333333
VPS45	0.0233333333333333
TP53BP2	0.885625
GJE1	2.0545
CACNA1G	0.236125
VGLL4	0.743125
GNPTG	0.776
ROS1	-1.85633333333333
C21orf128	0.0216666666666666
BMP8B	1.19525
SLC5A4	-1.384
SLC6A3	0.198333333333333
C16orf53	0.603375
TMEM81	0.1335
APC2	-0.1985
SYAP1	0.319
C6orf54	-0.6764
ZBED5	-0.3927
PVR	-1.25825
LTA4H	-0.604833333333333
CCDC24	0.9365
MAGEA4	-3.8235
IFIT3	3.88316666666667
MYADM	0.9055
C21orf82	0.2775
PDE3B	-1.76625
TMPRSS11A	0.7055
PGK1	-0.900058823529412
CCL13	1.88883333333333
DERL3	-0.324
MLXIP	-0.205083333333333
PLOD1	-1.244875
MTFR1	-0.1203
NPDC1	0.640833333333333
GPAA1	-0.6825
LTV1	-0.927
RYR3	0.05525
C7orf46	0.74575
VAMP2	0.527875
RNF135	0.8081
SUPV3L1	-0.50825
FIBP	0.71775
ADAMTS18	0.440833333333333
RNF25	0.656
SOS1	0.12375
PLAU	0.60975
MATK	-2.06125
EHF	6.001
CTNND2	0.958875
PTEN	1.14214285714286
ZNF189	0.25325
SLC28A3	0.8195
GUCY1A3	4.082
SETD2	0.14
ROGDI	1.66625
TICAM1	0.7566
RASSF3	1.1855
PACSIN2	-0.184666666666667
SERPINB5	-0.422
PRKCDBP	0.28825
TFDP3	-0.455
LGR6	2.430625
RFX5	0.442833333333333
OR52J3	0.326
PTPN18	0.43125
ZBTB34	-0.117
KCNF1	2.591
SYNE2	1.11721428571429
SLC22A4	-1.4415
NETO2	-2.705125
VCPIP1	-0.305
LDHD	-0.73575
ESX1	-2.90575
SQRDL	2.45975
GALK1	0.374
SERPINA6	-1.86366666666667
HD	0.456125
ASCL3	-0.8095
FBXL6	0.385
FABP7	-3.82675
MAGEC3	-1.017
KLC4	-0.154375
CD1D	-0.9475
PRAM1	1.78975
EIF3B	-0.398857142857143
DSCR8	-4.63975
FLVCR1	0.20025
KIAA0141	-0.329
PROM2	2.3865
ALOX5	1.4284
GPR162	0.545125
LYRM2	0.39725
RNASE6	-0.1945
HES5	0.8015
GJA1	-0.33575
MRPS14	-0.2305
HMHB1	0.2505
TAF7	0.778375
BTNL9	0.1163
SFXN2	0.292875
VEPH1	-3.15375
GK2	-0.0345
AMBP	-4.9635
KIAA0953	-0.379
XAGE5	-0.8375
CCBP2	0.213
TGM2	-0.0045
ZNF202	-0.296
ACTL6A	0.0625
SLC23A2	-0.9309
ARHGEF7	-0.42775
LOC728635	1.117
CRYM	1.45083333333333
PKD2	0.25175
MANBAL	1.30716666666667
LIN54	-0.559
ACTL7B	-0.52275
OR4D9	0.27
KIAA1683	-0.941375
ZNF704	1.15766666666667
TCP10	-0.333
MAGEB18	-1.2055
DEFA4	-0.093
ZNF197	-0.4545
PTOV1	0.801833333333333
RNF208	-0.555
CMIP	0.312
TRDN	0.1955
UCHL1	-1.84257142857143
APOL6	0.6716
PLK1	-0.6775
NPHP1	0.355833333333333
NDUFA11	-0.0335
DAB1	0.437
RTN4R	0.247
PUSL1	-0.0765
SYT2	0.086
ANXA13	2.352
RFTN1	-0.417
ATP8B2	-1.06833333333333
VN1R2	0.163
OR52E4	0.0615
NPPB	-3.00683333333333
ZNF148	0.41525
ZNF141	0.361625
IKZF1	-1.51575
PSMC2	-0.55225
GGA3	-0.0818333333333333
LPGAT1	0.72725
SEC16B	0.278333333333333
C5orf38	0.0145
THOC2	-0.7128
SLC16A12	-0.221333333333333
ALK	-2.43628571428571
DACT3	0.907166666666667
CACHD1	-0.4175
GAN	0.523
EXOC6B	0.1315
HIST1H2AE	0.3675
VAMP1	-2.06625
SRI	0.148416666666667
AKAP14	3.1305
HLA-E	1.6612
SLC25A32	-0.9965
FLT3LG	0.147166666666667
ATP1B1	0.8375
WDR1	0.65575
SWAP70	0.62125
TRIM31	0.115
ARNT	0.0525
ZNF596	-0.5023
CDKN1B	0.0115833333333333
FOXC1	-0.954
SEMA3A	-3.2697
LSM14A	-0.2075
STEAP3	-1.204625
ABCA1	0.594333333333333
PLSCR2	0.503166666666667
EDC3	-0.105833333333333
THBS3	0.48075
C15orf43	0.0463333333333333
GMCL1	-0.429833333333333
C9orf71	0.26825
MGAT5	-0.252
LOC402164	0.369
TSPAN8	1.8825
DYNLT1	0.67725
IGSF1	-3.277
TMEM143	0.04875
FLJ25006	-4.0755
ATP13A3	0.0341666666666667
C3AR1	2.20025
CADM2	0.661666666666667
EFNA4	1.095
HAO1	0.0835
TWF1	0.5125
MRPS17	-0.7435
MYH9	1.02816666666667
C9orf9	-0.957666666666667
C17orf79	-0.764833333333333
FSCN3	0.00625000000000003
BDKRB2	1.07116666666667
PCGF6	-0.928833333333333
RAP1GAP	0.137166666666667
TAS2R41	1.849
DCLK1	-1.3598
DEFT1P	-0.490166666666667
TAF2	-0.27875
COPZ1	0.6235
KATNA1	-1.0185
STIM1	1.23575
TBX2	-2.00216666666667
RPS4X	0.755923076923077
MARCH8	-0.254
DHX33	-1.3065
TMEM161B	-0.625333333333333
SYPL2	0.322
ADCY5	1.662875
SRPK3	3.157125
CXorf9	1.27475
REC8	-0.402125
CLP1	0.1068
MGC52498	-0.6815
DUOX2	0.6015
C6orf150	0.1405
TSC22D3	2.1905
CASP8	-0.732
PRKD3	-2.09525
CFH	1.82775
TRO	-1.17525
NRIP1	1.56375
ZNF707	-0.124166666666667
TBC1D22B	0.102333333333333
HYI	-0.3685
COX7B2	-0.1935
GPR52	0.359
CASC3	0.708
METRN	0.858
KRT3	0.866
ARF1	0.964571428571429
C1orf111	0.04875
MOG	-0.596
C6orf50	1.0805
MGC12966	-0.40175
ATP7A	0.232
NOTUM	-2.67366666666667
LOC342897	0.8215
ITSN2	0.656333333333333
GIP	-0.4025
LOC89944	-0.542
UBXD8	0.457625
GYPE	-1.854
JAG1	0.838166666666667
RLBP1L2	0.681
HIST1H2AL	0.78675
PAPPA	-1.2688
CYP4F8	-0.25175
TRH	0.46325
DCTN3	0.2214
NT5C	-0.304
HTR3C	-0.0345
VPS41	-0.39375
KIAA0174	-0.2836
ANKS6	-2.278125
MPV17L	-1.5505
MT1M	-0.284166666666667
DTX1	1.085375
LOC146325	0.5602
ZNF639	-0.0506666666666667
CACNG4	1.3537
TNNC1	-2.06925
MGC27345	-0.83075
CASD1	0.6539
HOXD4	1.488
SMC4	-0.308470588235294
TTC35	-0.1472
CTXN1	0.68025
RGS19	0.2635
SFRS3	-0.194583333333333
TRIM43	-0.5005
HLA-DQB1	3.46275
NUPL1	-0.9457
NRAS	-1.322375
RPL22L1	-1.5165
ZNF138	-0.275333333333333
FBXW2	-0.1714
SIX3	0.5585
HDAC9	-0.35
OGG1	-0.3510625
APLP1	-1.02533333333333
OR7A5	0.2715
DLX4	-1.13
TUBA1B	-0.438666666666667
CRY1	-0.949375
C12orf29	-0.801125
MGC70863	-0.545318181818182
OR1D2	-1.4995
C1orf25	0.398125
CUZD1	-0.55325
PUNC	-2.3695
SCAND1	1.50383333333333
MYT1	2.873
MPND	0.9205
GOLGA1	0.3377
ZBTB43	0.396
VAPA	-0.196666666666667
C4orf36	-0.0935
STAP1	2.41025
SLC34A1	-0.30175
PIK3R3	0.8526
TGM5	0.9355
USPL1	-0.5846
FBXO40	-0.0751666666666667
BRF1	0.1617
CCL27	-1.0135
hCG_1657980	0.0895
PFN2	-0.1446
MYBPH	-2.2315
PPP1CC	0.1613125
CDCA7L	-2.9735
KCNB2	0.72
C20orf151	1.5625
USP13	-0.69575
RCOR2	0.399
FBXW4	1.08866666666667
WT1	-4.20833333333333
TAS2R46	0.348
STK38L	0.854
LEPROT	0.583
DDX42	0.670625
TXNRD2	-0.844833333333333
TNFRSF4	2.486
KSR1	0.0205
SLC27A1	0.283
POU5F2	0.2465
SLC22A11	0.05625
C8orf32	-0.619666666666667
ZNF236	0.164928571428571
GABRB1	-4.705
LRRC29	-0.72
FBLN1	0.897916666666667
MRRF	-0.384833333333333
RP1	0.245
MARVELD1	0.5235
AFF4	0.391285714285714
C17orf54	-0.045
RAF1	-0.6055
SUB1	1.03583333333333
MRPS33	-0.58125
ZIC1	-3.123
ARL10	0.4295
RAG1AP1	1.2305
P2RX5	-2.4546
NCR3	1.07166666666667
LTB4R2	0.5495
HLA-DPA1	4.308625
FKBPL	0.371666666666667
JAKMIP1	-0.275
SNX4	0.5055
CD248	1.97725
CCR2	-0.31225
LOC401152	-0.106
SH3KBP1	-0.3545
LMBRD2	-0.0567142857142858
WDR51A	-0.315166666666667
SYT15	0.1468
SMOX	-1.427
NACAP1	0.422
DRD2	0.206833333333333
COPS2	0.5075
FCER1A	4.04475
TMEM112B	-0.115
SUGT1	-0.5934
CALR	0.041125
DPY19L2P4	-0.73825
ADRA1B	-0.66125
LTB	3.2835
SNRPD1	-0.57925
NCAPG2	-1.96183333333333
KCNMB1	2.541
ITGAV	0.358916666666667
