Hybridization REF	TCGA-BH-A0HX-01A-21R-A056-07
C10orf47	0.438833333333333
DEPDC1	-1.8345
FLJ45557	4.838
ZDHHC17	0.05675
KIAA1429	1.0035
KCNH1	0.58125
VNN3	-0.188125
PSMAL	0.96325
PPARD	-0.015
HFM1	-1.5715
YBX1	-1.42533333333333
ZNF695	-2.05425
SCTR	0.018
DCDC1	0.8655
VPS26B	0.1762
MTF2	-1.4315
ATP6V1F	-0.165
CCDC94	-0.5245
PERF15	0.6295
CCL11	2.9095
LMO7	-0.462
DCST1	0.4495
ADRBK1	0.299375
CDRT4	-0.51125
ZNF84	-0.64625
HOXD8	2.5035
STARD8	-0.205
FOXP2	-1.020625
CCDC103	-0.11775
POLR3A	-0.3636
GSC	0.623666666666667
ZNF114	-2.22666666666667
HTR7P	0.179
LALBA	-0.998
RMND5A	-0.816833333333333
PSCD2	1.0645
ZNF409	-0.4665
KRTAP1-3	0.512833333333333
MAF1	0.468
LOC201725	-0.907333333333333
NRN1	-1.638875
SPAG5	-1.3525
DNAH7	2.08016666666667
FLJ43860	0.1055
BRCA2	-1.325
ACADM	-0.453375
CXXC6	-3.878875
RAGE	-2.08025
CHMP2A	0.8645
FAM8A1	0.6951
GPR21	0.786
SLC12A3	-3.41783333333333
FVT1	0.465142857142857
ZDHHC7	0.1355
FLJ44048	1.5065
SLC44A3	1.34783333333333
SDSL	1.23483333333333
MMP8	-1.089
PLA2G12B	-4.0875
ACY1	0.024
MT1E	1.18683333333333
OR4K15	0.425
TECTB	-0.847
GPR20	0.825625
IRAK2	-0.6405
RFPL3	-0.00237499999999999
MYO9A	-0.24725
NARG1L	-0.93675
BLMH	-0.300375
CCDC3	3.08416666666667
C9orf21	-0.266666666666667
KIAA0513	0.549833333333333
MIER2	-0.364666666666667
PNMA2	-1.57741666666667
SH3BP2	0.643
ANXA10	-1.85375
RTN2	-0.754833333333333
TFB1M	-2.0335
PRPH2	1.72125
C14orf133	-0.353
GOLGB1	1.18575
IRX4	-0.876125
NFKBIL1	0.1155
C10orf62	-0.23925
APBB3	-0.742
RPS10	-0.3613
LOC728378	1.33825
TLE3	1.0165
PSMB7	-0.848875
MESDC1	0.0615
SLC6A1	1.3974
OCLN	1.86141666666667
PTTG3	-1.7895
NAGLU	0.03275
SERTAD4	2.23925
SPRY1	2.0955
FLJ10781	0.609166666666667
MYSM1	-0.3245
TRIM4	0.503428571428571
SH3YL1	1.2715
TREM2	3.67983333333333
SERPINI1	1.75925
HDHD3	0.402875
TMEM38A	0.020125
EID2B	-0.57375
TDRD3	-0.169
SEDLP	0.49525
THSD7A	2.5325
NDST3	-1.46175
KLHL15	-0.569083333333333
DHRS12	1.9575
FBXO9	-0.566785714285714
TNPO1	0.0393333333333333
MRPL13	1.816
SNX5	-2.28233333333333
METTL6	-0.21725
SOD1	-0.341625
CHML	-1.1815
PACS1	1.362
SIRT5	-0.4819
CAPN2	-0.652333333333333
FXYD5	-0.341
TWISTNB	-0.05975
LRFN1	1.2025
UBE1L	0.66125
UBE1C	-0.529
OR51B2	0.07475
OR4D11	1.0785
C15orf2	-0.0135
NR4A1	0.372833333333333
LOC339047	-2.382
TRIM17	-0.731375
ATP5G3	-0.720071428571429
RPL15	-0.14525
ADAMTS8	-0.2245
HOXC4	0.041
C14orf37	2.2075
CEACAM5	1.36
MYT1L	-0.0253333333333333
RASA2	-0.1485
OSBPL7	-0.2235
STAG1	-0.89
GIMAP4	4.69783333333333
FUT3	-2.17016666666667
PIF1	-2.658125
LPIN2	-0.2133
SH3PX3	0.69475
PDP2	-0.6515
PAPD1	-0.578125
ERP27	2.09075
APOOL	-0.0107
DIABLO	0.29475
TRHR	0.06
ARMC9	0.329875
RNF152	2.3005
SLITRK3	-0.1928
ZNF211	-0.5323
PFDN1	0.29375
RGS11	1.033125
HS6ST1	-0.2335
AKR1D1	-2.273
TNP2	-0.1295
STK31	2.831
EML4	-1.13816666666667
SGTA	-0.331333333333333
HIST1H2BI	-0.218333333333333
PSMD6	-1.67333333333333
KIAA1257	2.686
C18orf55	-0.825166666666667
FLJ20273	2.627625
RPL28	-0.477
EPYC	1.802375
NOX3	-0.0285
ELAC1	-0.932833333333333
METT11D1	-1.325
BIN2	-0.589833333333333
NACA2	0.004
CCDC17	-2.108
HM13	0.5873
UBOX5	-0.123875
UBE2O	0.399875
UBL5	-0.528
APOLD1	2.012375
C9orf31	0.20325
TNFSF8	0.769
ARHGAP29	0.045875
PROKR2	-0.01
PDE5A	0.405333333333333
C6orf12	-0.3755
TOM1L1	0.6965
WHDC1	-0.28725
FOXI1	0.475833333333333
RAB4A	0.5255
TMEM39B	-0.8315
ATPBD1C	-0.57275
FARSA	-0.5615
PLEKHG5	0.378
CMAS	-0.679
OR7E24	-0.292
SLC30A1	-1.003
CDC42EP5	1.4045
PLAC1	-1.36825
KLHL18	0.19275
LBA1	0.6721
TAZ	-0.57775
CRIP2	1.54
BTBD11	-1.72116666666667
C16orf72	0.44275
DIO2	1.1975
LRRCC1	1.7225
CCDC136	-2.015
PRX	0.01675
RBM5	-0.332
TMEM85	-0.82475
TUBGCP4	-1.13566666666667
APLN	1.744625
CDK7	0.130833333333333
SSR2	0.59025
CRELD1	-0.194
C19orf46	2.43225
GAL3ST4	0.464333333333333
KBTBD10	0.14675
IL28A	0.35225
WDR27	-1.5695
MCM2	-1.06933333333333
SOX14	0.5585
FLJ39743	-0.0825
KIAA0922	0.575875
HIPK4	0.7475
FLJ25758	-1.0675
C16orf57	-1.04683333333333
PDZD2	0.211125
MCC	0.01175
HHLA3	-0.00800000000000001
ID2	0.45125
C20orf23	3.83166666666667
ZNF688	1.5295
APOC2	-2.23933333333333
LOC440093	0.665
FAM50B	2.683
PWP1	-0.5995
DNAH10	-0.26525
HIST1H2BA	0.6635
GPR56	0.290166666666667
METAP2	-0.36675
PAN3	0.505666666666667
STXBP4	1.13625
PDHX	-0.6405
MTA1	-0.221416666666667
ZBED4	-0.27425
ZNF720	0.3035
CDK2	-1.7115
RHOJ	1.20775
CDC37	-0.566333333333333
ZER1	0.62925
GRK4	0.25025
PRPH	0.87325
POLR2A	0.095875
OGFOD1	-1.233
NOL5A	-0.73625
PHEX	-0.9245
FLJ16478	0.05175
C20orf117	-0.634
CAMTA2	0.668
C11orf74	-0.213666666666667
DDX17	0.0331666666666667
C5orf27	0.16
PLEKHA2	-1.1682
PDE4DIP	-0.7082
SCN7A	1.025
ZNF559	-0.275333333333333
CXCL10	3.52025
ZMYM4	-0.145166666666667
STK32B	0.0530666666666667
KIAA0888	-0.7098
TACR3	0.4105
CKAP2L	-1.01325
KIF1A	1.018
RSPRY1	0.3235
VCAN	1.5045
CYP27C1	-0.2525
SYDE1	-1.28266666666667
MED12L	-0.59125
ZDHHC21	1.154375
NHS	2.4375
TM9SF3	1.08633333333333
DDHD1	1.42875
MAFG	-0.1575
BICD2	-0.1779
C14orf119	-0.608833333333333
C14orf43	0.338285714285714
CDH7	0.997
ALKBH5	0.170142857142857
JUP	1.36
TMEM41A	0.0656666666666667
MAMDC4	-1.84866666666667
CBX3	-0.73225
LRRC18	0.0346666666666667
RBMXL2	-0.637333333333333
PLA2G4D	0.567
FGF13	2.473375
KIF3A	1.69016666666667
PDIA6	-0.25525
DCXR	1.09225
CASKIN2	1.16008333333333
EHD1	-0.4555
MARCKSL1	0.643
ZNF496	-0.211
SCAF1	0.417833333333333
KCTD8	-1.40933333333333
TRAF3IP3	0.3765
LSR	1.4405
CXorf1	-0.207666666666667
C14orf112	-0.00933333333333333
EIF2B1	0.124
OMP	0.2345
GSTZ1	-0.5655
LOC92017	0.74025
ISLR2	2.2645
C12orf36	0.4175
GATA2	-0.362666666666667
GABRA5	-2.9365
CELSR2	-1.48014285714286
STAM2	0.9234
TNAP	-0.2415
PTPMT1	-1.31016666666667
GRP	6.37
SV2A	-0.785166666666667
MAGEA12	-3.324
CACNG1	4.3005
C18orf19	-0.23025
GSG1	-0.491333333333333
PTPRJ	-0.354785714285714
FRMPD1	0.604
ZNF668	0.4615
PLEKHJ1	-0.768
ADAT1	0.3477
TMEM50A	0.2996
UCN3	0.2315
HOOK1	2.07625
IL17B	-0.147
MLKL	-0.973166666666667
TTC14	-0.421666666666667
KLHL5	-0.56175
CRYL1	-0.015
FOXH1	-0.044
NFYB	-0.2285
PPM1G	0.21125
GOLGA2LY1	-1.74275
NMT1	-0.421
HADHA	-0.0712
CHSY-2	2.285
PLEKHF1	0.236
SAGE1	-3.0585
MUSTN1	1.46325
SUHW4	0.51275
TFEB	1.32233333333333
ZFYVE27	0.746
ATG12	-0.586833333333333
BMI1	0.674285714285714
ZIM3	0.864
MYH4	0.023
MASP1	-1.32583333333333
KIAA0984	1.27825
RPAP2	-0.75525
ASB5	0.36775
BOLA3	-1.0255
MIA3	1.25516666666667
KRT35	1.1485
KIR3DL3	-0.7695
MRPL51	-0.41775
SEMA3F	1.4165
NDUFB2	0.0505
LOC253012	1.728
FAM46C	-0.8668
G6PC	-2.54075
CSAG3A	-3.507
PREX1	1.889
SLC25A45	0.176
MAPKBP1	-0.1002
CPE	1.2119
GNB1	-0.18825
CXCR6	2.0655
TRIM46	0.29025
C16orf3	0.4955
HPSE	0.549875
TIGD3	-0.1215
SPG3A	2.44425
LCAT	-1.914
ST6GAL1	-1.87266666666667
POMC	0.1015
FLJ36031	-0.7695
NSMAF	-0.713166666666667
SKIL	1.004
ADSS	0.2735
HMGCS1	-1.819
POLR3F	0.602666666666667
RAB10	0.14275
ZNF277P	-1.330375
ZBTB7B	0.7215
DHRS1	0.4
ABCC13	-0.1095
CNOT3	0.55125
NFKBIA	2.21275
GAK	0.565666666666667
SFT2D2	1.019
HOXA6	-0.0945
CRTC1	0.424625
LY6D	-1.71166666666667
C20orf72	-0.5475
CPT1A	0.85125
LMO1	-2.5625
EIF3I	-0.05225
PRB4	0.44725
MCM3APAS	-1.7045
C20orf132	0.2388
FOXF2	-3.40875
S100A12	0.28175
MLH1	-0.293166666666667
ACTN1	0.8669
MRPL36	-0.166166666666667
C20orf106	-0.1695
FBXO6	1.3495
MKS1	0.814833333333333
CX3CR1	-1.713875
PDE1B	0.8655
PLP1	-4.05125
KISS1	-0.0156666666666667
C14orf2	-0.531666666666667
TBC1D3P2	-1.8565
COMMD6	0.6223
ANKRD7	-2.14325
PTCHD1	0.7125
NARS2	-1.185
DOCK7	-0.737
FAM127B	0.069
LOC390243	-0.0996666666666666
N6AMT2	0.486
ZNF391	-1.561
DNAJB14	0.813666666666667
WRB	-0.227125
BPI	0.1605
TTC4	-0.257833333333333
FAM10A5	-0.43625
GOT1L1	0.4504
MAGED1	-0.409375
RESP18	0.3315
WFDC6	0.698333333333333
MT2A	-0.7655
C11orf56	-0.16275
KIAA1432	-1.034
ROR1	-1.031375
HSD17B14	3.0515
ZFAND2B	-0.178125
SAMD4B	0.85425
HEXA	0.238875
HNRNPU	-0.0735
USP39	-0.639125
NRD1	-0.3435
R3HDML	0.23025
FLT4	0.833166666666667
OMG	0.0338
OR52N4	0.3605
LOC399818	-0.793
ELA2	-2.7275
VENTXP1	0.408
RFC5	-0.9495
OR52L1	-0.9715
PAX5	0.1985
FBXO2	-1.117
GMEB1	0.0405
AKT3	0.471666666666667
CRB1	-0.558833333333333
CTTN	2.19516666666667
UTP15	-0.159833333333333
HSBP1	-0.1765
PHF11	0.8455
NDEL1	-0.0325
USP8	-0.21975
BAIAP2	0.883
SI	0.624
ARSJ	-1.36383333333333
BAAT	-2.85875
KCNS3	2.24366666666667
LOC126147	-0.2455
TMEM37	0.161
C1orf162	3.00683333333333
MBD1	-0.4442
ITGAL	0.2595
WDR73	-0.243666666666667
GKN2	0.0481666666666667
ARFGAP1	-0.423625
SLC5A8	-1.1815
ZBTB40	-0.1819
CYP4B1	4.2615
LYPLAL1	0.06875
CHST3	-1.057
MAP3K9	0.3125
BTAF1	-1.05716666666667
TFAP2E	-0.6925
RBM35B	-0.03275
LOC441251	-0.629333333333333
ANKRD25	0.00155555555555556
UQCRC2	-0.389
MAEA	0.425333333333333
HYAL1	-1.5392
RNPEPL1	0.227833333333333
CPSF2	-0.828375
PSD3	0.6593
ABCA13	-0.542714285714286
AGR2	3.51175
GBX1	-1.0935
HDLBP	0.461071428571429
ACY3	-0.94075
HECW1	0.284333333333333
ZNF519	-1.45725
HOPX	3.5135
ZNF304	0.76525
OR12D3	-0.025
FKSG43	0.3545
METTL1	1.16375
MFSD3	0.8094
PSPH	-1.45775
CLCA3	0.2205
DARS2	-0.434666666666667
CDC25A	-2.0845
BAIAP2L1	-0.0165
B3GNT5	-0.469125
USP29	-0.09975
ARHGEF10L	0.9201
ATOX1	0.415
ADAM30	0.00475
DNASE1	1.345
STT3A	0.00841666666666666
RAB6IP1	-0.4235
PTN	0.8448
C1orf106	-1.45515384615385
HECA	0.75525
RNF122	0.20575
SLC22A18AS	-0.505333333333333
GNG8	0.432666666666667
ELP4	-0.9435
FAM65A	0.2325
RPL10A	-0.4225
IRS4	-0.0575
MACF1	1.7411
SEC24D	1.24125
LOC374395	0.36625
TGFB2	0.76125
MDFIC	0.237375
CHRNE	0.857333333333333
PCMTD2	0.5635
ATP6V0D1	0.247666666666667
MTA2	-0.4845
LZTR1	-0.485666666666667
RAP1A	-0.307
AXIN1	-0.190125
POLR1C	-0.59675
TRIO	-0.17425
PLXNA4A	-0.256083333333333
C5orf33	-0.59475
DEPDC1B	-2.329375
ZNF473	-0.225
MTM1	0.487625
GPR107	0.470166666666667
CSNK1A1L	1.03916666666667
FLJ14154	0.445
NLRC4	3.61475
ENPP4	2.21533333333333
PADI3	-0.519
RNF170	0.948
CG018	-0.378
C16orf7	-0.30475
KCNE1	-0.263
NRM	-1.41066666666667
SLC37A3	-0.425928571428571
TPD52L2	-0.602166666666667
UNC5B	2.44075
C12orf12	0.2052
SDHB	-0.14625
CLRN1	0.15125
NUDT10	-0.511833333333333
UGT3A1	0.117875
FBXW8	0.334375
RHOF	-1.125125
PTPLAD1	0.098125
MYO3B	-1.828
DERA	-1.102
TPP2	-1.4555
C19orf53	-0.0698333333333333
GINS3	-1.40825
ST6GALNAC5	0.58
CHSY1	-0.4325
MGC15705	-0.254
GPR83	0.191333333333333
EXT2	-0.184125
DOLK	0.57675
TUBAL3	-0.31525
ACVRL1	2.3585
ABL2	-0.333083333333333
C14orf156	-0.857333333333333
PTPRZ1	-4.388125
DIP2C	0.97625
LAMP1	0.89975
RXRA	0.2233
MAP3K5	-0.000250000000000007
ALKBH1	-0.0236666666666667
PDLIM7	0.1275
ARL14	-3.173
SNIP1	-0.279333333333333
TIMP3	3.01758333333333
RGS3	0.502666666666667
SPAG16	1.0753
ABHD4	0.24225
ARHGEF12	0.527333333333333
GLUD2	-0.2345
RAC2	-1.0671
UAP1L1	-0.84
SLC18A3	0.119
YOD1	-1.54608333333333
RALY	0.32925
HMOX2	1.0115
DGKH	-0.21275
DBNDD2	1.82583333333333
YIPF4	0.510875
THAP10	-0.54175
ZNF513	0.66475
HAGHL	0.035
ITGB4	0.747833333333333
CCDC141	-0.9465
YTHDF3	-0.218
C5orf28	0.33525
RPL7L1	-1.12775
TMEM30B	1.08192857142857
ANKRD35	1.3835
DUOXA2	-0.3585
TBC1D5	-0.1405
DFNB59	-0.369
HRH4	0.393
MYO6	1.8657
DNAJA4	2.589625
RBM24	3.463625
CEACAM20	-0.48475
RBM23	0.1165
NGFB	0.324
C1orf63	-1.555
KRTAP7-1	-1.4025
PERLD1	1.2745
NPB	0.338
C17orf59	1.4875
HSPBAP1	-0.39825
SLC15A4	0.066625
PRTFDC1	-0.7655
OSMR	-1.28214285714286
CYSLTR2	0.134
C19orf25	0.3606
KIAA1797	-0.124
NLRP6	-0.3555
FAM105B	0.1779
SCRN2	0.9375
LRRC58	0.0405
RNF17	0.173
NEIL3	-2.499
FAM137A	-0.98625
SKP2	-3.22175
PARVA	0.962166666666667
PKLR	-2.186
RNF34	0.035125
A3GALT2	-0.0705
C12orf50	-0.106166666666667
SUNC1	-1.4865
FAM102B	0.4125
CCT2	-0.62225
LRRC37A2	0.1095
ARF4	0.8745
SIKE	-0.4185
C8orf48	0.828833333333333
MBTPS1	0.321714285714286
GPSN2	-0.4575
NCF2	2.78125
SLC12A6	-0.293166666666667
MRPL48	-1.0705
HMGN3	-1.37066666666667
LRRC62	-0.84875
PAX9	1.682375
FAM55A	0.49
C20orf42	-4.606
SCML2	-1.8495
BCL9	1.02525
FAM40A	-0.3745
C9orf41	-1.17866666666667
ZNF774	-0.4775
LETM1	-0.35925
PLXNB1	0.472833333333333
NIPSNAP1	-0.322
USP10	-0.78575
F9	0.543
LIPE	2.115
CNGB3	1.6315
C12orf52	0.353625
PI4K2A	0.128375
MED8	-0.277375
STAT4	0.8573
FGD4	0.5865
RNF145	-1.9885
WDR32	2.2165
CLDN2	-0.530333333333333
TCEAL8	0.54525
ZMYND8	-0.1365
PDXK	-0.80990625
GATAD2A	-0.998
PTGES3	-0.4385
CCM2	0.10875
TAP1	0.999625
ZNF670	0.175
ETS2	-0.532538461538462
C6orf166	-0.417666666666667
PRMT2	0.312285714285714
OR4B1	0.3205
INTS8	0.118
CCDC102A	0.142
CCDC83	-0.543166666666667
ITGA1	0.285888888888889
EPHA5	-2.4571
FAM24B	-0.903666666666667
TSGA10	1.85975
HAL	-2.7395
MYOT	-0.089
SPACA3	-0.129
BCL2L2	-0.669166666666667
CUGBP2	-0.347
CCNB3	2.82025
RNF113B	0.4555
MERTK	-0.46175
BAG1	0.37125
VPS36	-0.688
ORMDL3	0.7216
C1orf190	-0.23025
ZNF625	-0.667
CORO2B	-2.049
ALOX15	-0.426
CST1	3.3905
NUPR1	1.61383333333333
CCL7	2.7105
SMCR5	-3.187
DSC2	1.2505
RBMS2	-0.148
GRIK4	0.7395
TRIM65	0.6477
TMPRSS6	0.560714285714286
TP53INP2	-0.14675
GLB1L	0.2715
LOC388284	0.639
PUS1	-0.232214285714286
BCL9L	0.1995
OLFM1	-0.488916666666667
RET	3.1715
MASTL	-2.46483333333333
ALX3	-0.333
IL1RL1	-0.0433333333333333
ZNF765	-1.0327
C14orf138	0.39725
SNX10	0.2225
TAC4	0.2465
C1orf64	2.011125
POGK	0.13625
MAPK9	0.205
ZNF366	3.56925
C8orf79	0.6228
CLDN7	2.577875
OR5AT1	0.2895
TRIM37	-1.1085
LRRC25	2.89175
GRHL2	3.1389
TEKT3	1.4195
LASS5	0.2945
ABCC4	-1.93825
DLG3	1.351375
VGLL1	0.033875
ZFP36L2	0.670666666666667
MFRP	-0.396333333333333
KIAA1799	0.3485
FLJ44379	1.901
PCNX	-0.8505
ANXA9	1.7475
CYP4V2	1.756
PIK3C2A	-0.20875
SRR	-0.763
NOL3	-0.29475
IFITM2	0.004
ARNTL2	-1.67375
ZNF595	0.26525
NLRP13	-0.3715
ASPH	-0.195125
CPA2	0.0965
PVRIG	-1.60216666666667
LEPR	0.0368333333333333
C16orf42	0.9015
SH3BGRL	1.20525
FAM77D	-0.4435
FNDC7	0.3385
C9orf6	-0.545166666666667
NOTCH2NL	0.515166666666667
PGBD1	-0.397833333333333
SYNGR2	1.23683333333333
PITPNA	-0.3070625
PRPF4B	-1.6248
SLC43A3	-1.79728571428571
NRBP1	0.39475
SLC25A22	0.0615
ILK	0.1015
SLC22A8	0.742166666666667
MRPS7	1.009375
PITX2	-1.72975
FABP3	-0.82525
OR1L1	-0.306
LOC728215	0.265375
BLID	-1.9305
KIAA1217	2.40958823529412
TFPT	-0.08875
AP4B1	-0.546
VBP1	-1.24075
OR1K1	0.283
MORC3	-0.06975
BHMT2	-0.188166666666667
C3orf10	0.623625
FZD7	-0.333666666666667
WFDC10A	-1.191
PMS2CL	-0.53975
CCDC32	-0.275166666666667
FA2H	-0.02475
ALG13	-0.4865
TTLL7	0.4402
SPOCK3	0.2935
SLC13A2	0.282
AIM1	-0.0115
GPRC6A	0.1305
EGR2	3.73075
MED11	0.50525
WWC1	1.763
SH3GL3	-4.3625
RIF1	-0.260857142857143
PRLH	0.186
VLDLR	-1.429
DBT	0.5395625
C21orf63	0.026
CGGBP1	0.03875
KRTAP12-2	-0.084
TADA3L	-0.3085
ZBTB16	2.927
PDGFB	2.635375
RFX1	0.17525
UQCRB	1.0804
LOC133874	2.9755
HPS3	-2.823
LGALS3BP	1.6222
DKFZP564O0823	3.05721428571429
MRFAP1L1	0.797
HOXA10	-1.00966666666667
NGB	-0.1805
KIF21A	0.201923076923077
IFLTD1	0.9075
LZTS1	-0.432625
ARHGEF3	1.23975
RHBDL3	-2.699
CSNK1G2	-0.469333333333333
ChGn	-0.84675
KIAA1244	2.0435
GABRB2	0.164
MGC72080	-0.1485
CD27	3.08975
EGLN1	-1.9045
PEX13	-0.00175
RWDD3	-0.29225
RNF12	-0.753333333333333
GRIN2B	-0.9935
ADAMTS14	-0.945125
DYDC2	0.863833333333333
ATP6AP1	1.3872
NR1H2	0.461833333333333
PDK2	1.02625
C3orf17	-0.188666666666667
SLC38A2	0.117214285714286
SLC25A29	-0.640666666666667
C15orf29	-0.26925
ADAM9	0.07575
TMUB2	0.6125
GPR176	1.48775
AGK	-0.646
MCCD1	0.8165
NDUFA4	-0.02
TMEM146	0.41525
DUSP1	2.25
UNQ6975	0.083
EMX2OS	4.41775
INSM2	0.47625
LUZP4	-0.95525
SETD6	-0.3575
P2RY2	2.52175
SLC45A2	-2.095
RABGAP1	0.597666666666667
UBXD5	0.879
GPRC5A	2.7729
PAK3	0.481666666666667
LOC63920	-0.166
TGFBR1	0.4216
KRTAP6-3	0.03875
SFMBT2	-0.0325
CDC42	0.1690625
C11orf35	0.544
TTLL2	-0.03925
UACA	1.13775
CD97	-0.815
SETD5	-0.195875
NINJ2	0.2435
PTER	1.06883333333333
POMGNT1	0.32
KRTAP4-2	0.62
ECGF1	2.314875
HRB	-0.693545454545454
ATP1B2	0.1873
LOC400506	0.18225
COL4A3BP	1.12725
C6orf97	0.49925
GRHPR	0.795125
TAS2R1	0.7275
SEMA7A	-0.5755
EDF1	-0.071
ODF2L	0.3964
PCID2	-0.969333333333333
GTF2H4	-1.17233333333333
ZCCHC3	-0.572625
CGB2	-0.287
NEUROD1	0.1685
C20orf75	0.0315
RP5-1054A22.3	2.218
IFNA5	0.4145
ZNF134	0.16925
MGC119295	-1.6073
ZSWIM6	0.105125
SMEK1	-0.532833333333333
PCGF2	0.4185
C1orf102	3.1575
CYP2A13	0.982
KCNH6	-0.3805
MDM1	-0.0547
ALDH7A1	-0.1485
C9orf75	1.055
VDAC3	0.501875
OR51T1	0.069
EIF3F	-1.04208333333333
KCNJ10	-0.21325
LENG8	0.13425
EDEM2	0.999083333333333
CCNJL	-1.3775
DHX37	-0.176
CRYGN	-0.5095
AATF	-0.24925
ZNF630	1.6655
E2F5	0.938
WFDC13	-0.7645
FTSJ3	0.369
C4orf33	0.27325
LHFPL4	-4.0975
C19orf56	-0.522916666666667
SMAD4	-0.511875
AFM	-0.871
G0S2	0.42325
FCHSD2	0.1163
RRP1B	-1.5827
EEF1B2	-1.23833333333333
STAT6	-0.0936666666666667
ZNF195	-1.14775
GNL1	-0.868166666666667
ZNRF2	0.971666666666667
PER3	0.388875
ASB16	0.228
C10orf10	2.861
ADCY8	-3.7285
C9orf58	-0.435
ARMC10	-0.335
PSG1	-1.2305
DHX34	-0.17925
VARS2	-0.6295
NFIC	0.664
ITPR2	-0.8035
AGXT2	0.244
OR6K3	0.009
H2AFZ	-0.446666666666667
MLLT3	0.508666666666667
COX4I2	2.4215
CCNT2	-1.037
PLK4	-1.988
NUMBL	-0.445166666666667
MED16	0.23025
PLEKHQ1	0.812
GOSR1	1.13466666666667
BTG4	0.16625
RPL30	1.40416666666667
IGSF5	-0.86425
IGFL2	0.759333333333333
ELMOD2	1.21433333333333
SHC3	-0.9005
HAVCR1	-0.3715
DYNC2H1	-0.463375
RNF5	-0.615666666666667
C2orf7	0.0145
NLF1	1.3785
KLHL25	0.4735
LRP10	0.4647
KRI1	-0.47475
PUS7L	0.603666666666667
MGMT	0.80125
HOXD1	0.634666666666667
CSH1	0.1733
ATG16L2	-1.07825
FLJ44635	-0.3285
CHODL	-0.90275
EXOSC8	-2.27425
SLC28A1	-0.957
MYO7B	-0.873166666666667
SEH1L	0.0347
MTNR1A	0.390333333333333
TSPAN5	0.3745
CDC45L	-3.436
AMIGO1	0.605
ATAD3A	-0.810375
OSGIN2	1.24216666666667
PDIK1L	0.974833333333333
DARC	3.45325
PIPSL	0.4025
SHMT1	-0.82325
CRISP3	0.469
POPDC2	2.76116666666667
ZRANB2	-0.848833333333333
FBXL8	0.66025
TRIP13	-1.62618181818182
EIF5AL1	-0.907
POU5F1P3	-4.96583333333333
IL6	-1.17033333333333
CXorf38	0.1465
IFNA16	0.1215
FBXL2	1.49566666666667
BRD1	-0.07075
STATH	0.57375
FBXO44	0.762666666666667
MCCC2	1.4705
CDC2	-2.1963
C5orf23	0.04275
IVD	-0.124
C10orf122	-1.21225
MSL3L1	-0.1202
MVP	0.8675
EPOR	-1.1196
ZMYM1	-0.0816666666666667
BCL7C	0.6865
PSTPIP2	0.407
LYPD1	-2.307375
OR8G5	0.183
ZP3	0.8815
BCAS4	2.54275
EDG6	1.93275
ISY1	-0.334
PRAMEF2	-1.14325
CUL1	-0.424375
RNF213	1.4247
CCRK	1.90925
DHX9	-0.513125
C13orf29	-0.64725
NCKAP1	0.7635
MRPL43	1.07542857142857
XPR1	-0.55375
PKN2	0.9259
PODNL1	0.986
ZNF333	0.17
DALRD3	1.20725
OPN1SW	0.136
BTBD6	0.18675
C11orf82	-2.7085
OR5P3	0.459
DUSP11	-0.01
L1CAM	-1.8291
NEK11	2.38566666666667
OR7E91P	1.348
CNTN3	2.3607
CREB3L2	0.032
ZBTB37	1.027
KIAA1324L	1.039
NDUFB10	0.0146666666666667
NUDT2	0.486
GTPBP8	-0.7535
CACNA1D	1.085375
PRKAA2	0.1495
PRDM8	0.199
MGC16075	-0.682
KRT14	-0.850142857142857
PP8961	0.682125
MRPL18	-1.0025
ABCG2	-2.62575
PACRG	0.48625
BBS2	-0.09
KREMEN2	-1.3115
FBXO21	0.75225
HNRPUL1	0.242083333333333
GRB10	0.34275
CLSTN1	0.776625
LMAN2	0.5485
C17orf61	0.26
NIPSNAP3A	0.635
INSIG2	-0.605166666666667
PCDHB7	0.3895
STXBP2	0.69975
CMAH	0.292583333333333
SEMA5B	-0.621
ZNF155	-0.154833333333333
COQ6	-0.166333333333333
PRPF4	-0.2775
TSPAN15	2.1794
VN1R5	0.41625
LATS2	0.70075
SELK	0.6555
PGK2	-0.0985
MS4A1	-0.806
TYW3	-1.3341
KRTAP5-1	1.12
RCCD1	-1.85616666666667
BTN1A1	0.0475
DDX28	-0.13575
TMEM65	2.17175
LOC92345	1.04
TTC31	-0.473
WDR46	-1.19
CHP2	-1.65266666666667
LSP1	0.45975
ZNF542	-1.343
EXOSC1	-0.37175
ARHGAP18	-0.250666666666667
LRRTM4	-1.274125
MAOB	-0.201
CACNB4	0.85125
MGC33846	0.58325
RANBP3L	2.41975
ATP5L	-0.411125
ONECUT1	-3.3155
NUDT9	0.68325
TMEM149	-0.2245
STX17	-0.11775
IGSF10	-4.06925
TMPRSS9	-0.1105
BMPR2	1.15875
ALLC	-0.35525
KLF7	0.675875
GCC1	0.6713
TIMM9	-0.77025
CDO1	0.3545
MGC10701	-1.163
IFI6	0.855333333333333
FRMD8	0.2125
MGAT2	0.979
WBP5	-0.221166666666667
CNIH2	0.62575
KIAA0907	-1.597
KCNH8	-1.101
CTSG	-2.32575
GRIK1	-0.868666666666667
CUL5	0.341375
FRMD1	0.4545
OR9A4	1.598
SYT6	-2.130375
FOXD4L2	0.8315
ANAPC2	0.5485
OPN5	0.492
