Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
KIAA0460	0.20075
ADAM22	-0.951875
SERPINC1	-4.69475
KCTD21	0.9695
MYOHD1	-2.21325
ZNF37A	0.0706666666666667
GTF3C1	0.251
CTSZ	2.90225
PRNPIP	-0.017
DRD1IP	0.30425
NR1I2	-2.93083333333333
ZNF266	-0.00699999999999999
SPAG4L	-0.133
COX4NB	-0.192
SAPS1	0.265333333333333
APOA1	-4.337
TATDN1	1.4235
C10orf82	0.99725
KPNB1	0.39475
FOXO3	0.818583333333334
CRYBB2	-1.2085
ZBTB5	-0.0836666666666667
SLC25A38	0.5335
DCTN2	-0.329166666666667
IFT20	0.53475
CTHRC1	2.204
C1orf31	-1.193125
UHRF1	-2.6401875
GPC6	0.13075
C10orf54	0.83675
MCF2L2	-0.073
WNT9B	0.296375
OLA1	0.53325
FAM120B	0.1895
TTLL10	-0.032
CYorf15A	-5.0965
RELN	-2.4925
SCN2B	0.955333333333333
MFHAS1	-0.86725
NKX3-2	-0.966166666666667
RASGRF2	-0.251
SSBP1	-0.100666666666667
KPNA6	0.146214285714286
LOC389118	0.1145
HS3ST4	-2.0501
SUPT7L	0.00125000000000001
FLJ32658	-1.7005
IGFBPL1	-0.997
KIAA1641	-1.0724
SHKBP1	-0.529666666666667
CSF1R	3.6435
NAGK	0.294
MYL2	0.60075
HIST1H4C	-1.045
TOMM7	-0.262875
ADAMTSL3	3.2098
TNFSF14	-0.736
PRRT2	-1.90525
VTA1	0.088
AOAH	1.81833333333333
CRISPLD2	1.13964285714286
PNN	-0.9636
TA-NFKBH	-0.5055
ESPN	1.325
RBM43	0.162
KIAA1267	0.853625
DDX3X	0.032
KIAA1576	-4.70025
PLXDC1	4.25233333333333
FLJ25801	-4.694
HNRNPL	-0.671
RUNDC3A	0.7435
CASP12	0.6255
SH2D5	-1.100875
RPL26L1	-0.243
OR51A7	-0.329
HDC	0.594
C2orf16	-0.4605
SYTL3	0.4925
GOLGA4	1.1236875
NOTCH1	-0.315833333333333
ATPAF2	0.413
ECD	0.34
SSX5	-1.2905
SNAP91	0.563
OCA2	-4.076
PNPO	0.266833333333333
DAPK1	-0.977333333333333
PINX1	-1.65166666666667
SELENBP1	0.142125
NEK3	-0.2945
TMED4	0.7835
SSTR4	-0.6615
FOSL1	-2.8812
CD40LG	0.3255
CES1	-1.08291666666667
DCI	-0.356666666666667
B3GAT3	-0.263666666666667
STK17B	-0.89325
CNTN6	0.60625
CYP3A4	-1.22383333333333
MBOAT2	0.322928571428572
PISD	0.940125
USP1	-1.01675
PYDC1	-0.744333333333333
CENPM	-2.409125
SAR1B	0.62525
TTC7B	0.36375
DP58	-1.206
GPC1	0.74875
RBL1	-2.42925
TMEM137	-1.07316666666667
TOB1	0.944333333333333
TCEAL1	0.958166666666667
CENPF	-3.69927272727273
C6	3.50733333333333
PRSS1	2.522
PPIL6	1.34183333333333
C6orf124	-0.287
ODZ4	1.19033333333333
SNCB	-0.54125
NDUFB9	1.062375
CNOT6L	0.892166666666667
S100A9	0.384166666666667
TRIM50	0.036
KCTD1	2.5772
WDR63	-0.2285
SPEF2	1.459375
RNGTT	-0.237333333333333
CXorf22	0.386
KCNK16	-0.211
CEP250	-1.777375
ATPBD1B	-0.56525
KCNJ2	2.27625
MT1B	-1.6515
ZNF684	-0.789
SLC4A1	-0.2055
PDHA1	-1.28575
ZNF492	0.3635
TKT	-1.496
BYSL	-0.97725
RNF38	0.437625
AHDC1	-0.1055
KLHL2	1.075
CMTM8	1.165
DMP1	0.819
HERPUD2	0.779375
CRTAM	1.69433333333333
ZNF572	2.19825
TMEM16J	0.9975
HSD17B2	-5.69925
UBE2G1	-0.103
AHSA2	-1.76
PELI2	-0.5345
TPX2	-3.664875
ATP9B	1.99333333333333
DAZAP1	-0.2255
HMGCS2	-0.253333333333333
C17orf38	0.10825
B9D1	0.305125
NKX2-5	0.809666666666667
KIAA1276	0.151
LILRB2	2.217
CSTF1	1.77283333333333
BTN2A1	-0.248
C15orf48	6.47125
IGF2BP3	-4.612
FAM113B	-0.494
HRG	-0.41425
ZNF131	-0.17475
USP47	1.63071428571429
CCDC88B	-2.229625
HCN1	-0.5504
HTN1	-0.451666666666667
SYCP3	0.38575
C13orf23	-0.0995
PAPOLA	0.2074375
AATK	-0.9919
MSH3	0.721
NDUFAB1	-0.60025
ITLN2	-0.9245
BAK1	0.878666666666667
MRPL45	-0.774166666666667
MTNR1B	0.147166666666667
LOC645843	-0.989
SPECC1L	0.205875
PGCP	1.274
SPN	-1.092875
GPR143	2.4075
ZNF576	0.18
TMEM39A	0.096
ATP5D	-0.057
MAGEB3	-1.486
RPS5	-1.21283333333333
ANP32E	-1.234
MTMR1	0.108
YEATS4	-0.96
SYNGAP1	0.07725
PCOLCE	-0.469333333333333
MNS1	-1.3425
PCYT2	-0.6665
ZNF182	-0.38625
LAX1	-0.276375
SPPL2B	0.4027
ELOVL5	-0.3251
PCDHAC1	0.2715
B4GALNT1	-1.15716666666667
BLOC1S2	0.353625
ZNF673	-0.5849
ARHGAP21	-0.1275
IRX5	3.581375
LRFN5	-0.311333333333333
FAM7A1	-1.64925
RAB19	1.2465
GINS1	-2.81475
ITM2B	1.567
PAPSS2	0.0646666666666667
OR5BF1	0.063
ACSL3	1.9715
KIAA1919	0.124083333333333
GLT8D2	2.363375
UTRN	-0.0067142857142857
CNN1	1.18725
HISPPD2A	0.221
SDAD1	0.429875
SIGLEC9	0.112666666666667
RPL35	-1.65321428571429
C22orf26	0.3425
IMPDH2	-1.396375
WDR69	-1.0195
SEC14L5	-0.206833333333333
CLTA	0.06
RP11-529I10.4	0.41925
GPR37L1	-0.332333333333333
OGDH	0.333416666666667
ASB13	0.409166666666667
ZFP14	1.13
ZCRB1	0.1015
KPNA3	0.31675
HSPA1L	1.37
RHOC	0.230125
LOC554175	-0.077
PPP3CA	0.623
SLC1A7	-0.493
ZNF529	-0.4465
RBED1	0.7985
DDB2	-2.8915
FLJ11286	0.0776666666666667
SPATA1	-0.1465
MKNK1	0.753166666666667
DYSF	0.847833333333333
ALKBH2	-0.447
NKD1	-2.67566666666667
C1orf174	-0.94825
PLEKHO1	-0.455
ASB10	0.049
RING1	-0.280166666666667
NPC2	0.085625
AVPR1B	0.446
YTHDF1	0.997666666666667
LMAN1L	0.0265
GSG2	-2.816
CEP170	-1.0686
RPS4Y2	-6.16225
MSH6	-1.249
HECTD2	-0.1465
ZNF556	-3.13933333333333
PLEKHC1	-0.507
AIRE	0.146833333333333
BCL2L10	3.23475
LMOD3	-0.262166666666667
ZBTB8	0.5766
FOXA2	-4.2382
SLCO2A1	2.447
C3orf46	0.7055
PRDM16	1.97116666666667
TMEM98	-1.01775
FRMD5	-1.6795
PDE6C	-0.0495
C1orf216	-0.404166666666667
EP400	0.263142857142857
PTK2	2.43175
RNF217	0.2475
NDUFA8	-1.0525
ZFAT1	1.46875
LAMP3	-0.753333333333333
GLTSCR2	-0.228375
NPW	1.737
LLGL2	-0.3436
PPM1K	-0.544666666666667
C20orf177	2.626
KIR2DL4	0.2176
NFKB2	-0.00325
C21orf122	-0.774666666666667
HESX1	-1.09875
GPR114	-0.764333333333333
SLC25A35	-0.0395
GNAT1	0.142
ORAI3	-0.35
FAM76B	-0.903125
TMEM99	0.2244
TRIM29	-0.6675
CDS1	3.372
RHEB	0.0877
C4orf27	-0.304833333333333
RAB3A	0.11775
OTUD6B	-0.18275
GPD1	1.5325
CDH15	0.599333333333333
NPM1	-0.469214285714286
TMEM117	-0.45275
PRPS2	-0.367083333333333
GCK	0.519
ADRA2A	3.28216666666667
TSPYL4	0.617333333333333
TASP1	0.01875
WDR19	0.715583333333333
C10orf38	-0.89575
PDE4C	-0.5605
FYB	-0.542636363636364
C1orf55	-0.217333333333333
PPFIA3	-0.5585
RAD18	-1.06975
C12orf44	-0.100833333333333
CRYBA4	0.0105
HVCN1	0.38575
TAF10	0.17
C16orf48	-1.28966666666667
DEPDC5	0.574333333333333
LTBP1	-0.5585
MAPRE1	-0.659625
FGF8	-0.21
C3orf52	2.315625
SENP7	0.129
LRRK2	0.937
RUNDC2A	0.890166666666667
KIAA0355	0.121666666666667
CPEB1	-0.31975
PPEF2	0.3405
ABI2	-0.405
KIAA0317	0.077
ATF1	-1.34083333333333
DYNC1H1	0.737625
DIP	0.8485
TMEM33	0.875777777777778
POLDIP3	0.25775
C7orf24	-0.18125
GPR171	1.80625
CDC6	-4.14116666666667
PLD1	-2.0095
ITFG2	0.7612
NDUFC1	0.507
AKNA	-1.26125
NBR1	0.735
PKHD1	0.44125
HPS4	-0.3327
MAFA	0.07525
ULBP3	-0.96625
DIRC1	-0.0365
IMMT	-0.622625
C22orf13	0.588
CEL	-0.044
MARK3	0.13225
ADAMTS2	0.581583333333333
ARPC3	0.4865
TMEM10	-0.26775
NPHS1	0.40975
BRD8	-0.200666666666667
WDR12	-1.2835
IDI2	0.53925
HOXD13	-2.59
OR8G2	-1.131
SLAIN1	-0.55875
GABRQ	-0.5805
NR2C2	-1.398
NKTR	-0.1572
TLE2	-0.339
KIAA0892	1.0185
AURKA	-0.991
GPRC5C	1.085
TBC1D9B	0.555375
PNPLA6	-0.2035
AP3B1	0.54425
NAG	0.151875
C11orf68	-0.3425
AKR7A3	2.30075
AHCYL1	0.3065
COP1	-1.08466666666667
RPP14	-0.0415
PCDHB18	-0.05325
CDH24	0.30725
KRT17	-1.9136
LACTB2	0.30125
DDX24	0.3798
PHACTR1	-2.7235
SLC35E2	0.82875
LOXL1	0.0625
IQSEC2	0.968
RGSL1	0.3815
PCDHGC5	0.243
MEGF10	-0.150875
PRRX1	0.8925
ASTE1	0.746333333333333
C6orf159	-1.41933333333333
MYOD1	0.2305
GAA	-0.4065
ZNF747	0.36575
KLRC1	-2.122
IL1RL2	0.437
GDF9	-0.8115
GPR119	-0.131
TRAF2	-0.983166666666667
HCK	3.63566666666667
BMP6	-2.6965
IL8RA	0.323666666666667
FLJ35848	-0.8785
EFHA1	1.51525
CDSN	2.13
C14orf54	-0.142166666666667
LSM3	-0.475375
ZFP41	0.3445
C9orf126	-1.86366666666667
VIT	-0.215
SPCS3	-1.13575
DEF8	-0.4154
CHAF1A	-2.4845
C1orf165	-1.90916666666667
ZFPM2	1.02166666666667
FTH1	0.0195
SLC35F1	-1.12175
YWHAH	-0.33475
C17orf66	-0.0358333333333333
ADRB1	0.0886666666666666
FOXL1	-0.031
RG9MTD3	0.085
UMPS	-0.425
MGC13008	1.4545
KIAA1161	-0.6535
CCDC77	-2.699
C12orf65	-0.3308
COG4	-0.2925
RCP9	1.96166666666667
RP4-692D3.1	3.05316666666667
CDC2L5	1.043
MGC7036	0.9515
DNAJC11	-0.93675
GDF2	0.325166666666667
TIMM17A	-0.40225
HNRNPA0	0.2066
OR2H1	-1.00525
PCBP1	0.611375
COL23A1	-1.196
LRRC2	-0.554928571428571
NSD1	0.307071428571429
FLJ37078	-0.59375
WDR91	0.222333333333333
TMEM179	0.674
DSCR10	0.1065
CNDP2	0.8404
FYN	-0.9295
BEX2	-1.5385
KCND3	0.86625
YPEL5	1.678625
LRRC42	-0.959333333333333
C17orf45	0.214625
ZNF649	1.3004
LOC150763	0.848125
COL5A2	2.6805
CNGA2	-0.17
ELA2B	-0.539166666666667
RAB9B	-0.0365
FAM100A	-0.48
NAIP	-0.800428571428571
MYOZ2	-0.74225
SPATA12	-1.069
XRCC4	-1.3915
CYB561	1.7697
CHST10	-0.709
BAI1	2.60833333333333
BRSK1	-0.7355
C17orf89	-0.96775
PDE6H	-1.06
FLJ20309	0.4724
MAP7	1.04775
SCN4B	0.302
SPAG9	-1.2720625
SERTAD1	-0.201
FLJ21963	0.4525
ANTXR1	0.4445
TMPRSS13	0.2955
ETV7	0.073
DGAT1	1.81666666666667
NKIRAS1	0.272666666666667
TAC3	-3.78975
CORO1C	-1.69891666666667
RAD54B	-0.6575
HRASLS3	1.45233333333333
C21orf42	0.15875
BARD1	-1.31916666666667
ZNF177	2.016
MIP	0.71
ZNF442	0.953
F2	-4.3365
GRIA1	0.00774999999999999
GALNTL2	1.8196
WNT5A	-2.2779
LENG9	-0.106
hCG_25371	-1.215
FOXR1	0.7975
TRA@	0.4106
PWWP2	1.87425
C1QTNF7	1.96383333333333
SLC7A4	2.10925
C4orf7	-0.8375
C17orf80	-0.623666666666667
KLK4	0.371
IL31	0.289
TMEM176A	3.73175
CTNNB1	-0.3630625
BHLHB2	0.5935
TMEM185B	0.346666666666667
ARD1B	-0.405
C1orf93	1.371
BRUNOL4	-0.466166666666667
LOC541469	1.6965
UPK2	0.143
GAS8	0.793833333333333
PATE	0.093
IMPACT	0.811625
WNK4	-1.164
HNRPLL	-0.696125
GAD2	-0.19325
ITGA6	-0.06825
BMP15	0.446166666666667
CYP2A7	0.283714285714286
RIC8A	0.208125
CCND1	1.66658333333333
USP35	-0.026
DSCR2	-1.415
CCL4	4.034
ZCCHC10	-0.73
NOL11	-0.01725
TRPM2	1.56175
PSMD2	-0.510181818181818
CHTF18	-1.99075
USP18	0.304375
RRAS	-0.1265
LAMC3	-0.93525
TOX	-3.94366666666667
PCDH15	0.7325
GABRG3	-1.33525
NUDCD2	-0.431375
SGCZ	0.408
KCTD17	0.6271
SPSB2	-0.621
TPPP3	3.09116666666667
CILP2	2.04133333333333
CALB2	3.59
CEBPZ	-0.109333333333333
ZNF479	0.67675
FMOD	4.08816666666667
C21orf66	-1.03335714285714
CLN6	1.406
ANAPC1	-0.67775
SH2D3C	1.114
PTPN14	-0.4056
TRIM42	-0.125
APTX	-0.12425
SNRPG	-0.8825
BMS1	-0.035
MAGEA3	-4.971
NFATC3	-0.556333333333333
LRRC45	-1.41866666666667
ARS2	-0.576357142857143
LRIG1	0.488
EPSTI1	-0.113666666666667
PRSS27	-1.126
ERC2	1.066125
PRKACB	-0.894214285714286
PRDM13	-4.1445
HCG27	-1.57275
KLK12	-4.3605
HSD17B7	-1.0305
ZNF354A	1.276
PCDH11X	0.175
DMGDH	2.23425
PCBD2	-0.463833333333333
TMC6	-1.038
RIMS1	-0.33075
SF3B2	-0.33
RCN1	-1.02633333333333
CPB1	3.635
BCAR3	1.43175
FCRLB	1.733375
PAK1IP1	-0.8875
OR10H1	-0.849
KIF9	0.7064
PITPNM2	-1.589625
L3MBTL4	-0.96875
TGFB1	0.2841
ZXDC	0.30125
SLC6A16	-1.83925
SRrp35	-1.935375
LRRC8E	2.44425
PPIAL4	0.0106666666666667
EOMES	0.196333333333333
PAX2	-0.2345
SCARF2	-0.02225
PSEN2	1.13016666666667
PCDHB13	1.09475
C10orf28	-0.401625
DHRS7B	0.526571428571429
C1orf131	-0.59975
ASB1	-0.9305
ZNF223	0.3745
LCMT2	0.25375
MEP1A	-1.27175
TMEM53	-0.2775
RSPH3	1.749
C10orf33	0.1005
LOC644285	-0.29425
PTPN9	2.1775
ABCA12	-4.2925
CCDC37	-0.9125
RUNDC1	1.2663
YES1	-0.34
FAM120AOS	-0.13425
OR5M3	0.466
PPP1R3F	0.124916666666667
IL13	-0.1192
MDFI	-0.44725
PRNT	0.16425
ZDBF2	0.111
OR10C1	-0.202
CLIC1	-0.389
LILRA5	-0.682166666666667
CSAG1	-4.62233333333333
TREML2	-0.9505
FAM125A	-0.6655
ZNF74	-0.2525
FAM104A	-1.454125
LRRC39	-0.836
SAMD5	-0.612
HYAL2	0.153
HIST2H2AC	-0.791
IGFBP5	0.293565217391304
NRTN	-1.54133333333333
KIAA0556	0.2741
FAM29A	-2.0265
JMJD2A	0.952
EPHB1	0.4935
POLD4	-0.066125
ANAPC10	-0.3885
LRRC36	-0.74025
MEGF6	0.478875
LPHN3	-0.424166666666667
BMP10	-0.235666666666667
C21orf55	0.789
CREM	-0.7738125
PTGER4	-0.418333333333333
METAP1	-0.6535
KCNQ1	3.1355
NR2F2	2.809375
SSFA2	-0.078
CTTNBP2	1.0545
BCL2A1	-1.683375
ZBTB24	-0.619375
SLCO6A1	-1.10025
PRDM1	0.00289999999999997
OR7D2	-0.515833333333333
CCDC47	-0.3196
LOC646982	-0.0485
SLC26A6	-0.8265
BIN1	0.1631
SRRM1	0.744
PCSK1N	0.04575
ALS2	0.1861
ECT2	-1.55163157894737
CACNA2D2	1.91575
DOCK6	1.2355
C10orf119	0.34025
FATE1	0.06925
DUSP23	0.31175
TRIP6	-0.751928571428572
NUP35	-0.17925
CDH3	0.8885
KLHDC8A	0.69475
C9orf116	-0.4625
EI24	0.524
CENTD1	0.115
RWDD2B	-0.939833333333333
DOCK1	1.742
NPAS2	0.040875
NR3C2	2.46633333333333
FAM63A	-0.440833333333333
INPP5F	-0.640833333333333
FAM111A	-1.2358
MYBL1	-1.94916666666667
IQGAP3	-1.79333333333333
CRADD	-0.149666666666667
DUSP12	-0.95675
PDZK1IP1	-0.7395
VASH2	-1.42525
CTR9	0.56825
VIL1	-4.8025
OR8U1	0.394166666666667
CCDC107	-0.226
PTTG1IP	-0.08875
OR4X2	0.29575
COL9A1	-2.6655
PSMD9	-0.19825
ZFP62	-0.0155
TIP39	-0.0375
PARP15	0.257
TTC19	1.308625
C1orf114	-1.63333333333333
GFPT1	0.0405
SLC27A6	-2.07775
MRPS10	-0.3375
CALML5	-2.59783333333333
TRPM7	-0.318625
CGNL1	0.3935
CECR1	-0.163
SERPINB8	-1.18383333333333
TMEM102	-0.982125
PDIA2	-4.19225
NUCKS1	-0.690166666666667
HOTAIR	1.31375
EBI3	-0.58825
NXN	0.36725
ZMYND19	-0.75025
FOXJ3	0.66375
EIF5B	0.1593
EIF2B4	-0.0988333333333334
LEO1	0.34875
ZIC5	-0.144
IL20	-0.419
KIAA0415	1.14825
FLJ37357	0.939
TSPAN12	-0.115625
ACTR3B	0.762625
TFAM	-0.432
IL17RD	-0.933125
PARP12	1.17
KLHDC7A	0.5515
KCTD4	0.0195
GTF2H1	0.06125
FLCN	-0.384
BIRC4	0.72425
LOC790955	-0.61825
VKORC1L1	0.26275
CYP4F22	2.1085
TAS2R5	0.7735
ZNF582	0.832
HS3ST3B1	-0.68825
CTNS	0.0895
STK36	0.204666666666667
MMD2	-0.2035
RP5-1103G7.6	0.4525
FLJ23356	-0.2455
CRH	-0.63375
C1orf182	-1.08683333333333
ACP5	1.85516666666667
AMFR	0.6181
CA4	-0.7215
PLCB4	0.69275
MPHOSPH10	-0.06175
UNQ473	-0.356
G3BP2	-0.581666666666667
SR140	-0.239833333333333
HOXA2	-0.535
PYGB	-0.579125
BAT1	-0.215083333333333
DKK3	-0.612166666666667
DDX31	-1.478875
TULP1	-0.403875
NHLRC2	0.5415
TNRC4	-0.533
ZNF430	0.32325
TNRC6A	-0.065875
PLA2G1B	-0.328833333333333
RCHY1	0.819166666666667
GTF2A2	-0.207
MGC4294	0.461
ZNF691	-0.10125
TACC3	-3.0125
DNAJC5G	-0.58175
LOC4951	0.3515
MS4A4A	-1.831
LOC152485	-1.168
PPP1R2P1	-0.06925
PPP2R5B	-0.04475
RPGRIP1L	0.327
SPOP	-0.4242
PTPRF	1.74066666666667
MGC42090	0.1905
SUSD3	1.12175
THOC4	-2.359625
MAML1	0.3048
FXR2	-0.896166666666667
TYK2	0.183875
MUC6	0.4085
DNAJB7	0.4415
PIP4K2A	-0.838
MEX3A	-2.90883333333333
RRP1	-1.186
TFAP4	-0.43675
CXorf41	0.5505
MTMR4	-1.1845
CTLA4	-0.2215
SNX9	0.749875
CIB3	1.39116666666667
NECAP1	0.71625
PLA2G2D	-0.1263
GLMN	-0.829666666666667
DCLRE1A	-0.000999999999999999
PDX1	0.586
SAMD11	0.3665
MRPL55	-0.0456
TLR7	0.858625
TBC1D21	0.198166666666667
SMAD1	1.4798
ACTRT2	-0.0215
RIOK2	-0.1375
PDLIM4	-1.10725
SLC22A15	0.798333333333333
ABHD13	0.5789
STX18	0.2181
CCPG1	-0.194571428571429
DCBLD1	1.76516666666667
SLC2A6	-2.2
NOLA3	-1.27425
TRDMT1	-0.750214285714286
IL17F	0.269
ATP1A4	-0.0671666666666667
OR52W1	0.5985
CFL1	-0.148
IL4	-0.90125
RBP2	0.1705
CPSF6	-0.264
TTC8	0.211166666666667
MUCL1	2.2995
EYA3	-1.94716666666667
KRT38	0.47
GNE	-1.28
ZNF501	1.54525
SLC35A2	0.173375
CEP110	-1.6695
MYF6	0.18875
MGST2	-0.013
TRPV4	1.09083333333333
NEK8	0.248
NOX5	-0.7745
NCKAP1L	-1.41133333333333
EMP3	-2.14466666666667
BPY2C	0.4625
C1orf38	0.82225
ELOVL2	0.463125
CBX7	1.1255
OSBPL1A	1.09816666666667
ZNF589	-0.63425
ESCO1	0.215833333333333
TRA2A	0.7325
C3orf26	-1.50625
PHF2	1.10133333333333
PID1	-0.863666666666667
RFC1	-0.15725
MTAP	-1.3728125
ADORA3	2.61166666666667
LOC389458	1.1145
TRNT1	-0.86675
CRIPAK	0.51075
RAI2	1.72733333333333
ANKRD44	-0.67775
GZMB	2.328
NFE2L1	0.807125
STIP1	-0.115333333333333
RASL11B	1.187
NT5DC2	-1.42883333333333
LRP2	1.118
MTDH	0.733466666666667
ARSG	0.0485
HSP90AB1	0.80275
CT45-6	-5.53
ZNF483	-0.418
LMBR1L	-0.51075
S100A2	-3.1066
C2	-1.40994444444444
C2orf27	0.411125
EIF4EBP1	1.80875
GCKR	-4.16116666666667
PPP1R9B	0.313875
FER	-0.58975
SNRK	0.788666666666667
OR5M10	0.313
UTP6	-0.6295
CAPZA3	0.38375
FBP1	1.34688888888889
TERT	-1.656
CCL1	-2.1235
FUCA1	1.099
ALS2CR8	0.578666666666667
KCMF1	0.4935
SRCRB4D	-1.5335
OXCT2	-1.126
IL17RA	0.697833333333333
MPP5	0.705375
SPA17	-0.53525
FLJ10986	0.0698333333333333
GALNT14	-2.8655
CXorf27	-0.216875
NPLOC4	-0.6135
RAB34	-1.954
KRTAP3-3	0.596
ARSD	1.99633333333333
CPLX2	-1.7593
PJA1	0.27225
WHDC1L1	0.294833333333333
RB1	-0.4308
MTMR15	-0.312
PHLDA2	-1.7834
GUCY2F	-0.7895
MPV17	0.0735
SLC35D1	0.189
LYSMD3	0.3024
COL16A1	0.86475
ERLIN1	-1.09416666666667
JMJD4	-0.42525
HIST1H2BK	-1.7685
TP53I11	1.984
ST3GAL4	0.7991
PF4V1	0.5845
ALG8	-0.13025
REG1A	0.08925
MINA	-0.41625
CYB5R3	0.0618333333333334
HHLA1	-1.206
MYST4	1.836
VASN	-0.52775
UCHL5IP	-1.368
TFAP2A	2.2023125
MGC9913	0.266
C9orf97	-0.9145
LOC90379	-0.06275
PHF15	-0.220857142857143
ZNF169	-0.074
KRT7	1.9234
GLIPR1L2	2.557375
LOC116236	1.11325
IQCF3	0.19175
RDH14	0.712333333333333
HNRPK	-0.137
RABEPK	-1.3385
ISX	-3.609
CBARA1	0.429
RAD51AP1	-2.63875
MLL5	-0.129125
CXorf48	-5.689
SGCD	-0.801
PHTF1	-0.51025
CA3	1.6925
CMTM5	-0.48675
STX10	-0.62175
JMJD2D	-1.2285
P4HA1	-1.00333333333333
GAB3	-1.5615
DHRS4	-0.503666666666667
COL4A1	2.462
C20orf20	-0.218375
OSBPL2	1.918875
PTTG2	-3.67025
KIAA1688	2.83425
STS	-2.43175
SHROOM4	0.262333333333333
KBTBD5	-0.309666666666667
ALDH1A3	-0.1724
BTNL2	-0.365166666666667
TGIF1	0.7845
ZFAND5	-0.29575
ICA1	1.154
NAV3	-0.493833333333333
FLJ12331	-1.301
EPS8L2	0.622
MNT	0.263833333333333
ENTPD1	1.70325
OR51E2	1.290875
STK11	0.665
MX1	1.351375
TTTY9A	-0.5325
CX62	-0.186
LOXL4	-0.85075
EXOSC4	1.44175
PURB	0.456214285714286
SETD1A	-0.414666666666667
RELB	-0.8125
LAMB2	1.71933333333333
HNF1B	-0.481
PNLIPRP3	-1.2135
C14orf139	-0.21725
UMOD	1.61425
GRIN3B	-0.27825
GPR25	-0.1075
ZNF512B	1.5185
ATP6V0A1	0.183625
SRA1	-0.24025
ZNF615	1.7995
ZNF768	-0.0155
ZNF469	3.62975
DYNC2LI1	0.543833333333333
DNAH3	-0.542
LOC387911	0.65425
LOC554234	-0.5525
ARRDC5	0.217
TMEM59L	-1.9555
MARCH4	-0.64375
CNOT8	0.0301666666666667
KIRREL3	-1.89416666666667
ADAM17	0.1375
MYOG	0.190375
CPNE1	-0.664166666666667
AK5	0.16925
LOC204010	-0.70375
NDRG4	1.15475
LOC130074	0.48275
PIAS4	0.82
NCOA2	1.41175
TEGT	0.7371
USP5	-0.32925
ANKRD21	-1.3065
KIAA0692	0.385666666666667
HAPLN3	-0.19875
LZIC	-0.70775
NRXN3	0.6255
CDKN2C	-2.15683333333333
KIAA0226	0.5855
CYB5D1	-1.00575
WDR68	-0.7993125
ABCB6	-0.8211
MRPS25	-1.3985
ZMAT2	0.827083333333333
KRT25	0.4085
RPL11	-0.50075
GRAP	-0.375
LOC198437	2.39666666666667
RORC	1.2035
RAP2C	0.502857142857143
MXD1	1.1899375
AZI2	0.393166666666667
NUAK2	1.08825
AHSG	-6.966875
MANSC1	0.59225
IMP3	2.2885
C2orf3	-0.46775
VSTM3	1.591
PCTP	-0.5235
SIRT1	0.40325
MANBA	-0.33875
CD164	0.95725
GFRA1	-0.1768
PRM2	0.1575
ZKSCAN3	0.378
PLEKHG1	2.755
TPRKB	-0.15125
UBFD1	-0.14875
CDKL5	0.405833333333333
HIST1H2BD	-0.545166666666667
INPP4A	-0.466833333333333
BMX	-0.93175
PTPRU	0.911
LOC554202	-0.6425
HOXC8	0.056125
IL12B	-0.3535
ADPGK	1.69425
ZNF418	1.3515
SIAE	0.6025
CWC15	-0.332
RP13-401N8.2	-0.2885
KLHL11	4.919
DEDD2	0.2855
PSMB3	-0.90025
DDX25	-3.09075
ZBTB3	0.049
GFRAL	0.155
RPS25	-0.5255
FAM57B	-0.0315
TESK2	0.4395
DNM1L	0.23275
ZNF207	-0.0493333333333333
CLEC11A	0.47775
TOLLIP	0.5015
TMEM61	0.737166666666667
DLK1	-5.0861
PLVAP	2.845375
NOD2	1.812
SCMH1	-0.681
FLJ40235	-0.25
HTR2A	-0.538333333333333
ARMC5	-0.5175
FUT7	0.4175
PRELP	1.4455
ALKBH6	-0.187833333333333
GYG1	0.341333333333333
POLR3GL	-1.47475
COL8A2	3.41483333333333
OR10A5	0.24375
C1orf187	-2.5585
TXLNB	2.01433333333333
C16orf68	-1.59975
R3HDM1	-0.6315
C16orf75	-3.4855
BAALC	-0.9855
TNP1	0.0595
GAPDH	-1.26941666666667
COX7C	-0.3335
ERRFI1	-0.0165833333333333
PGAM2	1.16866666666667
FAM108B1	-1.7475
APC	0.430375
TLR2	1.6175
SUCNR1	0.632625
ZNF233	2.07
WFDC1	-0.143
PSG11	0.2496
SLC39A1	-0.218
PSAPL1	0.187
CDC42EP1	0.207375
MECR	-0.079
KIAA0101	-1.323
MACROD2	1.9963
MMP19	0.680083333333333
LOC202459	-0.414333333333333
VNN2	0.7405
ACCN3	-1.1055
TIMD4	-0.0405
RNASE8	-0.434
CCDC7	0.2185
SULT2B1	2.0125
ME1	-0.16975
MGRN1	0.113
MRPL30	-0.766625
IVL	1.473125
CALM1	1.1564
PLEKHA6	1.8104
B4GALNT2	0.4075
PGDS	2.11575
C8orf33	1.25266666666667
TMEM56	-0.85
CKM	-1.84883333333333
ESR2	0.0874
ACOT8	-1.00125
AGTR2	0.012
LOC155006	0.296
BC37295_3	0.7055
EPM2AIP1	0.215166666666667
PZP	0.48275
RPS9	-0.356
C18orf51	0.5355
SIVA1	-0.8563
HEATR2	-0.075
CD3E	-0.80275
C20orf142	-1.3515
PGLYRP3	-0.407
CCDC139	-0.11225
GPS2	-0.647
NOL14	-0.43575
