Hybridization REF	TCGA-BH-A0BA-01A-11R-A056-07
LLGL2	-0.3997
PPM1K	-0.9158
C20orf177	-1.13
KIR2DL4	0.4648
NFKB2	0.35225
C21orf122	0.3925
HESX1	-1.13975
GPR114	0.343833333333333
SLC25A35	0.212333333333333
GNAT1	-1.895
ORAI3	1.053
FAM76B	-0.756875
TMEM99	0.6619
TRIM29	-1.2365
CDS1	2.51175
RHEB	0.066
C4orf27	-0.627166666666667
RAB3A	-0.608
OTUD6B	-0.01575
GPD1	2.00125
CDH15	-1.66683333333333
NPM1	-0.776857142857143
TMEM117	-0.198
PRPS2	-0.21125
GCK	0.0685
ADRA2A	4.82816666666667
TSPYL4	-0.334333333333333
TASP1	-1.147
WDR19	-0.0769166666666667
C10orf38	-1.4785
PDE4C	-0.632333333333333
FYB	0.8115
C1orf55	0.282166666666667
PPFIA3	-0.283
RAD18	-0.8915
C12orf44	-0.411166666666667
CRYBA4	-0.4275
HVCN1	1.58475
TAF10	-0.297666666666667
C16orf48	-0.654833333333333
DEPDC5	0.98
LTBP1	-0.3065
MAPRE1	-0.580375
FGF8	-0.808
C3orf52	-0.775125
SENP7	-0.430333333333333
LRRK2	2.0055
RUNDC2A	0.441
KIAA0355	-0.432166666666667
CPEB1	-1.381
PPEF2	-1.209
ABI2	-0.674666666666667
KIAA0317	0.09475
ATF1	-1.11866666666667
DYNC1H1	0.44325
DIP	0.812
TMEM33	0.315722222222222
POLDIP3	-0.1585
C7orf24	1.06475
GPR171	3.06575
CDC6	-3.96066666666667
PLD1	-0.4234
ITFG2	-0.2986
NDUFC1	0.5555
AKNA	-1.109
NBR1	0.6445
PKHD1	0.226
HPS4	-0.4839
MAFA	1.94475
ULBP3	-2.133
DIRC1	0.522
IMMT	-0.7865
C22orf13	0.11525
CEL	-0.21725
MARK3	-0.63875
ADAMTS2	1.15533333333333
ARPC3	-0.0111666666666666
TMEM10	0.549142857142857
NPHS1	0.28675
BRD8	-0.299166666666667
WDR12	-2.03025
IDI2	-0.161125
HOXD13	-2.4885
OR8G2	-0.60725
SLAIN1	-3.1495
GABRQ	-1.18475
NR2C2	-1.0905
NKTR	-0.9899
TLE2	1.684
KIAA0892	-0.333
AURKA	-3.17018181818182
GPRC5C	0.19
TBC1D9B	0.248875
PNPLA6	0.000166666666666685
AP3B1	0.01
NAG	-0.458125
C11orf68	-0.42925
AKR7A3	2.389
AHCYL1	-0.340416666666667
COP1	0.160833333333333
RPP14	-0.195583333333333
PCDHB18	0.144
CDH24	2.28525
KRT17	-2.2774
LACTB2	0.06875
DDX24	0.5404
PHACTR1	-1.54516666666667
SLC35E2	-0.3795
LOXL1	0.434
IQSEC2	0.856625
RGSL1	-0.8615
PCDHGC5	0.0395
MEGF10	-0.25125
PRRX1	1.23666666666667
ASTE1	0.4515
C6orf159	-0.532
MYOD1	2.1725
GAA	0.9535
ZNF747	1.55325
KLRC1	-1.2755
IL1RL2	0.2205
GDF9	1.00075
GPR119	0.242
TRAF2	-0.177833333333333
HCK	4.323
BMP6	-2.18625
IL8RA	0.0933333333333333
FLJ35848	-0.68475
EFHA1	0.18625
CDSN	-0.352
C14orf54	-0.644333333333333
LSM3	-0.8775
ZFP41	0.397
C9orf126	-1.61466666666667
VIT	-0.611
SPCS3	-0.633
DEF8	-1.1867
CHAF1A	-1.98116666666667
C1orf165	-1.45333333333333
ZFPM2	1.66583333333333
FTH1	0.826
SLC35F1	-1.2235
YWHAH	0.3405
C17orf66	0.449833333333333
ADRB1	2.338
FOXL1	-0.506
RG9MTD3	-0.5245
UMPS	-0.09525
MGC13008	0.117
KIAA1161	-0.328
CCDC77	-2.17025
C12orf65	-1.0871
COG4	-1.23233333333333
RCP9	0.302333333333333
RP4-692D3.1	2.56683333333333
CDC2L5	0.127
MGC7036	0.687166666666667
DNAJC11	-0.87575
GDF2	0.463
TIMM17A	-0.2965
HNRNPA0	-0.6925
OR2H1	-0.117
PCBP1	-0.05475
COL23A1	-2.262
LRRC2	0.220166666666667
NSD1	0.145357142857143
FLJ37078	-0.09075
WDR91	0.666666666666667
TMEM179	-0.22375
DSCR10	0.2755
CNDP2	0.8413
FYN	-0.6715
BEX2	-0.805333333333333
KCND3	0.596666666666667
YPEL5	1.3515
LRRC42	-0.7255
C17orf45	-0.84875
ZNF649	-0.1487
LOC150763	1.365375
COL5A2	3.04716666666667
CNGA2	0.507
ELA2B	-0.5535
RAB9B	-1.17
FAM100A	0.429
NAIP	0.113357142857143
MYOZ2	-0.507125
SPATA12	-2.0845
XRCC4	-1.249
CYB561	1.0614
CHST10	-1.4325
BAI1	-0.265166666666667
BRSK1	-0.0753333333333333
C17orf89	-0.021625
PDE6H	-0.4195
FLJ20309	0.000700000000000009
MAP7	0.711375
SCN4B	1.102
SPAG9	-1.1568125
SERTAD1	0.972333333333333
FLJ21963	-1.945
ANTXR1	0.9161
TMPRSS13	2.94833333333333
ETV7	2.71016666666667
DGAT1	1.349
NKIRAS1	0.246666666666667
TAC3	-3.68625
CORO1C	-0.377416666666667
RAD54B	-1.19425
HRASLS3	1.66216666666667
C21orf42	0.467666666666667
BARD1	-0.868333333333333
ZNF177	-1.5025
MIP	0.59
ZNF442	-0.387
F2	-3.808
GRIA1	0.041375
GALNTL2	1.9395
WNT5A	-1.7873
LENG9	0.075
hCG_25371	-1.886
FOXR1	1.1565
TRA@	0.8511
PWWP2	1.53275
C1QTNF7	2.40116666666667
SLC7A4	-0.14275
C4orf7	1.90125
C17orf80	-0.671833333333333
KLK4	1.06683333333333
IL31	-0.034
TMEM176A	4.2615
CTNNB1	0.705875
BHLHB2	0.22625
TMEM185B	0.237
ARD1B	-0.9545
C1orf93	0.844
BRUNOL4	-0.7105
LOC541469	1.36675
UPK2	0.058
GAS8	0.23
PATE	0.249
IMPACT	1.234
WNK4	1.62983333333333
HNRPLL	-0.916125
GAD2	0.59625
ITGA6	-0.328
BMP15	0.184666666666667
CYP2A7	-0.3095
RIC8A	0.368625
CCND1	-0.995583333333333
USP35	0.859
DSCR2	-2.25675
CCL4	5.20666666666667
ZCCHC10	0.4455
NOL11	-1.4455
TRPM2	1.86283333333333
PSMD2	-0.643636363636364
CHTF18	-2.07575
USP18	0.5025
RRAS	0.664875
LAMC3	-1.402
TOX	-3.08566666666667
PCDH15	0.057
GABRG3	-1.903
NUDCD2	-0.338375
SGCZ	1.498
KCTD17	0.2213
SPSB2	0.388
TPPP3	4.246
CILP2	1.307
CALB2	3.466
CEBPZ	-0.718333333333333
ZNF479	-0.76425
FMOD	5.62183333333333
C21orf66	-1.42421428571429
CLN6	0.0135
ANAPC1	-0.899875
SH2D3C	1.90625
PTPN14	-0.212
TRIM42	-0.22825
APTX	0.01575
SNRPG	-1.07166666666667
BMS1	-0.314
MAGEA3	-4.052
NFATC3	-1.61191666666667
LRRC45	0.511166666666667
ARS2	-0.314571428571429
LRIG1	2.56983333333333
EPSTI1	0.530833333333333
PRSS27	0.9815
ERC2	-1.07785714285714
PRKACB	-1.30221428571429
PRDM13	-4.547
HCG27	-2.37025
KLK12	-3.4055
HSD17B7	-0.193166666666667
ZNF354A	-0.078
PCDH11X	0.1645
DMGDH	-0.42875
PCBD2	-0.232
TMC6	-1.084
RIMS1	0.70375
SF3B2	-0.665
RCN1	-1.37483333333333
CPB1	4.562
BCAR3	-0.041
FCRLB	0.6895
PAK1IP1	-1.4445
OR10H1	-0.2115
KIF9	1.7948
PITPNM2	-1.002
L3MBTL4	-0.21475
TGFB1	-0.352
ZXDC	-0.308
SLC6A16	-0.98025
SRrp35	-2.28625
LRRC8E	1.81025
PPIAL4	-0.915416666666667
EOMES	1.5435
PAX2	0.6175
SCARF2	1.216375
PSEN2	1.14791666666667
PCDHB13	0.75225
C10orf28	-0.181375
DHRS7B	0.801357142857143
C1orf131	-0.6885
ASB1	-0.7249
ZNF223	0.327
LCMT2	1.26275
MEP1A	-1.2325
TMEM53	0.92825
RSPH3	2.01225
C10orf33	-0.8535
LOC644285	-0.3155
PTPN9	0.275833333333333
ABCA12	0.02
CCDC37	-0.236333333333333
RUNDC1	1.181
YES1	-0.0608333333333333
FAM120AOS	0.77225
OR5M3	1.005
PPP1R3F	0.364916666666667
IL13	0.162111111111111
MDFI	-0.60775
PRNT	0.330333333333333
ZDBF2	-0.263
OR10C1	0.373333333333333
CLIC1	-0.472666666666667
LILRA5	0.224166666666667
CSAG1	-3.76866666666667
TREML2	-0.397833333333333
FAM125A	-0.0586666666666667
ZNF74	-1.29625
FAM104A	-0.338625
LRRC39	0.278
SAMD5	-1.01625
HYAL2	0.74425
HIST2H2AC	0.962
IGFBP5	4.38504347826087
NRTN	0.5685
KIAA0556	1.0248
FAM29A	-2.02483333333333
JMJD2A	-0.29425
EPHB1	0.45675
POLD4	0.88
ANAPC10	-1.25525
LRRC36	0.90025
MEGF6	0.050625
LPHN3	-0.0571666666666667
BMP10	-0.485833333333333
C21orf55	0.1275
CREM	-0.608266666666667
PTGER4	0.203666666666667
METAP1	-1.65275
KCNQ1	1.74066666666667
NR2F2	1.737875
SSFA2	-1.08
CTTNBP2	-1.7165
BCL2A1	0.50925
ZBTB24	-0.635375
SLCO6A1	-1.039
PRDM1	1.0078
OR7D2	-1.24633333333333
CCDC47	-0.244
LOC646982	0.412
SLC26A6	-1.03
BIN1	0.4637
SRRM1	-0.0532857142857143
PCSK1N	-0.11775
ALS2	-0.2777
ECT2	-1.84584210526316
CACNA2D2	-0.449
DOCK6	-0.848
C10orf119	-0.1385
FATE1	0.13225
DUSP23	3.04625
TRIP6	0.867071428571428
NUP35	-0.747
CDH3	1.166
KLHDC8A	0.8145
C9orf116	1.724125
EI24	-0.2835
CENTD1	1.1485
RWDD2B	0.354666666666667
DOCK1	0.564
NPAS2	0.19525
NR3C2	2.239
FAM63A	1.09408333333333
INPP5F	-0.835
FAM111A	-0.5467
MYBL1	-2.32125
IQGAP3	-0.913666666666667
CRADD	-1.14366666666667
DUSP12	-1.2195
PDZK1IP1	4.5565
VASH2	-0.66525
CTR9	0.31475
VIL1	-4.0295
OR8U1	0.351333333333333
CCDC107	1.1775
PTTG1IP	0.13325
OR4X2	0.2555
COL9A1	-3.2025
PSMD9	-1.46225
ZFP62	0.5905
TIP39	0.511
PARP15	0.7185
TTC19	-0.396625
C1orf114	-1.4355
GFPT1	-0.297
SLC27A6	-1.418
MRPS10	-0.6626
CALML5	1.5705
TRPM7	-0.755875
CGNL1	-0.54625
CECR1	0.533
SERPINB8	-0.189333333333333
TMEM102	1.49875
PDIA2	-3.01625
NUCKS1	0.322333333333333
HOTAIR	2.60075
EBI3	0.011
NXN	0.81775
ZMYND19	-1.1775
FOXJ3	-0.12475
EIF5B	-0.239333333333333
EIF2B4	-0.463666666666667
LEO1	-0.03375
ZIC5	-1.21475
IL20	0.990166666666667
KIAA0415	0.6095
FLJ37357	0.0905
TSPAN12	0.987875
ACTR3B	-0.402875
TFAM	-0.867
IL17RD	-0.815625
PARP12	0.9415
KLHDC7A	0.693
KCTD4	0.173333333333333
GTF2H1	-0.21925
FLCN	-0.1535
BIRC4	0.80425
LOC790955	0.07725
VKORC1L1	-0.32525
CYP4F22	0.00766666666666671
TAS2R5	0.6385
ZNF582	-1.328
HS3ST3B1	-0.862625
CTNS	0.62275
STK36	0.488333333333333
MMD2	0.40275
RP5-1103G7.6	-0.8725
FLJ23356	-0.1905
CRH	-0.1035
C1orf182	1.161
ACP5	3.395
AMFR	1.6013
CA4	-0.36525
PLCB4	0.2455
MPHOSPH10	-0.455
UNQ473	4.3215
G3BP2	-0.299916666666667
SR140	-0.569666666666667
HOXA2	-0.3385
PYGB	-0.576
BAT1	-0.989666666666666
DKK3	-0.148333333333333
DDX31	-1.132
TULP1	0.609875
NHLRC2	-0.259
TNRC4	-0.353
ZNF430	-1.031
TNRC6A	0.63775
PLA2G1B	0.355666666666667
RCHY1	0.0421666666666667
GTF2A2	-0.5925
MGC4294	-0.0385
ZNF691	0.038
TACC3	-1.30825
DNAJC5G	-0.271
LOC4951	-0.11725
MS4A4A	-0.5695
LOC152485	0.527
PPP1R2P1	-0.44625
PPP2R5B	-0.01725
RPGRIP1L	-0.63625
SPOP	0.1279
PTPRF	1.61325
MGC42090	0.5345
SUSD3	4.359
THOC4	-0.919
MAML1	-0.2551
FXR2	-0.5575
TYK2	-0.34825
MUC6	1.09533333333333
DNAJB7	0.862
PIP4K2A	0.296357142857143
MEX3A	-0.0496666666666667
RRP1	-0.882
TFAP4	-0.234
CXorf41	2.16125
MTMR4	-0.8865
CTLA4	0.1225
SNX9	0.059
CIB3	0.4785
NECAP1	-0.02125
PLA2G2D	0.1309
GLMN	-1.8775
DCLRE1A	-0.3545
PDX1	1.2985
SAMD11	0.06075
MRPL55	0.8582
TLR7	1.517375
TBC1D21	0.0316
SMAD1	2.1306
ACTRT2	0.257
RIOK2	-0.09175
PDLIM4	-0.85
SLC22A15	0.646666666666667
ABHD13	0.4533
STX18	0.2773
CCPG1	0.509071428571429
DCBLD1	0.0266666666666667
SLC2A6	-0.945
NOLA3	0.10875
TRDMT1	-0.630714285714286
IL17F	-0.1745
ATP1A4	-0.0135
OR52W1	0.7425
CFL1	-1.0465
IL4	-0.052
RBP2	3.116
CPSF6	-0.17025
TTC8	0.386666666666667
MUCL1	-1.592
EYA3	-1.86233333333333
KRT38	0.0375
GNE	-1.55275
ZNF501	0.38125
SLC35A2	0.35575
CEP110	-0.7134
MYF6	0.82625
MGST2	0.120833333333333
TRPV4	-0.276833333333333
NEK8	-0.488
NOX5	-1.237
NCKAP1L	-0.0823333333333334
EMP3	-1.52216666666667
BPY2C	-0.0365
C1orf38	0.914125
ELOVL2	-2.397
CBX7	1.64408333333333
OSBPL1A	0.612166666666667
ZNF589	-0.2835
ESCO1	-0.0788333333333333
TRA2A	0.155583333333333
C3orf26	-1.74475
PHF2	1.44608333333333
PID1	0.0291666666666667
RFC1	-0.297625
MTAP	-0.35225
ADORA3	4.10716666666667
LOC389458	3.58925
TRNT1	-0.65525
CRIPAK	0.94375
RAI2	2.992
ANKRD44	-0.7435
GZMB	3.85275
NFE2L1	-0.276375
STIP1	-0.793333333333333
RASL11B	0.1745
NT5DC2	-2.29216666666667
LRP2	2.173125
MTDH	0.681933333333333
ARSG	-0.05875
HSP90AB1	-0.354
CT45-6	-4.76525
ZNF483	-0.988
LMBR1L	-0.43975
S100A2	-2.2988
C2	0.133222222222222
C2orf27	-0.151375
EIF4EBP1	0.1
GCKR	-2.63516666666667
PPP1R9B	0.42975
FER	-1.20175
SNRK	0.996
OR5M10	0.857
UTP6	-1.3375
CAPZA3	0.62825
FBP1	2.56377777777778
TERT	-2.625
CCL1	-1.435
FUCA1	1.59525
ALS2CR8	0.5365
KCMF1	0.00266666666666667
SRCRB4D	-1.1655
OXCT2	-1.36583333333333
IL17RA	1.34216666666667
MPP5	0.908
SPA17	1.44175
FLJ10986	0.391833333333333
GALNT14	2.12775
CXorf27	-1.12785714285714
NPLOC4	-0.73425
RAB34	0.46975
KRTAP3-3	0.251
ARSD	1.14733333333333
CPLX2	-1.1365
PJA1	0.3065
WHDC1L1	0.247666666666667
RB1	-0.6345
MTMR15	-0.2395
PHLDA2	-1.312
GUCY2F	0.4235
MPV17	-0.632333333333333
SLC35D1	-0.637
LYSMD3	0.0463
COL16A1	1.716
ERLIN1	-1.319
JMJD4	0.59275
HIST1H2BK	1.038
TP53I11	1.39983333333333
ST3GAL4	-0.6243
PF4V1	0.9236
ALG8	-0.01225
REG1A	0.18075
MINA	-0.618
CYB5R3	0.4825
HHLA1	-0.251
MYST4	0.507
VASN	0.008
UCHL5IP	-1.39925
TFAP2A	1.4394375
MGC9913	0.339
C9orf97	-0.362
LOC90379	-1.05925
PHF15	0.274142857142857
ZNF169	-0.109833333333333
KRT7	2.5883
GLIPR1L2	2.385875
LOC116236	-0.1415
IQCF3	-0.24425
RDH14	0.756333333333333
HNRPK	0.490214285714286
RABEPK	-1.022
ISX	-1.9705
CBARA1	0.18875
RAD51AP1	-3.705
MLL5	0.585
CXorf48	-5.791
SGCD	0.10675
PHTF1	-0.64525
CA3	0.612
CMTM5	-1.46775
STX10	-0.612625
JMJD2D	-1.935
P4HA1	-0.153833333333333
GAB3	-0.200833333333333
DHRS4	0.607333333333333
COL4A1	3.1350625
C20orf20	-1.417125
OSBPL2	-0.074375
PTTG2	-2.944
KIAA1688	2.70175
STS	-0.639125
SHROOM4	0.8232
KBTBD5	-0.550166666666667
ALDH1A3	2.322
BTNL2	-0.101833333333333
TGIF1	0.5145
ZFAND5	0.167625
ICA1	1.869125
NAV3	-2.05633333333333
FLJ12331	-0.58675
EPS8L2	0.4669
MNT	0.700833333333333
ENTPD1	1.23254545454545
OR51E2	1.08028571428571
STK11	0.7535
MX1	3.22275
TTTY9A	0.747
CX62	0.488
LOXL4	-0.758875
EXOSC4	0.6835
PURB	0.292
SETD1A	-0.217833333333333
RELB	1.2265
LAMB2	1.54533333333333
HNF1B	-1.13133333333333
PNLIPRP3	-0.781
C14orf139	0.25025
UMOD	0.2505
GRIN3B	-0.1645
GPR25	0.48
ZNF512B	-1.02825
ATP6V0A1	-0.042
SRA1	0.308
ZNF615	0.565
ZNF768	0.2755
ZNF469	3.665
DYNC2LI1	0.074
DNAH3	1.151
LOC387911	1.00075
LOC554234	0.096
ARRDC5	2.3225
TMEM59L	-0.719166666666667
MARCH4	-0.280333333333333
CNOT8	-0.183333333333333
KIRREL3	-2.39683333333333
ADAM17	0.318875
MYOG	0.086125
CPNE1	-1.1655
AK5	0.798714285714286
LOC204010	-0.8905
NDRG4	-0.42975
LOC130074	-0.053
PIAS4	0.129
NCOA2	0.8555
TEGT	0.3396
USP5	-1.012
ANKRD21	-2.29675
KIAA0692	-0.255
HAPLN3	0.59775
LZIC	-0.9205
NRXN3	2.39525
CDKN2C	-1.31916666666667
KIAA0226	0.0778333333333333
CYB5D1	0.427
WDR68	-0.955375
ABCB6	-0.9453
MRPS25	-0.603
ZMAT2	0.107416666666667
KRT25	0.439
RPL11	-0.768
GRAP	-0.124166666666667
LOC198437	0.297333333333333
RORC	2.08625
RAP2C	-0.398846153846154
MXD1	-0.3639375
AZI2	0.0735
NUAK2	0.5535
AHSG	-6.008125
MANSC1	2.2405
IMP3	-0.121166666666667
C2orf3	-0.225875
VSTM3	3.8345
PCTP	-0.5505
SIRT1	0.364
MANBA	0.293
CD164	0.477875
GFRA1	1.5949
PRM2	0.574
ZKSCAN3	-0.25
PLEKHG1	2.22175
TPRKB	-0.7575
UBFD1	-0.0759166666666667
CDKL5	1.0165
HIST1H2BD	0.862333333333333
INPP4A	-1.0415
BMX	0.0736249999999999
PTPRU	-1.226
LOC554202	-0.9995
HOXC8	1.691375
IL12B	-0.1965
ADPGK	-0.9225
ZNF418	0.499
SIAE	1.592125
CWC15	-0.4405
RP13-401N8.2	0.1685
KLHL11	0.2095
DEDD2	0.039
PSMB3	-0.817
DDX25	-2.198
ZBTB3	0.3535
GFRAL	0.983
RPS25	-0.569666666666667
FAM57B	-1.14616666666667
TESK2	-0.358833333333333
DNM1L	-1.60425
ZNF207	-0.830166666666667
CLEC11A	1.43275
TOLLIP	0.779375
TMEM61	0.584166666666667
DLK1	-4.1485
PLVAP	3.5195
NOD2	1.4005
SCMH1	0.14325
FLJ40235	-0.00125
HTR2A	-0.817833333333333
ARMC5	-0.2965
FUT7	0.6575
PRELP	2.035
ALKBH6	-0.146833333333333
GYG1	-0.0629166666666666
POLR3GL	0.53575
COL8A2	5.14233333333333
OR10A5	0.5555
C1orf187	-1.857
TXLNB	2.44283333333333
C16orf68	-0.401833333333333
R3HDM1	-0.7325
C16orf75	-2.43275
BAALC	0.647375
TNP1	-0.891
GAPDH	-1.376
COX7C	0.8185
ERRFI1	-1.56533333333333
PGAM2	1.32783333333333
FAM108B1	-1.07175
APC	0.074625
TLR2	3.5545
SUCNR1	2.41925
ZNF233	1.911
WFDC1	-0.813166666666667
PSG11	0.0779
SLC39A1	1.3735
PSAPL1	-0.405
CDC42EP1	0.523
MECR	-0.4615
KIAA0101	-2.5093
MACROD2	-0.6269
MMP19	1.47416666666667
LOC202459	-0.988666666666667
VNN2	2.429
ACCN3	-1.9275
TIMD4	2.8425
RNASE8	1.1025
CCDC7	0.78925
SULT2B1	0.074
ME1	-0.35525
MGRN1	0.8135
MRPL30	-1.0685
IVL	0.18825
CALM1	1.2873
PLEKHA6	2.4672
B4GALNT2	-0.887
PGDS	4.104375
C8orf33	0.520666666666667
TMEM56	0.254833333333333
CKM	-1.0355
ESR2	0.4981
ACOT8	-0.0995
AGTR2	1.125
LOC155006	0.183333333333333
BC37295_3	0.9895
EPM2AIP1	-1.072
PZP	0.64425
RPS9	0.560166666666667
C18orf51	-3.3235
SIVA1	0.5326
HEATR2	-0.4205
CD3E	-0.630416666666667
C20orf142	-0.49525
PGLYRP3	-0.33
CCDC139	-0.2845
GPS2	-0.369
NOL14	-0.45825
LRTM2	1.68375
TRIM36	-1.372
TP53RK	-0.1904
FBXL13	0.0386666666666667
RUFY2	0.0258571428571428
C11orf70	2.29483333333333
HSPB9	1.05216666666667
GJA5	3.46925
HGF	-1.43983333333333
EPHB4	0.30175
SOX18	1.7435
IFRG15	-0.4435
SERPINA10	-3.11325
WDR23	-0.164125
REEP2	-1.573
CDK3	-1.19875
HSPA12A	2.779
ARL8B	0.4531
SATB1	0.03
PPM1D	-1.58983333333333
VPS45	0.207666666666667
TP53BP2	0.34225
GJE1	1.71075
CACNA1G	-0.0718571428571428
VGLL4	1.3345
GNPTG	1.434
ROS1	-2.5395
C21orf128	0.914
BMP8B	0.998
SLC5A4	-2.024
SLC6A3	-0.1505
C16orf53	1.053625
TMEM81	-0.8305
APC2	0.4613
SYAP1	0.61125
C6orf54	-0.497333333333333
ZBED5	-0.9697
PVR	-1.43325
LTA4H	0.4975
CCDC24	1.6172
MAGEA4	-4.05183333333333
IFIT3	1.94166666666667
MYADM	0.81225
C21orf82	0.8975
PDE3B	-0.01125
TMPRSS11A	0.8485
PGK1	-1.53558823529412
CCL13	5.1474
DERL3	0.0306666666666666
MLXIP	-0.510333333333333
PLOD1	-1.011125
MTFR1	-0.2908
NPDC1	1.058
GPAA1	0.0725
LTV1	-1.0165
RYR3	-0.5235
C7orf46	-0.687
VAMP2	0.9555
RNF135	1.5029
SUPV3L1	-0.145
FIBP	-0.29925
ADAMTS18	1.214
RNF25	0.118333333333333
SOS1	-0.66325
PLAU	1.078125
MATK	-1.45575
EHF	6.942
CTNND2	-1.8195
PTEN	0.7905
ZNF189	0.43075
SLC28A3	2.9125
GUCY1A3	3.44075
SETD2	0.260375
ROGDI	1.3
TICAM1	0.8447
RASSF3	0.6825
PACSIN2	0.293833333333333
SERPINB5	-2.00375
PRKCDBP	0.5705
TFDP3	-0.43
LGR6	3.688625
RFX5	-0.0543333333333333
OR52J3	-0.143
PTPN18	1.1015
ZBTB34	-0.3395
KCNF1	2.68275
SYNE2	0.495214285714286
SLC22A4	-0.7815
NETO2	-2.596375
VCPIP1	1.43175
LDHD	0.31175
ESX1	-2.78625
SQRDL	2.998
GALK1	-0.60375
SERPINA6	0.793666666666667
HD	0.032625
ASCL3	-2.494
FBXL6	0.899
FABP7	-4.693125
MAGEC3	-0.5905
KLC4	-0.368625
CD1D	-1.063
PRAM1	2.1525
EIF3B	-0.114071428571429
DSCR8	-5.59625
FLVCR1	-1.14125
KIAA0141	-0.04175
PROM2	3.857
ALOX5	1.7615
GPR162	-0.7915
LYRM2	-0.6175
RNASE6	-0.323625
HES5	1.4295
GJA1	1.689
MRPS14	-0.00325
HMHB1	0.2075
TAF7	-0.0656249999999999
BTNL9	0.8703
SFXN2	-0.048625
VEPH1	-1.60425
GK2	-0.129
AMBP	-4.816
KIAA0953	-0.4875
XAGE5	-0.385
CCBP2	-0.259
TGM2	0.536666666666667
ZNF202	-0.808
ACTL6A	-0.765166666666667
SLC23A2	-0.5381
ARHGEF7	-0.61625
LOC728635	0.563
CRYM	-0.584666666666667
PKD2	-0.1705
MANBAL	0.324166666666667
LIN54	-0.86825
ACTL7B	-0.585
OR4D9	2.309
KIAA1683	-0.12175
ZNF704	3.07633333333333
TCP10	-1.42414285714286
MAGEB18	-1.207
DEFA4	0.383666666666667
ZNF197	-0.28
PTOV1	0.012
RNF208	0.463666666666667
CMIP	0.255333333333333
TRDN	-0.027
UCHL1	-0.5095
APOL6	0.6184
PLK1	-1.8985
NPHP1	1.65533333333333
NDUFA11	-0.73825
DAB1	0.285
RTN4R	0.0865
PUSL1	-0.129
SYT2	0.06725
ANXA13	3.0875
RFTN1	-0.07375
ATP8B2	1.48458333333333
VN1R2	0.2555
OR52E4	-0.2495
NPPB	-2.45533333333333
ZNF148	1
ZNF141	-0.472875
IKZF1	-1.3755
PSMC2	-0.1335
GGA3	-0.482166666666667
LPGAT1	1.25541666666667
SEC16B	0.615666666666667
C5orf38	2.73916666666667
THOC2	-0.7622
SLC16A12	0.3765
ALK	-0.026
DACT3	1.16433333333333
CACHD1	-1.455
GAN	-1.00425
EXOC6B	0.307
HIST1H2AE	1.85675
VAMP1	-1.4785
SRI	0.690083333333333
AKAP14	1.0495
HLA-E	1.3983
SLC25A32	0.107333333333333
FLT3LG	-0.368166666666667
ATP1B1	0.174
WDR1	0.459875
SWAP70	1.409
TRIM31	0.774333333333333
ARNT	1.223625
ZNF596	0.4715
CDKN1B	0.2275
FOXC1	-1.645125
SEMA3A	-2.783
LSM14A	0.166
STEAP3	0.449
ABCA1	0.7775
PLSCR2	0.2345
EDC3	-0.70525
THBS3	1.57775
C15orf43	0.212166666666667
GMCL1	-0.412333333333333
C9orf71	0.0715
MGAT5	0.122
LOC402164	0.148
TSPAN8	-4.9395
DYNLT1	0.92375
IGSF1	-2.97375
TMEM143	0.01825
FLJ25006	-3.2615
ATP13A3	0.244
C3AR1	2.28275
CADM2	1.548
EFNA4	1.785
HAO1	0.324
TWF1	0.2035
MRPS17	-0.16925
MYH9	1.35266666666667
C9orf9	0.3915
C17orf79	-0.343166666666667
FSCN3	0.29175
BDKRB2	3.0975
PCGF6	-1.08416666666667
RAP1GAP	0.641083333333333
TAS2R41	4.531
DCLK1	-1.1774
DEFT1P	0.213
TAF2	0.749
COPZ1	0.421625
KATNA1	-0.6555
STIM1	0.0045
TBX2	-1.627
RPS4X	0.311846153846154
MARCH8	0.237833333333333
DHX33	-1.345
TMEM161B	-1.17366666666667
SYPL2	-1.1405
ADCY5	1.4025
SRPK3	2.113875
CXorf9	1.143
REC8	-0.824625
CLP1	-0.3162
MGC52498	-4.4025
DUOX2	0.8165
C6orf150	0.78175
TSC22D3	1.738875
CASP8	-0.3969
PRKD3	-2.861375
CFH	0.88075
TRO	-1.12125
NRIP1	1.60025
ZNF707	1.79266666666667
TBC1D22B	-0.237833333333333
HYI	0.471
COX7B2	-0.50075
GPR52	0.1235
CASC3	0.144214285714286
METRN	2.24775
KRT3	0.8745
ARF1	1.252
C1orf111	0.6075
MOG	-0.852
C6orf50	1.1565
MGC12966	0.162
ATP7A	0.413666666666667
NOTUM	-2.47
LOC342897	2.21
ITSN2	0.222416666666667
GIP	-0.2595
LOC89944	-0.633666666666667
UBXD8	0.386
GYPE	-2.02916666666667
JAG1	0.546333333333333
RLBP1L2	1.579
HIST1H2AL	0.42225
PAPPA	-2.2636
CYP4F8	-1.08633333333333
TRH	-2.061
DCTN3	-0.8802
NT5C	-0.7215
HTR3C	-0.416
VPS41	0.605
KIAA0174	-0.7631
ANKS6	-2.21925
MPV17L	1.16116666666667
MT1M	-0.953666666666667
DTX1	1.450625
LOC146325	1.15916666666667
ZNF639	-0.4795
CACNG4	0.6535
TNNC1	-1.26775
MGC27345	-0.20675
CASD1	3.6256
HOXD4	0.5815
SMC4	-1.68464705882353
