Hybridization REF	TCGA-AO-A0JF-01A-11R-A056-07
FTSJ3	-1.2225
C4orf33	1.786
LHFPL4	-3.03275
C19orf56	0.00491666666666667
SMAD4	0.511625
AFM	-0.416
G0S2	3.5655
FCHSD2	0.2087
RRP1B	-1.4426
EEF1B2	-0.1645
STAT6	0.608333333333333
ZNF195	-0.2015
GNL1	-0.759
ZNRF2	1.25033333333333
PER3	-0.16175
ASB16	-0.00525
C10orf10	3.1735
ADCY8	-3.721
C9orf58	-0.193333333333333
ARMC10	0.187833333333333
PSG1	-1.4085
DHX34	-0.372
VARS2	-0.57825
NFIC	0.726
ITPR2	0.7625
AGXT2	0.321666666666667
OR6K3	-0.2695
H2AFZ	-1.38691666666667
MLLT3	0.6395
COX4I2	3.37625
CCNT2	0.08525
PLK4	-2.719
NUMBL	-0.7055
MED16	-0.078
PLEKHQ1	1.9105
GOSR1	0.0827777777777778
BTG4	0.01075
RPL30	0.122333333333333
IGSF5	-1.0265
IGFL2	2.91566666666667
ELMOD2	1.23366666666667
SHC3	-0.379333333333333
HAVCR1	-0.475
DYNC2H1	0.506375
RNF5	-0.243666666666667
C2orf7	0.027
NLF1	0.4645
KLHL25	-0.12775
LRP10	1.3287
KRI1	-1.09125
PUS7L	-0.0428333333333333
MGMT	0.8265
HOXD1	1.346
CSH1	0.067
ATG16L2	-1.648
FLJ44635	1.438
CHODL	0.01525
EXOSC8	-1.19025
SLC28A1	-0.229
MYO7B	-0.0188333333333333
SEH1L	-0.4512
MTNR1A	0.2595
TSPAN5	-0.1535
CDC45L	-3.98883333333333
AMIGO1	0.4385
ATAD3A	-2.109375
OSGIN2	0.5535
PDIK1L	0.967333333333333
DARC	4.789
PIPSL	0.367
SHMT1	-0.7955
CRISP3	-0.0185
POPDC2	2.524
ZRANB2	-1.09366666666667
FBXL8	0.44
TRIP13	-3.55527272727273
EIF5AL1	-0.4795
POU5F1P3	-5.42566666666667
IL6	0.0236666666666667
CXorf38	-0.353833333333333
IFNA16	-1.0125
FBXL2	1.3485
BRD1	0.2485
STATH	0.4305
FBXO44	-0.458
MCCC2	0.40225
CDC2	-2.4225
C5orf23	2.19625
IVD	0.640333333333333
C10orf122	-1.09366666666667
MSL3L1	0.3805
MVP	0.95025
EPOR	-0.9112
ZMYM1	-0.345333333333333
BCL7C	0.547666666666667
PSTPIP2	1.5941
LYPD1	-0.944625
OR8G5	0.3895
ZP3	-1.18133333333333
BCAS4	0.4535
EDG6	2.69125
ISY1	0.0585
PRAMEF2	-0.689666666666667
CUL1	-0.575125
RNF213	0.2831
CCRK	0.3795
DHX9	-0.446125
C13orf29	0.71025
NCKAP1	0.762333333333333
MRPL43	0.961285714285714
XPR1	0.31625
PKN2	0.6439
PODNL1	0.57
ZNF333	0.485625
DALRD3	1.2835
OPN1SW	0.1865
BTBD6	0.76925
C11orf82	-2.748
OR5P3	0.031
DUSP11	0.45675
L1CAM	-1.7627
NEK11	2.19966666666667
OR7E91P	0.869
CNTN3	2.447
CREB3L2	0.17325
ZBTB37	0.4845
KIAA1324L	0.64
NDUFB10	-0.294833333333333
NUDT2	0.13875
GTPBP8	0.10175
CACNA1D	2.032
PRKAA2	-0.506166666666667
PRDM8	0.1655
MGC16075	-0.798666666666667
KRT14	-2.17478571428571
PP8961	0.662857142857143
MRPL18	-0.172
ABCG2	-0.64925
PACRG	1.51975
BBS2	-0.0155
KREMEN2	-2.9505
FBXO21	0.471
HNRPUL1	-0.12075
GRB10	0.05725
CLSTN1	0.678625
LMAN2	0.4162
C17orf61	-0.4395
NIPSNAP3A	1.45075
INSIG2	-0.775833333333333
PCDHB7	0.552
STXBP2	0.58
CMAH	1.24775
SEMA5B	0.75125
ZNF155	0.449166666666667
COQ6	0.366833333333333
PRPF4	-0.72925
TSPAN15	3.0434
VN1R5	0.57525
LATS2	0.98975
SELK	0.46425
PGK2	-0.776
MS4A1	0.0755
TYW3	-0.3646
KRTAP5-1	0.7345
RCCD1	-2.013
BTN1A1	0.763
DDX28	-0.69925
TMEM65	1.154875
LOC92345	0.2385
TTC31	-0.399
WDR46	-1.099
CHP2	-1.56633333333333
LSP1	0.8645
ZNF542	0.48325
EXOSC1	-0.227
ARHGAP18	0.581333333333333
LRRTM4	-1.109375
MAOB	2.53741666666667
CACNB4	0.7935
MGC33846	2.412625
RANBP3L	3.0085
ATP5L	0.194375
ONECUT1	-4.6155
NUDT9	0.186
TMEM149	0.057
STX17	0.286
IGSF10	-2.0925
TMPRSS9	0.125
BMPR2	1.54225
ALLC	-0.73
KLF7	0.106875
GCC1	0.6493
TIMM9	-0.7355
CDO1	2.54233333333333
MGC10701	-1.09416666666667
IFI6	0.885666666666667
FRMD8	0.463
MGAT2	0.41475
WBP5	0.800666666666667
CNIH2	0.1205
KIAA0907	-1.6948
KCNH8	-0.7355
CTSG	1.5455
GRIK1	-0.826666666666667
CUL5	0.261625
FRMD1	0.277
OR9A4	0.5545
SYT6	-1.305625
FOXD4L2	0.1255
ANAPC2	-0.230333333333333
OPN5	-0.3055
TAF13	0.31975
LYG2	-2.061
GGNBP1	-0.8885
C11orf40	-0.119
OTX2	-1.5475
REG4	-0.886333333333333
EIF5	-0.2053125
PALB2	-1.16275
SEPSECS	0.5485
RNASE3	-0.02775
TRIM49	-2.368
POLR2K	0.0714
GPR42	0.9675
C8B	-3.39375
SASS6	-1.0875
PREB	-0.536166666666667
OR3A3	0.584
TUBA8	0.846125
IGLV2-14	-2.296
STIL	-2.85375
ANKFN1	-1.32116666666667
NME7	0.245
HOXC12	-1.0245
UBE2C	-2.521125
FHOD1	-0.7155
CDK2AP1	0.4745
OR6K2	0.121
DHPS	-0.9635
RPL5	-0.38375
TRGV5	0.2295
LOC541472	0.599875
HCCS	-0.3459
DENND1B	3.5195
LHX3	0.275
OR5D16	0.383
CXorf57	-1.768
IRF2BP1	0.69775
NDST2	0.709333333333333
LCE3D	-0.279
BOLL	0.0558571428571428
SYT3	-1.26475
PIH1D2	0.835
C20orf7	-0.709833333333333
IL1R2	0.591666666666667
SLAMF9	1.39
PPME1	-0.392375
PIK3CA	0.196
TRAPPC1	0.057375
COLEC10	-1.03975
SLC9A6	-0.653166666666667
PDDC1	-1.27191666666667
CCDC53	0.89025
GK3P	-0.678
DAZL	-0.6715
BRI3	-0.1835
SDK1	-0.88675
CYP2C18	0.248
IFI44L	2.78225
RPL3L	0.023
FUT9	-1.7095
KIFC2	-1.6805
PMP2	-0.383714285714286
SLC4A9	-0.2875
PLAG1	-1.51366666666667
MYCBP2	0.345666666666667
OR4E2	-0.816
CCDC65	2.25225
C16orf82	0.270625
ENTPD4	0.00899999999999999
BRP44L	0.275375
PMP22CD	-0.29275
TMCO4	0.666166666666667
KCNN1	-1.05583333333333
WDR35	-0.08925
CCDC80	3.725125
C3orf31	-1.4525
SLC7A9	-1.11175
TMEM190	-2.38375
DBC1	-1.60133333333333
FADS3	-0.313
PDZD8	0.1005
GRM5	0.14925
AZGP1	3.9879
PEX3	0.9305
MED1	-0.253642857142857
ATG4C	-0.3275
HNRPH3	-1.10175
FAM109B	2.60025
C4orf17	-0.319
CA10	-1.22975
OPRD1	-0.4385
CCL16	-1.54625
SACM1L	-0.159
CST6	5.017
CD63	1.2968125
LGI1	-1.1915
ZNF784	0.634
CRYBB1	-0.637
CX3CL1	0.2387
TOP2A	-3.280625
GYPB	-4.45633333333333
GADD45GIP1	-0.81625
FEN1	-2.045
IGF1R	0.6310625
WDR72	-2.3195
PURG	-0.133833333333333
DEFB126	0.55725
PKD1L1	0.73425
CAV1	0.049
GNPDA2	1.381
DGAT2	2.0865
NLGN1	-3.0065
STRBP	-0.076375
HPRT1	-1.274
FANCI	-2.827375
PSMA7	-0.036625
DBF4B	-1.13966666666667
TTF1	-0.6945
RAD54L	-3.43325
ELOF1	-0.42825
PLAGL2	-1.63625
ZNF256	0.306
HMGCL	0.6865
MSI2	-0.543333333333333
RPESP	0.5195
C11orf60	1.22225
ABCD1	-0.2485
ACAA1	1.267
SPARCL1	5.53485714285714
IL6ST	1.673
ZNF319	0.3545
TMEM109	0.6651
FAM90A1	-2.37066666666667
IL22RA1	-2.065
ATP4B	-0.6395
TEC	-0.983333333333333
C7orf30	-0.81975
TXNDC2	-0.947
ABCB4	0.18775
KIAA1191	0.51375
C9orf38	0.011
SFTPB	0.449
CNTNAP2	0.24975
FRK	2.0175
TBX19	-0.7155
CHD4	-0.133
C6orf26	-3.01116666666667
MOSC2	1.84475
IKBKE	0.5085
HIF1A	-0.466333333333333
LOC595101	-0.3805
RELA	0.227
TMEM16B	-0.731
ABHD12B	-2.3555
TSEN34	0.376
KIF18A	-3.51225
TXNDC9	0.565
SPATA2L	-0.085
SEMA4G	-1.9655
C21orf91	-0.1125
MATN1	-0.931
KCNIP4	0.416
TUSC1	1.7405
OR4C15	0.4335
ARMCX6	0.53175
WBSCR27	-2.3785
OR52I2	-0.6
KIAA1604	-0.321
DYNC1I1	-0.04625
PPP4C	0.17975
SLC47A2	-2.9718
TREH	-0.170125
CD48	2.861
ST14	1.39533333333333
PKN1	-0.50375
SPON2	2.999
XBP1	3.57558333333333
SFRS12	-0.597166666666667
EFCAB6	2.70775
SELT	0.653
SLC39A2	-0.3905
ERF	-0.475833333333333
ARL3	0.446875
SURF6	-1.4342
MLLT10	-0.800333333333333
FLJ11171	0.879666666666667
TDGF1	-4.20116666666667
ERCC6	-0.49625
EIF2AK4	0.68975
BAZ1A	-0.467166666666667
LRRN3	0.9305
TMC3	-1.021
EFTUD1	-0.34325
PTPRO	1.59183333333333
CLEC12A	0.849
ACBD4	0.2965
ZDHHC14	-0.164125
OTUD7B	1.2
ACTB	0.495125
MSRA	0.360625
LCE5A	1.224
IFI35	0.964
BSCL2	0.550666666666667
ANKRD12	0.36575
CFHR2	1.19175
RGAG1	-0.296333333333333
HSFY1	0.195
SLC30A5	0.0638333333333333
IMPG1	0.125
GPR109A	0.6015
ZNF185	0.0155
IYD	1.158
NPCDR1	1.518
SERPINA13	-1.094
HMGCLL1	-1.17425
NEUROG1	0.9275
UBQLN1	0.0840625
LIN37	-0.08025
SOCS2	0.043625
DSCR4	-2.5305
XKR6	-0.58125
GPR142	0.5255
KRTAP13-3	0.2165
CCDC15	-0.5745
MOS	0.311
CD1E	1.0435
OFCC1	-0.126
FAM83D	-3.55175
SRFBP1	0.19425
C9orf96	-0.1635
DHDH	-1.3725
CCDC90A	-0.419
RABL3	1.47495
CD320	-2.004
ANGEL2	0.637333333333333
MRPL21	-0.569
SMG6	0.099
INSR	1.677375
FLJ14816	-0.8895
GLRB	1.26533333333333
C9orf89	1.165
CIZ1	-1.020375
URG4	-0.389833333333333
LRDD	-1.9825
CBY1	1.3665
NFX1	-0.167375
MTERFD2	0.113071428571429
C19orf23	0.229
PGC	-3.22975
IER3IP1	0.3476
RASAL2	1.01741666666667
C1orf89	-0.091
SYNJ1	-0.654
NFKBIE	0.83025
FLJ40125	-1.61683333333333
TCEB2	-0.6886
NOG	-2.142
POLR2J2	-1.00283333333333
HLA-B	2.679
PCDHA1	1.804
PPP2R2B	-0.335
ARHGEF17	0.8865
TCF7L2	1.30207142857143
CHD5	-1.0265
ZNF431	-0.63975
TBC1D25	-0.00724999999999999
ZNF800	0.3065
SCUBE2	4.85945454545455
MYCBP	0.911833333333333
GPX5	-0.0035
C6orf129	0.04
QSER1	-0.687166666666667
ULK2	1.5905
PIGO	0.642166666666667
NRCAM	-2.55407142857143
SLC35E3	0.282375
CSRP2	-0.58
HYPE	0.21375
MAPK15	-0.260666666666667
MGC14327	0.159
TIMM13	-1.0345
ZNF462	-0.96025
GBA3	0.9845
TEX13A	-0.095
MCM6	-1.69177777777778
MTRF1	-0.892625
ABCA7	-0.839
EIF4A2	-0.54375
ZC3H10	1.0521
RPGR	-0.2475
C20orf94	0.49875
RP1L1	0.48625
GPR125	-0.340142857142857
USP22	0.2725
OR1L4	-0.125666666666667
MLZE	1.26175
FLJ32065	-0.018
PTCD1	-0.74225
CRTAC1	2.6255
BXDC2	-1.41375
C18orf1	2.00033333333333
FAM107A	2.31228571428571
EFNA3	0.7205
P18SRP	0.0309
CAMKK2	0.271416666666667
KIAA0649	-0.84625
NES	-0.961
HS6ST3	1.174875
PON2	0.39375
TCP11L2	-0.43625
CLEC4A	3.3135
PRR12	-0.0805
MLXIPL	-1.3438
C2orf50	0.1405
ZNF28	0.78675
ENC1	1.36316666666667
MAP2K1	-0.40975
FKSG2	1.692
KIAA0430	0.615
PTP4A1	-1.04633333333333
GPR156	0.3465
GTF3C6	-0.41375
UBR2	0.0877
LOC388272	-1.289
MAK	1.15133333333333
ACOT4	3.2805
STC2	0.3365
PIGW	-0.915
SAE1	-0.64625
COL6A1	1.88504545454545
OAZ1	0.224666666666667
STMN4	0.285
EDG3	-0.136
SGCE	0.072
IL11	-2.96833333333333
PRSS8	2.41975
YIPF5	1.20825
WNT4	2.245125
CSN2	0.477666666666667
TCF7	-3.048375
TDO2	1.60625
SAMD9	0.7951875
S100A7A	1.158
MMRN1	4.20283333333333
GKAP1	-0.065
AKR1C3	0.7825
RNF19A	0.472125
GMDS	0.23825
YKT6	-0.700375
SPARC	2.9498
C12orf31	-0.50075
UBE2V2	-0.869333333333333
FBXL18	-1.0205
KIAA0460	0.472
ADAM22	-0.293875
SERPINC1	-4.0435
KCTD21	1.29975
MYOHD1	-2.55275
ZNF37A	0.226
GTF3C1	-0.195333333333333
CTSZ	1.843
PRNPIP	-0.73125
DRD1IP	0.3685
NR1I2	-3.568
ZNF266	-0.4767
SPAG4L	0.377
COX4NB	-0.905
SAPS1	0.408333333333333
APOA1	-3.966125
TATDN1	-0.847666666666667
C10orf82	-3.40075
KPNB1	-1.185
FOXO3	0.694333333333333
CRYBB2	-1.1225
ZBTB5	-0.459666666666667
SLC25A38	-0.33075
DCTN2	-0.110166666666667
IFT20	0.84125
CTHRC1	3.408
C1orf31	-0.95825
UHRF1	-1.903375
GPC6	1.55325
C10orf54	2.3825
MCF2L2	-0.226166666666667
WNT9B	0.11225
OLA1	-0.51775
FAM120B	0.794
TTLL10	-1.155
CYorf15A	-4.62875
RELN	-1.91133333333333
SCN2B	1.16258333333333
MFHAS1	-0.0675
NKX3-2	-0.687166666666667
RASGRF2	0.3195
SSBP1	-0.847333333333333
KPNA6	-0.292857142857143
LOC389118	0.031
HS3ST4	-1.23222222222222
SUPT7L	-0.446125
FLJ32658	-1.691
IGFBPL1	-0.86275
KIAA1641	-1.5045
SHKBP1	-0.434666666666667
CSF1R	4.6405
NAGK	1.429
MYL2	0.8445
HIST1H4C	-1.02133333333333
TOMM7	-0.34975
ADAMTSL3	2.6307
TNFSF14	-0.1065
PRRT2	-2.0355
VTA1	0.15975
AOAH	3.83183333333333
CRISPLD2	2.36721428571429
PNN	-1.5325
TA-NFKBH	-0.627
ESPN	0.57025
RBM43	0.0515
KIAA1267	0.137
DDX3X	0.290555555555556
KIAA1576	-4.40775
PLXDC1	4.897
FLJ25801	-4.47425
HNRNPL	-0.32175
RUNDC3A	0.1445
CASP12	1.4545
SH2D5	-1.726875
RPL26L1	-0.3095
OR51A7	0.24725
HDC	4.6355
C2orf16	-0.158
SYTL3	2.31725
GOLGA4	0.3083125
NOTCH1	0.249333333333333
ATPAF2	0.0925
ECD	0.623
SSX5	-2.72733333333333
SNAP91	0.0465
OCA2	-4.7375
PNPO	0.1145
DAPK1	0.18
PINX1	-1.01066666666667
SELENBP1	1.952375
NEK3	-0.360083333333333
TMED4	0.0925
SSTR4	-0.2585
FOSL1	-2.9485
CD40LG	1.0345
CES1	-0.6575
DCI	-0.3685
B3GAT3	-0.736333333333333
STK17B	0.57
CNTN6	0.136
CYP3A4	-1.51266666666667
MBOAT2	2.73257142857143
PISD	0.494
USP1	-1.06625
PYDC1	2.52833333333333
CENPM	-1.95875
SAR1B	0.907
TTC7B	-0.517375
DP58	0.2645
GPC1	0.38125
RBL1	-2.727625
TMEM137	-2.82366666666667
TOB1	1.25641666666667
TCEAL1	2.15333333333333
CENPF	-2.84754545454545
C6	4.44533333333333
PRSS1	-4.24
PPIL6	1.12216666666667
C6orf124	-0.005
ODZ4	2.0915
SNCB	-0.45
NDUFB9	-0.153
CNOT6L	0.882333333333333
S100A9	1.37066666666667
TRIM50	0.279
KCTD1	1.3983
WDR63	0.79125
SPEF2	2.542
RNGTT	-0.234333333333333
CXorf22	2.2135
KCNK16	0.6345
CEP250	-1.921625
ATPBD1B	-0.81125
KCNJ2	4.02375
MT1B	-1.7275
ZNF684	0.3455
SLC4A1	-0.0785
PDHA1	-0.998
ZNF492	-0.846
TKT	-2.0225
BYSL	-0.97425
RNF38	0.368
AHDC1	0.368
KLHL2	0.979
CMTM8	0.44125
DMP1	-1.242
HERPUD2	-0.060375
CRTAM	3.37766666666667
ZNF572	0.232
TMEM16J	-0.567
HSD17B2	-5.04625
UBE2G1	0.298
AHSA2	-2.84175
PELI2	0.012
TPX2	-3.53175
ATP9B	1.37116666666667
DAZAP1	-0.433125
HMGCS2	2.74783333333333
C17orf38	1.20075
B9D1	0.0791250000000001
NKX2-5	-1.5515
KIAA1276	0.33875
LILRB2	3.509
CSTF1	-0.600833333333333
BTN2A1	-0.735333333333333
C15orf48	6.03325
IGF2BP3	-4.318
FAM113B	0.324666666666667
HRG	0.255714285714286
ZNF131	-0.34725
USP47	0.6695
CCDC88B	-0.83
HCN1	-0.0382
HTN1	-0.466
SYCP3	-0.834
C13orf23	-0.9766
PAPOLA	0.174625
AATK	-0.7102
MSH3	-0.111833333333333
NDUFAB1	-0.481
ITLN2	-1.66083333333333
BAK1	-0.432833333333333
MRPL45	-0.317666666666667
MTNR1B	-0.3175
LOC645843	-0.3235
SPECC1L	0.494625
PGCP	1.5555
SPN	-0.585125
GPR143	1.164
ZNF576	0.152666666666667
TMEM39A	0.4103
ATP5D	-0.5905
MAGEB3	-1.922
RPS5	-0.0131666666666667
ANP32E	-1.53142857142857
MTMR1	-0.36325
YEATS4	-0.629
SYNGAP1	-0.41525
PCOLCE	0.4295
MNS1	0.02625
PCYT2	-0.931666666666667
ZNF182	-0.20575
LAX1	0.852875
SPPL2B	0.4394
ELOVL5	1.4351
PCDHAC1	-1.2225
B4GALNT1	-1.9835
BLOC1S2	0.87825
ZNF673	-0.7034
ARHGAP21	-0.120166666666667
IRX5	1.546875
LRFN5	0.0701666666666667
FAM7A1	-0.0045
RAB19	0.8155
GINS1	-2.999
ITM2B	2.2088
PAPSS2	2.03791666666667
OR5BF1	0.308
ACSL3	-0.32475
KIAA1919	-0.949
GLT8D2	3.443375
UTRN	1.09285714285714
CNN1	0.7905
HISPPD2A	-0.326166666666667
SDAD1	-0.13775
SIGLEC9	1.5345
RPL35	-0.620928571428571
C22orf26	0.8435
IMPDH2	-0.610125
WDR69	-1.06425
SEC14L5	-0.413833333333333
CLTA	0.172
RP11-529I10.4	0.66825
GPR37L1	-0.0168333333333333
OGDH	-0.36875
ASB13	0.1635
ZFP14	0.94275
ZCRB1	-0.000833333333333334
KPNA3	0.736
HSPA1L	0.95175
RHOC	1.04
LOC554175	0.1965
PPP3CA	1.0468
SLC1A7	0.632
ZNF529	-0.2015
RBED1	0.95225
DDB2	-1.11275
FLJ11286	0.411166666666667
SPATA1	0.944
MKNK1	0.374333333333333
DYSF	1.67666666666667
ALKBH2	-0.7105
NKD1	-3.385
C1orf174	0.02625
PLEKHO1	0.626666666666667
ASB10	-0.21925
RING1	-0.3045
NPC2	1.199625
AVPR1B	0.1225
YTHDF1	-0.288166666666667
LMAN1L	-0.0025
GSG2	-3.396
CEP170	-0.5479
RPS4Y2	-5.949
MSH6	-0.9465
HECTD2	0.590666666666667
ZNF556	-4.44966666666667
PLEKHC1	0.5938
AIRE	-0.008
BCL2L10	0.808
LMOD3	0.5766
ZBTB8	0.1109
FOXA2	-3.9508
SLCO2A1	3.85575
C3orf46	0.549
PRDM16	1.036
TMEM98	1.32225
FRMD5	-2.747
PDE6C	-0.0455
C1orf216	0.358666666666667
EP400	-0.578214285714286
PTK2	-0.042
RNF217	0.0755
NDUFA8	0.0185
ZFAT1	0.2235
LAMP3	2.136
GLTSCR2	0.35525
NPW	-1.313
LLGL2	-0.5648
PPM1K	-1.33716666666667
C20orf177	-0.364
KIR2DL4	0.3595
NFKB2	0.48525
C21orf122	-0.114166666666667
HESX1	-0.764
GPR114	0.523833333333333
SLC25A35	-0.375666666666667
GNAT1	-0.615666666666667
ORAI3	0.56825
FAM76B	-0.478
TMEM99	0.7947
TRIM29	-1.8532
CDS1	2.18025
RHEB	-0.245
C4orf27	-0.0805
RAB3A	-0.32875
OTUD6B	-0.999
GPD1	3.162
CDH15	-1.57583333333333
NPM1	-0.934142857142857
TMEM117	0.21375
PRPS2	-0.219333333333333
GCK	-0.027
ADRA2A	5.00016666666667
TSPYL4	0.538833333333333
TASP1	-0.177
WDR19	0.673333333333333
C10orf38	0.03775
PDE4C	-1.028
FYB	1.19254545454545
C1orf55	0.0531666666666667
PPFIA3	-1.26475
RAD18	-0.67575
C12orf44	0.0643333333333333
CRYBA4	-0.046
HVCN1	1.62625
TAF10	-0.114166666666667
C16orf48	-1.443
DEPDC5	0.705833333333333
LTBP1	-1.934
MAPRE1	-0.37725
FGF8	-1.319
C3orf52	1.295625
SENP7	0.17
LRRK2	1.72075
RUNDC2A	0.0716666666666667
KIAA0355	0.780166666666667
CPEB1	-2.01825
PPEF2	0.064
ABI2	-0.0588333333333333
KIAA0317	-0.3565
ATF1	-0.240333333333333
DYNC1H1	-0.038375
DIP	0.47975
TMEM33	0.609166666666667
POLDIP3	0.1035
C7orf24	0.652
GPR171	3.9735
CDC6	-3.39866666666667
PLD1	-0.2799
ITFG2	-0.1733
NDUFC1	0.2755
AKNA	-1.14975
NBR1	0.83575
PKHD1	1.577
HPS4	-0.5053
MAFA	0.97125
ULBP3	-1.28125
DIRC1	0.4445
IMMT	-0.491125
C22orf13	0.4435
CEL	0.085
MARK3	-0.78725
ADAMTS2	1.41341666666667
ARPC3	0.253
TMEM10	0.116125
NPHS1	0.30275
BRD8	-0.557
WDR12	-1.6615
IDI2	-0.461571428571429
HOXD13	-3.077
OR8G2	-0.75275
SLAIN1	-2.455
GABRQ	-1.46
NR2C2	-1.419
NKTR	-1.3
TLE2	1.056
KIAA0892	-0.540333333333333
AURKA	-3.28990909090909
GPRC5C	0.186333333333333
TBC1D9B	0.2025
PNPLA6	-0.122333333333333
AP3B1	0.27625
NAG	0.130125
C11orf68	-0.2245
AKR7A3	0.3615
AHCYL1	0.916
COP1	0.3505
RPP14	-0.38125
PCDHB18	1.34775
CDH24	1.0925
KRT17	-3.3116
LACTB2	-0.58225
DDX24	0.3761
PHACTR1	-1.75383333333333
SLC35E2	0.145
LOXL1	1.04325
IQSEC2	0.18675
RGSL1	0.507
PCDHGC5	0.1125
MEGF10	-1.079125
PRRX1	2.51016666666667
ASTE1	0.608
C6orf159	-1.80375
MYOD1	0.90725
GAA	0.56975
ZNF747	0.5685
KLRC1	-0.800375
IL1RL2	0.356
GDF9	2.7685
GPR119	0.2765
TRAF2	-1.01833333333333
HCK	4.10233333333333
BMP6	-0.38775
IL8RA	0.581166666666667
FLJ35848	-1.20833333333333
EFHA1	0.51225
CDSN	-0.393333333333333
C14orf54	-0.1132
LSM3	-0.471125
ZFP41	0.2975
C9orf126	-1.353
VIT	-0.403
SPCS3	-0.96125
DEF8	-0.9424
CHAF1A	-2.49133333333333
C1orf165	-0.212166666666667
ZFPM2	2.266
FTH1	0.259
SLC35F1	-1.379
YWHAH	0.9295
C17orf66	0.0713333333333333
ADRB1	0.019
FOXL1	-0.234
RG9MTD3	-0.605666666666667
UMPS	0.083125
MGC13008	-0.2535
KIAA1161	0.1185
CCDC77	-2.23425
C12orf65	-0.7503
COG4	-0.883333333333333
RCP9	0.07675
RP4-692D3.1	3.13533333333333
CDC2L5	0.0355
MGC7036	1.007
DNAJC11	-1.044
GDF2	-0.634
TIMM17A	-0.19175
HNRNPA0	-0.00410000000000004
OR2H1	-0.2325
PCBP1	0.26175
COL23A1	-1.44175
LRRC2	0.617785714285714
NSD1	-0.371642857142857
FLJ37078	-0.789
WDR91	-0.3125
TMEM179	-0.43025
DSCR10	0.6945
CNDP2	0.7506
FYN	0.318
BEX2	-2.504
KCND3	1.148
YPEL5	2.143
LRRC42	-0.502333333333333
C17orf45	0.1165
ZNF649	0.9867
LOC150763	1.291625
COL5A2	3.51233333333333
CNGA2	0.6
ELA2B	-0.8938
RAB9B	-0.608
FAM100A	-0.55975
NAIP	0.126571428571429
MYOZ2	0.33775
SPATA12	-0.9055
XRCC4	-0.54375
CYB561	1.128
CHST10	-0.3335
BAI1	-1.09766666666667
BRSK1	-0.694166666666667
C17orf89	-0.465125
PDE6H	-0.614
FLJ20309	0.2617
MAP7	1.36325
SCN4B	2.21475
SPAG9	-0.8830625
SERTAD1	0.750333333333333
FLJ21963	-0.74
ANTXR1	0.8895
TMPRSS13	2.4385
ETV7	2.99016666666667
DGAT1	0.291833333333333
NKIRAS1	0.858666666666667
TAC3	-4.2895
CORO1C	-0.392916666666667
RAD54B	-1.986
HRASLS3	2.66316666666667
C21orf42	0.723
BARD1	-0.964833333333333
ZNF177	0.233166666666667
MIP	0.2425
ZNF442	0.488
F2	-4.4027
GRIA1	-0.36125
GALNTL2	3.81716666666667
WNT5A	0.8608
LENG9	-0.1425
hCG_25371	-1.521
FOXR1	0.069
TRA@	1.451
PWWP2	0.844
C1QTNF7	4.5105
SLC7A4	1.217
C4orf7	0.13375
C17orf80	-0.00533333333333333
KLK4	1.34116666666667
IL31	-0.187
TMEM176A	4.085
CTNNB1	1.3111875
BHLHB2	0.83175
TMEM185B	0.516333333333333
ARD1B	-0.72325
C1orf93	0.9385
BRUNOL4	-0.368333333333333
LOC541469	-0.05475
UPK2	-0.36025
GAS8	-0.164666666666667
PATE	0.0465
IMPACT	1.0705
WNK4	-0.105833333333333
HNRPLL	-0.451125
GAD2	-0.03625
ITGA6	0.56325
BMP15	0.3912
CYP2A7	0.789875
RIC8A	0.429125
CCND1	-0.137166666666667
USP35	-0.348
DSCR2	-1.56175
CCL4	4.6375
ZCCHC10	0.495
NOL11	-0.56475
TRPM2	1.58708333333333
PSMD2	-0.746090909090909
CHTF18	-2.75225
USP18	0.29325
RRAS	0.461125
LAMC3	-1.82025
TOX	-2.475
PCDH15	-0.5895
GABRG3	-2.89725
NUDCD2	0.123625
SGCZ	0.392
KCTD17	-0.0154
SPSB2	-0.555
TPPP3	3.78333333333333
CILP2	2.0395
CALB2	3.692875
CEBPZ	-0.711666666666667
ZNF479	0.059
FMOD	5.3715
C21orf66	-1.08735714285714
CLN6	-0.824333333333333
ANAPC1	-1.234
SH2D3C	2.41225
PTPN14	-0.4703
TRIM42	-0.30825
APTX	0.279
SNRPG	-0.646833333333333
BMS1	-0.79175
MAGEA3	-4.681
NFATC3	-1.18925
LRRC45	-0.5225
ARS2	-0.768357142857143
LRIG1	2.03033333333333
EPSTI1	1.16216666666667
PRSS27	-0.73425
ERC2	-0.422
PRKACB	0.487428571428571
PRDM13	-4.308
HCG27	-0.90925
KLK12	-4.2095
HSD17B7	-0.000166666666666658
ZNF354A	0.4465
PCDH11X	0.3655
DMGDH	1.5425
PCBD2	-0.283
TMC6	-1.54975
RIMS1	0.0842857142857143
SF3B2	-0.817666666666667
RCN1	-0.086
CPB1	3.42925
BCAR3	0.67175
FCRLB	-0.111
PAK1IP1	-0.80625
OR10H1	-0.0385
KIF9	1.4362
PITPNM2	-1.377375
L3MBTL4	0.71325
TGFB1	-0.1436
ZXDC	-0.47
SLC6A16	-0.919
SRrp35	-1.56525
LRRC8E	1.4825
PPIAL4	-0.581666666666667
EOMES	2.24083333333333
PAX2	0.1705
SCARF2	0.503375
