Hybridization REF	TCGA-A8-A08O-01A-21R-A056-07
ADAMTS14	-0.227625
DYDC2	1.59766666666667
ATP6AP1	1.0755
NR1H2	0.410833333333333
PDK2	1.07825
C3orf17	-0.192333333333333
SLC38A2	-0.772285714285714
SLC25A29	1.508
C15orf29	0.216
ADAM9	0.2505
TMUB2	0.6925
GPR176	-0.249
AGK	-1.054875
MCCD1	1.4815
NDUFA4	0.05275
TMEM146	-0.289
DUSP1	0.12175
UNQ6975	0.819
EMX2OS	3.8305
INSM2	-0.7175
LUZP4	-0.576
SETD6	-0.52275
P2RY2	3.05925
SLC45A2	-1.5315
RABGAP1	0.6105
UBXD5	0.034
GPRC5A	0.5591
PAK3	1.05583333333333
LOC63920	-0.07075
TGFBR1	-0.0894
KRTAP6-3	0.19775
SFMBT2	-0.4315
CDC42	0.6210625
C11orf35	0.6205
TTLL2	0.6605
UACA	0.656166666666667
CD97	-1.6121
SETD5	0.022
NINJ2	-0.041
PTER	0.8395
POMGNT1	1.01975
KRTAP4-2	-0.3085
ECGF1	2.01725
HRB	-0.542545454545455
ATP1B2	-0.4746
LOC400506	-0.1015
COL4A3BP	0.35025
C6orf97	0.33825
GRHPR	0.36025
TAS2R1	-0.169
SEMA7A	-0.28675
EDF1	0.267
ODF2L	0.7262
PCID2	-0.749166666666667
GTF2H4	0.1745
ZCCHC3	-0.86125
CGB2	-0.294333333333333
NEUROD1	-0.207
C20orf75	-0.866
RP5-1054A22.3	2.041
IFNA5	-0.147
ZNF134	0.901416666666667
MGC119295	-0.391
ZSWIM6	0.176875
SMEK1	0.2385
PCGF2	0.77175
C1orf102	3.2465
CYP2A13	0.824
KCNH6	-1.0493
MDM1	0.527
ALDH7A1	-0.00566666666666666
C9orf75	0.61875
VDAC3	-0.1565
OR51T1	-0.1195
EIF3F	-0.485666666666667
KCNJ10	-1.07675
LENG8	0.41425
EDEM2	-0.116583333333333
CCNJL	0.954
DHX37	-0.4835
CRYGN	1.1095
AATF	-0.263125
ZNF630	1.928875
E2F5	-0.314
WFDC13	-1.48425
FTSJ3	-0.239666666666667
C4orf33	0.98725
LHFPL4	-2.89675
C19orf56	-0.0995
SMAD4	0.536125
AFM	-0.852833333333333
G0S2	1.084
FCHSD2	0.3281
RRP1B	-1.1872
EEF1B2	-0.998166666666667
STAT6	1.28883333333333
ZNF195	-0.27
GNL1	-0.710333333333333
ZNRF2	1.1605
PER3	0.48625
ASB16	0.07125
C10orf10	1.77635714285714
ADCY8	-2.89083333333333
C9orf58	-0.841
ARMC10	0.0161666666666667
PSG1	-0.9755
DHX34	0.32075
VARS2	-0.302125
NFIC	0.36125
ITPR2	0.36775
AGXT2	-0.220666666666667
OR6K3	-0.206
H2AFZ	-0.531
MLLT3	0.645416666666667
COX4I2	1.517
CCNT2	-0.406375
PLK4	-1.943375
NUMBL	0.143833333333333
MED16	-0.27425
PLEKHQ1	0.55325
GOSR1	0.596722222222222
BTG4	0.129
RPL30	-0.379583333333333
IGSF5	-0.66975
IGFL2	-0.00233333333333334
ELMOD2	1.44483333333333
SHC3	-1.70683333333333
HAVCR1	-0.475
DYNC2H1	0.189
RNF5	-0.023
C2orf7	-0.21275
NLF1	0.535
KLHL25	0.4015
LRP10	0.7901
KRI1	-0.969
PUS7L	-0.4035
MGMT	1.64475
HOXD1	1.25166666666667
CSH1	0.1758
ATG16L2	0.2585
FLJ44635	-0.1005
CHODL	-0.248
EXOSC8	-1.50425
SLC28A1	-0.2185
MYO7B	-0.944666666666667
SEH1L	-0.204
MTNR1A	0.350166666666667
TSPAN5	0.1235
CDC45L	-3.53116666666667
AMIGO1	0.782
ATAD3A	-1.36075
OSGIN2	0.256666666666667
PDIK1L	1.1485
DARC	2.21075
PIPSL	0.455
SHMT1	-0.6815
CRISP3	0.388
POPDC2	2.0125
ZRANB2	-0.586166666666667
FBXL8	0.36975
TRIP13	-2.02572727272727
EIF5AL1	-0.818
POU5F1P3	-5.07783333333333
IL6	-2.6465
CXorf38	-0.640666666666667
IFNA16	0.0505
FBXL2	1.66033333333333
BRD1	0.34175
STATH	0.239
FBXO44	0.318333333333333
MCCC2	1.55425
CDC2	-1.6627
C5orf23	-0.63
IVD	0.408
C10orf122	-0.44175
MSL3L1	0.1986
MVP	0.96475
EPOR	-1.2983
ZMYM1	0.133166666666667
BCL7C	0.117833333333333
PSTPIP2	0.7762
LYPD1	-1.85125
OR8G5	0.3505
ZP3	0.571666666666667
BCAS4	0.805083333333333
EDG6	0.93125
ISY1	-0.3845
PRAMEF2	-0.99125
CUL1	-0.2725
RNF213	0.1758
CCRK	1.2065
DHX9	-0.07225
C13orf29	-0.7695
NCKAP1	-0.330833333333333
MRPL43	1.2745
XPR1	-0.25125
PKN2	0.4967
PODNL1	0.8535
ZNF333	0.21025
DALRD3	1.21825
OPN1SW	0.2925
BTBD6	0.546
C11orf82	-2.4015
OR5P3	0.0475
DUSP11	0.0545
L1CAM	-1.9653
NEK11	2.007
OR7E91P	1.148
CNTN3	2.738
CREB3L2	-0.423
ZBTB37	0.3275
KIAA1324L	1.1845
NDUFB10	0.112333333333333
NUDT2	0.475
GTPBP8	-0.83675
CACNA1D	1.956
PRKAA2	1.0505
PRDM8	-0.1935
MGC16075	0.374
KRT14	1.91242857142857
PP8961	0.460125
MRPL18	-0.53225
ABCG2	-1.9365
PACRG	2.0975
BBS2	-0.05275
KREMEN2	-3.0105
FBXO21	0.8575
HNRPUL1	0.720833333333333
GRB10	-0.14125
CLSTN1	0.89575
LMAN2	0.1284
C17orf61	-0.58025
NIPSNAP3A	0.76
INSIG2	-1.285
PCDHB7	0.275333333333333
STXBP2	0.134625
CMAH	0.0854166666666667
SEMA5B	-0.719
ZNF155	0.586166666666667
COQ6	-0.362333333333333
PRPF4	-0.80625
TSPAN15	2.6925
VN1R5	0.22975
LATS2	0.6125
SELK	0.30075
PGK2	0.3
MS4A1	-0.051125
TYW3	0.00680000000000001
KRTAP5-1	0.77925
RCCD1	-1.4185
BTN1A1	0.98275
DDX28	-0.3995
TMEM65	-0.572
LOC92345	0.0575
TTC31	-0.444
WDR46	-0.583166666666667
CHP2	-1.06166666666667
LSP1	0.58025
ZNF542	0.89175
EXOSC1	0.254
ARHGAP18	-0.8525
LRRTM4	-0.744857142857143
MAOB	2.03591666666667
CACNB4	-1.007
MGC33846	0.444
RANBP3L	-0.591625
ATP5L	-0.63
ONECUT1	-3.0525
NUDT9	0.74875
TMEM149	-0.0685
STX17	0.2725
IGSF10	-2.9975
TMPRSS9	0.2275
BMPR2	1.03875
ALLC	0.05975
KLF7	0.46
GCC1	0.8859
TIMM9	-0.83725
CDO1	1.09383333333333
MGC10701	-0.584
IFI6	0.686
FRMD8	1.09725
MGAT2	0.21625
WBP5	0.358333333333333
CNIH2	-0.15375
KIAA0907	-0.7352
KCNH8	0.0125
CTSG	-0.6095
GRIK1	1.724
CUL5	0.323125
FRMD1	0.4525
OR9A4	-0.3135
SYT6	-1.662625
FOXD4L2	1.01775
ANAPC2	-0.102666666666667
OPN5	0.201
TAF13	-0.38
LYG2	-0.20825
GGNBP1	0.0365
C11orf40	0.617
OTX2	-1.3445
REG4	0.0941666666666667
EIF5	-0.4378125
PALB2	-0.6645
SEPSECS	0.8443
RNASE3	-0.23875
TRIM49	-0.942
POLR2K	0.5361
GPR42	0.1815
C8B	-3.24525
SASS6	-0.51375
PREB	-0.610166666666667
OR3A3	0.247
TUBA8	0.399625
IGLV2-14	-0.9245
STIL	-1.97175
ANKFN1	-1.075
NME7	-0.27425
HOXC12	-0.53275
UBE2C	-1.379875
FHOD1	-1.044875
CDK2AP1	0.413083333333333
OR6K2	-0.05975
DHPS	0.23725
RPL5	-0.23625
TRGV5	0.498
LOC541472	-0.289
HCCS	0.1941
DENND1B	1.4575
LHX3	-0.098
OR5D16	0.5365
CXorf57	-0.698833333333333
IRF2BP1	1.3795
NDST2	0.670666666666667
LCE3D	-0.22
BOLL	0.660428571428571
SYT3	-1.0805
PIH1D2	0.128
C20orf7	-1.21066666666667
IL1R2	-1.32333333333333
SLAMF9	1.379
PPME1	0.08375
PIK3CA	0.01075
TRAPPC1	-0.288
COLEC10	-1.66
SLC9A6	-0.945666666666667
PDDC1	0.1895
CCDC53	0.60625
GK3P	-1.19025
DAZL	-1.2105
BRI3	-0.29675
SDK1	-0.678125
CYP2C18	-0.0775
IFI44L	2.4585
RPL3L	0.1865
FUT9	-0.552
KIFC2	0.0283333333333333
PMP2	-0.67975
SLC4A9	-0.523
PLAG1	-1.25483333333333
MYCBP2	-0.648833333333333
OR4E2	0.3615
CCDC65	1.9595
C16orf82	0.08275
ENTPD4	0.150625
BRP44L	-0.810125
PMP22CD	0.19875
TMCO4	1.71183333333333
KCNN1	-0.792
WDR35	0.42525
CCDC80	2.309
C3orf31	-0.78075
SLC7A9	-0.56425
TMEM190	0.9145
DBC1	-1.16483333333333
FADS3	-0.609
PDZD8	-0.659166666666667
GRM5	0.267375
AZGP1	3.3412
PEX3	-0.322
MED1	0.155285714285714
ATG4C	-0.955833333333333
HNRPH3	-0.605
FAM109B	2.33
C4orf17	0.1975
CA10	2.16225
OPRD1	-0.1205
CCL16	-1.32025
SACM1L	-0.552
CST6	5.09675
CD63	0.895
LGI1	-1.5085
ZNF784	0.51275
CRYBB1	-0.9165
CX3CL1	0.91585
TOP2A	-1.7565
GYPB	-3.81166666666667
GADD45GIP1	-0.17675
FEN1	-1.57425
IGF1R	1.1508125
WDR72	-1.48433333333333
PURG	-0.3535
DEFB126	0.5005
PKD1L1	0.36825
CAV1	-1.6661
GNPDA2	1.0428
DGAT2	-0.429125
NLGN1	-3.819
STRBP	0.25825
HPRT1	-0.762833333333333
FANCI	-1.808625
PSMA7	-0.00737499999999999
DBF4B	-0.565333333333333
TTF1	-0.258
RAD54L	-1.96875
ELOF1	-0.61
PLAGL2	-0.487875
ZNF256	0.31
HMGCL	0.82425
MSI2	-0.846833333333333
RPESP	1.6345
C11orf60	0.515
ABCD1	-0.53
ACAA1	-0.1403
SPARCL1	5.23342857142857
IL6ST	1.9998
ZNF319	-0.27875
TMEM109	0.4018
FAM90A1	-1.60733333333333
IL22RA1	-1.0005
ATP4B	0.208
TEC	-0.916
C7orf30	-0.90175
TXNDC2	-0.456166666666667
ABCB4	-0.152
KIAA1191	0.812625
C9orf38	-0.289
SFTPB	-0.392375
CNTNAP2	0.126583333333333
FRK	1.787
TBX19	0.0745
CHD4	0.19375
C6orf26	-2.16116666666667
MOSC2	1.2535
IKBKE	0.1115
HIF1A	-2.4655
LOC595101	-0.6245
RELA	0.392333333333333
TMEM16B	2.03483333333333
ABHD12B	-2.27725
TSEN34	1.274
KIF18A	-2.17325
TXNDC9	0.0443333333333333
SPATA2L	-0.1145
SEMA4G	-1.304
C21orf91	-0.845125
MATN1	-0.4135
KCNIP4	-0.0326666666666667
TUSC1	2.19125
OR4C15	0.40325
ARMCX6	1.02141666666667
WBSCR27	-1.467
OR52I2	0.269
KIAA1604	-0.93125
DYNC1I1	-0.746
PPP4C	0.3685
SLC47A2	-1.083
TREH	0.3365
CD48	0.0273333333333333
ST14	1.10283333333333
PKN1	-0.4875
SPON2	3.38775
XBP1	2.62216666666667
SFRS12	-0.106166666666667
EFCAB6	2.87325
SELT	-0.0465
SLC39A2	0.4335
ERF	-0.361166666666667
ARL3	1.930625
SURF6	-0.5429
MLLT10	-0.453380952380952
FLJ11171	0.514833333333333
TDGF1	-4.358
ERCC6	-0.326
EIF2AK4	0.645125
BAZ1A	0.1785
LRRN3	-0.3795
TMC3	0.4795
EFTUD1	-0.0655
PTPRO	0.736
CLEC12A	0.0588571428571429
ACBD4	0.573875
ZDHHC14	-0.74425
OTUD7B	1.241625
ACTB	0.5844375
MSRA	0.084125
LCE5A	0.9735
IFI35	0.60075
BSCL2	0.519833333333333
ANKRD12	0.46075
CFHR2	0.48275
RGAG1	-0.327833333333333
HSFY1	0.145
SLC30A5	0.260083333333333
IMPG1	-0.049
GPR109A	0.3555
ZNF185	1.05175
IYD	0.138
NPCDR1	0.734
SERPINA13	-0.384
HMGCLL1	-0.6685
NEUROG1	0.626333333333333
UBQLN1	0.3464375
LIN37	0.96675
SOCS2	-0.615125
DSCR4	-1.992625
XKR6	-0.9525
GPR142	0.426
KRTAP13-3	0.206
CCDC15	-1.86916666666667
MOS	0.353
CD1E	-1.906
OFCC1	-0.194166666666667
FAM83D	-2.00425
SRFBP1	-0.038
C9orf96	-0.306
DHDH	-1.38175
CCDC90A	-0.5935
RABL3	0.70345
CD320	-2.19483333333333
ANGEL2	0.3405
MRPL21	-0.3585
SMG6	0.1495
INSR	1.3081875
FLJ14816	-0.825
GLRB	-0.0471666666666667
C9orf89	1.80875
CIZ1	-0.215
URG4	0.126
LRDD	-0.977
CBY1	0.8925
NFX1	0.1185
MTERFD2	0.405357142857143
C19orf23	0.0615
PGC	-2.83275
IER3IP1	0.6404
RASAL2	0.92475
C1orf89	-0.09325
SYNJ1	-0.838625
NFKBIE	0.7395
FLJ40125	-0.3815
TCEB2	0.0932
NOG	-2.008
POLR2J2	-0.645166666666667
HLA-B	1.49675
PCDHA1	1.0655
PPP2R2B	-1.1785
ARHGEF17	1.69583333333333
TCF7L2	1.02114285714286
CHD5	-0.665166666666667
ZNF431	-0.756625
TBC1D25	-0.651
ZNF800	-0.16925
SCUBE2	4.54763636363636
MYCBP	1.002
GPX5	0.161
C6orf129	-0.1395
QSER1	-0.388166666666667
ULK2	1.73125
PIGO	0.994333333333333
NRCAM	0.956857142857143
SLC35E3	0.39975
CSRP2	-0.7725
HYPE	-0.2255
MAPK15	0.170166666666667
MGC14327	0.31675
TIMM13	-0.224333333333333
ZNF462	-0.932
GBA3	0.112
TEX13A	0.764
MCM6	-1.72533333333333
MTRF1	-0.664375
ABCA7	-1.38025
EIF4A2	0.21675
ZC3H10	1.0511
RPGR	0.213333333333333
C20orf94	-1.02
RP1L1	0.02075
GPR125	-0.362625
USP22	0.104071428571429
OR1L4	0.2835
MLZE	0.028
FLJ32065	0.197
PTCD1	0.2215
CRTAC1	0.272833333333333
BXDC2	-0.84375
C18orf1	3.17216666666667
FAM107A	0.691785714285714
EFNA3	-0.6685
P18SRP	-0.2568
CAMKK2	0.31175
KIAA0649	0.63175
NES	-0.650833333333333
HS6ST3	2.279375
PON2	0.441
TCP11L2	-0.45125
CLEC4A	1.42525
PRR12	1.096
MLXIPL	-1.4761
C2orf50	0.0105
ZNF28	1.19925
ENC1	0.1325
MAP2K1	-0.428125
FKSG2	0.1495
KIAA0430	1.11075
PTP4A1	-1.55105555555556
GPR156	0.8925
GTF3C6	-0.76475
UBR2	0.2432
LOC388272	-1.41875
MAK	0.974666666666667
ACOT4	2.79075
STC2	2.88625
PIGW	-0.92325
SAE1	0.6455
COL6A1	1.62240909090909
OAZ1	0.204833333333333
STMN4	0.540833333333333
EDG3	0.427333333333333
SGCE	0.131333333333333
IL11	-2.17733333333333
PRSS8	2.42975
YIPF5	0.626083333333333
WNT4	4.264375
CSN2	0.4555
TCF7	-2.729375
TDO2	1.11675
SAMD9	-0.0014375
S100A7A	-2.4175
MMRN1	1.504
GKAP1	0.1705
AKR1C3	-1.762125
RNF19A	0.1265
GMDS	-1.0385
YKT6	-0.2675
SPARC	2.5302
C12orf31	-0.44425
UBE2V2	-0.967333333333333
FBXL18	0.111166666666667
KIAA0460	0.07625
ADAM22	-0.875375
SERPINC1	-4.42
KCTD21	0.89025
MYOHD1	-1.03325
ZNF37A	0.103166666666667
GTF3C1	0.0311666666666667
CTSZ	1.4025
PRNPIP	-0.16525
DRD1IP	0.20575
NR1I2	-2.19966666666667
ZNF266	-0.5136
SPAG4L	-0.0865
COX4NB	-0.691
SAPS1	0.957166666666667
APOA1	-3.85675
TATDN1	-0.5015
C10orf82	3.4155
KPNB1	-0.5955
FOXO3	0.150083333333333
CRYBB2	0.156
ZBTB5	-0.0611666666666667
SLC25A38	0.1495
DCTN2	0.239333333333333
IFT20	0.57925
CTHRC1	3.195
C1orf31	-0.716875
UHRF1	-1.3975625
GPC6	0.26
C10orf54	1.12625
MCF2L2	-0.1145
WNT9B	0.276625
OLA1	-1.048125
FAM120B	-0.583
TTLL10	0.226
CYorf15A	-5.0675
RELN	-1.6333
SCN2B	1.39908333333333
MFHAS1	-0.876
NKX3-2	-0.653333333333333
RASGRF2	0.208
SSBP1	-0.572333333333333
KPNA6	0.418071428571429
LOC389118	0.167
HS3ST4	-1.0213
SUPT7L	-0.302625
FLJ32658	-0.6285
IGFBPL1	-0.93375
KIAA1641	-1.053
SHKBP1	0.712166666666667
CSF1R	4.38775
NAGK	0.94475
MYL2	1.05125
HIST1H4C	-2.02466666666667
TOMM7	-0.418
ADAMTSL3	1.4494
TNFSF14	-1.11725
PRRT2	0.31925
VTA1	-0.713875
AOAH	2.34733333333333
CRISPLD2	1.92378571428571
PNN	-0.4614
TA-NFKBH	0.05625
ESPN	-0.8625
RBM43	-0.528
KIAA1267	0.701375
DDX3X	0.368111111111111
KIAA1576	-4.37575
PLXDC1	4.18633333333333
FLJ25801	-4.315
HNRNPL	0.02275
RUNDC3A	0.6395
CASP12	0.2935
SH2D5	-1.56375
RPL26L1	-0.245
OR51A7	0.072
HDC	2.2225
C2orf16	-0.569666666666667
SYTL3	0.97425
GOLGA4	0.2576875
NOTCH1	-0.457833333333333
ATPAF2	0.18025
ECD	0.24575
SSX5	-1.04966666666667
SNAP91	0.48
OCA2	-3.816
PNPO	0.489333333333333
DAPK1	-0.8355
PINX1	-0.513333333333333
SELENBP1	1.28675
NEK3	-0.235916666666667
TMED4	0.363785714285714
SSTR4	0.354
FOSL1	-2.3555
CD40LG	0.2795
CES1	-1.23441666666667
DCI	0.0215
B3GAT3	0.0433333333333333
STK17B	-0.602
CNTN6	0.52275
CYP3A4	-1.87333333333333
MBOAT2	0.443642857142857
PISD	-0.024875
USP1	-0.5615
PYDC1	1.04133333333333
CENPM	-1.90375
SAR1B	0.517
TTC7B	-0.9395
DP58	-0.1655
GPC1	1.594
RBL1	-1.838
TMEM137	-1.47333333333333
TOB1	2.15575
TCEAL1	1.46183333333333
CENPF	-1.93972727272727
C6	3.72116666666667
PRSS1	-2.38825
PPIL6	0.646333333333333
C6orf124	-1.215
ODZ4	1.78783333333333
SNCB	-0.3025
NDUFB9	-0.19825
CNOT6L	0.628833333333333
S100A9	0.204666666666667
TRIM50	-0.2785
KCTD1	1.4869
WDR63	0.27675
SPEF2	2.42475
RNGTT	-0.884
CXorf22	-0.2
KCNK16	0.3875
CEP250	-1.41925
ATPBD1B	-0.66225
KCNJ2	3.1135
MT1B	-0.8785
ZNF684	0.123
SLC4A1	0.884
PDHA1	-0.562
ZNF492	-0.549875
TKT	-1.74175
BYSL	-0.127375
RNF38	0.35875
AHDC1	0.399
KLHL2	0.13525
CMTM8	2.5645
DMP1	-1.695
HERPUD2	0.11875
CRTAM	1.42216666666667
ZNF572	0.9355
TMEM16J	0.372
HSD17B2	-1.66425
UBE2G1	-0.05125
AHSA2	-1.0575
PELI2	-0.485
TPX2	-2.078875
ATP9B	1.90316666666667
DAZAP1	-0.160125
HMGCS2	0.403833333333333
C17orf38	0.3845
B9D1	-0.656
NKX2-5	-1.15716666666667
KIAA1276	1.3105
LILRB2	2.841
CSTF1	-0.305666666666667
BTN2A1	-0.193
C15orf48	5.40825
IGF2BP3	-4.2495
FAM113B	0.450166666666667
HRG	0.141875
ZNF131	-0.29225
USP47	0.959142857142857
CCDC88B	-1.323375
HCN1	-0.0873
HTN1	-0.432666666666667
SYCP3	-0.82775
C13orf23	-0.3969
PAPOLA	-0.2301875
AATK	-0.1752
MSH3	0.2965
NDUFAB1	-0.392
ITLN2	-1.38366666666667
BAK1	0.0563333333333333
MRPL45	-0.140666666666667
MTNR1B	0.194166666666667
LOC645843	-0.944
SPECC1L	0.53525
PGCP	0.66275
SPN	-1.305125
GPR143	0.652166666666667
ZNF576	0.749
TMEM39A	0.1268
ATP5D	-0.92
MAGEB3	-2.6925
RPS5	-0.269833333333333
ANP32E	-1.323
MTMR1	0.24475
YEATS4	-0.66725
SYNGAP1	0.4755
PCOLCE	0.153333333333333
MNS1	0.4315
PCYT2	-0.301833333333333
ZNF182	0.4455
LAX1	0.2115
SPPL2B	0.4706
ELOVL5	0.1446
PCDHAC1	0.8765
B4GALNT1	-1.13966666666667
BLOC1S2	0.863125
ZNF673	-0.6901
ARHGAP21	0.129
IRX5	3.536875
LRFN5	0.714666666666667
FAM7A1	-1.57125
RAB19	0.0345
GINS1	-2.53075
ITM2B	1.2107
PAPSS2	2.06483333333333
OR5BF1	0.396
ACSL3	-0.59475
KIAA1919	-0.5645
GLT8D2	3.122875
UTRN	0.716928571428571
CNN1	2.6255
HISPPD2A	0.687333333333333
SDAD1	0.138
SIGLEC9	0.5675
RPL35	-0.683571428571429
C22orf26	0.5325
IMPDH2	-0.74075
WDR69	-0.64475
SEC14L5	-0.667666666666667
CLTA	0.222
RP11-529I10.4	0.79175
GPR37L1	-0.156666666666667
OGDH	-0.403083333333333
ASB13	1.9695
ZFP14	1.24475
ZCRB1	-0.0125
KPNA3	-0.7165
HSPA1L	1.526
RHOC	0.9355
LOC554175	0.21625
PPP3CA	0.7137
SLC1A7	-0.401
ZNF529	-0.107833333333333
RBED1	0.7555
DDB2	-0.848
FLJ11286	0.0895
SPATA1	0.5305
MKNK1	0.912666666666667
DYSF	0.7745
ALKBH2	-0.143
NKD1	-2.98783333333333
C1orf174	-0.3705
PLEKHO1	0.296333333333333
ASB10	-0.12175
RING1	0.214
NPC2	0.59125
AVPR1B	0.071
YTHDF1	0.189083333333333
LMAN1L	0.278
GSG2	-1.91
CEP170	-0.7438
RPS4Y2	-5.617
MSH6	-0.865
HECTD2	1.49016666666667
ZNF556	-3.32066666666667
PLEKHC1	-0.2173
AIRE	0.16
BCL2L10	0.49775
LMOD3	-0.224666666666667
ZBTB8	0.4526
FOXA2	-3.6958
SLCO2A1	2.730625
C3orf46	-0.523
PRDM16	-0.5595
TMEM98	0.477
FRMD5	-1.0585
PDE6C	-0.2015
C1orf216	0.231666666666667
EP400	-0.0927857142857142
PTK2	0.10025
RNF217	0.009
NDUFA8	0.3575
ZFAT1	0.655
LAMP3	0.0495
GLTSCR2	0.45775
NPW	-1.5285
LLGL2	-0.3345
PPM1K	-1.258
C20orf177	-0.2525
KIR2DL4	-0.0929
NFKB2	0.683
C21orf122	-0.528333333333333
HESX1	-0.98875
GPR114	0.271833333333333
SLC25A35	0.315833333333333
GNAT1	-0.2865
ORAI3	0.13275
FAM76B	-0.7255
TMEM99	0.8833
TRIM29	0.8966
CDS1	2.938
RHEB	0.2265
C4orf27	-0.415166666666667
RAB3A	-0.78725
OTUD6B	-0.399
GPD1	1.60475
CDH15	-0.862
NPM1	-0.469714285714286
TMEM117	-0.31525
PRPS2	-0.49175
GCK	0.0815
ADRA2A	3.283
TSPYL4	0.047
TASP1	-0.5255
WDR19	0.933333333333333
C10orf38	-1.21475
PDE4C	-0.653
FYB	-0.733916666666667
C1orf55	-0.111333333333333
PPFIA3	-0.1715
RAD18	-0.95075
C12orf44	-0.0785
CRYBA4	-0.2535
HVCN1	0.97825
TAF10	-0.130333333333333
C16orf48	-0.669833333333333
DEPDC5	0.932166666666667
LTBP1	-0.585
MAPRE1	0.11525
FGF8	-0.4085
C3orf52	1.803875
SENP7	0.1585
LRRK2	0.32875
RUNDC2A	0.066
KIAA0355	0.867666666666667
CPEB1	-2.247
PPEF2	0.088
ABI2	-0.867333333333333
KIAA0317	-0.036
ATF1	-0.1505
DYNC1H1	0.633125
DIP	0.08175
TMEM33	0.447722222222222
POLDIP3	-0.11525
C7orf24	-0.028
GPR171	1.62925
CDC6	-2.38883333333333
PLD1	-0.6929
ITFG2	0.1968
NDUFC1	0.5655
AKNA	-0.874
NBR1	0.8535
PKHD1	1.008
HPS4	-0.7612
MAFA	0.761
ULBP3	-0.5545
DIRC1	-0.122
IMMT	-0.299125
C22orf13	0.0603333333333333
CEL	-0.09875
MARK3	-0.82625
ADAMTS2	1.16741666666667
ARPC3	0.475166666666667
TMEM10	0.015375
NPHS1	0.045
BRD8	0.558833333333333
WDR12	-1.7715
IDI2	0.269875
HOXD13	-3.736
OR8G2	-0.976
SLAIN1	-1.555
GABRQ	-0.7185
NR2C2	-0.70225
NKTR	-0.8349
TLE2	0.8055
KIAA0892	-0.6465
AURKA	-2.21554545454545
GPRC5C	-1.103
TBC1D9B	0.996875
PNPLA6	0.2425
AP3B1	0.37375
NAG	0.125
C11orf68	-0.34425
AKR7A3	2.227
AHCYL1	0.576416666666667
COP1	-0.612
RPP14	-0.794583333333333
PCDHB18	0.372
CDH24	0.7545
KRT17	0.9635
LACTB2	-0.818
DDX24	0.1438
PHACTR1	-2.564
SLC35E2	0.1595
LOXL1	0.8915
IQSEC2	0.66475
RGSL1	-0.893
PCDHGC5	0.0385
MEGF10	0.60325
PRRX1	1.62766666666667
ASTE1	0.405
C6orf159	-1.4225
MYOD1	0.779
GAA	0.35925
ZNF747	0.70875
KLRC1	-1.155
IL1RL2	0.228
GDF9	0.43025
GPR119	-0.0915
TRAF2	0.148833333333333
HCK	3.569
BMP6	-2.57175
IL8RA	0.836666666666667
FLJ35848	-0.20225
EFHA1	0.87875
CDSN	0.525166666666667
C14orf54	-0.3155
LSM3	-0.527
ZFP41	0.5295
C9orf126	-1.13916666666667
VIT	-0.8015
SPCS3	-1.1535
DEF8	-1.0003
CHAF1A	-2.1605
C1orf165	0.633
ZFPM2	1.266
FTH1	0.2215
SLC35F1	-1.37925
YWHAH	0.447
C17orf66	0.0718333333333333
ADRB1	-0.5002
FOXL1	-0.2855
RG9MTD3	-0.348
UMPS	0.01675
MGC13008	0.14
KIAA1161	0.0565
CCDC77	-1.18875
C12orf65	-0.6691
COG4	-0.6635
RCP9	-0.108083333333333
RP4-692D3.1	3.984
CDC2L5	0.167
MGC7036	0.553
DNAJC11	-0.42225
GDF2	-0.057
TIMM17A	0.0645
HNRNPA0	-0.4167
OR2H1	-0.21425
PCBP1	0.2115
COL23A1	-2.1385
LRRC2	-0.0625714285714285
NSD1	0.453928571428571
FLJ37078	0.676875
WDR91	-0.141166666666667
TMEM179	-0.063
DSCR10	1.221
CNDP2	0.6203
FYN	-0.766
BEX2	1.376
KCND3	0.6565
YPEL5	1.622
LRRC42	-0.00966666666666667
C17orf45	-0.618375
ZNF649	1.1052
LOC150763	0.725
COL5A2	3.22058333333333
CNGA2	0.272
ELA2B	-0.809166666666667
RAB9B	-0.60775
FAM100A	0.421
NAIP	0.119142857142857
MYOZ2	0.614
SPATA12	-0.3375
XRCC4	-0.75325
CYB561	1.7346
CHST10	0.26925
BAI1	-0.9905
BRSK1	0.362166666666667
C17orf89	-0.0735
PDE6H	-0.755
FLJ20309	0.2328
MAP7	0.032375
SCN4B	2.32775
SPAG9	-0.630375
SERTAD1	1.69133333333333
FLJ21963	0.173
ANTXR1	1.264
TMPRSS13	1.88966666666667
ETV7	2.11366666666667
DGAT1	0.3585
NKIRAS1	0.461666666666667
TAC3	-3.8815
CORO1C	-1.02375
RAD54B	-0.9805
HRASLS3	2.21883333333333
C21orf42	-0.3955
BARD1	-1.313
ZNF177	-0.606333333333333
MIP	0.528
ZNF442	0.454
F2	-3.9307
GRIA1	-0.210875
GALNTL2	1.57266666666667
WNT5A	-0.7011
LENG9	-0.0185
hCG_25371	-1.335
FOXR1	-0.174
TRA@	0.7598
PWWP2	2.256
C1QTNF7	1.019
SLC7A4	0.36975
C4orf7	2.172
C17orf80	0.177666666666667
KLK4	1.954
IL31	0.742
TMEM176A	3.24675
CTNNB1	0.9420625
BHLHB2	0.9915
TMEM185B	-0.272333333333333
ARD1B	-0.3005
C1orf93	0.1765
BRUNOL4	-0.538
