Hybridization REF	TCGA-AO-A0JJ-01A-11R-A056-07
MAMDC4	-1.25816666666667
CBX3	-0.604
LRRC18	0.2655
RBMXL2	0.0453333333333333
PLA2G4D	0.532
FGF13	2.54675
KIF3A	-0.0478333333333333
PDIA6	-0.68925
DCXR	0.4155
CASKIN2	0.786833333333333
EHD1	0.341166666666667
MARCKSL1	0.588333333333333
ZNF496	-0.135333333333333
SCAF1	0.349833333333333
KCTD8	-2.6195
TRAF3IP3	1.77992857142857
LSR	1.29975
CXorf1	0.0832
C14orf112	0.250333333333333
EIF2B1	-0.0835
OMP	0.6815
GSTZ1	0.5175
LOC92017	0.7705
ISLR2	1.7295
C12orf36	0.681
GATA2	-1.38283333333333
GABRA5	-2.5705
CELSR2	0.0368571428571429
STAM2	0.7802
TNAP	-0.064
PTPMT1	-0.387833333333333
GRP	6.301
SV2A	-0.964166666666667
MAGEA12	-3.96375
CACNG1	2.452
C18orf19	-0.86075
GSG1	-0.946833333333334
PTPRJ	-0.367857142857143
FRMPD1	0.136
ZNF668	0.4395
PLEKHJ1	-0.424
ADAT1	-1.2209
TMEM50A	0.9208
UCN3	0.2305
HOOK1	1.216
IL17B	0.1255
MLKL	-0.686
TTC14	-0.771333333333333
KLHL5	0.56575
CRYL1	0.511833333333333
FOXH1	-0.085
NFYB	-0.16975
PPM1G	-0.05525
GOLGA2LY1	-1.899
NMT1	-0.449
HADHA	-0.265
CHSY-2	1.9605
PLEKHF1	1.01957142857143
SAGE1	-2.396
MUSTN1	0.40225
SUHW4	1.042
TFEB	2.11166666666667
ZFYVE27	-0.10025
ATG12	-0.668
BMI1	1.61114285714286
ZIM3	-0.0665
MYH4	0.63825
MASP1	-1.40791666666667
KIAA0984	0.377
RPAP2	-0.30275
ASB5	0.6165
BOLA3	-1.325
MIA3	1.90733333333333
KRT35	0.126
KIR3DL3	-1.178
MRPL51	-0.66925
SEMA3F	1.44216666666667
NDUFB2	0.229666666666667
LOC253012	1.48875
FAM46C	1.624
G6PC	-2.27875
CSAG3A	-4.219
PREX1	1.269
SLC25A45	0.39975
MAPKBP1	0.5425
CPE	1.4703
GNB1	-0.2695
CXCR6	3.1165
TRIM46	-0.19725
C16orf3	0.633333333333333
HPSE	1.035875
TIGD3	1.1
SPG3A	2.01
LCAT	-1.579
ST6GAL1	-0.331888888888889
POMC	1.20425
FLJ36031	-0.153833333333333
NSMAF	-0.507333333333333
SKIL	0.353
ADSS	0.0725
HMGCS1	-1.6121
POLR3F	-0.6945
RAB10	0.28825
ZNF277P	-0.852
ZBTB7B	0.940625
DHRS1	0.554375
ABCC13	-0.21525
CNOT3	0.337
NFKBIA	1.269
GAK	0.3565
SFT2D2	1.12433333333333
HOXA6	0.1205
CRTC1	0.678375
LY6D	0.0976666666666667
C20orf72	-1.07016666666667
CPT1A	-0.33025
LMO1	-1.9995
EIF3I	-0.06275
PRB4	-0.21025
MCM3APAS	-2.066625
C20orf132	-0.2455
FOXF2	-1.91825
S100A12	1.1945
MLH1	-0.0805
ACTN1	0.8344
MRPL36	-0.574666666666667
C20orf106	-0.952
FBXO6	1.47083333333333
MKS1	-0.598666666666667
CX3CR1	1.367875
PDE1B	1.601
PLP1	-2.28675
KISS1	0.188833333333333
C14orf2	-0.277333333333333
TBC1D3P2	-0.9365
COMMD6	0.9099
ANKRD7	-1.663
PTCHD1	0.66925
NARS2	-0.8835
DOCK7	-0.98225
FAM127B	-0.345875
LOC390243	-0.2875
N6AMT2	0.24075
ZNF391	-1.0925
DNAJB14	0.1855
WRB	0.336375
BPI	0.549916666666667
TTC4	-0.513333333333333
FAM10A5	-0.118
GOT1L1	0.697875
MAGED1	0.684875
RESP18	0.6695
WFDC6	2.21875
MT2A	-1.616
C11orf56	0.26475
KIAA1432	-0.394
ROR1	-0.597
HSD17B14	2.10266666666667
ZFAND2B	0.373
SAMD4B	0.01025
HEXA	0.679
HNRNPU	0.219318181818182
USP39	-0.582
NRD1	-0.4415
R3HDML	-0.652
FLT4	0.998833333333333
OMG	-0.215
OR52N4	0.498
LOC399818	-0.614
ELA2	-1.63925
VENTXP1	0.077
RFC5	-1.197
OR52L1	0.5945
PAX5	0.9965
FBXO2	-0.4435
GMEB1	-0.0645
AKT3	-0.323666666666667
CRB1	-0.462
CTTN	0.293166666666667
UTP15	-0.566166666666667
HSBP1	-0.723666666666667
PHF11	1.46975
NDEL1	0.058
USP8	-0.08175
BAIAP2	0.463375
SI	0.759
ARSJ	-1.46416666666667
BAAT	-2.4955
KCNS3	3.4495
LOC126147	0.0436666666666667
TMEM37	1.295
C1orf162	3.97133333333333
MBD1	-0.1772
ITGAL	1.79233333333333
WDR73	-0.421166666666667
GKN2	0.156166666666667
ARFGAP1	-0.881875
SLC5A8	-1.1035
ZBTB40	-0.0193
CYP4B1	2.4845
LYPLAL1	-0.0385
CHST3	-0.02975
MAP3K9	0.1845
BTAF1	-1.26766666666667
TFAP2E	-0.2355
RBM35B	-0.477
LOC441251	-0.654666666666667
ANKRD25	0.177111111111111
UQCRC2	-0.119
MAEA	0.223916666666667
HYAL1	-2.0559
RNPEPL1	0.451333333333333
CPSF2	-0.295875
PSD3	0.291
ABCA13	-0.262
AGR2	3.620875
GBX1	-0.281
HDLBP	0.912357142857143
ACY3	-0.06375
HECW1	-0.09275
ZNF519	-0.9945
HOPX	3.356125
ZNF304	1.004375
OR12D3	0.191
FKSG43	0.301
METTL1	0.053875
MFSD3	0.3426
PSPH	-0.45275
CLCA3	0.366
DARS2	-1.18066666666667
CDC25A	-2.43483333333333
BAIAP2L1	-0.349
B3GNT5	0.480125
USP29	0.5555
ARHGEF10L	0.91
ATOX1	-0.34325
ADAM30	-0.17425
DNASE1	-1.395
STT3A	0.687666666666667
RAB6IP1	-0.055
PTN	0.8343
C1orf106	-1.42346153846154
HECA	1.6085
RNF122	1.7665
SLC22A18AS	-0.616
GNG8	0.484833333333333
ELP4	-0.3765
FAM65A	0.303166666666667
RPL10A	-0.292
IRS4	1.0805
MACF1	0.7542
SEC24D	0.47075
LOC374395	0.8785
TGFB2	-0.4975
MDFIC	0.881875
CHRNE	0.682166666666667
PCMTD2	-0.1625
ATP6V0D1	-0.0278333333333333
MTA2	0.63375
LZTR1	-0.4595
RAP1A	0.415666666666667
AXIN1	-0.461
POLR1C	-0.98275
TRIO	-0.4595
PLXNA4A	0.255916666666667
C5orf33	-0.5385
DEPDC1B	-3.09775
ZNF473	-0.555666666666667
MTM1	0.707
GPR107	0.0988333333333334
CSNK1A1L	-0.0726666666666667
FLJ14154	-0.03225
NLRC4	5.257
ENPP4	2.37983333333333
PADI3	-1.065
RNF170	-0.2865
CG018	1.58066666666667
C16orf7	-0.11075
KCNE1	2.051
NRM	-0.747333333333333
SLC37A3	0.0375714285714286
TPD52L2	-1.035
UNC5B	1.2435
C12orf12	0.429833333333333
SDHB	-0.41125
CLRN1	0.324285714285714
NUDT10	0.00866666666666667
UGT3A1	-0.210875
FBXW8	-0.104375
RHOF	-0.222
PTPLAD1	-0.464375
MYO3B	-1.39733333333333
DERA	-0.714
TPP2	-0.77575
C19orf53	0.0663333333333333
GINS3	-1.018
ST6GALNAC5	-0.8115
CHSY1	-0.142
MGC15705	-0.883
GPR83	-0.0303333333333333
EXT2	-0.052125
DOLK	0.63525
TUBAL3	0.46775
ACVRL1	2.4108
ABL2	-0.683083333333333
C14orf156	-1.55833333333333
PTPRZ1	-1.742625
DIP2C	0.676375
LAMP1	0.67625
RXRA	-0.0809
MAP3K5	1.44425
ALKBH1	0.473166666666667
PDLIM7	-0.242625
ARL14	-1.7275
SNIP1	0.0155
TIMP3	2.0245
RGS3	0.85
SPAG16	-0.7321
ABHD4	0.35475
ARHGEF12	0.405083333333333
GLUD2	-0.2045
RAC2	0.3249
UAP1L1	-0.475
SLC18A3	-0.162
YOD1	-1.05791666666667
RALY	-0.027
HMOX2	0.64375
DGKH	-1.14875
DBNDD2	2.27666666666667
YIPF4	0.360125
THAP10	-0.06425
ZNF513	0.47475
HAGHL	-0.769
ITGB4	2.12433333333333
CCDC141	-1.34
YTHDF3	0.31975
C5orf28	0.97675
RPL7L1	-1.3085
TMEM30B	1.5295
ANKRD35	2.71
DUOXA2	0.1055
TBC1D5	-0.246375
DFNB59	-1.0485
HRH4	0.02375
MYO6	1.4062
DNAJA4	1.647125
RBM24	1.83325
CEACAM20	-1.0275
RBM23	0.0804285714285714
NGFB	0.6325
C1orf63	-1.521
KRTAP7-1	-0.8905
PERLD1	1.73
NPB	-0.4345
C17orf59	0.9817
HSPBAP1	-0.06875
SLC15A4	-0.4795
PRTFDC1	0.9525
OSMR	-1.02171428571429
CYSLTR2	-0.1655
C19orf25	0.7362
KIAA1797	-0.203
NLRP6	0.7375
FAM105B	0.0457
SCRN2	0.155833333333333
LRRC58	-0.4674
RNF17	0.76775
NEIL3	-2.692
FAM137A	-1.50025
SKP2	-3.12225
PARVA	1.08391666666667
PKLR	-1.8335
RNF34	0.15075
A3GALT2	0.59225
C12orf50	0.157166666666667
SUNC1	-2.14
FAM102B	-0.249
CCT2	-1.52525
LRRC37A2	-0.7805
ARF4	0.839
SIKE	-0.354
C8orf48	0.279166666666667
MBTPS1	-0.189285714285714
GPSN2	0.0205
NCF2	3.00325
SLC12A6	0.136
MRPL48	-0.73325
HMGN3	-0.804333333333333
LRRC62	-1.158
PAX9	0.08625
FAM55A	1.8475
C20orf42	-2.19716666666667
SCML2	-3.59233333333333
BCL9	0.43125
FAM40A	-0.147
C9orf41	-0.718833333333333
ZNF774	0.4945
LETM1	-1.11075
PLXNB1	-0.276666666666667
NIPSNAP1	-0.2075
USP10	-1.00075
F9	-0.23425
LIPE	3.6615
CNGB3	1.348
C12orf52	-0.302125
PI4K2A	0.183625
MED8	0.258
STAT4	1.8349
FGD4	0.399333333333333
RNF145	-1.67866666666667
WDR32	0.8676
CLDN2	0.2795
TCEAL8	0.6615
ZMYND8	-0.9143
PDXK	-0.44775
GATAD2A	-0.491
PTGES3	-0.767
CCM2	-0.00375
TAP1	1.222875
ZNF670	-0.466
ETS2	0.377785714285714
C6orf166	-0.125
PRMT2	0.130428571428571
OR4B1	0.409
INTS8	-1.142
CCDC102A	0.37875
CCDC83	-1.67
ITGA1	-0.2801
EPHA5	-2.225
FAM24B	-1.0595
TSGA10	1.28425
HAL	-2.173
MYOT	-0.151
SPACA3	0.24775
BCL2L2	-0.471666666666667
CUGBP2	0.957666666666667
CCNB3	1.75
RNF113B	-0.015
MERTK	0.78525
BAG1	1.05475
VPS36	-0.34975
ORMDL3	0.8446
C1orf190	1.103
ZNF625	-0.3855
CORO2B	-1.012
ALOX15	-0.789
CST1	2.067
NUPR1	1.995
CCL7	-1.77825
SMCR5	-2.976
DSC2	0.8065
RBMS2	0.34375
GRIK4	-0.2975
TRIM65	0.1217
TMPRSS6	0.131642857142857
TP53INP2	-0.53575
GLB1L	1.5075
LOC388284	0.716666666666667
PUS1	-0.945214285714286
BCL9L	0.27
OLFM1	0.150416666666667
RET	1.54
MASTL	-2.11416666666667
ALX3	0.3285
IL1RL1	0.113
ZNF765	-0.7109
C14orf138	-1.10425
SNX10	-0.5235
TAC4	-0.073
C1orf64	3.091875
POGK	0.5505
MAPK9	0.361
ZNF366	4.6155
C8orf79	1.7989
CLDN7	1.651875
OR5AT1	0.5875
TRIM37	-2.042
LRRC25	2.83875
GRHL2	2.6799
TEKT3	1.12575
LASS5	-0.139
ABCC4	-1.90216666666667
DLG3	0.959
VGLL1	1.148375
ZFP36L2	2.40916666666667
MFRP	0.2778
KIAA1799	0.124
FLJ44379	1.1335
PCNX	-0.509
ANXA9	2.488
CYP4V2	1.9811
PIK3C2A	-0.68275
SRR	0.6255
NOL3	-0.9725
IFITM2	1.0375
ARNTL2	-2.16
ZNF595	0.199
NLRP13	0.1205
ASPH	-0.0225
CPA2	-0.4065
PVRIG	0.198833333333333
LEPR	0.3455
C16orf42	0.440833333333333
SH3BGRL	2.9775
FAM77D	-0.347333333333333
FNDC7	-0.7515
C9orf6	0.133166666666667
NOTCH2NL	1.411
PGBD1	-1.44033333333333
SYNGR2	1.21333333333333
PITPNA	-0.4909375
PRPF4B	-1.3671
SLC43A3	-0.850428571428571
NRBP1	-0.217
SLC25A22	0.53725
ILK	0.070125
SLC22A8	0.449333333333333
MRPS7	0.207
PITX2	-0.58525
FABP3	-1.236125
OR1L1	0.3725
LOC728215	-0.558375
BLID	-2.1315
KIAA1217	2.74564705882353
TFPT	-0.35675
AP4B1	-0.605
VBP1	-1.727
OR1K1	0.4345
MORC3	0.6025
BHMT2	1.14116666666667
C3orf10	0.787875
FZD7	1.77733333333333
WFDC10A	0.57
PMS2CL	-0.9005
CCDC32	0.879833333333333
FA2H	-0.982
ALG13	-0.173
TTLL7	-1.1754
SPOCK3	0.0915
SLC13A2	0.8055
AIM1	0.74025
GPRC6A	-0.443
EGR2	6.0565
MED11	0.63125
WWC1	1.083
SH3GL3	-3.65975
RIF1	-0.660714285714286
PRLH	-0.515
VLDLR	0.426
DBT	-0.0471875
C21orf63	1.0055
CGGBP1	-0.10075
KRTAP12-2	-1.131
TADA3L	-0.403
ZBTB16	2.486
PDGFB	1.223375
RFX1	0.467875
UQCRB	-0.0816
LOC133874	-0.391
HPS3	-2.50775
LGALS3BP	1.6042
DKFZP564O0823	2.3545
MRFAP1L1	0.73175
HOXA10	-0.7975
NGB	0.085
KIF21A	-0.826384615384615
IFLTD1	0.159
LZTS1	0.0275
ARHGEF3	2.47775
RHBDL3	-0.394
CSNK1G2	-0.498416666666667
ChGn	-0.384875
KIAA1244	1.869
GABRB2	-0.43
MGC72080	-1.4305
CD27	4.40525
EGLN1	-2.0342
PEX13	0.43275
RWDD3	-0.246
RNF12	-0.687166666666667
GRIN2B	0.573
ADAMTS14	-0.676
DYDC2	0.747833333333333
ATP6AP1	0.7521
NR1H2	0.185333333333333
PDK2	0.678
C3orf17	-0.1485
SLC38A2	-1.02757142857143
SLC25A29	0.519666666666667
C15orf29	0.231375
ADAM9	-1.15958333333333
TMUB2	0.440125
GPR176	-0.43275
AGK	-0.75125
MCCD1	0.025
NDUFA4	-0.219
TMEM146	-0.77925
DUSP1	2.70775
UNQ6975	0.8185
EMX2OS	3.355
INSM2	0.151
LUZP4	-2.417
SETD6	-1.431
P2RY2	0.828
SLC45A2	-1.6545
RABGAP1	0.0266666666666667
UBXD5	0.289625
GPRC5A	1.1092
PAK3	1.4365
LOC63920	-0.4975
TGFBR1	0.4412
KRTAP6-3	0.02875
SFMBT2	-1.2205
CDC42	0.127
C11orf35	1.1385
TTLL2	-0.392666666666667
UACA	0.610916666666667
CD97	-0.3776
SETD5	-0.258
NINJ2	0.082
PTER	1.211
POMGNT1	0.5065
KRTAP4-2	0.0455
ECGF1	2.49625
HRB	-0.298545454545455
ATP1B2	0.2504
LOC400506	-0.7755
COL4A3BP	0.49425
C6orf97	2.72
GRHPR	0.777375
TAS2R1	-0.249
SEMA7A	-1.663
EDF1	0.304
ODF2L	-0.0735555555555555
PCID2	-0.799833333333333
GTF2H4	-1.0615
ZCCHC3	-0.543875
CGB2	-0.442166666666667
NEUROD1	0.281
C20orf75	0.052
RP5-1054A22.3	2.70716666666667
IFNA5	0.591
ZNF134	0.2595
MGC119295	-1.3216
ZSWIM6	0.35125
SMEK1	0.129166666666667
PCGF2	0.76275
C1orf102	2.1965
CYP2A13	1.107
KCNH6	-0.9858
MDM1	0.1957
ALDH7A1	-0.141666666666667
C9orf75	0.92325
VDAC3	-0.610875
OR51T1	0.0545
EIF3F	-0.297916666666667
KCNJ10	-0.51825
LENG8	0.199
EDEM2	0.346833333333333
CCNJL	-0.952833333333333
DHX37	-0.833
CRYGN	0.116
AATF	-0.37725
ZNF630	1.53375
E2F5	-0.7625
WFDC13	-0.58975
FTSJ3	-0.772
C4orf33	0.73475
LHFPL4	-2.54225
C19orf56	-0.307416666666667
SMAD4	0.3595
AFM	-0.3262
G0S2	2.955
FCHSD2	0.2678
RRP1B	-0.8883
EEF1B2	-0.164333333333333
STAT6	1.4045
ZNF195	-0.5175
GNL1	-0.600666666666667
ZNRF2	0.9825
PER3	0.730875
ASB16	0.44525
C10orf10	2.38428571428571
ADCY8	-3.63033333333333
C9orf58	-0.338833333333333
ARMC10	-0.1705
PSG1	-0.9525
DHX34	-0.6155
VARS2	-1.183125
NFIC	0.5105
ITPR2	0.693
AGXT2	-0.225666666666667
OR6K3	0.2055
H2AFZ	-1.26675
MLLT3	1.37683333333333
COX4I2	2.13975
CCNT2	-0.253
PLK4	-2.351875
NUMBL	-0.273833333333333
MED16	0.4035
PLEKHQ1	2.0125
GOSR1	0.106
BTG4	-0.2615
RPL30	0.432666666666667
IGSF5	1.0175
IGFL2	0.8735
ELMOD2	1.12783333333333
SHC3	-1.3655
HAVCR1	-0.264
DYNC2H1	0.21425
RNF5	-0.513166666666667
C2orf7	-0.04125
NLF1	1.36
KLHL25	0.8775
LRP10	1.1129
KRI1	-0.0055
PUS7L	-0.263666666666667
MGMT	1.296
HOXD1	0.082
CSH1	0.1699
ATG16L2	-0.59025
FLJ44635	0.562
CHODL	0.515
EXOSC8	-1.833
SLC28A1	-0.28925
MYO7B	-1.44783333333333
SEH1L	-0.4916
MTNR1A	-0.00833333333333334
TSPAN5	-0.114666666666667
CDC45L	-2.95466666666667
AMIGO1	0.8465
ATAD3A	-1.181875
OSGIN2	0.340166666666667
PDIK1L	0.975333333333333
DARC	4.166875
PIPSL	0.0905
SHMT1	0.3245
CRISP3	3.8475
POPDC2	2.1125
ZRANB2	-1.06016666666667
FBXL8	1.295
TRIP13	-2.38336363636364
EIF5AL1	-1.0085
POU5F1P3	-4.885
IL6	0.518
CXorf38	0.118833333333333
IFNA16	0.5445
FBXL2	0.734666666666667
BRD1	0.56475
STATH	-0.058
FBXO44	0.492666666666667
MCCC2	0.6475
CDC2	-1.8239
C5orf23	0.06875
IVD	0.653166666666667
C10orf122	-1.6585
MSL3L1	-0.2602
MVP	0.9045
EPOR	-0.4595
ZMYM1	-0.375166666666667
BCL7C	0.632
PSTPIP2	0.8297
LYPD1	-2.049125
OR8G5	-1.07
ZP3	-0.1525
BCAS4	1.5035
EDG6	3.492
ISY1	-0.372
PRAMEF2	-1.7145
CUL1	-0.307
RNF213	0.1255
CCRK	1.39725
DHX9	-0.45425
C13orf29	-0.8205
NCKAP1	0.694333333333333
MRPL43	1.09807142857143
XPR1	0.013
PKN2	0.8184
PODNL1	1.0255
ZNF333	0.529125
DALRD3	0.742
OPN1SW	0.3205
BTBD6	0.538
C11orf82	-2.0085
OR5P3	-0.2325
DUSP11	0.27975
L1CAM	-1.83844444444444
NEK11	1.539
OR7E91P	1.5565
CNTN3	1.17911111111111
CREB3L2	0.83575
ZBTB37	0.04
KIAA1324L	0.985
NDUFB10	-0.199666666666667
NUDT2	0.34375
GTPBP8	-0.4285
CACNA1D	2.436375
PRKAA2	1.295
PRDM8	0.2865
MGC16075	-0.289166666666667
KRT14	1.09635714285714
PP8961	0.962125
MRPL18	-0.467
ABCG2	-1.69875
PACRG	2.014
BBS2	-0.54825
KREMEN2	-4.4995
FBXO21	0.5385
HNRPUL1	0.027
GRB10	-0.4435
CLSTN1	1.6785
LMAN2	0.4429
C17orf61	-0.253
NIPSNAP3A	0.36175
INSIG2	-0.822333333333333
PCDHB7	0.995
STXBP2	0.467625
CMAH	0.646083333333333
SEMA5B	-0.53575
ZNF155	0.208833333333333
COQ6	-0.0891666666666667
PRPF4	-0.5405
TSPAN15	2.0648
VN1R5	0.48175
LATS2	-0.05175
SELK	0.83225
PGK2	0.73175
MS4A1	1.317875
TYW3	-0.3373
KRTAP5-1	1.5235
RCCD1	-1.383
BTN1A1	0.95625
DDX28	-0.4395
TMEM65	0.641125
LOC92345	-0.06075
TTC31	-0.333
WDR46	-1.39066666666667
CHP2	-1.51883333333333
LSP1	1.202125
ZNF542	-0.695
EXOSC1	-0.30425
ARHGAP18	0.0473333333333333
LRRTM4	-0.806375
MAOB	2.12808333333333
CACNB4	-0.325
MGC33846	1.340875
RANBP3L	0.374
ATP5L	0.41125
ONECUT1	-3.089
NUDT9	0.37225
TMEM149	1.7735
STX17	0.37225
IGSF10	-1.6405
TMPRSS9	-0.262
BMPR2	1.3375
ALLC	0.415
KLF7	0.4635
GCC1	0.6728
TIMM9	-0.3965
CDO1	2.06716666666667
MGC10701	-1.00166666666667
IFI6	3.34933333333333
FRMD8	0.508
MGAT2	0.12725
WBP5	0.370833333333333
CNIH2	0.59975
KIAA0907	-1.5583
KCNH8	-0.5415
CTSG	1.575
GRIK1	-0.453666666666667
CUL5	0.634375
FRMD1	0.5495
OR9A4	0.373
SYT6	-0.334625
FOXD4L2	-0.1605
ANAPC2	-0.328166666666667
OPN5	0.81
TAF13	-1.0055
LYG2	1.9825
GGNBP1	-0.0845
C11orf40	0.367
OTX2	-0.9765
REG4	-0.1464
EIF5	-0.6325
PALB2	-0.8265
SEPSECS	0.1718
RNASE3	-0.0295
TRIM49	-2.945
POLR2K	-0.0393
GPR42	0.5565
C8B	-3.028
SASS6	-0.393
PREB	-0.323666666666667
OR3A3	0.7265
TUBA8	1.251875
IGLV2-14	2.33525
STIL	-2.1195
ANKFN1	-0.695833333333333
NME7	-0.325
HOXC12	-1.915
UBE2C	-1.52925
FHOD1	-0.988875
CDK2AP1	-0.2175
OR6K2	0.18425
DHPS	-0.129
RPL5	-0.316083333333333
TRGV5	0.6105
LOC541472	0.91425
HCCS	0.133
DENND1B	3.4425
LHX3	-0.612
OR5D16	0.9055
CXorf57	-2.0045
IRF2BP1	0.933
NDST2	0.958166666666667
LCE3D	-0.6755
BOLL	0.039
SYT3	-1.16475
PIH1D2	0.4445
C20orf7	-1.21983333333333
IL1R2	1.31183333333333
SLAMF9	1.339
PPME1	-0.425375
PIK3CA	0.117
TRAPPC1	-0.116375
COLEC10	-1.527
SLC9A6	-0.506666666666667
PDDC1	-0.642166666666667
CCDC53	0.437
GK3P	-0.76575
DAZL	-0.74275
BRI3	0.02075
SDK1	0.821125
CYP2C18	0.26
IFI44L	3.756125
RPL3L	0.5665
FUT9	1.42783333333333
KIFC2	-0.805833333333333
PMP2	-0.275
SLC4A9	0.0025
PLAG1	-2.03216666666667
MYCBP2	-0.0481666666666667
OR4E2	-0.0895
CCDC65	1.4585
C16orf82	-0.329375
ENTPD4	-0.028125
BRP44L	0.043
PMP22CD	0.0355
TMCO4	1.16683333333333
KCNN1	-1.01483333333333
WDR35	-0.32825
CCDC80	3.0475
C3orf31	-0.924
SLC7A9	-1.28975
TMEM190	-1.62075
DBC1	-1.1305
FADS3	-0.7535
PDZD8	-0.719833333333333
GRM5	0.517375
AZGP1	4.4633
PEX3	0.259
MED1	-0.0662857142857143
ATG4C	-0.782166666666667
HNRPH3	-0.99325
FAM109B	2.997
C4orf17	-0.328
CA10	-0.2745
OPRD1	-0.323
CCL16	-0.9265
SACM1L	-1.3
CST6	2.80575
CD63	1.4088125
LGI1	-2.5305
ZNF784	1.23875
CRYBB1	-0.194
CX3CL1	1.8323
TOP2A	-2.352375
GYPB	-3.70766666666667
GADD45GIP1	-0.72425
FEN1	-1.1795
IGF1R	0.32875
WDR72	-1.7755
PURG	-0.676666666666667
DEFB126	0.55475
PKD1L1	-0.16
CAV1	-0.7681
GNPDA2	0.8867
DGAT2	2.098625
NLGN1	-2.51075
STRBP	-0.09675
HPRT1	-0.947
FANCI	-2.3145
PSMA7	-0.089625
DBF4B	-0.833833333333333
TTF1	-0.602
RAD54L	-2.224
ELOF1	0.1365
PLAGL2	-0.65125
ZNF256	-0.14825
HMGCL	1.0315
MSI2	-0.0115
RPESP	0.198666666666667
C11orf60	0.67625
ABCD1	0.0885
ACAA1	0.4695
SPARCL1	5.87042857142857
IL6ST	2.3244
ZNF319	0.414
TMEM109	0.3708
FAM90A1	0.0621666666666667
IL22RA1	-0.332
ATP4B	0.175
TEC	-0.1755
C7orf30	-1.06525
TXNDC2	-0.360333333333333
ABCB4	-0.615
KIAA1191	0.112375
C9orf38	-0.2785
SFTPB	0.266375
CNTNAP2	0.3045
FRK	1.218
TBX19	0.3165
CHD4	-0.04275
C6orf26	-2.29516666666667
MOSC2	1.4325
IKBKE	0.7835
HIF1A	-1.565
LOC595101	-0.822
RELA	0.555166666666667
TMEM16B	0.1485
ABHD12B	-2.0565
TSEN34	0.52475
KIF18A	-2.54975
TXNDC9	0.101
SPATA2L	0.7105
SEMA4G	-1.3125
C21orf91	-0.595375
MATN1	0.3485
KCNIP4	0.4495
TUSC1	1.32975
OR4C15	0.316
ARMCX6	0.691583333333333
WBSCR27	-1.20583333333333
OR52I2	0.0905
KIAA1604	-0.6395
DYNC1I1	-0.776375
PPP4C	-0.25225
SLC47A2	-1.4375
TREH	-0.17675
CD48	3.25266666666667
ST14	1.316
PKN1	-0.02
SPON2	3.04725
XBP1	2.69491666666667
SFRS12	-0.841833333333333
EFCAB6	2.71775
SELT	0.238
SLC39A2	0.253
ERF	-0.436166666666667
ARL3	0.811125
SURF6	-0.6959
MLLT10	-1.10628571428571
FLJ11171	0.0833333333333333
TDGF1	-4.32966666666667
ERCC6	-0.1785
EIF2AK4	0.4245
BAZ1A	-0.189666666666667
LRRN3	1.69233333333333
TMC3	1.5655
EFTUD1	-0.1325
PTPRO	1.82566666666667
CLEC12A	1.4545
ACBD4	1.0005
ZDHHC14	-0.24125
OTUD7B	1.4535
ACTB	0.4883125
MSRA	0.338875
LCE5A	1.8095
IFI35	1.84175
BSCL2	0.554333333333333
ANKRD12	0.141916666666667
CFHR2	0.57625
RGAG1	0.6255
HSFY1	-0.7295
SLC30A5	-0.219166666666667
IMPG1	0.8465
GPR109A	0.7315
ZNF185	1.0765
IYD	0.46725
NPCDR1	1.6065
SERPINA13	-0.221
HMGCLL1	-1.3335
NEUROG1	1.48683333333333
UBQLN1	-0.1825
LIN37	-0.00225
SOCS2	-1.266375
DSCR4	-1.983875
XKR6	0.279
GPR142	0.8925
KRTAP13-3	2.102
CCDC15	-0.430333333333333
MOS	0.4915
CD1E	0.6445
OFCC1	0.25975
FAM83D	-2.1585
SRFBP1	-0.114
C9orf96	0.229
DHDH	-0.089
CCDC90A	-1.7015
RABL3	0.69855
CD320	-1.14066666666667
ANGEL2	0.16475
MRPL21	-0.4555
SMG6	0.401166666666667
INSR	1.72
FLJ14816	-1.267
GLRB	2.663
C9orf89	0.85475
CIZ1	-0.305375
URG4	0.0745
LRDD	-1.14233333333333
CBY1	1.185
NFX1	0.359
MTERFD2	0.349214285714286
C19orf23	-0.064
PGC	-2.2875
IER3IP1	0.6707
RASAL2	0.613333333333333
C1orf89	0.313
SYNJ1	-0.27625
NFKBIE	0.6765
FLJ40125	-1.42716666666667
TCEB2	-0.2291
NOG	-1.9845
POLR2J2	-0.746166666666667
HLA-B	2.9505
PCDHA1	1.1945
PPP2R2B	-0.1265
ARHGEF17	0.666666666666667
TCF7L2	1.12785714285714
CHD5	-1.2195
ZNF431	-0.593
TBC1D25	0.24275
ZNF800	-0.10075
SCUBE2	3.32654545454545
MYCBP	0.265333333333333
GPX5	-0.0805
C6orf129	-0.936
QSER1	-0.769333333333333
ULK2	1.492
PIGO	0.687666666666667
NRCAM	-2.44730769230769
SLC35E3	0.255625
CSRP2	-1.14175
HYPE	0.47
MAPK15	0.0833333333333333
MGC14327	0.09175
TIMM13	-0.627
ZNF462	-0.514
GBA3	0.577
TEX13A	-0.489
MCM6	-0.569444444444445
MTRF1	-1.587125
ABCA7	0.529
EIF4A2	-0.389
ZC3H10	1.1737
RPGR	-0.0775
C20orf94	0.00125
RP1L1	-0.07975
GPR125	-0.341428571428571
USP22	-0.522142857142857
OR1L4	-0.342
MLZE	-0.0725
FLJ32065	0.18225
PTCD1	-0.499
CRTAC1	1.895
