Hybridization REF	TCGA-BH-A0GY-01A-11R-A056-07
ZNF529	-0.866166666666667
RBED1	-0.025
DDB2	-1.6585
FLJ11286	0.659833333333333
SPATA1	0.1665
MKNK1	0.9615
DYSF	1.49533333333333
ALKBH2	-0.1345
NKD1	-3.4075
C1orf174	-0.7305
PLEKHO1	0.726
ASB10	0.13325
RING1	-0.468833333333333
NPC2	0.84325
AVPR1B	0.813
YTHDF1	1.87816666666667
LMAN1L	0.4385
GSG2	-1.0395
CEP170	0.0226
RPS4Y2	-5.7035
MSH6	-0.978
HECTD2	0.512833333333333
ZNF556	1.96766666666667
PLEKHC1	-0.4483
AIRE	0.3605
BCL2L10	1.42225
LMOD3	-0.294
ZBTB8	0.1923
FOXA2	-3.7901
SLCO2A1	1.932875
C3orf46	-0.1205
PRDM16	-0.8866
TMEM98	0.337
FRMD5	-2.066
PDE6C	-0.411
C1orf216	-0.3695
EP400	-0.0838571428571429
PTK2	1.86266666666667
RNF217	1.067
NDUFA8	-0.657
ZFAT1	1.8495
LAMP3	2.5415
GLTSCR2	0.120875
NPW	4.1
LLGL2	0.1335
PPM1K	0.461666666666667
C20orf177	0.856
KIR2DL4	0.7504
NFKB2	1.22625
C21orf122	-0.9995
HESX1	-0.63825
GPR114	0.317833333333333
SLC25A35	-0.239166666666667
GNAT1	-0.713
ORAI3	-0.43225
FAM76B	-0.47925
TMEM99	0.7324
TRIM29	-0.0606
CDS1	3.1455
RHEB	-0.2335
C4orf27	-0.884
RAB3A	-0.54025
OTUD6B	0.13375
GPD1	0.319
CDH15	-1.34983333333333
NPM1	-0.396357142857143
TMEM117	0.27725
PRPS2	-0.969416666666667
GCK	-0.069
ADRA2A	4.35183333333333
TSPYL4	-0.267833333333333
TASP1	0.73
WDR19	0.362666666666667
C10orf38	-1.69725
PDE4C	-0.918
FYB	0.349909090909091
C1orf55	0.226666666666667
PPFIA3	1.08075
RAD18	-0.8635
C12orf44	0.760833333333333
CRYBA4	-0.065
HVCN1	0.8705
TAF10	0.4095
C16orf48	-1.31333333333333
DEPDC5	0.2505
LTBP1	-0.4925
MAPRE1	0.635625
FGF8	0.1945
C3orf52	0.39625
SENP7	-0.398333333333333
LRRK2	0.13625
RUNDC2A	0.432666666666667
KIAA0355	0.333666666666667
CPEB1	-0.961
PPEF2	-0.5805
ABI2	-0.497833333333333
KIAA0317	-0.00962500000000001
ATF1	-0.472666666666667
DYNC1H1	0.943125
DIP	0.11125
TMEM33	0.716222222222222
POLDIP3	-0.12925
C7orf24	1.15
GPR171	3.954
CDC6	-2.41883333333333
PLD1	-1.1124
ITFG2	0.0815
NDUFC1	0.34025
AKNA	-0.949
NBR1	-0.19525
PKHD1	1.173375
HPS4	-1.44
MAFA	1.49975
ULBP3	-0.712
DIRC1	-0.181
IMMT	-0.76825
C22orf13	0.0429166666666667
CEL	-0.027
MARK3	-0.39575
ADAMTS2	1.15816666666667
ARPC3	0.379166666666667
TMEM10	0.144875
NPHS1	0.06375
BRD8	-0.663
WDR12	-1.12775
IDI2	0.290375
HOXD13	-2.803
OR8G2	-1.41525
SLAIN1	-2.85575
GABRQ	-0.81825
NR2C2	-1.20975
NKTR	-1.006
TLE2	0.9015
KIAA0892	-0.172333333333333
AURKA	-1.73854545454545
GPRC5C	0.707833333333333
TBC1D9B	0.18375
PNPLA6	0.074
AP3B1	0.12175
NAG	-0.267625
C11orf68	-0.44125
AKR7A3	0.987
AHCYL1	-0.46125
COP1	-0.117333333333333
RPP14	0.211416666666667
PCDHB18	-0.26975
CDH24	1.382
KRT17	0.086
LACTB2	-1.00275
DDX24	0.3784
PHACTR1	-2.27533333333333
SLC35E2	-0.2605
LOXL1	-0.5
IQSEC2	0.511
RGSL1	-0.8055
PCDHGC5	0.441
MEGF10	-0.451375
PRRX1	1.7475
ASTE1	0.109333333333333
C6orf159	-1.2115
MYOD1	1.4615
GAA	0.817
ZNF747	0.887
KLRC1	-1.271625
IL1RL2	0.82
GDF9	2.46925
GPR119	0.465
TRAF2	0.123666666666667
HCK	4.01633333333333
BMP6	-2.58425
IL8RA	0.912
FLJ35848	-1.11875
EFHA1	0.78975
CDSN	1.002
C14orf54	-0.697833333333334
LSM3	-0.568625
ZFP41	0.4975
C9orf126	-1.39666666666667
VIT	-1.4605
SPCS3	-1.1475
DEF8	-0.9761
CHAF1A	-1.27466666666667
C1orf165	-1.201
ZFPM2	0.5785
FTH1	0.29
SLC35F1	-2.2395
YWHAH	0.3935
C17orf66	0.219833333333333
ADRB1	-0.559166666666667
FOXL1	-0.391
RG9MTD3	-1.2515
UMPS	0.218
MGC13008	-0.262
KIAA1161	0.433
CCDC77	-2.10375
C12orf65	-0.5911
COG4	-0.730166666666667
RCP9	0.829416666666667
RP4-692D3.1	2.61033333333333
CDC2L5	1.076
MGC7036	0.782666666666667
DNAJC11	-0.491
GDF2	0.189833333333333
TIMM17A	0.305
HNRNPA0	0.1672
OR2H1	0.2875
PCBP1	0.113125
COL23A1	-1.82775
LRRC2	-0.305428571428571
NSD1	0.231785714285714
FLJ37078	0.13475
WDR91	-0.0115
TMEM179	-0.414
DSCR10	-0.0825
CNDP2	0.8366
FYN	-0.7395
BEX2	-2.47666666666667
KCND3	0.52025
YPEL5	1.205125
LRRC42	0.1765
C17orf45	-0.683375
ZNF649	1.1713
LOC150763	0.9885
COL5A2	2.40075
CNGA2	0.264
ELA2B	-0.6865
RAB9B	-0.47275
FAM100A	0.6465
NAIP	-0.901928571428571
MYOZ2	-0.45925
SPATA12	-0.6255
XRCC4	-1.17275
CYB561	1.3865
CHST10	-0.23375
BAI1	-1.18816666666667
BRSK1	-0.370166666666667
C17orf89	-0.178
PDE6H	-2.1435
FLJ20309	0.4824
MAP7	0.480875
SCN4B	0.84075
SPAG9	-1.01725
SERTAD1	1.46666666666667
FLJ21963	-0.29425
ANTXR1	0.1514
TMPRSS13	0.853666666666667
ETV7	3.688
DGAT1	1.53716666666667
NKIRAS1	0.171
TAC3	-1.71
CORO1C	-0.0729166666666667
RAD54B	0.23025
HRASLS3	3.65083333333333
C21orf42	0.1175
BARD1	-0.3875
ZNF177	-0.485666666666667
MIP	0.3295
ZNF442	0.029
F2	-4.169
GRIA1	0.142125
GALNTL2	1.13266666666667
WNT5A	-0.593
LENG9	0.397
hCG_25371	-0.8795
FOXR1	-0.2955
TRA@	1.2176
PWWP2	1.5885
C1QTNF7	1.91
SLC7A4	0.5515
C4orf7	3.272
C17orf80	-0.271666666666667
KLK4	1.959
IL31	-1.0945
TMEM176A	4.9975
CTNNB1	0.4580625
BHLHB2	0.0845
TMEM185B	0.81
ARD1B	-0.09625
C1orf93	0.5275
BRUNOL4	-0.111333333333333
LOC541469	1.31175
UPK2	0.667
GAS8	0.659833333333333
PATE	0.0405
IMPACT	0.03475
WNK4	-1.0005
HNRPLL	-0.398875
GAD2	0.21875
ITGA6	-0.55175
BMP15	0.380166666666667
CYP2A7	2.595625
RIC8A	0.8505
CCND1	-0.313833333333333
USP35	0.139
DSCR2	-1.18375
CCL4	5.01316666666667
ZCCHC10	-0.1605
NOL11	-0.54725
TRPM2	2.12741666666667
PSMD2	-0.637636363636364
CHTF18	-0.753
USP18	1.510625
RRAS	-0.058
LAMC3	-0.42375
TOX	-3.48816666666667
PCDH15	0.763
GABRG3	-3.04825
NUDCD2	-0.86225
SGCZ	0.183
KCTD17	0.1946
SPSB2	-0.047
TPPP3	4.95716666666667
CILP2	1.1705
CALB2	4.34025
CEBPZ	-0.430166666666667
ZNF479	-0.516
FMOD	4.643
C21orf66	-0.794642857142857
CLN6	-0.616333333333333
ANAPC1	-0.4815
SH2D3C	1.03
PTPN14	0.838
TRIM42	-0.877
APTX	-0.40175
SNRPG	-0.864833333333333
BMS1	-0.214
MAGEA3	-3.5865
NFATC3	-0.93775
LRRC45	0.197
ARS2	-0.0642142857142857
LRIG1	0.606
EPSTI1	1.50416666666667
PRSS27	2.2495
ERC2	0.039625
PRKACB	0.896357142857143
PRDM13	-4.383
HCG27	-3.21975
KLK12	4.506
HSD17B7	-0.432
ZNF354A	0.285
PCDH11X	0.453
DMGDH	-1.16875
PCBD2	-0.458333333333333
TMC6	-0.95175
RIMS1	1.185375
SF3B2	0.117
RCN1	-0.890833333333333
CPB1	3.04975
BCAR3	0.32625
FCRLB	0.92225
PAK1IP1	-0.41275
OR10H1	-0.094
KIF9	1.8007
PITPNM2	-0.6275
L3MBTL4	-0.2385
TGFB1	-0.0543
ZXDC	0.08675
SLC6A16	-0.44825
SRrp35	-1.264
LRRC8E	1.90625
PPIAL4	-0.3425
EOMES	0.945166666666667
PAX2	-0.076
SCARF2	0.641875
PSEN2	0.741166666666667
PCDHB13	0.628333333333333
C10orf28	-0.53575
DHRS7B	1.05421428571429
C1orf131	-0.4395
ASB1	-0.8478
ZNF223	-1.23516666666667
LCMT2	0.71425
MEP1A	-1.6085
TMEM53	1.42775
RSPH3	1.361
C10orf33	-1.183
LOC644285	-1.26875
PTPN9	0.581666666666667
ABCA12	0.871
CCDC37	-1.829
RUNDC1	0.8923
YES1	-0.303666666666667
FAM120AOS	-0.2805
OR5M3	0.23
PPP1R3F	-0.1565
IL13	0.6068
MDFI	-0.18975
PRNT	0.7675
ZDBF2	-1.377
OR10C1	0.391333333333333
CLIC1	-0.185166666666667
LILRA5	1.17733333333333
CSAG1	-3.7505
TREML2	-0.219
FAM125A	-0.2875
ZNF74	-1.0715
FAM104A	0.21075
LRRC39	-1.1235
SAMD5	-0.2715
HYAL2	0.14725
HIST2H2AC	-0.156
IGFBP5	1.33178260869565
NRTN	0.0753333333333333
KIAA0556	0.4454
FAM29A	-1.87838888888889
JMJD2A	1.22075
EPHB1	0.972
POLD4	0.164375
ANAPC10	-0.96675
LRRC36	-0.83625
MEGF6	-0.206875
LPHN3	-0.617833333333333
BMP10	0.0261666666666666
C21orf55	0.3405
CREM	0.2178125
PTGER4	0.022
METAP1	-0.67375
KCNQ1	1.41616666666667
NR2F2	1.102125
SSFA2	-1.29891666666667
CTTNBP2	-1.9645
BCL2A1	-0.194625
ZBTB24	-0.332875
SLCO6A1	-1.336
PRDM1	0.1442
OR7D2	2.675
CCDC47	-0.2714
LOC646982	0.503
SLC26A6	-1.10183333333333
BIN1	1.2276
SRRM1	-0.440642857142857
PCSK1N	0.613375
ALS2	-0.1281
ECT2	-1.24536842105263
CACNA2D2	0.632875
DOCK6	-0.73875
C10orf119	0.14525
FATE1	1.45475
DUSP23	1.34725
TRIP6	-0.445857142857143
NUP35	-0.3245
CDH3	2.0245
KLHDC8A	0.75725
C9orf116	0.78925
EI24	0.357
CENTD1	1.59716666666667
RWDD2B	-1.13166666666667
DOCK1	-0.2045
NPAS2	-0.7105
NR3C2	1.037
FAM63A	0.0959166666666667
INPP5F	-0.882
FAM111A	-0.774
MYBL1	-1.7685
IQGAP3	-0.492166666666667
CRADD	-0.0978333333333333
DUSP12	-1.54675
PDZK1IP1	3.6775
VASH2	-0.21375
CTR9	0.73775
VIL1	-4.219
OR8U1	0.290333333333333
CCDC107	-0.086
PTTG1IP	0.204125
OR4X2	0.292
COL9A1	-3.0155
PSMD9	-0.31625
ZFP62	0.0005
TIP39	0.645
PARP15	0.54
TTC19	0.136125
C1orf114	-2.44216666666667
GFPT1	0.0635
SLC27A6	-1.21475
MRPS10	-0.0248
CALML5	3.31466666666667
TRPM7	-0.262625
CGNL1	1.194375
CECR1	0.69025
SERPINB8	-0.0946666666666667
TMEM102	1.8875
PDIA2	-2.82075
NUCKS1	-0.245666666666667
HOTAIR	2.059
EBI3	0.24325
NXN	0.54225
ZMYND19	-0.62225
FOXJ3	0.7045
EIF5B	-0.1552
EIF2B4	0.0655
LEO1	-0.416
ZIC5	0.3535
IL20	4.36866666666667
KIAA0415	0.58425
FLJ37357	0.458
TSPAN12	0.907125
ACTR3B	0.474
TFAM	-0.426
IL17RD	-0.851875
PARP12	1.1125
KLHDC7A	0.579
KCTD4	-0.291666666666667
GTF2H1	0.37175
FLCN	0.0683333333333334
BIRC4	0.7885
LOC790955	0.5935
VKORC1L1	0.18975
CYP4F22	-0.233
TAS2R5	0.241
ZNF582	-0.3725
HS3ST3B1	-0.489125
CTNS	0.81225
STK36	0.2945
MMD2	0.32475
RP5-1103G7.6	-0.015
FLJ23356	1.0345
CRH	0.2635
C1orf182	0.0391666666666667
ACP5	1.94983333333333
AMFR	0.4828
CA4	-2.55225
PLCB4	-1.633625
MPHOSPH10	-0.236
UNQ473	3.51366666666667
G3BP2	0.16375
SR140	-0.249
HOXA2	-0.213
PYGB	0.055125
BAT1	-0.255916666666667
DKK3	-0.824
DDX31	-0.540875
TULP1	-0.00287500000000001
NHLRC2	0.34625
TNRC4	0.302666666666667
ZNF430	-0.9005
TNRC6A	0.210375
PLA2G1B	0.291833333333333
RCHY1	0.516666666666667
GTF2A2	-0.8675
MGC4294	0.427
ZNF691	0.50425
TACC3	-0.948
DNAJC5G	-0.19625
LOC4951	-0.29425
MS4A4A	-0.5275
LOC152485	1.1545
PPP1R2P1	-0.108
PPP2R5B	0.2145
RPGRIP1L	-0.167
SPOP	-0.3643
PTPRF	1.97325
MGC42090	-0.1765
SUSD3	3
THOC4	-0.01325
MAML1	-0.1119
FXR2	-0.188333333333333
TYK2	-0.45375
MUC6	0.883333333333333
DNAJB7	0.299
PIP4K2A	0.0210714285714286
MEX3A	1.016
RRP1	0.1095
TFAP4	-0.37925
CXorf41	2.439
MTMR4	-0.565333333333333
CTLA4	0.792
SNX9	0.3455
CIB3	1.15866666666667
NECAP1	0.450125
PLA2G2D	-0.2552
GLMN	0.00233333333333333
DCLRE1A	-0.81125
PDX1	0.0175
SAMD11	0.49075
MRPL55	0.4234
TLR7	1.409125
TBC1D21	0.1195
SMAD1	1.4063
ACTRT2	0.298
RIOK2	-0.2525
PDLIM4	0.21275
SLC22A15	-0.0858333333333333
ABHD13	0.334
STX18	0.2345
CCPG1	-0.380928571428571
DCBLD1	-0.0443333333333333
SLC2A6	-0.1235
NOLA3	-0.38675
TRDMT1	-0.668428571428571
IL17F	0.5875
ATP1A4	-0.403166666666667
OR52W1	0.1235
CFL1	-0.08975
IL4	-0.604
RBP2	2.50983333333333
CPSF6	0.294625
TTC8	-0.457166666666667
MUCL1	4.088
EYA3	-1.63183333333333
KRT38	0.310666666666667
GNE	-2.42825
ZNF501	0.951
SLC35A2	1.5985
CEP110	-1.4002
MYF6	-0.02025
MGST2	-0.420333333333333
TRPV4	0.287833333333333
NEK8	-0.4745
NOX5	-1.67
NCKAP1L	-0.1065
EMP3	-1.12083333333333
BPY2C	0.741
C1orf38	1.207875
ELOVL2	-0.4415
CBX7	0.439
OSBPL1A	-0.241666666666667
ZNF589	-0.39775
ESCO1	-1.31866666666667
TRA2A	0.41925
C3orf26	-1.4475
PHF2	0.725583333333333
PID1	-0.786333333333333
RFC1	-0.51325
MTAP	-0.062375
ADORA3	3.25516666666667
LOC389458	1.3295
TRNT1	-1.115
CRIPAK	-1.0685
RAI2	1.51416666666667
ANKRD44	-1.49075
GZMB	4.695
NFE2L1	-0.00362500000000002
STIP1	0.396
RASL11B	1.094
NT5DC2	-1.48833333333333
LRP2	4.108625
MTDH	1.55
ARSG	-1.182
HSP90AB1	0.4935
CT45-6	-4.8655
ZNF483	-0.01375
LMBR1L	0.042
S100A2	-1.0723
C2	0.0474444444444444
C2orf27	-0.386625
EIF4EBP1	0.93625
GCKR	-2.992
PPP1R9B	0.22075
FER	-1.026
SNRK	0.437166666666667
OR5M10	0.237
UTP6	-0.57275
CAPZA3	-0.05675
FBP1	0.838111111111111
TERT	-2.5505
CCL1	-1.357
FUCA1	0.4375
ALS2CR8	-0.386333333333333
KCMF1	0.0924166666666666
SRCRB4D	-1.2435
OXCT2	-0.215833333333333
IL17RA	0.690166666666667
MPP5	0.811875
SPA17	0.18325
FLJ10986	0.396166666666667
GALNT14	-2.6845
CXorf27	0.7085
NPLOC4	-0.2815
RAB34	-0.54625
KRTAP3-3	1.2705
ARSD	0.163666666666667
CPLX2	-1.3086
PJA1	0.59375
WHDC1L1	0.1585
RB1	-0.3574
MTMR15	-0.014
PHLDA2	-0.4031
GUCY2F	-0.3485
MPV17	-0.387166666666667
SLC35D1	0.7585
LYSMD3	-0.0637
COL16A1	0.9
ERLIN1	-0.764833333333333
JMJD4	0.9585
HIST1H2BK	-1.97225
TP53I11	1.71266666666667
ST3GAL4	-0.3813
PF4V1	0.277166666666667
ALG8	-0.05
REG1A	-0.309
MINA	-0.24025
CYB5R3	0.148
HHLA1	-0.4965
MYST4	0.6602
VASN	1.06125
UCHL5IP	-1.12925
TFAP2A	0.3213125
MGC9913	-1.344
C9orf97	-0.4045
LOC90379	-0.34225
PHF15	-0.319142857142857
ZNF169	-0.5475
KRT7	3.6295
GLIPR1L2	1.425125
LOC116236	-0.3015
IQCF3	-0.29725
RDH14	1.01283333333333
HNRPK	-0.0175
RABEPK	-1.85816666666667
ISX	-4.1685
CBARA1	-0.161
RAD51AP1	-1.908
MLL5	-0.20125
CXorf48	-4.2315
SGCD	-0.514
PHTF1	-1.104125
CA3	0.11925
CMTM5	0.08675
STX10	-1.16375
JMJD2D	-1.9185
P4HA1	-0.496333333333333
GAB3	-0.8645
DHRS4	-0.395833333333333
COL4A1	1.7586875
C20orf20	0.855625
OSBPL2	2.025
PTTG2	-2.359
KIAA1688	2.84525
STS	-0.91825
SHROOM4	0.454666666666667
KBTBD5	0.0526666666666667
ALDH1A3	1.6941
BTNL2	-0.408
TGIF1	-0.344
ZFAND5	0.338
ICA1	-0.357125
NAV3	-2.50666666666667
FLJ12331	-0.33775
EPS8L2	1.3236
MNT	0.0818333333333333
ENTPD1	1.93591666666667
OR51E2	0.545625
STK11	1.01925
MX1	4.085875
TTTY9A	0.4895
CX62	0.093
LOXL4	-0.5765
EXOSC4	1.85725
PURB	0.744357142857143
SETD1A	-0.039
RELB	2.1755
LAMB2	0.886833333333333
HNF1B	-0.2995
PNLIPRP3	-1.1615
C14orf139	-1.33075
UMOD	1.6915
GRIN3B	-0.863
GPR25	0.5295
ZNF512B	0.36775
ATP6V0A1	0.00287499999999999
SRA1	-0.139333333333333
ZNF615	1.578
ZNF768	0.919
ZNF469	3.1485
DYNC2LI1	0.4295
DNAH3	-0.0195
LOC387911	0.48725
LOC554234	-0.2325
ARRDC5	1.43675
TMEM59L	-1.74866666666667
MARCH4	2.1665
CNOT8	-0.550666666666667
KIRREL3	-1.41216666666667
ADAM17	0.8235
MYOG	0.46075
CPNE1	0.630333333333333
AK5	1.2365
LOC204010	-0.98275
NDRG4	0.88075
LOC130074	-0.293
PIAS4	1.041
NCOA2	0.907
TEGT	1.0558
USP5	-0.1115
ANKRD21	-0.4665
KIAA0692	0.8045
HAPLN3	1.307
LZIC	-0.96075
NRXN3	-0.626
CDKN2C	-1.82533333333333
KIAA0226	0.0535833333333333
CYB5D1	0.85675
WDR68	-0.4498125
ABCB6	-0.8452
MRPS25	-0.9285
ZMAT2	0.762916666666667
KRT25	0.2485
RPL11	-1.18925
GRAP	-0.0956666666666666
LOC198437	1.75866666666667
RORC	-0.00587499999999999
RAP2C	1.42485714285714
MXD1	-0.068
AZI2	-0.451166666666667
NUAK2	0.072
AHSG	-6.335375
MANSC1	0.95975
IMP3	0.585333333333333
C2orf3	-0.650375
VSTM3	4.04425
PCTP	-0.006
SIRT1	0.127
MANBA	-0.34525
CD164	0.612
GFRA1	1.3346
PRM2	0.54975
ZKSCAN3	-0.5505
PLEKHG1	2.11175
TPRKB	-0.76725
UBFD1	0.571833333333333
CDKL5	0.735
HIST1H2BD	-0.679833333333333
INPP4A	-0.745
BMX	0.195125
PTPRU	0.2995
LOC554202	-0.445166666666667
HOXC8	0.532375
IL12B	-0.00799999999999998
ADPGK	-0.01325
ZNF418	2.3085
SIAE	0.192875
CWC15	-0.0735
RP13-401N8.2	0.902
KLHL11	0.36625
DEDD2	1.260375
PSMB3	-0.17725
DDX25	-3.026
ZBTB3	0.100333333333333
GFRAL	-0.124
RPS25	-0.622833333333333
FAM57B	-0.177166666666667
TESK2	1.904
DNM1L	-0.6165
ZNF207	-0.182833333333333
CLEC11A	1.503125
TOLLIP	0.947125
TMEM61	0.627
DLK1	-4.2026
PLVAP	3.23475
NOD2	3.47883333333333
SCMH1	0.4695
FLJ40235	-0.0115
HTR2A	-0.534166666666667
ARMC5	0.356
FUT7	0.6575
PRELP	0.9493
ALKBH6	0.263
GYG1	-0.00691666666666668
POLR3GL	-0.75125
COL8A2	4.01733333333333
OR10A5	0.3005
C1orf187	-1.72975
TXLNB	0.6945
C16orf68	0.42325
R3HDM1	-1.29525
C16orf75	-0.8325
BAALC	0.128
TNP1	-0.06725
GAPDH	-0.678166666666667
COX7C	0.1855
ERRFI1	-1.34525
PGAM2	1.26916666666667
FAM108B1	-1.24675
APC	-0.030375
TLR2	3.4485
SUCNR1	1.817
ZNF233	-0.2245
WFDC1	-1.76133333333333
PSG11	0.692222222222222
SLC39A1	0.805
PSAPL1	-0.168
CDC42EP1	0.55575
MECR	-0.18175
KIAA0101	-1.647
MACROD2	0.7442
MMP19	1.408
LOC202459	-0.5075
VNN2	1.66325
ACCN3	-1.6335
TIMD4	3.1095
RNASE8	0.436
CCDC7	0.0280000000000001
SULT2B1	3.0215
ME1	-0.66225
MGRN1	0.63625
MRPL30	-0.855
IVL	3.524
CALM1	1.2681
PLEKHA6	1.69
B4GALNT2	0.2105
PGDS	4.657875
C8orf33	2.11525
TMEM56	-0.6985
CKM	-0.731833333333333
ESR2	0.0609
ACOT8	0.03625
AGTR2	-0.1845
LOC155006	0.45475
BC37295_3	1.4945
EPM2AIP1	-0.337166666666667
PZP	0.8325
RPS9	0.917666666666667
C18orf51	-3.34525
SIVA1	-0.0565
HEATR2	0.524
CD3E	-0.341083333333333
C20orf142	-0.52225
PGLYRP3	0.00950000000000001
CCDC139	-0.255
GPS2	-0.1935
NOL14	-0.1835
LRTM2	3.1355
TRIM36	1.477125
TP53RK	0.9503
FBXL13	-0.690833333333333
RUFY2	-0.0865
C11orf70	2.79766666666667
HSPB9	0.194333333333333
GJA5	2.775
HGF	-1.72283333333333
EPHB4	0.73225
SOX18	1.27
IFRG15	0.1345
SERPINA10	-3.871
WDR23	-0.051875
REEP2	-1.47166666666667
CDK3	-1.22825
HSPA12A	1.2695
ARL8B	0.3316
SATB1	-0.719166666666667
PPM1D	-1.69266666666667
VPS45	-0.0535
TP53BP2	0.5835
GJE1	0.2285
CACNA1G	-0.502875
VGLL4	0.98475
GNPTG	1.43225
ROS1	-3.438
C21orf128	2.24783333333333
BMP8B	1.222
SLC5A4	-0.923
SLC6A3	-0.643
C16orf53	0.925625
TMEM81	-0.7015
APC2	0.1328
SYAP1	1.165625
C6orf54	-0.762166666666667
ZBED5	-0.4238
PVR	0.016625
LTA4H	-0.0015
CCDC24	1.7135
MAGEA4	-3.139
IFIT3	3.0135
MYADM	2.93925
C21orf82	-0.9175
PDE3B	-1.004
TMPRSS11A	0.995666666666667
PGK1	-0.48
CCL13	5.28983333333333
DERL3	-1.03833333333333
MLXIP	0.095
PLOD1	-1.376375
MTFR1	0.5649
NPDC1	0.146333333333333
GPAA1	1.02583333333333
LTV1	-0.27725
RYR3	-0.62525
C7orf46	0.7165
VAMP2	0.368875
RNF135	1.203
SUPV3L1	-0.23925
FIBP	0.54475
ADAMTS18	2.00316666666667
RNF25	0.5405
SOS1	0.12725
PLAU	1.09625
MATK	-1.25375
EHF	8.289
CTNND2	-1.581875
PTEN	0.484428571428571
ZNF189	-0.139375
SLC28A3	2
GUCY1A3	3.027
SETD2	0.538
ROGDI	1.21625
TICAM1	0.7732
RASSF3	0.807
PACSIN2	-0.051
SERPINB5	-0.218833333333333
PRKCDBP	-0.175
TFDP3	0.0865
LGR6	1.565375
RFX5	-0.495833333333333
OR52J3	0.35
PTPN18	0.677125
ZBTB34	-0.4405
KCNF1	3.02225
SYNE2	-0.0917857142857143
SLC22A4	-0.67275
NETO2	-1.13925
VCPIP1	0.59775
LDHD	0.5715
ESX1	-3.32275
SQRDL	1.2435
GALK1	-0.79075
SERPINA6	0.439666666666667
HD	-0.122625
ASCL3	0.974
FBXL6	2.199
FABP7	-2.418375
MAGEC3	-0.746
KLC4	-0.46575
CD1D	-1.531375
PRAM1	1.08975
EIF3B	0.762071428571429
DSCR8	-6.37425
FLVCR1	-0.735
KIAA0141	-1.05125
PROM2	3.4605
ALOX5	1.6179
GPR162	-0.949875
LYRM2	0.0675
RNASE6	-0.752875
HES5	0.4185
GJA1	3.39275
MRPS14	-0.65875
HMHB1	0.331
TAF7	0.795125
BTNL9	-0.5421
SFXN2	0.36075
VEPH1	-2.08
GK2	-0.487666666666667
AMBP	-4.6285
KIAA0953	-1.0115
XAGE5	-0.411
CCBP2	1.323
TGM2	0.627833333333333
ZNF202	0.1595
ACTL6A	-0.372333333333333
SLC23A2	-0.918
ARHGEF7	0.145833333333333
LOC728635	-0.5455
CRYM	-0.948
PKD2	-0.16425
MANBAL	1.031
LIN54	-0.4605
ACTL7B	-0.19375
OR4D9	0.482
KIAA1683	-1.6855
ZNF704	1.489
TCP10	-0.640375
MAGEB18	-0.942
DEFA4	0.436666666666667
ZNF197	-0.26425
PTOV1	0.836333333333333
RNF208	0.3605
CMIP	0.310666666666667
TRDN	0.2735
UCHL1	-1.341125
APOL6	-0.1057
PLK1	-1.22333333333333
NPHP1	1.0545
NDUFA11	0.02975
DAB1	0.235
RTN4R	0.03975
PUSL1	0.3095
SYT2	0.0825
ANXA13	2.49
RFTN1	0.00725
ATP8B2	-1.30641666666667
VN1R2	-0.025
OR52E4	0.2585
NPPB	-2.90533333333333
ZNF148	0.20625
ZNF141	-0.028875
IKZF1	-1.2295
PSMC2	-0.493
GGA3	-0.614833333333333
LPGAT1	0.848666666666667
SEC16B	0.301166666666667
C5orf38	0.240833333333333
THOC2	-0.4524
SLC16A12	-1.024
ALK	-1.570375
DACT3	0.833
CACHD1	-1.468
GAN	0.16575
EXOC6B	0.195
HIST1H2AE	-1.25625
VAMP1	-1.3195
SRI	1.52491666666667
AKAP14	3.697
HLA-E	1.6347
SLC25A32	0.478
FLT3LG	0.0391666666666667
ATP1B1	0.541
WDR1	0.6119375
SWAP70	0.82475
TRIM31	-0.69
ARNT	0.481875
ZNF596	-0.1806
CDKN1B	-0.346666666666667
FOXC1	-0.9443125
SEMA3A	-4.1211
LSM14A	0.645583333333333
STEAP3	0.306375
ABCA1	1.70016666666667
PLSCR2	0.2725
EDC3	-0.406333333333333
THBS3	1.91025
C15orf43	-0.1964
GMCL1	-0.425333333333333
C9orf71	0.54975
MGAT5	0.272
LOC402164	0.2475
TSPAN8	-4.615
DYNLT1	1.22
IGSF1	-2.2145
TMEM143	0.0125
FLJ25006	-3.636
ATP13A3	0.0983333333333333
C3AR1	2.3555
CADM2	0.4705
EFNA4	1.288
HAO1	0.0735
TWF1	0.8185
MRPS17	0.33525
MYH9	0.797083333333333
C9orf9	0.556666666666667
C17orf79	-0.299833333333333
FSCN3	0.12975
BDKRB2	1.8085
PCGF6	-0.505
RAP1GAP	-0.51075
TAS2R41	-0.958
DCLK1	-1.3786
DEFT1P	0.564666666666667
TAF2	1.90875
COPZ1	0.464375
KATNA1	-0.30475
STIM1	-0.068
TBX2	-1.05766666666667
RPS4X	-0.129384615384615
MARCH8	0.122833333333333
DHX33	-0.405
TMEM161B	-1.70916666666667
SYPL2	0.2455
ADCY5	1.546125
SRPK3	0.658375
CXorf9	1.10775
REC8	-0.609375
CLP1	0.454
MGC52498	-0.805
DUOX2	0.43025
C6orf150	0.36275
TSC22D3	1.92925
CASP8	-0.8874
PRKD3	-3.0483125
CFH	1.489
TRO	-1.45375
NRIP1	1.1995
ZNF707	2.27266666666667
