Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
MLLT10	1.27671428571429
FLJ11171	-0.614
TDGF1	-5.25766666666667
ERCC6	0.31025
EIF2AK4	0.30775
BAZ1A	0.384
LRRN3	-1.10433333333333
TMC3	-0.2685
EFTUD1	-0.042
PTPRO	0.5285
CLEC12A	0.073375
ACBD4	-0.60175
ZDHHC14	0.613125
OTUD7B	0.7865
ACTB	1.3155
MSRA	-0.095875
LCE5A	0.963
IFI35	-1.028
BSCL2	0.6055
ANKRD12	0.511583333333333
CFHR2	0.051
RGAG1	-0.505666666666667
HSFY1	-0.2435
SLC30A5	0.0980833333333334
IMPG1	1.354
GPR109A	0.504
ZNF185	0.8345
IYD	0.276
NPCDR1	0.4395
SERPINA13	-0.683
HMGCLL1	-0.9925
NEUROG1	0.597
UBQLN1	0.529625
LIN37	0.62625
SOCS2	-2.96625
DSCR4	-1.57571428571429
XKR6	1.48275
GPR142	0.512
KRTAP13-3	0.5195
CCDC15	-1.25566666666667
MOS	-0.1105
CD1E	-2.052
OFCC1	0.597666666666667
FAM83D	-0.67475
SRFBP1	-0.173
C9orf96	0.5025
DHDH	0.805
CCDC90A	0.4525
RABL3	0.2994
CD320	-1.2515
ANGEL2	-0.0869166666666667
MRPL21	-0.09775
SMG6	0.688333333333333
INSR	2.49325
FLJ14816	-1.65
GLRB	-1.93083333333333
C9orf89	1.24525
CIZ1	-0.17575
URG4	0.3445
LRDD	-1.38383333333333
CBY1	0.196333333333333
NFX1	0.44375
MTERFD2	-1.10807142857143
C19orf23	0.887
PGC	-3.262625
IER3IP1	0.0864
RASAL2	3.01783333333333
C1orf89	-0.623
SYNJ1	-0.24825
NFKBIE	1.754
FLJ40125	-2.28516666666667
TCEB2	-0.999
NOG	-1.645
POLR2J2	-0.0828333333333333
HLA-B	2.2525
PCDHA1	2.6115
PPP2R2B	-2.43
ARHGEF17	0.270333333333333
TCF7L2	1.20207142857143
CHD5	-0.133333333333333
ZNF431	-0.4135
TBC1D25	0.638
ZNF800	0.34475
SCUBE2	-1.82227272727273
MYCBP	-0.781833333333333
GPX5	0.0275
C6orf129	0.617166666666667
QSER1	0.2935
ULK2	0.9235
PIGO	0.257
NRCAM	-2.02153846153846
SLC35E3	0.028375
CSRP2	0.95
HYPE	0.37025
MAPK15	0.408333333333333
MGC14327	-0.5665
TIMM13	-0.1575
ZNF462	0.906
GBA3	0.20025
TEX13A	-0.62
MCM6	-0.477222222222222
MTRF1	-1.05675
ABCA7	-0.973
EIF4A2	-0.4655
ZC3H10	0.0866
RPGR	-0.781166666666667
C20orf94	0.52725
RP1L1	-0.06075
GPR125	0.604875
USP22	0.0100714285714286
OR1L4	0.25525
MLZE	4.448
FLJ32065	-0.323
PTCD1	0.081
CRTAC1	0.116833333333333
BXDC2	0.04975
C18orf1	1.29033333333333
FAM107A	3.94828571428571
EFNA3	0.8775
P18SRP	0.009
CAMKK2	0.68525
KIAA0649	-0.76425
NES	1.20216666666667
HS6ST3	-1.813
PON2	-0.29075
TCP11L2	-0.98125
CLEC4A	0.6855
PRR12	0.1115
MLXIPL	-1.9074
C2orf50	0.437
ZNF28	0.45975
ENC1	2.20116666666667
MAP2K1	-0.9005
FKSG2	0.06025
KIAA0430	-0.50275
PTP4A1	-0.879333333333333
GPR156	0.7205
GTF3C6	0.15625
UBR2	-0.0016
LOC388272	-1.2485
MAK	0.836666666666667
ACOT4	0.5205
STC2	-2.2265
PIGW	-1.30975
SAE1	-0.6965
COL6A1	0.875681818181818
OAZ1	0.0661666666666667
STMN4	0.0543333333333334
EDG3	0.406333333333333
SGCE	-1.43333333333333
IL11	-1.46683333333333
PRSS8	2.003875
YIPF5	-0.339333333333333
WNT4	3.929375
CSN2	0.2265
TCF7	-1.970125
TDO2	2.57875
SAMD9	-0.5901875
S100A7A	5.0415
MMRN1	0.00133333333333334
GKAP1	-1.7095
AKR1C3	-1.946375
RNF19A	1.7215
GMDS	0.782
YKT6	0.497875
SPARC	1.3818
C12orf31	-0.40125
UBE2V2	-0.3265
FBXL18	0.0811666666666667
KIAA0460	0.7625
ADAM22	-0.187125
SERPINC1	-4.446
KCTD21	0.70425
MYOHD1	-1.5235
ZNF37A	-0.692166666666667
GTF3C1	0.100166666666667
CTSZ	2.49
PRNPIP	0.360125
DRD1IP	0.03025
NR1I2	-1.96016666666667
ZNF266	-0.0773
SPAG4L	-0.03
COX4NB	-0.4575
SAPS1	0.268166666666667
APOA1	-4.345375
TATDN1	-0.529833333333333
C10orf82	-3.335
KPNB1	-0.2335
FOXO3	0.513583333333333
CRYBB2	-0.774
ZBTB5	-0.071
SLC25A38	-0.10025
DCTN2	-0.512666666666667
IFT20	0.33325
CTHRC1	2.2435
C1orf31	-0.000375
UHRF1	-0.9459375
GPC6	0.057
C10orf54	1.26075
MCF2L2	-0.1115
WNT9B	-0.22075
OLA1	-0.275125
FAM120B	-0.94975
TTLL10	0.45
CYorf15A	-5.4405
RELN	-2.52955555555556
SCN2B	0.0941666666666667
MFHAS1	0.72425
NKX3-2	-0.400333333333333
RASGRF2	-0.438
SSBP1	-0.156666666666667
KPNA6	-0.1125
LOC389118	0.159
HS3ST4	-1.46944444444444
SUPT7L	-0.165625
FLJ32658	-0.68675
IGFBPL1	-0.74475
KIAA1641	-1.2598
SHKBP1	0.239666666666667
CSF1R	3.98525
NAGK	1.3245
MYL2	1.00475
HIST1H4C	0.00650000000000001
TOMM7	0.169375
ADAMTSL3	3.069
TNFSF14	-0.88675
PRRT2	-2.88725
VTA1	-0.141625
AOAH	2.31083333333333
CRISPLD2	1.5355
PNN	-0.8146
TA-NFKBH	-0.17675
ESPN	0.81525
RBM43	-0.598
KIAA1267	-1.152125
DDX3X	0.0917222222222222
KIAA1576	-3.933
PLXDC1	3.372
FLJ25801	-2.94925
HNRNPL	-0.601
RUNDC3A	0.193
CASP12	-0.021
SH2D5	-1.164625
RPL26L1	-0.345
OR51A7	0.48925
HDC	0.251
C2orf16	0.0198333333333333
SYTL3	1.801125
GOLGA4	0.958
NOTCH1	0.677333333333333
ATPAF2	-0.34625
ECD	0.33975
SSX5	-1.727
SNAP91	0.3455
OCA2	1.011
PNPO	0.133666666666667
DAPK1	1.67766666666667
PINX1	-0.198666666666667
SELENBP1	-0.0565
NEK3	0.826416666666667
TMED4	0.268071428571429
SSTR4	-0.2555
FOSL1	-0.8995
CD40LG	0.052
CES1	-1.98625
DCI	-0.689333333333333
B3GAT3	0.425833333333333
STK17B	0.097
CNTN6	1.5105
CYP3A4	-1.56933333333333
MBOAT2	1.65078571428571
PISD	-0.00475000000000002
USP1	-0.82
PYDC1	1.48933333333333
CENPM	-1.499375
SAR1B	-0.43575
TTC7B	-0.364375
DP58	0.224
GPC1	-0.14325
RBL1	-0.387875
TMEM137	-2.191
TOB1	-0.18325
TCEAL1	-1.08283333333333
CENPF	-0.250181818181818
C6	0.276833333333333
PRSS1	-2.31025
PPIL6	1.05933333333333
C6orf124	-0.074
ODZ4	0.817833333333333
SNCB	-0.13475
NDUFB9	0.18
CNOT6L	-0.153666666666667
S100A9	4.48866666666667
TRIM50	0.5
KCTD1	1.4524
WDR63	-0.0695
SPEF2	0.42025
RNGTT	-0.154666666666667
CXorf22	2.829
KCNK16	0.349
CEP250	-0.758875
ATPBD1B	-0.428
KCNJ2	4.04275
MT1B	-2.975
ZNF684	-1.373
SLC4A1	0.20875
PDHA1	-0.123
ZNF492	-0.4545
TKT	-0.13475
BYSL	0.432125
RNF38	0.10025
AHDC1	0.498
KLHL2	0.096625
CMTM8	1.9825
DMP1	-0.0255
HERPUD2	0.2665
CRTAM	1.62466666666667
ZNF572	0.6395
TMEM16J	0.181
HSD17B2	0.2555
UBE2G1	-0.237875
AHSA2	-2.207
PELI2	-1.158
TPX2	-0.726
ATP9B	1.3545
DAZAP1	0.402
HMGCS2	0.234333333333333
C17orf38	0.30075
B9D1	-1.060375
NKX2-5	2.48666666666667
KIAA1276	-0.101
LILRB2	2.8435
CSTF1	-0.944833333333333
BTN2A1	-0.261333333333333
C15orf48	4.54525
IGF2BP3	-2.447
FAM113B	0.0391666666666667
HRG	0.077
ZNF131	0.4805
USP47	0.438214285714286
CCDC88B	-1.611125
HCN1	-0.3593
HTN1	1.66583333333333
SYCP3	-0.25325
C13orf23	-0.1836
PAPOLA	-0.274125
AATK	0.3267
MSH3	0.0218333333333333
NDUFAB1	-1.46325
ITLN2	-1.0075
BAK1	0.846
MRPL45	-0.791
MTNR1B	0.1805
LOC645843	-0.7705
SPECC1L	-0.1035
PGCP	1.4705
SPN	-0.8565
GPR143	0.317
ZNF576	0.542166666666667
TMEM39A	0.5091
ATP5D	-0.194333333333333
MAGEB3	null
RPS5	-0.9695
ANP32E	0.547928571428571
MTMR1	0.871
YEATS4	-1.771
SYNGAP1	0.122
PCOLCE	-1.18216666666667
MNS1	-1.74525
PCYT2	0.853166666666667
ZNF182	-1.4295
LAX1	0.92625
SPPL2B	0.6943
ELOVL5	-0.8263
PCDHAC1	0.8665
B4GALNT1	-0.392166666666667
BLOC1S2	-0.17675
ZNF673	-0.1202
ARHGAP21	1.67766666666667
IRX5	1.96625
LRFN5	-0.807666666666667
FAM7A1	-1.42075
RAB19	0.6035
GINS1	-1.79
ITM2B	0.2977
PAPSS2	1.1995
OR5BF1	0.419
ACSL3	-0.04075
KIAA1919	-0.372583333333333
GLT8D2	1.972125
UTRN	0.288
CNN1	2.14475
HISPPD2A	-0.548333333333333
SDAD1	0.451625
SIGLEC9	0.836333333333333
RPL35	-0.629
C22orf26	0.033
IMPDH2	-1.413125
WDR69	-1.2425
SEC14L5	1.56166666666667
CLTA	0.4665
RP11-529I10.4	-0.03325
GPR37L1	0.2775
OGDH	0.444416666666667
ASB13	1.74833333333333
ZFP14	-1.957
ZCRB1	-0.927333333333333
KPNA3	0.45825
HSPA1L	0.21525
RHOC	0.286625
LOC554175	0.6415
PPP3CA	0.0866
SLC1A7	-0.9165
ZNF529	-0.653666666666667
RBED1	0.03175
DDB2	-2.43225
FLJ11286	0.736666666666667
SPATA1	-0.206
MKNK1	0.357166666666667
DYSF	2.18966666666667
ALKBH2	-0.14525
NKD1	-3.076
C1orf174	-0.79875
PLEKHO1	0.500166666666667
ASB10	0.31175
RING1	-0.794333333333333
NPC2	0.9985
AVPR1B	0.288
YTHDF1	0.1495
LMAN1L	0.2
GSG2	-0.523
CEP170	0.1811
RPS4Y2	-5.9995
MSH6	-0.5495
HECTD2	-1.39433333333333
ZNF556	-3.9475
PLEKHC1	-1.4019
AIRE	0.374833333333333
BCL2L10	2.39475
LMOD3	0.3634
ZBTB8	0.2519
FOXA2	-3.9431
SLCO2A1	2.159
C3orf46	0.133
PRDM16	-0.924666666666667
TMEM98	-0.62325
FRMD5	0.52
PDE6C	0.134
C1orf216	0.666666666666667
EP400	-0.278714285714286
PTK2	0.28725
RNF217	1.11725
NDUFA8	-0.2805
ZFAT1	0.89875
LAMP3	1.94883333333333
GLTSCR2	-0.275375
NPW	-0.2795
LLGL2	0.5736
PPM1K	-0.762166666666667
C20orf177	-0.2405
KIR2DL4	0.3673
NFKB2	1.75425
C21orf122	0.361666666666667
HESX1	-0.80725
GPR114	0.737166666666667
SLC25A35	-1.27633333333333
GNAT1	-0.65725
ORAI3	-0.93525
FAM76B	-0.923625
TMEM99	0.1178
TRIM29	2.1807
CDS1	2.76525
RHEB	0.3086
C4orf27	-0.319333333333333
RAB3A	-0.296
OTUD6B	-0.78525
GPD1	-1.16025
CDH15	-0.450333333333333
NPM1	-0.783928571428571
TMEM117	0.5205
PRPS2	0.665583333333333
GCK	0.447
ADRA2A	2.631
TSPYL4	0.448
TASP1	-0.3615
WDR19	0.3305
C10orf38	2.733
PDE4C	-0.700166666666667
FYB	1.49308333333333
C1orf55	0.207166666666667
PPFIA3	0.767
RAD18	0.144
C12orf44	0.441333333333333
CRYBA4	-0.7245
HVCN1	0.4495
TAF10	0.0566666666666667
C16orf48	-1.17733333333333
DEPDC5	0.570666666666667
LTBP1	-1.159
MAPRE1	-0.086625
FGF8	-0.6485
C3orf52	0.381125
SENP7	-0.7545
LRRK2	-0.743
RUNDC2A	1.06116666666667
KIAA0355	-0.0273333333333333
CPEB1	-0.04075
PPEF2	1.6535
ABI2	0.215666666666667
KIAA0317	-0.255625
ATF1	-1.3685
DYNC1H1	0.538875
DIP	0.397
TMEM33	0.0982222222222222
POLDIP3	-0.08825
C7orf24	1.2405
GPR171	1.323
CDC6	-1.66033333333333
PLD1	-0.5065
ITFG2	0.2526
NDUFC1	-0.1285
AKNA	-0.927
NBR1	-0.7085
PKHD1	1.005625
HPS4	-0.3598
MAFA	0.73475
ULBP3	0.92725
DIRC1	0.5835
IMMT	-0.493375
C22orf13	0.0854166666666667
CEL	0.1
MARK3	-0.593
ADAMTS2	0.815666666666667
ARPC3	-0.378
TMEM10	0.07425
NPHS1	0.4005
BRD8	-1.19183333333333
WDR12	-0.26075
IDI2	1.01225
HOXD13	-1.9455
OR8G2	-1.0835
SLAIN1	-0.01975
GABRQ	-0.375
NR2C2	-0.07775
NKTR	-0.6472
TLE2	0.5195
KIAA0892	0.552833333333333
AURKA	-1.13627272727273
GPRC5C	-0.479333333333333
TBC1D9B	-0.147875
PNPLA6	0.673833333333334
AP3B1	0.55325
NAG	0.22
C11orf68	-0.037
AKR7A3	0.39675
AHCYL1	-0.397333333333333
COP1	0.00216666666666667
RPP14	-0.226166666666667
PCDHB18	-0.0835
CDH24	0.79875
KRT17	1.9225
LACTB2	-1.381
DDX24	0.3447
PHACTR1	0.734333333333333
SLC35E2	-0.54725
LOXL1	-0.63775
IQSEC2	0.647
RGSL1	-0.3775
PCDHGC5	0.1295
MEGF10	1.099625
PRRX1	1.879
ASTE1	-0.236833333333333
C6orf159	2.947
MYOD1	0.7905
GAA	1.08425
ZNF747	-0.1065
KLRC1	-2.102375
IL1RL2	0.6335
GDF9	-0.6065
GPR119	0.222
TRAF2	-0.182166666666667
HCK	4.40366666666667
BMP6	-1.52275
IL8RA	0.416666666666667
FLJ35848	-0.90825
EFHA1	0.02475
CDSN	1.836
C14orf54	0.301166666666667
LSM3	-0.610625
ZFP41	0.094
C9orf126	-0.787333333333333
VIT	-2.262
SPCS3	-0.78975
DEF8	-0.2349
CHAF1A	-0.8115
C1orf165	-2.074
ZFPM2	0.248
FTH1	0.41325
SLC35F1	-1.421
YWHAH	0.6645
C17orf66	0.277
ADRB1	-0.7768
FOXL1	2.217
RG9MTD3	-0.943333333333333
UMPS	0.2545
MGC13008	-0.553
KIAA1161	0.6365
CCDC77	-0.08475
C12orf65	-1.3594
COG4	-0.6495
RCP9	0.617083333333333
RP4-692D3.1	0.805166666666667
CDC2L5	0.9805
MGC7036	0.120333333333333
DNAJC11	-0.30475
GDF2	-0.0445
TIMM17A	0.841
HNRNPA0	-0.6654
OR2H1	-0.10075
PCBP1	0.352125
COL23A1	-2.22075
LRRC2	-0.480714285714286
NSD1	0.350642857142857
FLJ37078	-1.827375
WDR91	0.551833333333333
TMEM179	0.00749999999999997
DSCR10	0.7915
CNDP2	0.2023
FYN	-0.6515
BEX2	0.541666666666667
KCND3	0.19025
YPEL5	0.953
LRRC42	0.00366666666666667
C17orf45	-0.5795
ZNF649	0.8877
LOC150763	0.51675
COL5A2	2.74525
CNGA2	0.3585
ELA2B	-0.5876
RAB9B	1.71975
FAM100A	-0.50975
NAIP	-1.34721428571429
MYOZ2	-0.4495
SPATA12	-0.56
XRCC4	-1.20075
CYB561	0.8783
CHST10	-0.32625
BAI1	-0.0448333333333333
BRSK1	-0.431833333333333
C17orf89	0.618
PDE6H	-0.141
FLJ20309	0.3938
MAP7	0.723125
SCN4B	-0.09825
SPAG9	-0.47425
SERTAD1	0.297666666666667
FLJ21963	-2.748
ANTXR1	0.3418
TMPRSS13	3.03033333333333
ETV7	3.58133333333333
DGAT1	0.458833333333333
NKIRAS1	-0.325
TAC3	-4.28125
CORO1C	-0.63575
RAD54B	-0.12225
HRASLS3	2.92966666666667
C21orf42	-0.34975
BARD1	-0.533666666666667
ZNF177	-0.531333333333333
MIP	0.417
ZNF442	0.258
F2	-4.2308
GRIA1	0.066875
GALNTL2	1.4595
WNT5A	-1.0368
LENG9	0.118
hCG_25371	-0.6325
FOXR1	1.049
TRA@	0.4439
PWWP2	1.859
C1QTNF7	0.191
SLC7A4	0.1215
C4orf7	4.48175
C17orf80	0.2055
KLK4	1.08583333333333
IL31	0.9815
TMEM176A	3.9035
CTNNB1	0.733
BHLHB2	0.758
TMEM185B	0.887833333333333
ARD1B	0.39625
C1orf93	1.1255
BRUNOL4	1.25366666666667
LOC541469	-1.16008333333333
UPK2	-0.26075
GAS8	0.234333333333333
PATE	0.201
IMPACT	0.01775
WNK4	-3.0185
HNRPLL	-0.3645
GAD2	0.5335
ITGA6	0.635
BMP15	0.0793333333333333
CYP2A7	0.047625
RIC8A	0.769875
CCND1	0.51725
USP35	-0.1085
DSCR2	-0.138
CCL4	4.26233333333333
ZCCHC10	-1
NOL11	-0.08675
TRPM2	2.38716666666667
PSMD2	0.0980909090909091
CHTF18	-1.306
USP18	0.987375
RRAS	-0.228875
LAMC3	-0.67
TOX	-2.94833333333333
PCDH15	0.4685
GABRG3	0.6645
NUDCD2	-0.766625
SGCZ	0.5785
KCTD17	0.000599999999999993
SPSB2	-0.1635
TPPP3	1.21933333333333
CILP2	1.2405
CALB2	4.753625
CEBPZ	0.120333333333333
ZNF479	-0.651
FMOD	3.716
C21orf66	-0.496214285714286
CLN6	-0.205833333333333
ANAPC1	-0.31825
SH2D3C	0.52525
PTPN14	1.8215
TRIM42	0.159
APTX	0.62725
SNRPG	-0.2055
BMS1	0.36425
MAGEA3	-4.85
NFATC3	-1.02125
LRRC45	0.580333333333333
ARS2	-0.2205
LRIG1	0.151
EPSTI1	0.720333333333333
PRSS27	2.83775
ERC2	-0.034625
PRKACB	-0.0176428571428571
PRDM13	-0.067
HCG27	-2.3015
KLK12	1.9895
HSD17B7	-1.31933333333333
ZNF354A	0.601
PCDH11X	-0.59
DMGDH	-1.56925
PCBD2	-0.644833333333333
TMC6	-0.0313750000000001
RIMS1	0.405285714285714
SF3B2	0.219166666666667
RCN1	0.534333333333333
CPB1	0.8835
BCAR3	-0.55975
FCRLB	1.128
PAK1IP1	0.26525
OR10H1	0.09
KIF9	1.148
PITPNM2	-0.748875
L3MBTL4	3.30925
TGFB1	-0.8393
ZXDC	0.28925
SLC6A16	-0.80425
SRrp35	1.853
LRRC8E	1.996
PPIAL4	0.141083333333333
EOMES	0.957833333333333
PAX2	0.4665
SCARF2	0.3675
PSEN2	1.216
PCDHB13	0.424
C10orf28	-1.084125
DHRS7B	0.163
C1orf131	-0.18775
ASB1	-0.7654
ZNF223	-0.238666666666667
LCMT2	-0.805
MEP1A	-0.91875
TMEM53	-0.01125
RSPH3	0.99525
C10orf33	-1.04
LOC644285	-2.14
PTPN9	0.488833333333333
ABCA12	-1.235
CCDC37	-1.55925
RUNDC1	-0.7158
YES1	0.704166666666667
FAM120AOS	-0.70225
OR5M3	0.014
PPP1R3F	0.911166666666667
IL13	0.1742
MDFI	0.28675
PRNT	0.40125
ZDBF2	-0.6615
OR10C1	0.0473333333333333
CLIC1	-0.1775
LILRA5	0.104833333333333
CSAG1	-4.687
TREML2	-0.7665
FAM125A	-0.578
ZNF74	-0.42775
FAM104A	-0.033
LRRC39	-2.285
SAMD5	-0.08675
HYAL2	0.5355
HIST2H2AC	0.274875
IGFBP5	-0.289434782608696
NRTN	1.52283333333333
KIAA0556	0.0987
FAM29A	-0.247611111111111
JMJD2A	0.83725
EPHB1	3.1235
POLD4	-0.59175
ANAPC10	-1.08225
LRRC36	-0.9375
MEGF6	0.20375
LPHN3	-0.343333333333333
BMP10	0.157833333333333
C21orf55	-0.171
CREM	-1.4685625
PTGER4	0.366
METAP1	-0.705125
KCNQ1	1.7615
NR2F2	-0.059625
SSFA2	0.284583333333333
CTTNBP2	-0.9685
BCL2A1	2.18675
ZBTB24	0.648875
SLCO6A1	-1.28233333333333
PRDM1	0.2576
OR7D2	-0.489666666666667
CCDC47	-0.7255
LOC646982	-0.06
SLC26A6	-0.730666666666667
BIN1	0.3073
SRRM1	-0.0337857142857143
PCSK1N	1.204875
ALS2	0.4367
ECT2	-0.593105263157895
CACNA2D2	-0.620625
DOCK6	-0.60625
C10orf119	0.17925
FATE1	0.2545
DUSP23	1.95975
TRIP6	0.587846153846154
NUP35	-0.2195
CDH3	2.759
KLHDC8A	1.30525
C9orf116	-0.56875
EI24	0.6455
CENTD1	1.26383333333333
RWDD2B	0.0781666666666667
DOCK1	0.656
NPAS2	-0.9475
NR3C2	1.451
FAM63A	0.559916666666667
INPP5F	-0.289833333333333
FAM111A	-1.235
MYBL1	0.0826666666666667
IQGAP3	0.4885
CRADD	-1.3315
DUSP12	-0.4535
PDZK1IP1	3.3195
VASH2	1.17325
CTR9	0.117
VIL1	-4.41175
OR8U1	0.467333333333333
CCDC107	0.092
PTTG1IP	0.78675
OR4X2	0.09675
COL9A1	3.4255
PSMD9	-0.29475
ZFP62	-0.04425
TIP39	0.146
PARP15	0.4775
TTC19	-0.011375
C1orf114	-2.368
GFPT1	0.991
SLC27A6	0.20825
MRPS10	-0.2896
CALML5	4.09733333333333
TRPM7	-0.631
CGNL1	1.51625
CECR1	0.337
SERPINB8	0.245833333333333
TMEM102	1.179375
PDIA2	-3.67325
NUCKS1	0.455666666666667
HOTAIR	-0.60275
EBI3	-0.3245
NXN	3.3035
ZMYND19	-0.44875
FOXJ3	-0.0715
EIF5B	0.3293
EIF2B4	0.0346666666666667
LEO1	-0.84925
ZIC5	-2.01175
IL20	-0.894166666666667
KIAA0415	1.37125
FLJ37357	0.688
TSPAN12	1.52625
ACTR3B	0.82525
TFAM	-1.084
IL17RD	1.655375
PARP12	1.59325
KLHDC7A	0.478
KCTD4	-0.327666666666667
GTF2H1	0.27
FLCN	0.218
BIRC4	1.283125
LOC790955	0.05225
VKORC1L1	0.21975
CYP4F22	-1.084
TAS2R5	0.611
ZNF582	0.4035
HS3ST3B1	-0.580125
CTNS	0.4845
STK36	-0.649333333333333
MMD2	0.20875
RP5-1103G7.6	-0.00750000000000001
FLJ23356	1.3795
CRH	-0.701
C1orf182	-0.885666666666667
ACP5	2.1045
AMFR	-1.3623
CA4	-2.71275
PLCB4	0.5915
MPHOSPH10	0.5735
UNQ473	3.355
G3BP2	-0.69475
SR140	-0.505083333333333
HOXA2	-0.5935
PYGB	0.96525
BAT1	-0.341833333333333
DKK3	-0.192833333333333
DDX31	-0.414375
TULP1	0.051875
NHLRC2	0.0895
TNRC4	-0.340333333333333
ZNF430	-0.75875
TNRC6A	-0.309875
PLA2G1B	-0.6555
RCHY1	-0.502833333333333
GTF2A2	-0.626
MGC4294	0.5195
ZNF691	0.353
TACC3	-0.00275000000000001
DNAJC5G	0.10075
LOC4951	-0.20475
MS4A4A	-1.6935
LOC152485	1.852
PPP1R2P1	-0.138
PPP2R5B	0.69725
RPGRIP1L	-0.91525
SPOP	-0.8989
PTPRF	2.4075
MGC42090	-0.413
SUSD3	-0.84925
THOC4	-0.278375
MAML1	-0.1012
FXR2	-0.0135
TYK2	0.276625
MUC6	0.306166666666667
DNAJB7	0.015
PIP4K2A	-0.259071428571429
MEX3A	2.29616666666667
RRP1	0.63225
TFAP4	-0.09675
CXorf41	-0.63725
MTMR4	-0.452833333333333
CTLA4	0.468
SNX9	0.357875
CIB3	-0.806333333333333
NECAP1	0.530875
PLA2G2D	-0.2088
GLMN	-0.8735
DCLRE1A	-0.58275
PDX1	0.64
SAMD11	-1.388
MRPL55	0.4963
TLR7	1.464125
TBC1D21	0.296833333333333
SMAD1	0.3763
ACTRT2	-0.197
RIOK2	-0.27825
PDLIM4	-0.282
SLC22A15	0.518333333333333
ABHD13	0.9542
STX18	-0.0272
CCPG1	-0.152428571428571
DCBLD1	1.9375
SLC2A6	-0.074
NOLA3	0.094
TRDMT1	0.966857142857143
IL17F	0.743
ATP1A4	0.7025
OR52W1	-0.0315
CFL1	0.49875
IL4	-1.45
RBP2	-0.408
CPSF6	0.1925
TTC8	-1.908
MUCL1	2.941
EYA3	-0.975
KRT38	0.21375
GNE	-1.0135
ZNF501	1.602
SLC35A2	1.60575
CEP110	-1.2963
MYF6	0.09375
MGST2	-1.1875
TRPV4	0.6175
NEK8	-0.925166666666667
NOX5	0.434
NCKAP1L	-1.28916666666667
EMP3	-2.09166666666667
BPY2C	0.252
C1orf38	1.513125
ELOVL2	-2.631875
CBX7	0.06075
OSBPL1A	0.795333333333333
ZNF589	0.038
ESCO1	-0.562166666666667
TRA2A	-0.0525833333333333
C3orf26	-0.721
PHF2	0.839166666666667
PID1	0.407
RFC1	-0.562
MTAP	1.02775
ADORA3	2.83916666666667
LOC389458	1.3545
TRNT1	-0.5685
CRIPAK	-1.18325
RAI2	0.505
ANKRD44	-0.9085
GZMB	3.08075
NFE2L1	0.00450000000000001
STIP1	0.411333333333333
RASL11B	-0.1875
NT5DC2	0.467166666666667
LRP2	0.029875
MTDH	0.560266666666667
ARSG	-1.74875
HSP90AB1	0.60125
CT45-6	-5.43625
ZNF483	-0.3475
LMBR1L	-0.4575
S100A2	0.1562
C2	-0.442444444444444
C2orf27	-0.364
EIF4EBP1	0.3515
GCKR	-3.471
PPP1R9B	-0.25925
FER	-0.895
SNRK	0.373
OR5M10	0.425
UTP6	0.03125
CAPZA3	0.2665
FBP1	-1.47211111111111
TERT	-1.6915
CCL1	-1.7865
FUCA1	-0.62425
ALS2CR8	0.0866666666666667
KCMF1	1.35541666666667
SRCRB4D	-0.7985
OXCT2	-0.0186666666666667
IL17RA	0.23
MPP5	0.304375
SPA17	-0.937
FLJ10986	0.174166666666667
GALNT14	1.376
CXorf27	-2.2555
NPLOC4	0.715
RAB34	-0.00324999999999999
KRTAP3-3	0.2095
ARSD	0.560833333333333
CPLX2	-2.0009
PJA1	0.67375
WHDC1L1	-0.243
RB1	-1.9926
MTMR15	-0.3735
PHLDA2	0.9688
GUCY2F	-0.36
MPV17	-0.0131666666666667
SLC35D1	0.2595
LYSMD3	0.183
COL16A1	1.8105
ERLIN1	-0.847833333333333
JMJD4	1.52525
HIST1H2BK	-0.5885
TP53I11	-0.130333333333333
ST3GAL4	0.6972
PF4V1	0.239
ALG8	-0.71125
REG1A	0.1905
MINA	-0.44275
CYB5R3	0.276083333333333
HHLA1	-0.5675
MYST4	0.0848
VASN	0.23425
UCHL5IP	-0.326
TFAP2A	1.3590625
MGC9913	0.967
C9orf97	-0.5075
LOC90379	0.2575
PHF15	-0.656
ZNF169	-0.51
KRT7	3.4133
GLIPR1L2	-0.637714285714286
LOC116236	-0.2875
IQCF3	0.1575
RDH14	1.01316666666667
HNRPK	0.1585
RABEPK	-0.717666666666667
ISX	-2.675
CBARA1	0.47225
RAD51AP1	-1.40825
MLL5	-0.339375
CXorf48	-5.69
SGCD	-0.952
PHTF1	-0.3545
CA3	-0.2885
CMTM5	-0.579
STX10	0.343125
JMJD2D	-0.77875
P4HA1	-1.08383333333333
GAB3	-1.736
DHRS4	-1.00516666666667
COL4A1	2.250875
C20orf20	-0.513125
OSBPL2	0.335375
PTTG2	-1.56075
KIAA1688	1.788
STS	-2.924875
SHROOM4	0.505166666666667
KBTBD5	-0.0728333333333333
ALDH1A3	1.0097
BTNL2	0.0123333333333333
TGIF1	0.88
ZFAND5	0.377625
ICA1	1.43325
NAV3	-2.8905
FLJ12331	-0.55425
EPS8L2	1.5421
MNT	0.386666666666667
ENTPD1	2.04058333333333
OR51E2	0.787
STK11	0.603
MX1	3.07825
TTTY9A	0.3145
CX62	0.6165
LOXL4	1.68
EXOSC4	1.25175
PURB	0.494642857142857
SETD1A	-0.526166666666667
