Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
EPYC	1.53614285714286
NOX3	-1.491
ELAC1	-1.18466666666667
METT11D1	-0.75325
BIN2	-0.4885
NACA2	0.14175
CCDC17	0.33175
HM13	0.4317
UBOX5	0.0648749999999999
UBE2O	1.850875
UBL5	0.19075
APOLD1	2.092
C9orf31	-0.80525
TNFSF8	0.099
ARHGAP29	-1.36
PROKR2	-1.5115
PDE5A	-1.079
C6orf12	0.7205
TOM1L1	-0.882
WHDC1	1.297375
FOXI1	0.390666666666667
RAB4A	-0.5942
TMEM39B	0.088
ATPBD1C	-2.562
FARSA	-0.199166666666667
PLEKHG5	0.45875
CMAS	-1.2085
OR7E24	0.3795
SLC30A1	-1.20525
CDC42EP5	3.7595
PLAC1	0.95575
KLHL18	-0.6105
LBA1	-0.3331
TAZ	-0.9485
CRIP2	1.19
BTBD11	-0.0341666666666667
C16orf72	0.4915
DIO2	0.1229
LRRCC1	-0.642
CCDC136	-1.193
PRX	0.5245
RBM5	-0.5443
TMEM85	-1.533375
TUBGCP4	-1.22366666666667
APLN	0.372625
CDK7	-0.707333333333333
SSR2	0.347416666666667
CRELD1	0.012
C19orf46	3.09575
GAL3ST4	-0.286166666666667
KBTBD10	0.5175
IL28A	0.787
WDR27	-0.0885
MCM2	-2.002
SOX14	0.8635
FLJ39743	-0.099
KIAA0922	-1.446125
HIPK4	-0.615
FLJ25758	-0.041
C16orf57	-1.11441666666667
PDZD2	1.237875
MCC	0.17425
HHLA3	0.2626
ID2	0.9005
C20orf23	1.49425
ZNF688	1.4705
APOC2	-1.2005
LOC440093	-0.27875
FAM50B	0.357
PWP1	-1.562
DNAH10	-0.357
HIST1H2BA	1.14625
GPR56	0.600333333333333
METAP2	-1.541875
PAN3	0.952166666666667
STXBP4	1.890875
PDHX	-1.696
MTA1	1.91758333333333
ZBED4	-0.04275
ZNF720	-0.51325
CDK2	-1.389625
RHOJ	1.27675
CDC37	-0.0938333333333333
ZER1	0.028125
GRK4	0.43125
PRPH	0.3495
POLR2A	1.016625
OGFOD1	-0.2875
NOL5A	-0.86775
PHEX	0.555
FLJ16478	0.47725
C20orf117	0.114666666666667
CAMTA2	-0.636333333333333
C11orf74	-0.603
DDX17	-0.984166666666667
C5orf27	0.294714285714286
PLEKHA2	-1.4889
PDE4DIP	-1.7423
SCN7A	0.6825
ZNF559	-1.75316666666667
CXCL10	1.53725
ZMYM4	1.04166666666667
STK32B	-1.0578
KIAA0888	-4.00177777777778
TACR3	0.869
CKAP2L	-1.842
KIF1A	-0.8695
RSPRY1	-0.48275
VCAN	0.03825
CYP27C1	-0.5575
SYDE1	-0.576833333333333
MED12L	-0.41425
ZDHHC21	0.922
NHS	-0.5065
TM9SF3	0.221833333333333
DDHD1	-0.576625
MAFG	0.53875
BICD2	-0.4541
C14orf119	-0.8036
C14orf43	0.722642857142857
CDH7	-0.59325
ALKBH5	-0.790857142857143
JUP	1.17075
TMEM41A	0.0293333333333333
MAMDC4	-0.7785
CBX3	-1.927875
LRRC18	-0.4305
RBMXL2	-0.252666666666667
PLA2G4D	0.859833333333333
FGF13	-0.355
KIF3A	-0.467166666666667
PDIA6	-1.6075
DCXR	2.078
CASKIN2	1.34916666666667
EHD1	1.83333333333333
MARCKSL1	0.273333333333333
ZNF496	0.753666666666667
SCAF1	1.2955
KCTD8	-0.515
TRAF3IP3	0.319384615384615
LSR	2.48975
CXorf1	0.19625
C14orf112	0.345333333333333
EIF2B1	-1.44475
OMP	0.5435
GSTZ1	-0.1085
LOC92017	-0.076
ISLR2	0.824
C12orf36	0.228
GATA2	-1.188
GABRA5	-1.899
CELSR2	0.405428571428571
STAM2	-0.438
TNAP	0.309
PTPMT1	-0.612166666666667
GRP	5.93375
SV2A	-0.66
MAGEA12	-2.9605
CACNG1	1.061
C18orf19	-0.1655
GSG1	-0.662
PTPRJ	-1.20428571428571
FRMPD1	0.203
ZNF668	1.163
PLEKHJ1	-0.8515
ADAT1	-1.8538
TMEM50A	-0.3149
UCN3	-0.794
HOOK1	2.650375
IL17B	1.7025
MLKL	-1.61516666666667
TTC14	0.8675
KLHL5	-1.818125
CRYL1	-0.5395
FOXH1	1.333
NFYB	-0.588625
PPM1G	-0.2865
GOLGA2LY1	2.99525
NMT1	-0.544125
HADHA	-0.4187
CHSY-2	-1.14725
PLEKHF1	1.50892857142857
SAGE1	-1.214
MUSTN1	2.04575
SUHW4	1.729
TFEB	2.41866666666667
ZFYVE27	0.42475
ATG12	-0.5475
BMI1	-0.381071428571429
ZIM3	1.21766666666667
MYH4	0.276666666666667
MASP1	-1.47818181818182
KIAA0984	-1.68675
RPAP2	-0.30825
ASB5	0.9355
BOLA3	-0.678833333333333
MIA3	-0.1535
KRT35	-0.5425
KIR3DL3	0.6155
MRPL51	-1.41925
SEMA3F	0.305333333333333
NDUFB2	-0.437
LOC253012	-0.17425
FAM46C	-1.4257
G6PC	-1.289
CSAG3A	-3.294
PREX1	2.1315
SLC25A45	-0.11225
MAPKBP1	0.8689
CPE	-0.708
GNB1	-1.434875
CXCR6	0.1995
TRIM46	0.6315
C16orf3	1.61933333333333
HPSE	-0.517
TIGD3	-0.3595
SPG3A	2.05275
LCAT	-0.109166666666667
ST6GAL1	-0.0302222222222222
POMC	1.28075
FLJ36031	-1.25516666666667
NSMAF	-0.2575
SKIL	-0.9555
ADSS	-0.740166666666667
HMGCS1	-2.09133333333333
POLR3F	-1.22633333333333
RAB10	-0.364625
ZNF277P	-1.90675
ZBTB7B	0.97475
DHRS1	-0.106625
ABCC13	0.473
CNOT3	0.666
NFKBIA	1.48375
GAK	-0.214166666666667
SFT2D2	-0.547666666666667
HOXA6	-0.916
CRTC1	1.962
LY6D	3.62983333333333
C20orf72	-0.652
CPT1A	0.031
LMO1	-1.025
EIF3I	0.18625
PRB4	0.192
MCM3APAS	-0.549125
C20orf132	-1.453
FOXF2	-2.429
S100A12	4.52125
MLH1	-1.373
ACTN1	0.8688
MRPL36	-0.823666666666667
C20orf106	-0.4145
FBXO6	0.857
MKS1	0.0693333333333333
CX3CR1	-1.951125
PDE1B	1.5825
PLP1	-2.57975
KISS1	0.421833333333333
C14orf2	0.540333333333333
TBC1D3P2	-0.81125
COMMD6	0.6199
ANKRD7	-0.92725
PTCHD1	-0.277875
NARS2	-0.60625
DOCK7	-0.968125
FAM127B	-0.203125
LOC390243	1.10066666666667
N6AMT2	-0.142
ZNF391	-1.5745
DNAJB14	0.229
WRB	-1.488875
BPI	0.101454545454546
TTC4	-1.34483333333333
FAM10A5	-1.08675
GOT1L1	0.5917
MAGED1	-1.41825
RESP18	0.457
WFDC6	0.786
MT2A	-0.5195
C11orf56	0.54575
KIAA1432	-2.8845
ROR1	-0.24775
HSD17B14	1.09433333333333
ZFAND2B	-0.0842499999999999
SAMD4B	-0.1125
HEXA	0.4175
HNRNPU	0.765318181818182
USP39	-0.24175
NRD1	-0.24625
R3HDML	0.4975
FLT4	0.833666666666667
OMG	-0.0895
OR52N4	0.599
LOC399818	-1.655
ELA2	-1.4395
VENTXP1	1.0935
RFC5	-1.548
OR52L1	-0.2565
PAX5	-0.691
FBXO2	1.04125
GMEB1	1.159
AKT3	-0.353333333333333
CRB1	-1.83775
CTTN	0.419166666666667
UTP15	-1.41866666666667
HSBP1	-0.396083333333333
PHF11	1.61625
NDEL1	-0.2155
USP8	-0.62325
BAIAP2	0.8223125
SI	0.762
ARSJ	-2.2445
BAAT	-2.2225
KCNS3	1.1535
LOC126147	-0.3165
TMEM37	-0.02475
C1orf162	2.98933333333333
MBD1	-0.9885
ITGAL	-0.766
WDR73	2.7355
GKN2	-0.113
ARFGAP1	-0.531
SLC5A8	-0.6094
ZBTB40	-0.0089
CYP4B1	1.45116666666667
LYPLAL1	-0.517
CHST3	0.232
MAP3K9	0.8825
BTAF1	-2.21733333333333
TFAP2E	0.1925
RBM35B	0.85525
LOC441251	0.799
ANKRD25	-0.443
UQCRC2	-1.259
MAEA	-0.772333333333333
HYAL1	-2.905
RNPEPL1	0.303166666666667
CPSF2	-1.468375
PSD3	-0.555
ABCA13	-0.366625
AGR2	2.359625
GBX1	-2.0835
HDLBP	1.399
ACY3	-0.585
HECW1	-0.151333333333333
ZNF519	-1.933
HOPX	2.22425
ZNF304	0.22475
OR12D3	-0.1555
FKSG43	0.62425
METTL1	0.8805
MFSD3	0.5647
PSPH	0.52275
CLCA3	-1.941
DARS2	-1.2705
CDC25A	-2.22733333333333
BAIAP2L1	-1.3615
B3GNT5	-0.531125
USP29	0.575
ARHGEF10L	1.666
ATOX1	-0.3805
ADAM30	0.14375
DNASE1	-0.38425
STT3A	1.516
RAB6IP1	-0.58
PTN	3.8213
C1orf106	-1.24076923076923
HECA	1.06775
RNF122	1.23675
SLC22A18AS	1.59716666666667
GNG8	0.863666666666667
ELP4	-0.7385
FAM65A	0.999833333333333
RPL10A	-1.51633333333333
IRS4	0.5355
MACF1	0.5715
SEC24D	-1.239
LOC374395	0.065
TGFB2	-0.721375
MDFIC	-0.934375
CHRNE	1.30666666666667
PCMTD2	-0.136333333333333
ATP6V0D1	-0.944
MTA2	2.20875
LZTR1	-0.370166666666667
RAP1A	-1.53966666666667
AXIN1	-0.196375
POLR1C	-0.82425
TRIO	-0.428583333333333
PLXNA4A	0.0806666666666666
C5orf33	-1.604
DEPDC1B	-3.093375
ZNF473	-0.628166666666667
MTM1	-1.738375
GPR107	-0.369166666666667
CSNK1A1L	-0.533166666666667
FLJ14154	-0.66825
NLRC4	2.6255
ENPP4	-0.606833333333333
PADI3	-0.6135
RNF170	-1.662125
CG018	0.168666666666667
C16orf7	0.1795
KCNE1	1.90075
NRM	-0.560833333333333
SLC37A3	-0.632357142857143
TPD52L2	-2.40916666666667
UNC5B	-0.025
C12orf12	0.734166666666667
SDHB	-2.4305
CLRN1	0.29075
NUDT10	-0.815
UGT3A1	0.744428571428571
FBXW8	-0.89675
RHOF	-1.124625
PTPLAD1	-0.471
MYO3B	-0.279333333333333
DERA	-1.86675
TPP2	0.0285
C19orf53	1.62766666666667
GINS3	-1.26625
ST6GALNAC5	-1.043
CHSY1	-0.116
MGC15705	0.2095
GPR83	0.9875
EXT2	0.025375
DOLK	0.6025
TUBAL3	0.1785
ACVRL1	2.45611111111111
ABL2	0.261583333333333
C14orf156	0.4255
PTPRZ1	-0.49925
DIP2C	0.091875
LAMP1	0.9475
RXRA	0.5449
MAP3K5	0.15575
ALKBH1	-0.507
PDLIM7	-0.0265
ARL14	-1.9245
SNIP1	-1.22766666666667
TIMP3	1.03475
RGS3	-0.140666666666667
SPAG16	-0.205
ABHD4	-0.054
ARHGEF12	0.85275
GLUD2	-1.6605
RAC2	-0.8846
UAP1L1	-0.0525
SLC18A3	0.5455
YOD1	-1.69241666666667
RALY	0.02175
HMOX2	0.592
DGKH	-0.4625
DBNDD2	1.66133333333333
YIPF4	-1.2385
THAP10	-1.14175
ZNF513	0.18475
HAGHL	1.02966666666667
ITGB4	2.1065
CCDC141	-1.216
YTHDF3	-1.2665
C5orf28	0.08875
RPL7L1	-0.4605
TMEM30B	1.62907142857143
ANKRD35	2.7725
DUOXA2	0.153
TBC1D5	0.54675
DFNB59	0.329
HRH4	1.67475
MYO6	1.6915
DNAJA4	2.97
RBM24	-1.471875
CEACAM20	-0.26275
RBM23	-1.54428571428571
NGFB	0.4645
C1orf63	-0.8625
KRTAP7-1	-0.215
PERLD1	1.61675
NPB	0.1185
C17orf59	0.1996
HSPBAP1	-0.403
SLC15A4	-1.00125
PRTFDC1	-1.79325
OSMR	-0.516071428571429
CYSLTR2	-0.5975
C19orf25	1.5028
KIAA1797	-0.5815
NLRP6	0.0335
FAM105B	-1.2802
SCRN2	0.535333333333333
LRRC58	-1.7933
RNF17	0.738375
NEIL3	-2.8915
FAM137A	2.189
SKP2	-2.509
PARVA	0.474333333333333
PKLR	-1.2135
RNF34	-1.453875
A3GALT2	0.6805
C12orf50	1.00875
SUNC1	-1.3445
FAM102B	-0.235333333333333
CCT2	-1.99025
LRRC37A2	0.8635
ARF4	-1.9565
SIKE	-0.657875
C8orf48	-0.603666666666667
MBTPS1	-0.691714285714286
GPSN2	0.8265
NCF2	2.76775
SLC12A6	-0.221333333333333
MRPL48	-0.21125
HMGN3	-0.770166666666667
LRRC62	-0.1055
PAX9	0.533
FAM55A	0.238
C20orf42	-1.5095
SCML2	-1.08875
BCL9	1.2975
FAM40A	-0.32175
C9orf41	-1.51433333333333
ZNF774	-0.6765
LETM1	-0.9135
PLXNB1	0.211333333333333
NIPSNAP1	-0.892625
USP10	-1.197
F9	0.13175
LIPE	3.31425
CNGB3	-0.469
C12orf52	0.070625
PI4K2A	-0.311375
MED8	-0.4155
STAT4	0.6258
FGD4	0.3905
RNF145	-2.351
WDR32	-1.548375
CLDN2	0.879666666666667
TCEAL8	-0.94225
ZMYND8	0.147777777777778
PDXK	-0.1490625
GATAD2A	1.6395
PTGES3	-0.9985
CCM2	0.021
TAP1	-0.48925
ZNF670	-0.90825
ETS2	0.216642857142857
C6orf166	-0.280333333333333
PRMT2	0.0298571428571428
OR4B1	-0.0445
INTS8	-0.3155
CCDC102A	0.191
CCDC83	-0.5645
ITGA1	0.1723
EPHA5	-1.81566666666667
FAM24B	-0.404666666666667
TSGA10	0.74925
HAL	-2.253
MYOT	1.103
SPACA3	0.33625
BCL2L2	-0.643166666666667
CUGBP2	-0.579
CCNB3	0.26525
RNF113B	-0.93975
MERTK	-0.01725
BAG1	-0.06675
VPS36	-0.2325
ORMDL3	-0.0148
C1orf190	1.89125
ZNF625	-1.06525
CORO2B	-0.85675
ALOX15	-0.8435
CST1	-0.384
NUPR1	3.23833333333333
CCL7	0.117
SMCR5	-1.889
DSC2	0.0235
RBMS2	0.13775
GRIK4	1.0375
TRIM65	-0.5124
TMPRSS6	0.132083333333333
TP53INP2	-1.43475
GLB1L	0.0761666666666667
LOC388284	0.314
PUS1	-0.058
BCL9L	-0.7565
OLFM1	-1.22275
RET	1.48325
MASTL	-3.0415
ALX3	2.8165
IL1RL1	0.528333333333333
ZNF765	0.0542
C14orf138	-1.9105
SNX10	1.44083333333333
TAC4	0.304
C1orf64	3.61725
POGK	0.136
MAPK9	-1.606
ZNF366	1.116
C8orf79	1.0163
CLDN7	1.24925
OR5AT1	0.48
TRIM37	-3.22575
LRRC25	1.503
GRHL2	4.2354
TEKT3	1.1215
LASS5	-1.80983333333333
ABCC4	-2.8131
DLG3	0.817125
VGLL1	1.2975
ZFP36L2	2.77116666666667
MFRP	0.432833333333333
KIAA1799	-0.59075
FLJ44379	0.472
PCNX	-0.04825
ANXA9	-0.1115
CYP4V2	-0.4364
PIK3C2A	-2.20375
SRR	-1.196
NOL3	-0.296
IFITM2	0.9065
ARNTL2	-2.18625
ZNF595	-0.524
NLRP13	0.203
ASPH	0.464875
CPA2	1.0975
PVRIG	-1.02933333333333
LEPR	0.0556666666666667
C16orf42	-0.160833333333333
SH3BGRL	0.04825
FAM77D	-0.3502
FNDC7	-1.992
C9orf6	-0.367666666666667
NOTCH2NL	1.069
PGBD1	-3.2036
SYNGR2	0.058
PITPNA	-1.152125
PRPF4B	-1.3475
SLC43A3	-1.23735714285714
NRBP1	-0.689
SLC25A22	0.7675
ILK	-0.825
SLC22A8	1.476
MRPS7	-0.336625
PITX2	-2.89733333333333
FABP3	-0.392
OR1L1	0.6045
LOC728215	-0.241
BLID	-1.093
KIAA1217	2.92464705882353
TFPT	0.9275
AP4B1	-0.525
VBP1	-3.067
OR1K1	1.147
MORC3	-0.16775
BHMT2	-1.28083333333333
C3orf10	-0.295375
FZD7	1.94083333333333
WFDC10A	0.415
PMS2CL	0.1935
CCDC32	0.0485
FA2H	-0.971
ALG13	0.1085
TTLL7	-1.3915
SPOCK3	-0.645666666666667
SLC13A2	0.4255
AIM1	1.243
GPRC6A	0.6545
EGR2	3.24475
MED11	-0.19525
WWC1	1.45225
SH3GL3	-2.41333333333333
RIF1	0.0239285714285714
PRLH	0.518
VLDLR	-3.291
DBT	-0.584384615384616
C21orf63	-0.22525
CGGBP1	-0.712625
KRTAP12-2	1.171
TADA3L	0.861125
ZBTB16	5.23925
PDGFB	1.086625
RFX1	0.6715
UQCRB	0.1742
LOC133874	4.631
HPS3	-1.563
LGALS3BP	1.5059
DKFZP564O0823	1.43435714285714
MRFAP1L1	-0.30375
HOXA10	-1.3296
NGB	-0.00599999999999999
KIF21A	0.973538461538461
IFLTD1	0.909
LZTS1	0.637125
ARHGEF3	0.705
RHBDL3	-0.5095
CSNK1G2	1.23008333333333
ChGn	-0.885375
KIAA1244	0.672166666666667
GABRB2	1.2975
MGC72080	-0.603
CD27	4.06475
EGLN1	-1.9153
PEX13	0.69375
RWDD3	-1.15
RNF12	-0.884666666666667
GRIN2B	1.259
ADAMTS14	-0.724625
DYDC2	1.38716666666667
ATP6AP1	0.2034
NR1H2	0.823833333333333
PDK2	-0.08175
C3orf17	-0.602
SLC38A2	-0.3035
SLC25A29	0.510833333333333
C15orf29	-1.311375
ADAM9	-2.18563636363636
TMUB2	-0.265625
GPR176	-1.17575
AGK	-0.559
MCCD1	0.0395
NDUFA4	-0.623
TMEM146	0.3675
DUSP1	1.450625
UNQ6975	0.506
EMX2OS	1.96275
INSM2	-0.151
LUZP4	-0.218333333333333
SETD6	-0.96875
P2RY2	2.4885
SLC45A2	-0.6025
RABGAP1	0.550166666666667
UBXD5	0.819875
GPRC5A	0.899
PAK3	1.527
LOC63920	-1.70125
TGFBR1	-0.369
KRTAP6-3	-0.09775
SFMBT2	-0.536666666666667
CDC42	-0.190875
C11orf35	0.773
TTLL2	-0.13
UACA	0.88825
CD97	-1.1817
SETD5	-0.480125
NINJ2	-0.603
PTER	-1.00433333333333
POMGNT1	-0.1225
KRTAP4-2	-0.497
ECGF1	1.775875
HRB	-1.48127272727273
ATP1B2	0.5647
LOC400506	-0.00924999999999999
COL4A3BP	1.48525
C6orf97	1.2215
GRHPR	-0.785125
TAS2R1	1.0235
SEMA7A	-1.38666666666667
EDF1	0.5415
ODF2L	0.1353
PCID2	-0.270166666666667
GTF2H4	-0.561
ZCCHC3	-0.504875
CGB2	1.2575
NEUROD1	0.582333333333333
C20orf75	-0.2225
RP5-1054A22.3	2.307
IFNA5	-0.2455
ZNF134	-0.404909090909091
MGC119295	0.1543
ZSWIM6	-0.675
SMEK1	0.708166666666667
PCGF2	0.66175
C1orf102	2.94275
CYP2A13	1.5025
KCNH6	0.0699
MDM1	-0.7645
ALDH7A1	-0.713833333333333
C9orf75	0.1175
VDAC3	-1.636625
OR51T1	-1.447
EIF3F	-1.74225
KCNJ10	-0.905875
LENG8	0.929
EDEM2	-0.0291666666666667
CCNJL	0.925833333333333
DHX37	-0.011
CRYGN	-0.717
AATF	-1.125625
ZNF630	0.575125
E2F5	-2.6825
WFDC13	-0.890333333333333
FTSJ3	1.618
C4orf33	-0.96725
LHFPL4	-2.1045
C19orf56	-0.990166666666667
SMAD4	-1.257625
AFM	0.167833333333333
G0S2	-0.09525
FCHSD2	-0.1051
RRP1B	0.00260000000000001
EEF1B2	0.300333333333333
STAT6	1.37483333333333
ZNF195	0.50525
GNL1	-0.686666666666667
ZNRF2	-0.491
PER3	-0.729
ASB16	0.73775
C10orf10	2.16221428571429
ADCY8	-2.178
C9orf58	0.620166666666667
ARMC10	-0.4195
PSG1	-1.306
DHX34	0.135
VARS2	0.512375
NFIC	1.2555
ITPR2	-0.247
AGXT2	0.2976
OR6K3	0.794
H2AFZ	-2.29541666666667
MLLT3	-0.110666666666667
COX4I2	1.35975
CCNT2	-1.2215
PLK4	-2.57625
NUMBL	-0.0965
MED16	0.5875
PLEKHQ1	1.60875
GOSR1	0.399277777777778
BTG4	0.47125
RPL30	0.830083333333333
IGSF5	-0.83275
IGFL2	-0.533333333333333
ELMOD2	-0.516
SHC3	-0.636
HAVCR1	-2.9535
DYNC2H1	-0.38275
RNF5	-0.691166666666667
C2orf7	0.4815
NLF1	4.313
KLHL25	1.8465
LRP10	0.3977
KRI1	1.27675
PUS7L	-1.21233333333333
MGMT	0.548
HOXD1	-0.9004
CSH1	0.6182
ATG16L2	-0.30025
FLJ44635	0.0525
CHODL	0.17425
EXOSC8	-1.91425
SLC28A1	1.481
MYO7B	-0.9905
SEH1L	-0.2645
MTNR1A	0.0301666666666666
TSPAN5	0.8275
CDC45L	-3.22466666666667
AMIGO1	0.005
ATAD3A	0.872125
OSGIN2	0.144166666666667
PDIK1L	0.165833333333333
DARC	3.64225
PIPSL	0.7075
SHMT1	-1.6255
CRISP3	0.384
POPDC2	1.847
ZRANB2	-0.697833333333333
FBXL8	2.9295
TRIP13	-2.47318181818182
EIF5AL1	0.1205
POU5F1P3	-1.96683333333333
IL6	-0.598833333333333
CXorf38	-0.477333333333333
IFNA16	0.2705
FBXL2	1.85566666666667
BRD1	0.3395
STATH	0.98625
FBXO44	0.896333333333333
MCCC2	-1.323
CDC2	-2.3071
C5orf23	-2.202
IVD	-0.9602
C10orf122	0.06
MSL3L1	-0.8886
MVP	0.0115
EPOR	-0.0256
ZMYM1	-1.28983333333333
BCL7C	1.48716666666667
PSTPIP2	-0.3898
LYPD1	-0.544875
OR8G5	0.495
ZP3	0.421666666666667
BCAS4	0.546083333333333
EDG6	2.71325
ISY1	-0.967
PRAMEF2	-2.084
CUL1	-0.783
RNF213	0.0271
CCRK	1.16025
DHX9	-0.98325
C13orf29	1.971
NCKAP1	1.45983333333333
MRPL43	-0.00857142857142857
XPR1	-0.75925
PKN2	2.006
PODNL1	0.1315
ZNF333	0.23325
DALRD3	-0.57625
OPN1SW	0.905
BTBD6	0.50325
C11orf82	-2.7095
OR5P3	0.7415
DUSP11	-0.892
L1CAM	-1.115
NEK11	1.11
OR7E91P	0.582
CNTN3	0.843444444444445
CREB3L2	0.86675
ZBTB37	2.193
KIAA1324L	-0.709
NDUFB10	-0.0965
NUDT2	-1.032
GTPBP8	-0.34675
CACNA1D	-1.0895
PRKAA2	-0.328666666666667
PRDM8	0.1135
MGC16075	-1.1075
KRT14	2.46242857142857
PP8961	1.609375
MRPL18	-0.232
ABCG2	-2.092
PACRG	2.4195
BBS2	0.15475
KREMEN2	2.25
FBXO21	-0.97575
HNRPUL1	0.789666666666667
GRB10	-0.16975
CLSTN1	1.738125
LMAN2	-0.7092
C17orf61	-0.63375
NIPSNAP3A	-1.085
INSIG2	-2.68766666666667
PCDHB7	0.468833333333333
STXBP2	-0.207
CMAH	-0.462727272727273
SEMA5B	0.84375
ZNF155	-0.640166666666667
COQ6	-0.985333333333334
PRPF4	0.93375
TSPAN15	1.2825
VN1R5	0.426666666666667
LATS2	-0.1855
SELK	0.49075
PGK2	-0.0926666666666667
MS4A1	-1.53514285714286
TYW3	0.1987
KRTAP5-1	3.28725
RCCD1	-0.318
BTN1A1	-0.056
DDX28	-0.15075
TMEM65	-0.00537500000000013
LOC92345	0.51475
TTC31	-0.474
WDR46	-0.715666666666667
CHP2	-1.0016
LSP1	1.033875
ZNF542	-0.1955
EXOSC1	-0.647
ARHGAP18	-0.0336666666666667
LRRTM4	-1.384375
MAOB	3.8815
CACNB4	-0.974333333333333
MGC33846	2.91675
RANBP3L	-0.80925
ATP5L	-0.553125
ONECUT1	-2.75
NUDT9	0.95475
TMEM149	0.771
STX17	1.1365
IGSF10	-3.4245
TMPRSS9	-0.6305
BMPR2	0.917727272727273
ALLC	0.5915
KLF7	-0.447125
GCC1	0.1703
TIMM9	0.00924999999999999
CDO1	0.543833333333333
MGC10701	0.850166666666667
IFI6	1.964
FRMD8	0.5735
MGAT2	-0.65375
WBP5	-0.750666666666667
CNIH2	1.70566666666667
KIAA0907	-0.9769
KCNH8	-0.015
CTSG	-0.495
GRIK1	0.3505
CUL5	1.130375
FRMD1	0.6425
OR9A4	1.641
SYT6	-0.796
FOXD4L2	0.7685
ANAPC2	-0.763833333333333
OPN5	2.1745
TAF13	-0.93875
LYG2	-0.41
GGNBP1	-0.1735
C11orf40	-0.0385
OTX2	-0.9915
REG4	-0.178
EIF5	-1.14925
PALB2	-1.2065
SEPSECS	-2.7257
RNASE3	-0.233
TRIM49	-2.272
POLR2K	-1.1113
GPR42	0.1565
C8B	-3.67925
SASS6	-0.02675
PREB	-0.44
OR3A3	-0.341
TUBA8	1.0685
IGLV2-14	-0.86275
STIL	-2.7065
ANKFN1	-0.0161666666666667
NME7	-2.6595
HOXC12	0.36825
UBE2C	-0.63475
FHOD1	-0.548625
CDK2AP1	-0.97725
OR6K2	0.803
DHPS	-0.3355
RPL5	-0.830083333333333
TRGV5	0.493
LOC541472	1.139375
HCCS	-1.8429
DENND1B	1.0875
LHX3	0.995
OR5D16	1.062
CXorf57	-1.9832
IRF2BP1	2.13275
NDST2	0.085
LCE3D	0.5455
BOLL	0.166571428571429
SYT3	-0.024
PIH1D2	0.8075
C20orf7	-0.571166666666667
IL1R2	-0.345833333333333
SLAMF9	1.4415
PPME1	0.55775
PIK3CA	-0.1845
TRAPPC1	0.05
COLEC10	-1.51066666666667
SLC9A6	-1.5036
PDDC1	0.34725
CCDC53	1.408
GK3P	-1.5955
DAZL	-0.862
BRI3	-0.6865
SDK1	-1.10714285714286
CYP2C18	0.3845
IFI44L	3.40475
RPL3L	0.528
FUT9	-0.7806
KIFC2	1.092
PMP2	-0.39
SLC4A9	0.4855
PLAG1	-2.28666666666667
MYCBP2	1.55733333333333
OR4E2	-1.733
CCDC65	0.08675
C16orf82	0.145285714285714
ENTPD4	-1.388625
BRP44L	-0.9325
PMP22CD	0.24175
TMCO4	1.92333333333333
KCNN1	-0.231833333333333
WDR35	-1.1995
CCDC80	1.966625
C3orf31	-0.30125
SLC7A9	-1.4065
TMEM190	0.27775
DBC1	0.3735
FADS3	-0.884833333333333
PDZD8	-0.638833333333333
GRM5	0.541625
AZGP1	3.998
PEX3	-0.972
MED1	-0.142142857142857
ATG4C	-1.65816666666667
HNRPH3	-0.977125
FAM109B	1.0825
C4orf17	0.653
CA10	-0.343333333333333
OPRD1	-0.405
CCL16	-0.6005
SACM1L	-2.59025
CST6	6.85975
CD63	0.7329375
LGI1	-1.47133333333333
ZNF784	2.8215
CRYBB1	-1.185
CX3CL1	2.49645
TOP2A	-2.864875
GYPB	-2.61983333333333
GADD45GIP1	1.287
FEN1	-1.02425
IGF1R	1.8080625
WDR72	-2.231
PURG	-3.5175
DEFB126	0.1665
PKD1L1	1.303
CAV1	-1.8008
GNPDA2	-0.5301
DGAT2	-1.19825
NLGN1	-2.1065
STRBP	-0.216875
HPRT1	-0.095
FANCI	0.69725
PSMA7	0.602375
DBF4B	-0.236166666666667
TTF1	-0.896
RAD54L	-0.885
ELOF1	-0.36225
PLAGL2	0.846875
ZNF256	0.86975
HMGCL	-0.58175
MSI2	-0.23
RPESP	0.713833333333333
C11orf60	-0.496
ABCD1	1.743
ACAA1	0.4376
SPARCL1	5.83578571428571
IL6ST	0.7035
ZNF319	0.035
TMEM109	-0.5682
FAM90A1	0.885833333333333
IL22RA1	-0.7305
ATP4B	0.3515
TEC	-2.5035
C7orf30	-1.64725
TXNDC2	-0.418833333333333
ABCB4	-3.04425
KIAA1191	-0.398125
C9orf38	0.5435
SFTPB	0.163666666666667
CNTNAP2	-1.29358333333333
FRK	-0.621
TBX19	0.7235
CHD4	-0.3375
C6orf26	-0.145833333333333
MOSC2	1.51825
IKBKE	-1.199
HIF1A	-1.49816666666667
LOC595101	0.00700000000000001
RELA	0.584333333333333
TMEM16B	-1.03133333333333
ABHD12B	-0.27075
TSEN34	0.17025
KIF18A	-4.75825
TXNDC9	-2.12433333333333
SPATA2L	3.045
SEMA4G	-0.4295
C21orf91	-0.723125
MATN1	-0.078
KCNIP4	0.369
TUSC1	1.877125
OR4C15	-0.58375
ARMCX6	0.362416666666667
