Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
FLJ45557	1.03575
ZDHHC17	-0.47125
KIAA1429	1.5645
KCNH1	0.762
VNN3	0.918375
PSMAL	1.521
PPARD	-0.052375
HFM1	-1.60875
YBX1	-1.4805
ZNF695	-1.7875
SCTR	0.3945
DCDC1	-0.4365
VPS26B	0.5646
MTF2	-0.922166666666667
ATP6V1F	-0.1275
CCDC94	0.06825
PERF15	0.3375
CCL11	2.8545
LMO7	0.094875
DCST1	0.554
ADRBK1	-0.13075
CDRT4	0.0775
ZNF84	-0.577
HOXD8	0.8215
STARD8	-0.260333333333333
FOXP2	-0.840625
CCDC103	0.4565
POLR3A	-0.6552
GSC	1.04166666666667
ZNF114	-2.815
HTR7P	0.5945
LALBA	0.122
RMND5A	-0.4365
PSCD2	1.24425
ZNF409	0.036
KRTAP1-3	0.3495
MAF1	0.022
LOC201725	-1.53316666666667
NRN1	-1.93725
SPAG5	-3.26433333333333
DNAH7	2.7365
FLJ43860	0.0795
BRCA2	-1.7185
ACADM	-0.272375
CXXC6	-3.50275
RAGE	-0.507875
CHMP2A	0.45375
FAM8A1	-0.0169
GPR21	-0.084
SLC12A3	-2.91016666666667
FVT1	1.05328571428571
ZDHHC7	0.402375
FLJ44048	1.5855
SLC44A3	1.8035
SDSL	0.774
MMP8	-1.277
PLA2G12B	-3.88966666666667
ACY1	-0.84625
MT1E	0.09
OR4K15	-0.1285
TECTB	-0.389
GPR20	0.017
IRAK2	-0.19375
RFPL3	-0.502875
MYO9A	0.361
NARG1L	-0.743083333333333
BLMH	-0.89675
CCDC3	2.8415
C9orf21	-0.519833333333333
KIAA0513	0.684666666666667
MIER2	-0.0373333333333333
PNMA2	1.46891666666667
SH3BP2	0.5216
ANXA10	1.66025
RTN2	0.7415
TFB1M	-1.747
PRPH2	3.993
C14orf133	0.29475
GOLGB1	1.20091666666667
IRX4	1.04875
NFKBIL1	0.350666666666667
C10orf62	-0.4085
APBB3	-0.32675
RPS10	0.368
LOC728378	1.14775
TLE3	1.15966666666667
PSMB7	-0.95525
MESDC1	-0.3705
SLC6A1	0.773833333333333
OCLN	1.49733333333333
PTTG3	-2.669
NAGLU	-0.02225
SERTAD4	2.379625
SPRY1	2.05925
FLJ10781	-0.319583333333333
MYSM1	-0.58425
TRIM4	1.39057142857143
SH3YL1	1.328
TREM2	4.436
SERPINI1	-0.13725
HDHD3	0.77625
TMEM38A	0.100875
EID2B	-0.79425
TDRD3	-0.0911666666666667
SEDLP	0.69125
THSD7A	1.94366666666667
NDST3	-2.1585
KLHL15	-0.171583333333333
DHRS12	1.5935
FBXO9	-0.539642857142857
TNPO1	-0.324333333333333
MRPL13	-0.922333333333333
SNX5	-2.57166666666667
METTL6	-0.862
SOD1	-0.75175
CHML	-1.65866666666667
PACS1	1.015
SIRT5	-0.842
CAPN2	0.54
FXYD5	0.712333333333333
TWISTNB	-0.21875
LRFN1	0.818333333333333
UBE1L	1.613375
UBE1C	0.0415
OR51B2	-0.085
OR4D11	0.3375
C15orf2	0.155
NR4A1	0.882833333333333
LOC339047	-2.11975
TRIM17	1.582875
ATP5G3	-1.073
RPL15	-0.217583333333333
ADAMTS8	-0.40125
HOXC4	-0.42
C14orf37	2.694
CEACAM5	-2.029125
MYT1L	-0.378833333333333
RASA2	-0.095125
OSBPL7	-0.641
STAG1	-0.336
GIMAP4	5.14033333333333
FUT3	-1.38783333333333
PIF1	-3.454625
LPIN2	0.5329
SH3PX3	0.6465
PDP2	-0.3495
PAPD1	-0.587375
ERP27	1.9325
APOOL	-0.1317
DIABLO	-0.2025
TRHR	0.124125
ARMC9	0.657625
RNF152	2.7815
SLITRK3	0.224166666666667
ZNF211	0.1177
PFDN1	0.037
RGS11	0.922125
HS6ST1	0.866
AKR1D1	-1.34375
TNP2	0.142166666666667
STK31	0.249833333333333
EML4	-1.40591666666667
SGTA	-0.394833333333333
HIST1H2BI	-0.979333333333333
PSMD6	-1.87133333333333
KIAA1257	1.30475
C18orf55	-0.418666666666667
FLJ20273	2.73525
RPL28	-0.0186666666666666
EPYC	2.488375
NOX3	-0.203
ELAC1	0.5195
METT11D1	-1.085
BIN2	0.234833333333333
NACA2	0.2695
CCDC17	-1.0475
HM13	-0.8003
UBOX5	-0.446875
UBE2O	-0.834875
UBL5	-0.5495
APOLD1	2.046375
C9orf31	0.352
TNFSF8	0.4035
ARHGAP29	1.516625
PROKR2	0.316
PDE5A	0.362333333333333
C6orf12	-0.5835
TOM1L1	0.4895
WHDC1	-0.080375
FOXI1	1.07633333333333
RAB4A	0.9829
TMEM39B	-0.3285
ATPBD1C	-0.796
FARSA	-0.778833333333333
PLEKHG5	0.9845
CMAS	-1.05566666666667
OR7E24	-0.7355
SLC30A1	0.71275
CDC42EP5	1.50883333333333
PLAC1	1.3135
KLHL18	-0.397416666666667
LBA1	1.3157
TAZ	-0.62175
CRIP2	1.117
BTBD11	-1.27283333333333
C16orf72	0.44875
DIO2	1.7448
LRRCC1	1.0605
CCDC136	-1.9955
PRX	0.393125
RBM5	-0.0986
TMEM85	-0.450875
TUBGCP4	-1.9355
APLN	0.714375
CDK7	0.0996666666666667
SSR2	1.323
CRELD1	-0.6765
C19orf46	2.129
GAL3ST4	1.03316666666667
KBTBD10	0.483
IL28A	-0.1355
WDR27	-0.545
MCM2	-1.64016666666667
SOX14	-0.5655
FLJ39743	-0.587
KIAA0922	-0.187125
HIPK4	0.595
FLJ25758	0.491
C16orf57	-0.819166666666667
PDZD2	1.383125
MCC	2.63775
HHLA3	-0.0678
ID2	0.1255
C20orf23	1.412
ZNF688	1.9485
APOC2	-1.4485
LOC440093	-0.3875
FAM50B	2.071
PWP1	-0.5285
DNAH10	-0.53125
HIST1H2BA	-0.403333333333333
GPR56	0.5985
METAP2	-0.811875
PAN3	0.444833333333333
STXBP4	0.217
PDHX	-0.286
MTA1	-0.0425833333333334
ZBED4	-0.027625
ZNF720	0.463
CDK2	-1.96875
RHOJ	1.0755
CDC37	-0.310833333333333
ZER1	0.415125
GRK4	-0.21575
PRPH	-0.085
POLR2A	0.0295
OGFOD1	-1.54525
NOL5A	-1.821
PHEX	-0.5605
FLJ16478	0.0635
C20orf117	-0.791
CAMTA2	-0.1105
C11orf74	0.666333333333333
DDX17	0.2605
C5orf27	0.127625
PLEKHA2	-0.6335
PDE4DIP	0.5985
SCN7A	0.975
ZNF559	-0.23
CXCL10	3.8335
ZMYM4	0.168333333333333
STK32B	1.79933333333333
KIAA0888	-0.1445
TACR3	0.5725
CKAP2L	-2.2745
KIF1A	-1.60633333333333
RSPRY1	0.37925
VCAN	2.06425
CYP27C1	-0.347
SYDE1	-0.785833333333333
MED12L	-0.55675
ZDHHC21	0.70375
NHS	0.6075
TM9SF3	0.640666666666667
DDHD1	-0.83125
MAFG	-0.662
BICD2	0.1849
C14orf119	-0.132166666666667
C14orf43	0.24
CDH7	0.975
ALKBH5	-0.192428571428571
JUP	1.4675
TMEM41A	-0.209
MAMDC4	-1.938
CBX3	-0.284125
LRRC18	0.6115
RBMXL2	-0.1285
PLA2G4D	0.380666666666667
FGF13	2.104875
KIF3A	0.796333333333333
PDIA6	-0.93875
DCXR	-0.982
CASKIN2	-0.0370833333333333
EHD1	0.839833333333333
MARCKSL1	0.134666666666667
ZNF496	0.2835
SCAF1	-0.0378333333333333
KCTD8	-1.01475
TRAF3IP3	0.962785714285714
LSR	1.084
CXorf1	0.0445
C14orf112	-0.0901666666666667
EIF2B1	-0.3515
OMP	0.3315
GSTZ1	0.152
LOC92017	1.25225
ISLR2	2.568
C12orf36	0.1625
GATA2	-1.084
GABRA5	-2.038
CELSR2	-0.539357142857143
STAM2	0.4067
TNAP	0.2005
PTPMT1	-0.8885
GRP	8.0395
SV2A	-1.52366666666667
MAGEA12	-4.3995
CACNG1	3.637
C18orf19	-0.69075
GSG1	-1.006
PTPRJ	0.1105
FRMPD1	1.0665
ZNF668	0.591
PLEKHJ1	-0.798875
ADAT1	-1.0405
TMEM50A	0.4622
UCN3	-0.099
HOOK1	1.4115
IL17B	0.258
MLKL	-1.01666666666667
TTC14	-0.885333333333333
KLHL5	0.8355
CRYL1	0.220333333333333
FOXH1	-0.44
NFYB	-0.271375
PPM1G	-0.47875
GOLGA2LY1	-1.14325
NMT1	-0.14975
HADHA	0.00759999999999998
CHSY-2	2.68275
PLEKHF1	0.932142857142857
SAGE1	-2.3305
MUSTN1	0.2585
SUHW4	0.82175
TFEB	1.72633333333333
ZFYVE27	-0.23925
ATG12	-0.319
BMI1	1.77821428571429
ZIM3	-0.2465
MYH4	-0.00624999999999999
MASP1	-1.0855
KIAA0984	0.302
RPAP2	-0.31625
ASB5	-0.18625
BOLA3	-1.783
MIA3	1.5725
KRT35	0.6275
KIR3DL3	-0.823
MRPL51	-0.72
SEMA3F	0.992666666666667
NDUFB2	0.0551666666666667
LOC253012	0.859
FAM46C	0.0988
G6PC	-1.954625
CSAG3A	-4.92866666666667
PREX1	0.779
SLC25A45	0.2665
MAPKBP1	0.3067
CPE	0.3464
GNB1	-0.509875
CXCR6	2.744
TRIM46	0.4615
C16orf3	0.522
HPSE	0.300125
TIGD3	0.5985
SPG3A	2.467
LCAT	-1.67933333333333
ST6GAL1	-0.287111111111111
POMC	1.18275
FLJ36031	0.468833333333333
NSMAF	-0.658
SKIL	0.5235
ADSS	1.26333333333333
HMGCS1	-1.3996
POLR3F	-0.487833333333333
RAB10	-0.1045
ZNF277P	-0.067125
ZBTB7B	0.832625
DHRS1	0.600375
ABCC13	-0.039375
CNOT3	-0.03125
NFKBIA	2.4625
GAK	0.100333333333333
SFT2D2	1.07333333333333
HOXA6	-0.311
CRTC1	0.409875
LY6D	0.784
C20orf72	-1.09366666666667
CPT1A	-0.22775
LMO1	-2.0395
EIF3I	-0.345
PRB4	0.16025
MCM3APAS	-1.963625
C20orf132	-0.1139
FOXF2	-1.98975
S100A12	0.095
MLH1	-0.3965
ACTN1	1.0111
MRPL36	-0.855833333333333
C20orf106	-0.80625
FBXO6	1.01866666666667
MKS1	-0.0891666666666667
CX3CR1	0.204625
PDE1B	0.8145
PLP1	-3.545
KISS1	0.442
C14orf2	-0.763
TBC1D3P2	-1.01
COMMD6	0.7604
ANKRD7	-1.95525
PTCHD1	-0.201875
NARS2	-0.90675
DOCK7	-0.555
FAM127B	-0.2055
LOC390243	0.156833333333333
N6AMT2	0.164
ZNF391	-0.893
DNAJB14	0.363166666666667
WRB	-0.139
BPI	0.522916666666667
TTC4	-0.152833333333333
FAM10A5	-0.0035
GOT1L1	0.1361
MAGED1	1.0015
RESP18	0.212
WFDC6	1.427
MT2A	-1.4735
C11orf56	0.49625
KIAA1432	-0.382
ROR1	-0.74425
HSD17B14	1.72833333333333
ZFAND2B	0.043125
SAMD4B	0.3955
HEXA	0.07875
HNRNPU	0.196136363636364
USP39	-0.6595
NRD1	-0.46075
R3HDML	0.226
FLT4	0.850666666666667
OMG	-0.202333333333333
OR52N4	0.4185
LOC399818	-0.829
ELA2	-2.19625
VENTXP1	0.028
RFC5	-1.582
OR52L1	0.472
PAX5	-0.2085
FBXO2	0.62025
GMEB1	0.1855
AKT3	-0.0148333333333333
CRB1	1.27666666666667
CTTN	0.657666666666667
UTP15	-0.350833333333333
HSBP1	-0.58325
PHF11	1.37575
NDEL1	0.04
USP8	-0.53075
BAIAP2	-0.1555625
SI	0.2245
ARSJ	0.449333333333333
BAAT	-3.1705
KCNS3	4.0865
LOC126147	-0.444666666666667
TMEM37	1.509
C1orf162	3.36083333333333
MBD1	0.2339
ITGAL	1.226
WDR73	-0.609166666666667
GKN2	0.305
ARFGAP1	-0.93575
SLC5A8	0.851833333333333
ZBTB40	-0.1819
CYP4B1	5.29566666666667
LYPLAL1	0.478
CHST3	0.03475
MAP3K9	0.159
BTAF1	-1.26666666666667
TFAP2E	-0.4245
RBM35B	-0.248
LOC441251	-0.234166666666667
ANKRD25	-0.138833333333333
UQCRC2	0.362
MAEA	0.0215
HYAL1	-2.2953
RNPEPL1	0.380833333333333
CPSF2	-0.601714285714286
PSD3	0.604
ABCA13	0.120375
AGR2	3.944
GBX1	-1.543
HDLBP	0.834928571428571
ACY3	-0.8185
HECW1	-0.621
ZNF519	-1.32075
HOPX	3.11875
ZNF304	0.938
OR12D3	-0.228
FKSG43	0.50825
METTL1	0.033625
MFSD3	-0.1345
PSPH	-0.52425
CLCA3	-0.314
DARS2	-0.8535
CDC25A	-3.052
BAIAP2L1	0.77775
B3GNT5	-0.15375
USP29	0.523
ARHGEF10L	1.4496
ATOX1	-0.413125
ADAM30	-0.04
DNASE1	-0.67875
STT3A	0.228166666666667
RAB6IP1	0.29225
PTN	4.5456
C1orf106	-1.48
HECA	1.31675
RNF122	0.4725
SLC22A18AS	-0.3775
GNG8	0.0606666666666667
ELP4	-0.365
FAM65A	0.269833333333333
RPL10A	0.237333333333333
IRS4	-0.9025
MACF1	1.2333
SEC24D	0.1675
LOC374395	0.625
TGFB2	1.777125
MDFIC	0.939875
CHRNE	0.257
PCMTD2	-0.241666666666667
ATP6V0D1	-0.0805
MTA2	0.18425
LZTR1	-0.58
RAP1A	0.148666666666667
AXIN1	0.2945
POLR1C	-0.7675
TRIO	0.29475
PLXNA4A	-0.1245
C5orf33	-0.2375
DEPDC1B	-3.967625
ZNF473	-0.372833333333333
MTM1	0.580125
GPR107	0.511833333333333
CSNK1A1L	0.440166666666667
FLJ14154	0.43225
NLRC4	3.76375
ENPP4	0.303333333333333
PADI3	-1.149
RNF170	0.136875
CG018	1.18116666666667
C16orf7	-0.02725
KCNE1	0.79425
NRM	-0.959166666666667
SLC37A3	0.626714285714286
TPD52L2	-1.46183333333333
UNC5B	2.88725
C12orf12	0.556166666666667
SDHB	-0.8355
CLRN1	0.241
NUDT10	-0.153833333333333
UGT3A1	-0.311125
FBXW8	0.152125
RHOF	-0.989625
PTPLAD1	-0.697125
MYO3B	-0.41775
DERA	-0.75125
TPP2	-0.77375
C19orf53	-0.381666666666667
GINS3	-1.23975
ST6GALNAC5	1.324
CHSY1	-0.04125
MGC15705	-0.4075
GPR83	0.3985
EXT2	0.204625
DOLK	0.249
TUBAL3	-0.138
ACVRL1	2.2804
ABL2	0.125
C14orf156	-1.85866666666667
PTPRZ1	-2.835125
DIP2C	1.13625
LAMP1	0.8485
RXRA	0.3043
MAP3K5	1.683
ALKBH1	0.257
PDLIM7	-0.095375
ARL14	-1.327
SNIP1	-0.242666666666667
TIMP3	2.23475
RGS3	0.0543333333333333
SPAG16	0.6963
ABHD4	0.0675
ARHGEF12	0.999833333333333
GLUD2	0.024
RAC2	0.0233
UAP1L1	-0.45
SLC18A3	-0.1815
YOD1	-1.00633333333333
RALY	-0.40125
HMOX2	0.759125
DGKH	-0.63525
DBNDD2	1.481
YIPF4	0.251875
THAP10	-0.66725
ZNF513	0.34825
HAGHL	-0.234833333333333
ITGB4	1.045
CCDC141	-1.106
YTHDF3	0.425
C5orf28	0.53825
RPL7L1	-1.163125
TMEM30B	1.57307142857143
ANKRD35	2.566
DUOXA2	-0.2355
TBC1D5	-0.09525
DFNB59	-0.0375
HRH4	0.1745
MYO6	2.3695
DNAJA4	0.257625
RBM24	-0.325
CEACAM20	-0.9705
RBM23	0.0448571428571429
NGFB	-0.4985
C1orf63	-1.5109
KRTAP7-1	0.1695
PERLD1	1.4855
NPB	-0.02
C17orf59	0.8222
HSPBAP1	-0.12625
SLC15A4	0.006125
PRTFDC1	-0.314
OSMR	0.625928571428571
CYSLTR2	0.535
C19orf25	0.4203
KIAA1797	-0.3085
NLRP6	0.5205
FAM105B	-0.416
SCRN2	0.407333333333333
LRRC58	-0.5758
RNF17	-0.18675
NEIL3	-3.875
FAM137A	-0.33225
SKP2	-2.9085
PARVA	1.21591666666667
PKLR	-2.1425
RNF34	-0.220142857142857
A3GALT2	0.672
C12orf50	0.0406666666666667
SUNC1	-1.617
FAM102B	-0.908333333333333
CCT2	-1.52175
LRRC37A2	-0.3865
ARF4	0.54
SIKE	-0.161625
C8orf48	0.519833333333333
MBTPS1	0.380285714285714
GPSN2	-0.4775
NCF2	3.2355
SLC12A6	-0.0403333333333333
MRPL48	-0.82325
HMGN3	-1.00533333333333
LRRC62	-1.34175
PAX9	2.066625
FAM55A	0.6775
C20orf42	-1.82433333333333
SCML2	-2.38366666666667
BCL9	1.415
FAM40A	-0.4915
C9orf41	-1.0965
ZNF774	-0.132
LETM1	-1.469
PLXNB1	0.558333333333333
NIPSNAP1	-0.1325
USP10	-1.23825
F9	0.6145
LIPE	3.2215
CNGB3	0.8775
C12orf52	-0.24175
PI4K2A	0.318875
MED8	-0.234375
STAT4	1.2723
FGD4	0.169833333333333
RNF145	-2.29133333333333
WDR32	1.133
CLDN2	-0.058
TCEAL8	0.1985
ZMYND8	-0.923
PDXK	-0.35278125
GATAD2A	-0.75325
PTGES3	-0.8535
CCM2	0.305
TAP1	1.255125
ZNF670	-0.5335
ETS2	-0.0911428571428572
C6orf166	-0.324333333333333
PRMT2	0.0939285714285714
OR4B1	0.105
INTS8	-0.5985
CCDC102A	0.71425
CCDC83	-1.23483333333333
ITGA1	-0.4336
EPHA5	-1.8463
FAM24B	-0.852666666666667
TSGA10	2.64075
HAL	-2.73483333333333
MYOT	-0.1975
SPACA3	-0.024
BCL2L2	-0.272166666666667
CUGBP2	0.473
CCNB3	1.6905
RNF113B	0.068
MERTK	0.239
BAG1	0.30825
VPS36	-0.12825
ORMDL3	0.6432
C1orf190	0.516
ZNF625	-0.5295
CORO2B	-1.75775
ALOX15	-0.5725
CST1	1.6055
NUPR1	2.62916666666667
CCL7	0.018
SMCR5	-2.8525
DSC2	2.5685
RBMS2	0.11325
GRIK4	0.2985
TRIM65	-0.4035
TMPRSS6	1.34507142857143
TP53INP2	-0.7845
GLB1L	1.02133333333333
LOC388284	0.7185
PUS1	-0.957857142857143
BCL9L	0.3925
OLFM1	0.249416666666667
RET	-1.811125
MASTL	-2.14766666666667
ALX3	0.3215
IL1RL1	0.4145
ZNF765	-0.5141
C14orf138	-1.2265
SNX10	0.634833333333333
TAC4	0.1635
C1orf64	1.59225
POGK	0.64325
MAPK9	0.805
ZNF366	3.26075
C8orf79	2.0851
CLDN7	1.394
OR5AT1	0.2905
TRIM37	-2.22575
LRRC25	3.0295
GRHL2	2.3087
TEKT3	2.98625
LASS5	0.134166666666667
ABCC4	-1.72016666666667
DLG3	1.49625
VGLL1	1.431125
ZFP36L2	3.132
MFRP	-0.1535
KIAA1799	0.19475
FLJ44379	3.9685
PCNX	-0.2775
ANXA9	1.5435
CYP4V2	2.2376
PIK3C2A	-0.218
SRR	0.2705
NOL3	-1.11975
IFITM2	2.021
ARNTL2	-2.26675
ZNF595	0.4685
NLRP13	-0.3925
ASPH	1.225375
CPA2	0.571
PVRIG	-0.7525
LEPR	-0.0345
C16orf42	1.11466666666667
SH3BGRL	0.861
FAM77D	1.82966666666667
FNDC7	0.76
C9orf6	-0.381833333333333
NOTCH2NL	1.37116666666667
PGBD1	-1.34683333333333
SYNGR2	-0.0673333333333333
PITPNA	-0.512875
PRPF4B	-1.5732
SLC43A3	-0.933928571428571
NRBP1	-0.077
SLC25A22	0.2755
ILK	0.292125
SLC22A8	0.6122
MRPS7	-0.951625
PITX2	-0.96675
FABP3	-0.078875
OR1L1	0.2345
LOC728215	1.943625
BLID	-1.775
KIAA1217	3.10770588235294
TFPT	-0.0915
AP4B1	-1.0405
VBP1	-1.9835
OR1K1	0.102
MORC3	0.131
BHMT2	0.381833333333333
C3orf10	0.687125
FZD7	1.361
WFDC10A	0.457
PMS2CL	-0.3615
CCDC32	0.288833333333333
FA2H	-2.03875
ALG13	-0.7315
TTLL7	-1.1626
SPOCK3	0.3725
SLC13A2	0.859
AIM1	1.623
GPRC6A	0.1825
EGR2	4.63175
MED11	0.2015
WWC1	1.876
SH3GL3	-4.5285
RIF1	-0.725785714285714
PRLH	-0.28
VLDLR	-0.9015
DBT	-0.0945625
C21orf63	1.16975
CGGBP1	-0.298
KRTAP12-2	-0.636
TADA3L	-0.484625
ZBTB16	3.52175
PDGFB	1.220875
RFX1	0.617125
UQCRB	0.0059
LOC133874	-0.8965
HPS3	0.658
LGALS3BP	0.0776
DKFZP564O0823	1.75742857142857
MRFAP1L1	0.57875
HOXA10	-0.720833333333333
NGB	-0.52
KIF21A	-1.39738461538462
IFLTD1	-0.382
LZTS1	-0.245625
ARHGEF3	1.17225
RHBDL3	-0.671
CSNK1G2	-0.184083333333333
ChGn	-0.370125
KIAA1244	2.24883333333333
GABRB2	0.5405
MGC72080	-1.119
CD27	3.92075
EGLN1	-1.4662
PEX13	0.581
RWDD3	-0.39325
RNF12	-0.561833333333333
GRIN2B	0.2325
ADAMTS14	-0.72025
DYDC2	1.882
ATP6AP1	0.5671
NR1H2	-0.075
PDK2	0.6765
C3orf17	-0.211
SLC38A2	-0.6565
SLC25A29	0.8895
C15orf29	-0.2925
ADAM9	-0.852083333333333
TMUB2	0.41125
GPR176	-0.287
AGK	-0.41625
MCCD1	-0.07775
NDUFA4	-0.39075
TMEM146	2.59625
DUSP1	2.6965
UNQ6975	1.1095
EMX2OS	3.25925
INSM2	-0.02125
LUZP4	-0.452
SETD6	-1.72525
P2RY2	2.03025
SLC45A2	-2.042
RABGAP1	0.585833333333333
UBXD5	0.715875
GPRC5A	1.1387
PAK3	0.867
LOC63920	-0.52225
TGFBR1	0.5869
KRTAP6-3	-0.32175
SFMBT2	0.51475
CDC42	-0.1720625
C11orf35	1.516
TTLL2	-0.2375
UACA	0.500083333333333
CD97	-1.0933
SETD5	-0.3435
NINJ2	-0.19575
PTER	0.1095
POMGNT1	-0.14575
KRTAP4-2	-0.7025
ECGF1	2.647625
HRB	-0.316090909090909
ATP1B2	-0.2199
LOC400506	-0.038
COL4A3BP	0.81625
C6orf97	1.73525
GRHPR	0.496625
TAS2R1	-0.674
SEMA7A	-1.72225
EDF1	-0.1675
ODF2L	0.5441
PCID2	-1.1005
GTF2H4	-1.21133333333333
ZCCHC3	-0.67375
CGB2	-0.24
NEUROD1	0.000666666666666667
C20orf75	0.0485
RP5-1054A22.3	2.76566666666667
IFNA5	0.0225
ZNF134	0.40875
MGC119295	-0.7662
ZSWIM6	-0.10775
SMEK1	0.124
PCGF2	0.51225
C1orf102	3.2585
CYP2A13	0.776
KCNH6	-0.5048
MDM1	0.0622
ALDH7A1	-0.2895
C9orf75	1.5865
VDAC3	-0.51325
OR51T1	0.014
EIF3F	0.0564166666666667
KCNJ10	-0.744625
LENG8	-0.0175
EDEM2	-0.0376666666666667
CCNJL	0.312833333333333
DHX37	-0.628
CRYGN	0.656
AATF	-0.12825
ZNF630	1.510875
E2F5	-0.1975
WFDC13	-1.3825
FTSJ3	-0.616166666666667
C4orf33	0.43025
LHFPL4	1.69675
C19orf56	-0.445833333333333
SMAD4	0.300125
AFM	-0.105833333333333
G0S2	1.282
FCHSD2	0.5127
RRP1B	-1.4641
EEF1B2	-0.288
STAT6	1.20633333333333
ZNF195	-0.34375
GNL1	-0.704
ZNRF2	1.6165
PER3	0.8745
ASB16	0.27975
C10orf10	2.935
ADCY8	-3.60716666666667
C9orf58	-0.579666666666667
ARMC10	0.146333333333333
PSG1	-0.7565
DHX34	-0.21875
VARS2	-1.006875
NFIC	0.6225
ITPR2	-0.178
AGXT2	0.225833333333333
OR6K3	-0.119
H2AFZ	-1.53441666666667
MLLT3	1.036
COX4I2	1.4575
CCNT2	-0.318
PLK4	-1.7925
NUMBL	-0.159166666666667
MED16	0.244
PLEKHQ1	1.70575
GOSR1	0.481277777777778
BTG4	0.09525
RPL30	0.635583333333333
IGSF5	-0.13975
IGFL2	1.63933333333333
ELMOD2	1.122
SHC3	-0.497166666666667
HAVCR1	-0.309
DYNC2H1	0.846625
RNF5	-0.714666666666667
C2orf7	-0.69725
NLF1	1.243
KLHL25	-0.15425
LRP10	0.9978
KRI1	-0.31225
PUS7L	-0.696666666666667
MGMT	1.0545
HOXD1	-0.156
CSH1	-0.0341
ATG16L2	-1.08625
FLJ44635	0.7195
CHODL	0.4065
EXOSC8	-1.81825
SLC28A1	-0.672
MYO7B	-1.1795
SEH1L	-0.2898
MTNR1A	0.0736666666666667
TSPAN5	0.0883333333333333
CDC45L	-3.85716666666667
AMIGO1	0.358
ATAD3A	-1.312375
OSGIN2	0.722333333333333
PDIK1L	0.492833333333333
DARC	4.0665
PIPSL	0.9225
SHMT1	-0.0955
CRISP3	0.443
POPDC2	1.61316666666667
ZRANB2	-0.9085
FBXL8	1.0845
TRIP13	-3.28454545454545
EIF5AL1	-0.7585
POU5F1P3	-5.21683333333333
IL6	-1.31366666666667
CXorf38	-0.0588333333333333
IFNA16	-0.1825
FBXL2	0.971833333333333
BRD1	0.4815
STATH	0.6865
FBXO44	0.6595
MCCC2	0.412
CDC2	-2.36
C5orf23	0.57075
IVD	-0.380666666666667
C10orf122	-0.41175
MSL3L1	-0.0395
MVP	1.677
EPOR	-0.5206
ZMYM1	-0.1095
BCL7C	0.912166666666667
PSTPIP2	0.8973
LYPD1	-1.26
OR8G5	0.3405
ZP3	0.5995
BCAS4	1.30083333333333
EDG6	2.1595
ISY1	-0.487
PRAMEF2	-1.345
CUL1	-0.109
RNF213	0.2793
CCRK	1.48875
DHX9	-0.375375
C13orf29	-0.6295
NCKAP1	0.5875
MRPL43	0.421714285714286
XPR1	0.94025
PKN2	0.9213
PODNL1	1.282
ZNF333	0.19625
DALRD3	0.90525
OPN1SW	0.1825
BTBD6	0.33725
C11orf82	-2.532
OR5P3	0.124
DUSP11	-0.065
L1CAM	-1.8975
NEK11	2.9315
OR7E91P	1.811
CNTN3	1.1556
CREB3L2	0.5115
ZBTB37	1.06
KIAA1324L	1.2095
NDUFB10	0.161666666666667
NUDT2	0.4585
GTPBP8	-0.57825
CACNA1D	1.947125
PRKAA2	-1.87066666666667
PRDM8	0.033
MGC16075	0.337666666666667
KRT14	2.40535714285714
PP8961	0.779875
MRPL18	-1.033
ABCG2	-2.10675
PACRG	2.15675
BBS2	-0.273
KREMEN2	-0.974
FBXO21	0.4675
HNRPUL1	-0.00216666666666666
GRB10	0.751
CLSTN1	0.995
LMAN2	0.2632
C17orf61	-0.283
NIPSNAP3A	-0.103
INSIG2	-0.229666666666667
PCDHB7	0.618666666666667
STXBP2	0.04975
CMAH	1.458
SEMA5B	-0.9985
ZNF155	-0.242333333333333
COQ6	-0.476
PRPF4	-0.657
TSPAN15	3.3306
VN1R5	0.43975
LATS2	0.95375
SELK	0.1165
PGK2	-0.01875
MS4A1	0.25225
TYW3	-0.0293
KRTAP5-1	1.08225
RCCD1	-2.226
BTN1A1	0.29875
DDX28	-0.2075
TMEM65	0.608
LOC92345	-0.0585
TTC31	-0.45775
WDR46	-1.28133333333333
CHP2	-1.36833333333333
LSP1	0.977125
ZNF542	0.06225
EXOSC1	-0.20175
ARHGAP18	0.154
LRRTM4	-0.813375
MAOB	3.36758333333333
CACNB4	1.09225
MGC33846	1.005125
RANBP3L	1.54775
ATP5L	0.238
ONECUT1	-3.003
NUDT9	0.11225
TMEM149	0.187
STX17	0.35825
IGSF10	-3.099
TMPRSS9	-0.4915
BMPR2	1.3305
ALLC	-0.30875
KLF7	0.8935
GCC1	0.9461
TIMM9	-0.34725
CDO1	1.19966666666667
MGC10701	-0.344666666666667
IFI6	1.09666666666667
FRMD8	0.6835
MGAT2	-0.289
WBP5	-0.218166666666667
CNIH2	0.0795
KIAA0907	-1.4113
KCNH8	0.5355
CTSG	-0.3195
GRIK1	1.211
CUL5	0.587875
FRMD1	0.297
OR9A4	1.015
SYT6	-0.61575
FOXD4L2	-0.50225
ANAPC2	-0.7245
OPN5	0.487
TAF13	-0.96875
LYG2	-0.61775
GGNBP1	0.2285
C11orf40	0.533
