Hybridization REF	TCGA-BH-A0DK-01A-21R-A056-07
RPL26L1	0.274
OR51A7	-0.17775
HDC	3.3085
C2orf16	-0.1254
SYTL3	1.56875
GOLGA4	-0.260125
NOTCH1	0.213
ATPAF2	-0.17425
ECD	0.60825
SSX5	-1.75583333333333
SNAP91	0.19075
OCA2	-3.18275
PNPO	0.221833333333333
DAPK1	0.583666666666667
PINX1	-0.764166666666667
SELENBP1	0.883
NEK3	-0.209166666666667
TMED4	0.185642857142857
SSTR4	-0.237
FOSL1	-2.5939
CD40LG	2.127
CES1	-0.731166666666667
DCI	-0.269833333333333
B3GAT3	-0.526833333333333
STK17B	0.87175
CNTN6	1.0105
CYP3A4	0.134833333333333
MBOAT2	1.67828571428571
PISD	0.857375
USP1	-0.87425
PYDC1	1.47866666666667
CENPM	-0.45375
SAR1B	0.8055
TTC7B	0.377125
DP58	-1.0155
GPC1	0.7145
RBL1	-1.719375
TMEM137	-2.10983333333333
TOB1	2.72366666666667
TCEAL1	1.101
CENPF	-1.25609090909091
C6	2.16133333333333
PRSS1	-3.55725
PPIL6	1.18566666666667
C6orf124	-0.222
ODZ4	0.964333333333333
SNCB	0.0265
NDUFB9	-0.062875
CNOT6L	1.3575
S100A9	-0.444833333333333
TRIM50	-0.16
KCTD1	1.9024
WDR63	0.75325
SPEF2	1.834875
RNGTT	-0.281
CXorf22	0.7235
KCNK16	0.05925
CEP250	-1.687625
ATPBD1B	-0.745
KCNJ2	3.888
MT1B	-1.0415
ZNF684	-1.0965
SLC4A1	0.29925
PDHA1	-0.98975
ZNF492	-0.727
TKT	-2.20075
BYSL	-0.570875
RNF38	0.474625
AHDC1	0.7675
KLHL2	0.227
CMTM8	1.1175
DMP1	-0.6545
HERPUD2	0.29575
CRTAM	4.86066666666667
ZNF572	-1.124
TMEM16J	-0.936
HSD17B2	-3.309
UBE2G1	-0.227625
AHSA2	-3.29775
PELI2	-0.3495
TPX2	-1.692
ATP9B	1.45
DAZAP1	0.223125
HMGCS2	0.906
C17orf38	0.83425
B9D1	-1.18
NKX2-5	-1.07766666666667
KIAA1276	-0.90825
LILRB2	3.4275
CSTF1	-0.563333333333333
BTN2A1	-0.376
C15orf48	6.34825
IGF2BP3	-4.1205
FAM113B	1.31833333333333
HRG	-0.254142857142857
ZNF131	-0.4825
USP47	0.868357142857143
CCDC88B	-0.67525
HCN1	-0.633333333333333
HTN1	-0.407666666666667
SYCP3	-1.241
C13orf23	-0.7297
PAPOLA	0.2155
AATK	-0.21
MSH3	0.0331666666666667
NDUFAB1	-0.818
ITLN2	-1.17033333333333
BAK1	0.213833333333333
MRPL45	-1.2005
MTNR1B	0.014
LOC645843	-0.5025
SPECC1L	0.472375
PGCP	0.6335
SPN	-0.061875
GPR143	2.3645
ZNF576	0.6575
TMEM39A	0.474
ATP5D	0.0295
MAGEB3	-2.224
RPS5	-0.487166666666667
ANP32E	-0.865571428571428
MTMR1	0.596
YEATS4	-1.30875
SYNGAP1	-0.721
PCOLCE	-0.0705
MNS1	-0.5975
PCYT2	-0.461333333333333
ZNF182	-0.4005
LAX1	3.275125
SPPL2B	1.0443
ELOVL5	0.4949
PCDHAC1	0.9485
B4GALNT1	-1.67416666666667
BLOC1S2	0.675
ZNF673	-0.6602
ARHGAP21	-0.1075
IRX5	3.720375
LRFN5	0.946833333333333
FAM7A1	-0.904
RAB19	0.1325
GINS1	-2.40875
ITM2B	1.6052
PAPSS2	0.4335
OR5BF1	0.254
ACSL3	0.250125
KIAA1919	-0.596833333333333
GLT8D2	2.646375
UTRN	0.679714285714286
CNN1	1.27725
HISPPD2A	-0.681
SDAD1	0.287125
SIGLEC9	1.2625
RPL35	-0.2765
C22orf26	0.825
IMPDH2	-1.631125
WDR69	-0.64175
SEC14L5	-0.773166666666667
CLTA	0.231
RP11-529I10.4	0.024
GPR37L1	0.414166666666667
OGDH	-0.291166666666667
ASB13	1.04516666666667
ZFP14	0.754
ZCRB1	-0.1355
KPNA3	0.1425
HSPA1L	0.8365
RHOC	0.976375
LOC554175	-0.0125
PPP3CA	1.0691
SLC1A7	-0.6746
ZNF529	-0.706333333333333
RBED1	0.62175
DDB2	-1.327
FLJ11286	1.233
SPATA1	1.556
MKNK1	0.228166666666667
DYSF	1.903
ALKBH2	-0.156
NKD1	-3.3035
C1orf174	-0.804
PLEKHO1	1.30816666666667
ASB10	-0.302
RING1	-0.401666666666667
NPC2	0.939625
AVPR1B	0.6125
YTHDF1	0.0634166666666667
LMAN1L	0.346
GSG2	-1.728
CEP170	-0.3438
RPS4Y2	-5.70675
MSH6	-0.7285
HECTD2	0.9445
ZNF556	-3.51733333333333
PLEKHC1	-0.4298
AIRE	0.646833333333333
BCL2L10	0.97625
LMOD3	0.2644
ZBTB8	0.934
FOXA2	-3.9171
SLCO2A1	3.755375
C3orf46	0.0805
PRDM16	-0.3805
TMEM98	-0.31325
FRMD5	-0.6585
PDE6C	0.337
C1orf216	0.1655
EP400	0.152714285714286
PTK2	0.0330833333333333
RNF217	-0.11925
NDUFA8	0.1855
ZFAT1	0.33525
LAMP3	4.026
GLTSCR2	0.55075
NPW	-1.0075
LLGL2	0.12
PPM1K	-0.369666666666667
C20orf177	0.12
KIR2DL4	1.2465
NFKB2	1.095
C21orf122	-0.660666666666667
HESX1	0.0375
GPR114	1.855
SLC25A35	-1.24166666666667
GNAT1	0.14975
ORAI3	0.801
FAM76B	-0.74725
TMEM99	-0.8895
TRIM29	0.2323
CDS1	3.05375
RHEB	-0.1357
C4orf27	-0.112
RAB3A	0.154
OTUD6B	-1.5435
GPD1	1.756375
CDH15	-1.3205
NPM1	-0.718571428571429
TMEM117	-0.4485
PRPS2	0.138583333333333
GCK	-0.0385
ADRA2A	3.8595
TSPYL4	0.969
TASP1	-0.5985
WDR19	0.245333333333333
C10orf38	-0.93375
PDE4C	-0.904
FYB	1.94816666666667
C1orf55	0.3175
PPFIA3	-0.83625
RAD18	0.02775
C12orf44	-0.177333333333333
CRYBA4	-0.3005
HVCN1	1.7285
TAF10	-0.478666666666667
C16orf48	-1.676
DEPDC5	0.991
LTBP1	-1.192
MAPRE1	-0.1895
FGF8	-0.614
C3orf52	2.767125
SENP7	0.102166666666667
LRRK2	0.93775
RUNDC2A	0.424333333333333
KIAA0355	0.645833333333333
CPEB1	-2.25075
PPEF2	-1.174
ABI2	0.000166666666666666
KIAA0317	0.46125
ATF1	-0.934
DYNC1H1	0.500875
DIP	0.6645
TMEM33	0.804777777777778
POLDIP3	0.053
C7orf24	0.3405
GPR171	5.1515
CDC6	-2.419
PLD1	-0.0874
ITFG2	-0.7289
NDUFC1	0.776
AKNA	-0.196
NBR1	0.52175
PKHD1	0.998125
HPS4	-0.6474
MAFA	1.5585
ULBP3	-0.412
DIRC1	0.161
IMMT	-0.6555
C22orf13	0.554333333333333
CEL	0.03475
MARK3	-0.4905
ADAMTS2	0.942166666666667
ARPC3	0.724833333333333
TMEM10	-0.432285714285714
NPHS1	0.917
BRD8	-0.0703333333333333
WDR12	-1.6675
IDI2	-0.342625
HOXD13	-3.0975
OR8G2	-1.87025
SLAIN1	-0.84875
GABRQ	-0.9505
NR2C2	-0.72775
NKTR	-1.2532
TLE2	0.3775
KIAA0892	0.574333333333333
AURKA	-1.86409090909091
GPRC5C	0.0903333333333333
TBC1D9B	0.2465
PNPLA6	0.114166666666667
AP3B1	0.305
NAG	-0.09025
C11orf68	-0.63725
AKR7A3	-0.415
AHCYL1	0.785333333333333
COP1	0.88
RPP14	-0.80825
PCDHB18	-0.098
CDH24	1.76775
KRT17	-0.3908
LACTB2	-1.41725
DDX24	0.8976
PHACTR1	-2.67016666666667
SLC35E2	-0.29
LOXL1	0.25825
IQSEC2	0.477375
RGSL1	1.018
PCDHGC5	-0.0345
MEGF10	0.00525000000000001
PRRX1	1.41233333333333
ASTE1	0.618333333333333
C6orf159	-1.65775
MYOD1	1.662
GAA	0.21825
ZNF747	0.583
KLRC1	0.000500000000000056
IL1RL2	0.043
GDF9	-0.00975
GPR119	0.617
TRAF2	-0.402666666666667
HCK	3.88816666666667
BMP6	-1.137
IL8RA	1.6485
FLJ35848	-1.2905
EFHA1	0.057
CDSN	-1.01533333333333
C14orf54	-0.450666666666667
LSM3	-0.088375
ZFP41	0.038
C9orf126	-1.16466666666667
VIT	0.322
SPCS3	-0.136
DEF8	-1.5864
CHAF1A	-1.4865
C1orf165	-0.347666666666667
ZFPM2	1.32633333333333
FTH1	0.318
SLC35F1	-0.45775
YWHAH	0.89975
C17orf66	0.289166666666667
ADRB1	-0.466
FOXL1	0.2585
RG9MTD3	-0.99
UMPS	-0.071
MGC13008	-0.049
KIAA1161	-0.1665
CCDC77	-2.54675
C12orf65	0.2641
COG4	-1.24366666666667
RCP9	0.335333333333333
RP4-692D3.1	2.11383333333333
CDC2L5	0.3125
MGC7036	0.827666666666667
DNAJC11	-1.0695
GDF2	-0.626833333333333
TIMM17A	0.052
HNRNPA0	0.1106
OR2H1	-0.1285
PCBP1	0.332625
COL23A1	-1.7675
LRRC2	0.404714285714286
NSD1	0.476571428571429
FLJ37078	-1.81625
WDR91	-0.447
TMEM179	0.0335
DSCR10	-0.1115
CNDP2	0.8513
FYN	0.3475
BEX2	-0.288666666666667
KCND3	0.27425
YPEL5	1.882875
LRRC42	-0.749833333333333
C17orf45	-1.03375
ZNF649	-0.387
LOC150763	1.594875
COL5A2	2.96716666666667
CNGA2	0.4225
ELA2B	-0.952333333333333
RAB9B	0.42725
FAM100A	0.35375
NAIP	0.092
MYOZ2	0.0831428571428571
SPATA12	-0.6895
XRCC4	-0.71125
CYB561	1.3976
CHST10	-0.70975
BAI1	-0.767166666666667
BRSK1	-0.531666666666667
C17orf89	0.2065
PDE6H	-1.495
FLJ20309	0.6537
MAP7	1.466125
SCN4B	2.11625
SPAG9	-0.526
SERTAD1	0.767333333333333
FLJ21963	-2.38225
ANTXR1	0.4257
TMPRSS13	1.2035
ETV7	3.979
DGAT1	0.530333333333333
NKIRAS1	-0.805666666666667
TAC3	-3.79375
CORO1C	-0.5795
RAD54B	-1.50125
HRASLS3	1.70083333333333
C21orf42	1.68075
BARD1	0.412
ZNF177	-1.488
MIP	-0.4635
ZNF442	0.3135
F2	-4.1002
GRIA1	0.35325
GALNTL2	1.3465
WNT5A	-1.6766
LENG9	0.057
hCG_25371	-1.177
FOXR1	-0.2055
TRA@	1.8981
PWWP2	1.288
C1QTNF7	1.957
SLC7A4	0.1175
C4orf7	3.072
C17orf80	-0.210833333333333
KLK4	0.970833333333333
IL31	-1.189
TMEM176A	3.99525
CTNNB1	-0.0838125
BHLHB2	0.8235
TMEM185B	0.537
ARD1B	-0.4745
C1orf93	0.3065
BRUNOL4	-0.680166666666667
LOC541469	1.74083333333333
UPK2	0.2275
GAS8	-0.0245
PATE	-0.1445
IMPACT	0.629125
WNK4	0.8845
HNRPLL	-1.16675
GAD2	-0.77975
ITGA6	1.14375
BMP15	0.249
CYP2A7	0.18525
RIC8A	-0.297125
CCND1	-0.40225
USP35	-0.6
DSCR2	-1.7915
CCL4	4.80766666666667
ZCCHC10	0.227
NOL11	-0.03975
TRPM2	1.73183333333333
PSMD2	-0.268818181818182
CHTF18	-1.78775
USP18	2.17925
RRAS	0.26825
LAMC3	0.19375
TOX	-1.286
PCDH15	-0.166
GABRG3	-2.22575
NUDCD2	-0.824
SGCZ	-0.0605
KCTD17	-0.051
SPSB2	-1.4355
TPPP3	3.09066666666667
CILP2	0.997666666666667
CALB2	2.847625
CEBPZ	-0.4895
ZNF479	-0.1485
FMOD	5.46283333333333
C21orf66	-1.382
CLN6	-0.0685
ANAPC1	-0.809
SH2D3C	2.3985
PTPN14	-0.2257
TRIM42	0.3285
APTX	0.33025
SNRPG	-0.493166666666667
BMS1	-0.3875
MAGEA3	-4.4715
NFATC3	-0.974833333333333
LRRC45	0.174833333333333
ARS2	-0.597214285714286
LRIG1	2.04466666666667
EPSTI1	2.08866666666667
PRSS27	-0.8285
ERC2	-0.962
PRKACB	1.18228571428571
PRDM13	-5.8775
HCG27	-1.85325
KLK12	-4.053
HSD17B7	-1.44383333333333
ZNF354A	0.262
PCDH11X	0.2675
DMGDH	0.06825
PCBD2	0.53
TMC6	-1.214125
RIMS1	0.465625
SF3B2	0.2225
RCN1	-0.204
CPB1	5.427
BCAR3	-0.17225
FCRLB	1.47075
PAK1IP1	-0.72125
OR10H1	0.023
KIF9	-0.0691
PITPNM2	-1.25625
L3MBTL4	0.1815
TGFB1	-0.0108
ZXDC	0.0985
SLC6A16	-0.53425
SRrp35	-1.830125
LRRC8E	1.66475
PPIAL4	-0.662583333333333
EOMES	3.22083333333333
PAX2	0.1905
SCARF2	0.9
PSEN2	1.05816666666667
PCDHB13	1.15825
C10orf28	0.09075
DHRS7B	0.261642857142857
C1orf131	-0.3175
ASB1	-1.2074
ZNF223	0.4155
LCMT2	0.9165
MEP1A	-1.72
TMEM53	0.256
RSPH3	1.6055
C10orf33	-1.6885
LOC644285	-0.65225
PTPN9	0.5455
ABCA12	-3.24875
CCDC37	-1.7965
RUNDC1	0.7391
YES1	-1.3525
FAM120AOS	0.4025
OR5M3	0.157
PPP1R3F	0.111
IL13	0.1856
MDFI	-1.00825
PRNT	0.61625
ZDBF2	0.055
OR10C1	0.461333333333333
CLIC1	0.0513333333333333
LILRA5	0.587166666666667
CSAG1	-4.2585
TREML2	0.461833333333333
FAM125A	-0.536166666666667
ZNF74	-1.11975
FAM104A	-0.081625
LRRC39	-0.0145
SAMD5	0.85425
HYAL2	0.639
HIST2H2AC	0.8495
IGFBP5	2.93960869565217
NRTN	-0.136166666666667
KIAA0556	0.1956
FAM29A	-1.73411111111111
JMJD2A	1.12425
EPHB1	1.68675
POLD4	1.342875
ANAPC10	-0.665
LRRC36	-0.2735
MEGF6	-0.635625
LPHN3	0.601666666666667
BMP10	-0.125833333333333
C21orf55	-0.366
CREM	-0.3169375
PTGER4	1.53783333333333
METAP1	-1.008625
KCNQ1	2.08783333333333
NR2F2	1.122875
SSFA2	3.61966666666667
CTTNBP2	-2.161
BCL2A1	-0.377
ZBTB24	0.02575
SLCO6A1	-1.25
PRDM1	2.6623
OR7D2	1.382
CCDC47	0.4212
LOC646982	0.7445
SLC26A6	-1.78416666666667
BIN1	0.5744
SRRM1	-0.179428571428571
PCSK1N	0.536625
ALS2	-0.0808
ECT2	-0.0284210526315789
CACNA2D2	0.86275
DOCK6	-0.07475
C10orf119	0.5605
FATE1	0.40025
DUSP23	2.1055
TRIP6	-1.45992307692308
NUP35	-0.4395
CDH3	1.3975
KLHDC8A	1.112
C9orf116	-0.396125
EI24	-0.767
CENTD1	1.70533333333333
RWDD2B	0.0341666666666667
DOCK1	1.631
NPAS2	0.170375
NR3C2	3.07583333333333
FAM63A	1.097
INPP5F	-0.171833333333333
FAM111A	-0.5741
MYBL1	-1.43458333333333
IQGAP3	0.728166666666667
CRADD	-0.579333333333333
DUSP12	-1.449
PDZK1IP1	2.848
VASH2	-0.0145
CTR9	0.47525
VIL1	-4.189
OR8U1	0.178333333333333
CCDC107	0.705
PTTG1IP	0.553625
OR4X2	0.358
COL9A1	-1.235
PSMD9	0.12075
ZFP62	0.35225
TIP39	1.0765
PARP15	0.7985
TTC19	-0.0325
C1orf114	-1.818
GFPT1	0.3305
SLC27A6	0.54325
MRPS10	-0.6083
CALML5	0.703
TRPM7	-0.265
CGNL1	1.045
CECR1	1.08775
SERPINB8	-0.0171666666666667
TMEM102	0.45775
PDIA2	-4.06
NUCKS1	0.267333333333333
HOTAIR	-0.019
EBI3	1.56225
NXN	0.469
ZMYND19	-0.38675
FOXJ3	0.263
EIF5B	-0.0181
EIF2B4	-0.678333333333333
LEO1	0.31675
ZIC5	-1.74358333333333
IL20	2.15433333333333
KIAA0415	-0.122333333333333
FLJ37357	0.286
TSPAN12	2.418125
ACTR3B	-1.147
TFAM	-0.512333333333333
IL17RD	-0.30175
PARP12	1.73125
KLHDC7A	0.2195
KCTD4	0.273333333333333
GTF2H1	-0.637
FLCN	-1.0955
BIRC4	1.28575
LOC790955	-0.027
VKORC1L1	0.143
CYP4F22	0.0571666666666667
TAS2R5	0.067
ZNF582	-0.272
HS3ST3B1	0.323
CTNS	-0.0015
STK36	-0.124833333333333
MMD2	-0.5115
RP5-1103G7.6	-0.595
FLJ23356	0.455
CRH	-0.5945
C1orf182	-0.862666666666667
ACP5	2.21883333333333
AMFR	1.172
CA4	-0.16825
PLCB4	0.254
MPHOSPH10	-0.00549999999999999
UNQ473	1.83233333333333
G3BP2	0.0966666666666667
SR140	-0.314916666666667
HOXA2	0.46525
PYGB	-0.2295
BAT1	-0.494666666666667
DKK3	0.0513333333333333
DDX31	-0.792875
TULP1	-0.331875
NHLRC2	0.64325
TNRC4	-0.324833333333333
ZNF430	-0.1135
TNRC6A	0.661125
PLA2G1B	0.548333333333333
RCHY1	0.358666666666667
GTF2A2	-0.505
MGC4294	-0.459
ZNF691	0.14525
TACC3	-0.42425
DNAJC5G	-0.77775
LOC4951	0.166
MS4A4A	-0.6945
LOC152485	2.085
PPP1R2P1	-0.31
PPP2R5B	-0.60125
RPGRIP1L	-0.508125
SPOP	0.2601
PTPRF	1.3365
MGC42090	-0.314
SUSD3	2.58575
THOC4	-0.311125
MAML1	0.205
FXR2	-0.542666666666667
TYK2	0.08525
MUC6	0.612666666666667
DNAJB7	-0.7505
PIP4K2A	0.327571428571429
MEX3A	0.435833333333333
RRP1	-0.9515
TFAP4	-0.1755
CXorf41	-0.1345
MTMR4	0.0868333333333334
CTLA4	1.7435
SNX9	1.015
CIB3	0.935666666666667
NECAP1	0.033375
PLA2G2D	0.9979
GLMN	-1.33683333333333
DCLRE1A	-0.4905
PDX1	0.1135
SAMD11	-1.51925
MRPL55	0.5695
TLR7	2.852375
TBC1D21	0.0691666666666667
SMAD1	1.7345
ACTRT2	0.01325
RIOK2	-0.04275
PDLIM4	-0.707
SLC22A15	1.80833333333333
ABHD13	0.553
STX18	0.239
CCPG1	0.481571428571429
DCBLD1	0.943166666666667
SLC2A6	-1.6225
NOLA3	-0.05425
TRDMT1	-1.04078571428571
IL17F	1.231
ATP1A4	-0.110333333333333
OR52W1	-0.0595
CFL1	0.3015
IL4	-1.4625
RBP2	-0.119833333333333
CPSF6	0.39425
TTC8	-0.498666666666667
MUCL1	2.1215
EYA3	-2.13633333333333
KRT38	0.264
GNE	-1.60425
ZNF501	0.19975
SLC35A2	0.6065
CEP110	-0.3524
MYF6	1.466
MGST2	0.306166666666667
TRPV4	0.1905
NEK8	-0.813833333333333
NOX5	0.834
NCKAP1L	0.429
EMP3	-1.54233333333333
BPY2C	0.517
C1orf38	1.140875
ELOVL2	-0.18225
CBX7	1.33866666666667
OSBPL1A	0.121666666666667
ZNF589	-1.34325
ESCO1	-0.351333333333333
TRA2A	0.559583333333333
C3orf26	-0.99725
PHF2	1.3605
PID1	0.317666666666667
RFC1	0.144
MTAP	-0.5640625
ADORA3	3.82116666666667
LOC389458	-0.37775
TRNT1	-0.879375
CRIPAK	-0.0695
RAI2	2.42433333333333
ANKRD44	-0.5265
GZMB	4.187
NFE2L1	0.586875
STIP1	-0.837833333333333
RASL11B	1.4715
NT5DC2	-2.88516666666667
LRP2	2.868
MTDH	-0.0940666666666667
ARSG	0.69275
HSP90AB1	-0.135
CT45-6	-5.1575
ZNF483	-0.94725
LMBR1L	-0.00875
S100A2	-2.4454
C2	0.493166666666667
C2orf27	0.06825
EIF4EBP1	-1.3105
GCKR	-3.67516666666667
PPP1R9B	0.391125
FER	-0.9535
SNRK	1.35733333333333
OR5M10	0.254
UTP6	-1.3995
CAPZA3	0.762
FBP1	1.49166666666667
TERT	-2.276
CCL1	-1.243
FUCA1	1.254
ALS2CR8	-0.0426666666666667
KCMF1	0.480166666666667
SRCRB4D	-1.499
OXCT2	-0.906333333333333
IL17RA	0.620833333333333
MPP5	0.216625
SPA17	-0.876
FLJ10986	-0.0698333333333333
GALNT14	-1.3775
CXorf27	-0.460125
NPLOC4	-0.3875
RAB34	-1.4895
KRTAP3-3	0.9875
ARSD	0.3715
CPLX2	-1.537
PJA1	0.43925
WHDC1L1	0.173
RB1	-0.4514
MTMR15	-0.402
PHLDA2	-1.2649
GUCY2F	-0.27
MPV17	-0.651333333333333
SLC35D1	0.5815
LYSMD3	0.5722
COL16A1	1.36025
ERLIN1	-0.789
JMJD4	0.54225
HIST1H2BK	0.07925
TP53I11	1.417
ST3GAL4	-0.6464
PF4V1	0.606666666666667
ALG8	-1.14075
REG1A	0.1215
MINA	-1.13675
CYB5R3	0.461166666666667
HHLA1	-0.99725
MYST4	3.2442
VASN	-0.62325
UCHL5IP	-1.00325
TFAP2A	2.1221875
MGC9913	0.114
C9orf97	-0.442
LOC90379	-0.174
PHF15	0.389
ZNF169	-0.103666666666667
KRT7	-0.3371
GLIPR1L2	0.97875
LOC116236	-0.17875
IQCF3	-0.25225
RDH14	0.6025
HNRPK	0.0717857142857143
RABEPK	-0.703333333333333
ISX	-2.5305
CBARA1	0.27575
RAD51AP1	-2.683
MLL5	0.604
CXorf48	-4.9565
SGCD	-0.57975
PHTF1	-0.52675
CA3	2.3375
CMTM5	0.27825
STX10	-1.07825
JMJD2D	-1.128
P4HA1	-1.632
GAB3	0.195833333333333
DHRS4	0.232166666666667
COL4A1	3.2625
C20orf20	-1.272
OSBPL2	0.36325
PTTG2	-1.82675
KIAA1688	0.72325
STS	-1.32625
SHROOM4	1.03416666666667
KBTBD5	-0.0436666666666667
ALDH1A3	0.6394
BTNL2	-0.143166666666667
TGIF1	1.2295
ZFAND5	0.627125
ICA1	1.272625
NAV3	-1.29933333333333
FLJ12331	-0.8195
EPS8L2	-0.1321
MNT	0.0103333333333333
ENTPD1	2.01841666666667
OR51E2	1.718375
STK11	0.76675
MX1	4.0995
TTTY9A	0.371
CX62	-0.2635
LOXL4	-0.186375
EXOSC4	-0.5265
PURB	0.013
SETD1A	-0.330833333333333
RELB	1.83925
LAMB2	1.0125
HNF1B	-0.631333333333333
PNLIPRP3	-1.162
C14orf139	-0.724
UMOD	-0.06675
GRIN3B	-0.36475
GPR25	0.272
ZNF512B	-1.44675
ATP6V0A1	-1.249625
SRA1	0.402916666666667
ZNF615	0.261
ZNF768	-0.09725
ZNF469	2.5455
DYNC2LI1	-0.405166666666667
DNAH3	-0.867
LOC387911	1.2315
LOC554234	0.12275
ARRDC5	1.64525
TMEM59L	-1.59316666666667
MARCH4	0.054
CNOT8	0.3655
KIRREL3	-0.87
ADAM17	0.633125
MYOG	0.50025
CPNE1	-0.958833333333333
AK5	1.2245
LOC204010	-0.752
NDRG4	0.1375
LOC130074	-0.23625
PIAS4	0.651
NCOA2	1.0785
TEGT	0.8882
USP5	-0.8455
ANKRD21	1.07625
KIAA0692	0.0421666666666667
HAPLN3	2.1175
LZIC	-1.36725
NRXN3	1.8545
CDKN2C	-1.55516666666667
KIAA0226	0.594166666666667
CYB5D1	0.0295
WDR68	0.213
ABCB6	-0.6844
MRPS25	-1.2325
ZMAT2	0.62
KRT25	-0.528
RPL11	-0.69625
GRAP	0.709166666666667
LOC198437	0.0418333333333333
RORC	1.809375
RAP2C	2.05757142857143
MXD1	0.103625
AZI2	0.497
NUAK2	0.8935
AHSG	-6.624875
MANSC1	0.669
IMP3	-0.0206666666666667
C2orf3	-1.141375
VSTM3	4.68075
PCTP	0.60975
SIRT1	0.60425
MANBA	1.116
CD164	0.888375
GFRA1	2.1911
PRM2	0.35225
ZKSCAN3	0.0855
PLEKHG1	2.9485
TPRKB	-0.3755
UBFD1	-0.0116666666666667
CDKL5	0.599333333333333
HIST1H2BD	-0.2425
INPP4A	-0.1355
BMX	0.982875
PTPRU	-1.183
LOC554202	-0.536
HOXC8	0.888125
IL12B	1.912
ADPGK	-0.026
ZNF418	0.677
SIAE	0.342
CWC15	-0.794
RP13-401N8.2	-0.838
KLHL11	0.48275
DEDD2	0.565
PSMB3	-0.71725
DDX25	-2.42
ZBTB3	0.415166666666667
GFRAL	-0.81
RPS25	-0.883166666666667
FAM57B	-1.93383333333333
TESK2	-0.211666666666667
DNM1L	-0.971625
ZNF207	-0.566833333333333
CLEC11A	1.221
TOLLIP	0.310125
TMEM61	-0.607166666666667
DLK1	-4.153
PLVAP	3.60925
NOD2	2.81766666666667
SCMH1	-0.06225
FLJ40235	0.52575
HTR2A	-0.4395
ARMC5	0.016
FUT7	0.935
PRELP	2.0055
ALKBH6	-0.255
GYG1	0.0736666666666667
POLR3GL	0.09475
COL8A2	4.24666666666667
OR10A5	0.54425
C1orf187	-2.0715
TXLNB	0.725166666666667
C16orf68	-0.65525
R3HDM1	-0.37775
C16orf75	-0.91825
BAALC	-0.120875
TNP1	0.49125
GAPDH	-1.95816666666667
COX7C	0.625
ERRFI1	-1.01008333333333
PGAM2	0.3145
FAM108B1	-0.907
APC	0.548125
TLR2	3.71125
SUCNR1	2.143
ZNF233	0.7955
WFDC1	-0.977333333333333
PSG11	-0.102111111111111
SLC39A1	0.468
PSAPL1	0.283
CDC42EP1	0.56475
MECR	-0.31775
KIAA0101	-1.0163
MACROD2	0.2704
MMP19	1.28208333333333
LOC202459	0.0278333333333333
VNN2	2.6065
ACCN3	-0.7685
TIMD4	3.9435
RNASE8	-1.174
CCDC7	-0.0325
SULT2B1	2.116
ME1	0.09175
MGRN1	0.08175
MRPL30	-0.403625
IVL	0.137375
CALM1	0.8389
PLEKHA6	1.7618
B4GALNT2	-0.4555
PGDS	4.74
C8orf33	-0.0259166666666667
TMEM56	-1.45333333333333
CKM	-1.117
ESR2	0.1843
ACOT8	-0.3895
AGTR2	-0.206666666666667
LOC155006	1.23275
BC37295_3	0.39
EPM2AIP1	-0.3505
PZP	1.847
RPS9	0.488166666666667
C18orf51	-2.586
SIVA1	0.5052
HEATR2	-0.188
CD3E	0.342666666666667
C20orf142	-0.42025
PGLYRP3	0.4995
CCDC139	-1.02425
GPS2	-0.5375
NOL14	-0.49025
LRTM2	-0.144
TRIM36	1.46975
TP53RK	0.2449
FBXL13	-0.656833333333333
RUFY2	0.518357142857143
C11orf70	0.229166666666667
HSPB9	0.134666666666667
GJA5	3.23775
HGF	-0.6155
EPHB4	0.262
SOX18	1.519
IFRG15	1.0555
SERPINA10	-3.434
WDR23	0.019
REEP2	-1.94833333333333
CDK3	-0.812
HSPA12A	0.197125
ARL8B	0.4657
SATB1	0.886333333333333
PPM1D	-0.426333333333333
VPS45	-0.274
TP53BP2	0.421375
GJE1	2.628
CACNA1G	-0.0395
VGLL4	0.941625
GNPTG	0.98175
ROS1	-2.7165
C21orf128	-0.329166666666667
BMP8B	1.328
SLC5A4	-0.413
SLC6A3	-0.105
C16orf53	-0.101875
TMEM81	-0.6595
APC2	-0.1259
SYAP1	0.22525
C6orf54	-1.3575
ZBED5	-1.0907
PVR	-1.885875
LTA4H	-0.436166666666667
CCDC24	0.9792
MAGEA4	-4.5875
IFIT3	4.05283333333333
MYADM	1.394375
C21orf82	0.453
PDE3B	-0.60725
TMPRSS11A	0.801666666666667
PGK1	-1.49276470588235
CCL13	5.00183333333333
DERL3	-0.130666666666667
MLXIP	-0.751083333333333
PLOD1	-1.432125
MTFR1	-1.0289
NPDC1	1.536
GPAA1	-0.877666666666667
LTV1	-0.5645
RYR3	-0.507
C7orf46	0.789
VAMP2	0.700875
RNF135	1.2071
SUPV3L1	-0.2745
FIBP	0.565125
ADAMTS18	0.729166666666667
RNF25	0.3365
SOS1	0.04275
PLAU	0.757875
MATK	-1.84375
EHF	3.6485
CTNND2	1.9595
PTEN	1.53021428571429
ZNF189	0.9695
SLC28A3	1.461
GUCY1A3	4.43275
SETD2	0.3464375
ROGDI	0.77625
TICAM1	0.8885
RASSF3	0.6505
PACSIN2	0.126166666666667
