Hybridization REF	TCGA-BH-A0AW-01A-11R-A056-07
NR3C2	2.90366666666667
FAM63A	0.600166666666667
INPP5F	-0.838666666666667
FAM111A	-0.3087
MYBL1	-3.2015
IQGAP3	0.4815
CRADD	-0.642166666666667
DUSP12	-1.4905
PDZK1IP1	1.1055
VASH2	-0.3875
CTR9	-0.11
VIL1	-3.5215
OR8U1	0.170333333333333
CCDC107	1.1015
PTTG1IP	0.95475
OR4X2	0.4045
COL9A1	-2.669
PSMD9	-0.79375
ZFP62	-0.10675
TIP39	1.765
PARP15	0.5675
TTC19	-0.379125
C1orf114	-1.92983333333333
GFPT1	-0.122
SLC27A6	-1.5465
MRPS10	-0.3094
CALML5	5.28816666666667
TRPM7	-0.441625
CGNL1	1.99225
CECR1	1.2075
SERPINB8	0.0293333333333333
TMEM102	1.344125
PDIA2	-3.596
NUCKS1	0.582666666666667
HOTAIR	-0.29075
EBI3	2.0205
NXN	1.48375
ZMYND19	-0.380625
FOXJ3	-0.6885
EIF5B	-0.4244
EIF2B4	0.4055
LEO1	-0.13325
ZIC5	-1.35
IL20	-1.129
KIAA0415	0.40025
FLJ37357	0.438
TSPAN12	2.701125
ACTR3B	-0.9865
TFAM	-0.591833333333333
IL17RD	-0.255125
PARP12	0.8015
KLHDC7A	0.628
KCTD4	0.493666666666667
GTF2H1	-0.13
FLCN	-0.511833333333333
BIRC4	1.19575
LOC790955	0.6865
VKORC1L1	0.336
CYP4F22	-0.293333333333333
TAS2R5	0.1565
ZNF582	1.304
HS3ST3B1	-0.2345
CTNS	0.0995
STK36	-0.871
MMD2	-0.12225
RP5-1103G7.6	0.2
FLJ23356	-0.2595
CRH	-1.404
C1orf182	0.722833333333333
ACP5	3.116
AMFR	1.0494
CA4	-2.15525
PLCB4	0.618125
MPHOSPH10	-0.2095
UNQ473	4.17116666666667
G3BP2	0.532916666666667
SR140	-0.619083333333333
HOXA2	0.00425000000000006
PYGB	-0.39175
BAT1	-0.511166666666667
DKK3	-0.608666666666667
DDX31	-0.74425
TULP1	0.343
NHLRC2	0.5855
TNRC4	1.223
ZNF430	-0.158
TNRC6A	0.083
PLA2G1B	1.27266666666667
RCHY1	0.189
GTF2A2	-0.927833333333333
MGC4294	-1.229
ZNF691	0.0535
TACC3	-0.866
DNAJC5G	-0.37375
LOC4951	-0.243
MS4A4A	-0.133
LOC152485	1.607
PPP1R2P1	0.472
PPP2R5B	-0.21025
RPGRIP1L	-0.877375
SPOP	2.3306
PTPRF	1.60208333333333
MGC42090	0.4455
SUSD3	0.16275
THOC4	1.2595
MAML1	-0.6563
FXR2	-0.595833333333333
TYK2	-0.627
MUC6	3.494
DNAJB7	0.457
PIP4K2A	-0.0265714285714286
MEX3A	2.2995
RRP1	-0.166375
TFAP4	-0.6385
CXorf41	0.459666666666667
MTMR4	-0.197
CTLA4	2.0095
SNX9	0.47575
CIB3	3.30166666666667
NECAP1	0.245
PLA2G2D	1.7391
GLMN	-0.7835
DCLRE1A	-0.41575
PDX1	0.804
SAMD11	0.69775
MRPL55	1.3866
TLR7	2.597125
TBC1D21	0.1365
SMAD1	1.6852
ACTRT2	0.306333333333333
RIOK2	-0.3295
PDLIM4	-0.36625
SLC22A15	0.541666666666667
ABHD13	0.3427
STX18	-0.5076
CCPG1	-0.00635714285714283
DCBLD1	1.039
SLC2A6	-0.677
NOLA3	0.36325
TRDMT1	-1.51507142857143
IL17F	1.0215
ATP1A4	0.289166666666667
OR52W1	-0.296
CFL1	-0.4565
IL4	-1.22575
RBP2	-0.294666666666667
CPSF6	-0.038
TTC8	-1.45866666666667
MUCL1	5.49
EYA3	-2.18466666666667
KRT38	0.928
GNE	-1.589
ZNF501	-0.53375
SLC35A2	0.471375
CEP110	-1.1597
MYF6	0.0175
MGST2	0.559
TRPV4	-0.640166666666667
NEK8	-0.145333333333333
NOX5	-1.503
NCKAP1L	0.623333333333333
EMP3	-1.29216666666667
BPY2C	0.425
C1orf38	1.25775
ELOVL2	-2.36085714285714
CBX7	0.82975
OSBPL1A	0.752666666666667
ZNF589	-0.99275
ESCO1	-0.2035
TRA2A	0.242833333333333
C3orf26	-1.26925
PHF2	0.940083333333333
PID1	-0.484333333333333
RFC1	-0.639125
MTAP	-0.7055
ADORA3	4.274
LOC389458	-0.3055
TRNT1	-1.238
CRIPAK	-0.73975
RAI2	1.538
ANKRD44	-0.265
GZMB	5.22925
NFE2L1	-1.11175
STIP1	-0.0191666666666667
RASL11B	1.075
NT5DC2	-0.813166666666667
LRP2	2.019625
MTDH	-0.0784
ARSG	-0.0455
HSP90AB1	0.1195
CT45-6	-4.94566666666667
ZNF483	-0.2635
LMBR1L	-0.43925
S100A2	-2.7378
C2	0.834944444444444
C2orf27	-0.88825
EIF4EBP1	-0.525
GCKR	-3.2575
PPP1R9B	2.21025
FER	-1.1615
SNRK	0.878833333333333
OR5M10	0.4895
UTP6	-1.97325
CAPZA3	0.53
FBP1	2.61722222222222
TERT	-1.5695
CCL1	-0.9265
FUCA1	1.85625
ALS2CR8	-0.560833333333333
KCMF1	0.288083333333333
SRCRB4D	-0.957
OXCT2	-0.7515
IL17RA	1.31716666666667
MPP5	0.53675
SPA17	-2.68875
FLJ10986	0.5475
GALNT14	0.2085
CXorf27	-1.25625
NPLOC4	-0.123
RAB34	0.90525
KRTAP3-3	-0.3495
ARSD	0.145666666666667
CPLX2	-0.7605
PJA1	0.4685
WHDC1L1	0.446666666666667
RB1	-0.8198
MTMR15	-0.029
PHLDA2	-1.4642
GUCY2F	0.115
MPV17	0.1725
SLC35D1	0.204
LYSMD3	-0.0746
COL16A1	0.46925
ERLIN1	-1.2575
JMJD4	1.056
HIST1H2BK	0.3485
TP53I11	1.90966666666667
ST3GAL4	-0.1412
PF4V1	0.8835
ALG8	0.5595
REG1A	0.6155
MINA	-0.587
CYB5R3	0.18425
HHLA1	0.32975
MYST4	1.9256
VASN	0.60775
UCHL5IP	-0.25375
TFAP2A	1.7706875
MGC9913	2.4965
C9orf97	-0.3535
LOC90379	-0.544
PHF15	-0.8405
ZNF169	-0.364666666666667
KRT7	3.7528
GLIPR1L2	2.3355
LOC116236	0.6685
IQCF3	-0.621
RDH14	0.571166666666667
HNRPK	0.629928571428572
RABEPK	-0.593
ISX	-2.6065
CBARA1	0.1275
RAD51AP1	-2.66625
MLL5	0.237125
CXorf48	-5.1915
SGCD	-1.13075
PHTF1	-0.5095
CA3	-0.737
CMTM5	-0.06225
STX10	-0.56425
JMJD2D	-1.44975
P4HA1	-1.16083333333333
GAB3	0.013
DHRS4	0.8445
COL4A1	2.6214375
C20orf20	-0.25825
OSBPL2	0.65475
PTTG2	-1.57925
KIAA1688	1.326
STS	-0.47
SHROOM4	0.2755
KBTBD5	0.161666666666667
ALDH1A3	0.8351
BTNL2	-0.089
TGIF1	-0.3075
ZFAND5	0.47475
ICA1	1.788
NAV3	-1.57266666666667
FLJ12331	0.11025
EPS8L2	-0.7957
MNT	-0.0623333333333333
ENTPD1	2.66141666666667
OR51E2	1.33925
STK11	0.333625
MX1	2.8505
TTTY9A	0.0885
CX62	0.9555
LOXL4	-0.728875
EXOSC4	0.6245
PURB	0.00371428571428571
SETD1A	-0.664666666666667
RELB	1.57625
LAMB2	0.176666666666667
HNF1B	-0.182666666666667
PNLIPRP3	-0.7885
C14orf139	-0.58925
UMOD	4.065
GRIN3B	-0.725
GPR25	0.8295
ZNF512B	-0.6215
ATP6V0A1	-0.595
SRA1	0.5975
ZNF615	1.55925
ZNF768	0.82175
ZNF469	1.63075
DYNC2LI1	-0.6135
DNAH3	-0.044
LOC387911	-0.2115
LOC554234	-0.17775
ARRDC5	1.3945
TMEM59L	-1.7775
MARCH4	-1.00925
CNOT8	-0.718166666666667
KIRREL3	-1.22466666666667
ADAM17	0.45125
MYOG	0.88175
CPNE1	-1.28916666666667
AK5	-0.7005
LOC204010	-0.4615
NDRG4	-0.82475
LOC130074	-0.59075
PIAS4	0.6195
NCOA2	0.4825
TEGT	0.4457
USP5	-0.54075
ANKRD21	-1.3645
KIAA0692	-0.144666666666667
HAPLN3	2.3355
LZIC	-0.18
NRXN3	-0.02875
CDKN2C	-2.25233333333333
KIAA0226	0.446833333333333
CYB5D1	-0.01225
WDR68	0.489875
ABCB6	-2.9779
MRPS25	-0.02325
ZMAT2	-0.525666666666667
KRT25	0.671
RPL11	-0.4275
GRAP	0.461166666666667
LOC198437	-0.000999999999999996
RORC	1.927875
RAP2C	0.270357142857143
MXD1	0.5590625
AZI2	-0.153166666666667
NUAK2	0.6315
AHSG	-5.90325
MANSC1	1.30025
IMP3	-0.412666666666667
C2orf3	-0.51775
VSTM3	5.631
PCTP	1.1335
SIRT1	-0.08625
MANBA	-0.62775
CD164	1.487375
GFRA1	-3.431
PRM2	0.415
ZKSCAN3	-0.2925
PLEKHG1	3.04325
TPRKB	0.61275
UBFD1	-0.2225
CDKL5	1.6515
HIST1H2BD	0.984333333333333
INPP4A	-0.540333333333333
BMX	0.304625
PTPRU	-1.6415
LOC554202	-1.07666666666667
HOXC8	0.339875
IL12B	1.263
ADPGK	-1.00825
ZNF418	0.746
SIAE	-0.62125
CWC15	-0.02825
RP13-401N8.2	-0.6575
KLHL11	-0.70675
DEDD2	1.1245
PSMB3	0.84525
DDX25	-2.64025
ZBTB3	0.353666666666667
GFRAL	0.9575
RPS25	-0.507166666666667
FAM57B	-0.494666666666667
TESK2	-0.141333333333333
DNM1L	-0.673375
ZNF207	-1.04983333333333
CLEC11A	1.5495
TOLLIP	0.686875
TMEM61	-1.12416666666667
DLK1	-3.0881
PLVAP	4.042125
NOD2	1.546
SCMH1	0.75425
FLJ40235	0.17925
HTR2A	-0.4615
ARMC5	0.6045
FUT7	1.5495
PRELP	1.8286
ALKBH6	0.203
GYG1	0.00766666666666665
POLR3GL	0.24525
COL8A2	4.288
OR10A5	0.84225
C1orf187	-1.07575
TXLNB	0.941166666666667
C16orf68	-0.454083333333333
R3HDM1	-0.854
C16orf75	-0.453
BAALC	0.433625
TNP1	0.41675
GAPDH	-1.0645
COX7C	1.2505
ERRFI1	-1.81375
PGAM2	0.464
FAM108B1	-1.0385
APC	0.0415
TLR2	3.33425
SUCNR1	2.90275
ZNF233	1.0705
WFDC1	-0.8215
PSG11	-0.107111111111111
SLC39A1	0.90475
PSAPL1	-0.4725
CDC42EP1	0.916625
MECR	-0.2645
KIAA0101	-1.4346
MACROD2	2.5087
MMP19	0.837583333333333
LOC202459	-0.564333333333333
VNN2	2.99525
ACCN3	-1.098
TIMD4	3.098
RNASE8	-0.0735
CCDC7	-0.00124999999999997
SULT2B1	2.443
ME1	0.025
MGRN1	0.083375
MRPL30	-0.46
IVL	0.233
CALM1	1.2032
PLEKHA6	1.2127
B4GALNT2	3.7475
PGDS	4.299375
C8orf33	0.145083333333333
TMEM56	-3.1885
CKM	-0.634666666666667
ESR2	0.2069
ACOT8	0.89475
AGTR2	0.72875
LOC155006	0.000750000000000001
BC37295_3	0.863
EPM2AIP1	-0.0758333333333333
PZP	0.984
RPS9	0.829166666666667
C18orf51	-2.12825
SIVA1	0.545
HEATR2	-0.3415
CD3E	0.511916666666667
C20orf142	0.8415
PGLYRP3	0.193
CCDC139	-0.438
GPS2	-0.566833333333333
NOL14	-0.49925
LRTM2	2.1435
TRIM36	1.529125
TP53RK	0.7307
FBXL13	-1.04066666666667
RUFY2	-0.427928571428571
C11orf70	-1.22433333333333
HSPB9	0.667166666666667
GJA5	3.7475
HGF	-1.006
EPHB4	1.48575
SOX18	2.21475
IFRG15	-0.068
SERPINA10	-3.64825
WDR23	0.480875
REEP2	-1.82783333333333
CDK3	-0.63325
HSPA12A	-0.542125
ARL8B	0.2144
SATB1	0.2555
PPM1D	-1.73966666666667
VPS45	-0.193666666666667
TP53BP2	0.3925
GJE1	2.657
CACNA1G	-0.79175
VGLL4	0.50675
GNPTG	0.64975
ROS1	-3.014
C21orf128	0.328333333333333
BMP8B	0.95075
SLC5A4	-0.7215
SLC6A3	-0.3036
C16orf53	1.297375
TMEM81	-0.838
APC2	0.3278
SYAP1	0.014125
C6orf54	0.0973333333333333
ZBED5	-0.823
PVR	-2.12375
LTA4H	-0.2315
CCDC24	1.135
MAGEA4	-3.6865
IFIT3	2.26716666666667
MYADM	0.93375
C21orf82	-0.7675
PDE3B	-1.12075
TMPRSS11A	-0.448
PGK1	-0.642058823529412
CCL13	5.83366666666667
DERL3	0.1545
MLXIP	-0.35225
PLOD1	-1.14
MTFR1	0.126
NPDC1	-0.684666666666667
GPAA1	0.3895
LTV1	-0.38325
RYR3	-1.29975
C7orf46	0.50675
VAMP2	0.670625
RNF135	0.4164
SUPV3L1	-0.6945
FIBP	-0.081625
ADAMTS18	0.153333333333333
RNF25	0.143666666666667
SOS1	0.4795
PLAU	0.39925
MATK	-1.16175
EHF	6.937
CTNND2	0.268
PTEN	0.378857142857143
ZNF189	0.50025
SLC28A3	1.3215
GUCY1A3	4.32725
SETD2	0.14325
ROGDI	1.98725
TICAM1	0.157
RASSF3	0.797
PACSIN2	-0.5965
SERPINB5	-2.13341666666667
PRKCDBP	0.22275
TFDP3	-0.404
LGR6	0.69725
RFX5	-0.553333333333333
OR52J3	0.525
PTPN18	1.119625
ZBTB34	-0.19875
KCNF1	0.145
SYNE2	0.0965714285714286
SLC22A4	-1.012
NETO2	0.02075
VCPIP1	0.6825
LDHD	-0.577
ESX1	-3.2365
SQRDL	2.2875
GALK1	0.16775
SERPINA6	-3.3585
HD	-0.45075
ASCL3	-0.1255
FBXL6	0.43925
FABP7	2.564375
MAGEC3	-1.014
KLC4	-0.17225
CD1D	-0.089625
PRAM1	1.61575
EIF3B	0.161785714285714
DSCR8	-2.43025
FLVCR1	-0.30325
KIAA0141	-0.487125
PROM2	4.523
ALOX5	2.0154
GPR162	-1.244625
LYRM2	0.104875
RNASE6	-0.16075
HES5	0.54575
GJA1	-0.56325
MRPS14	-0.2525
HMHB1	0.6245
TAF7	0.340125
BTNL9	0.6268
SFXN2	-0.230875
VEPH1	-3.2905
GK2	-0.0531666666666666
AMBP	-1.46025
KIAA0953	-1.1135
XAGE5	-0.850666666666667
CCBP2	0.2915
TGM2	0.470666666666667
ZNF202	-0.845
ACTL6A	-0.9855
SLC23A2	-0.3278
ARHGEF7	-0.692166666666667
LOC728635	0.823
CRYM	3.422
PKD2	-0.5235
MANBAL	-0.186666666666667
LIN54	-0.29
ACTL7B	0.55625
OR4D9	0.781
KIAA1683	-0.93725
ZNF704	2.77683333333333
TCP10	-0.168125
MAGEB18	-0.714
DEFA4	1.1505
ZNF197	-0.606
PTOV1	0.655
RNF208	0.807833333333333
CMIP	0.45
TRDN	-0.2985
UCHL1	-1.378625
APOL6	0.606
PLK1	-1.31233333333333
NPHP1	-0.509666666666667
NDUFA11	0.09725
DAB1	0.7915
RTN4R	-0.04425
PUSL1	0.6995
SYT2	0.21125
ANXA13	1.11475
RFTN1	0.37675
ATP8B2	-1.31891666666667
VN1R2	0.8415
OR52E4	-0.5735
NPPB	-2.4005
ZNF148	-0.0355
ZNF141	0.073625
IKZF1	-0.334
PSMC2	-0.14575
GGA3	-0.0731666666666667
LPGAT1	1.49058333333333
SEC16B	0.273
C5orf38	-0.167666666666667
THOC2	-0.4032
SLC16A12	-1.27466666666667
ALK	-0.638
DACT3	0.694
CACHD1	-2.191
GAN	-0.03025
EXOC6B	3.8665
HIST1H2AE	1.3475
VAMP1	-2.27025
SRI	0.658666666666667
AKAP14	-1.3825
HLA-E	2.0707
SLC25A32	-0.470333333333333
FLT3LG	0.393833333333333
ATP1B1	1.142125
WDR1	-0.0424375
SWAP70	0.9725
TRIM31	-0.14175
ARNT	0.549
ZNF596	0.4186
CDKN1B	-1.40508333333333
FOXC1	-1.5474375
SEMA3A	-3.0431
LSM14A	0.0543333333333334
STEAP3	-0.58825
ABCA1	0.319666666666667
PLSCR2	0.405666666666667
EDC3	-1.18675
THBS3	0.829
C15orf43	-0.00616666666666671
GMCL1	0.06
C9orf71	0.55725
MGAT5	-0.8145
LOC402164	0.8985
TSPAN8	0.480666666666667
DYNLT1	1.736875
IGSF1	-2.84825
TMEM143	0.07275
FLJ25006	-2.3465
ATP13A3	0.1965
C3AR1	2.91025
CADM2	1.30966666666667
EFNA4	1.709
HAO1	-0.07825
TWF1	-0.298666666666667
MRPS17	0.29425
MYH9	0.569833333333333
C9orf9	0.879166666666667
C17orf79	-1.42166666666667
FSCN3	0.58975
BDKRB2	1.044
PCGF6	-1.39716666666667
RAP1GAP	1.84008333333333
TAS2R41	0.2995
DCLK1	0.9897
DEFT1P	0.3885
TAF2	-0.318583333333333
COPZ1	0.227125
KATNA1	0.0445
STIM1	1.18475
TBX2	-2.09183333333333
RPS4X	0.0730769230769231
MARCH8	1.88033333333333
DHX33	-1.3355
TMEM161B	-1.40783333333333
SYPL2	0.18
ADCY5	3.0675
SRPK3	2.426375
CXorf9	2.1575
REC8	-0.7035
CLP1	-0.33
MGC52498	-0.108
DUOX2	0.43925
C6orf150	0.00225
TSC22D3	1.924
CASP8	0.0127
PRKD3	-1.785
CFH	2.14775
TRO	-2.214
NRIP1	0.266
ZNF707	0.321166666666667
TBC1D22B	-0.1665
HYI	1.2175
COX7B2	-0.37225
GPR52	0.42175
CASC3	-0.992642857142857
METRN	1.34925
KRT3	1.7135
ARF1	1.18671428571429
C1orf111	0.39275
MOG	-0.301
C6orf50	0.8875
MGC12966	-0.0445
ATP7A	0.773166666666667
NOTUM	-1.969
LOC342897	2.4605
ITSN2	0.350583333333333
GIP	0.1715
LOC89944	0.114166666666667
UBXD8	0.475125
GYPE	-1.99866666666667
JAG1	0.2595
RLBP1L2	0.723
HIST1H2AL	1.426375
PAPPA	-1.9637
CYP4F8	1.60325
TRH	-0.6115
DCTN3	-0.7878
NT5C	-0.079
HTR3C	-1.336
VPS41	0.023875
KIAA0174	-0.1663
ANKS6	-1.891625
MPV17L	-1.54666666666667
MT1M	-0.6895
DTX1	0.18225
LOC146325	1.13833333333333
ZNF639	-2.37733333333333
CACNG4	0.6793
TNNC1	-2.02575
MGC27345	-0.993375
CASD1	-0.0361
HOXD4	0.511
SMC4	-1.27352941176471
TTC35	-0.5418
CTXN1	1.503875
RGS19	0.362
SFRS3	-0.33675
TRIM43	0.799
HLA-DQB1	4.64675
NUPL1	-1.3076
NRAS	-2.364
RPL22L1	-2.79975
ZNF138	0.2975
FBXW2	-0.2489
SIX3	1.2595
HDAC9	0.0118181818181818
OGG1	-0.338875
APLP1	-0.131
OR7A5	0.712
DLX4	-1.57125
TUBA1B	-0.126
CRY1	-0.45125
C12orf29	-0.578375
MGC70863	0.4165
OR1D2	-1.3885
C1orf25	0.175125
CUZD1	-0.609
PUNC	-1.78
SCAND1	1.398
MYT1	-2.3545
MPND	1.436
GOLGA1	-0.1219
ZBTB43	0.9235
VAPA	0.276916666666667
C4orf36	-0.6455
STAP1	2.07975
SLC34A1	-0.13375
PIK3R3	1.7055
TGM5	-0.2645
USPL1	-0.8419
FBXO40	0.4395
BRF1	0.3546
CCL27	-1.03
hCG_1657980	-0.6055
PFN2	0.0539
MYBPH	0.2815
PPP1CC	-0.6083125
CDCA7L	-2.3025
KCNB2	-0.0105000000000001
C20orf151	1.168
USP13	-0.43575
RCOR2	1.16366666666667
FBXW4	-0.087
WT1	-1.55033333333333
TAS2R46	0.274
STK38L	0.5365
LEPROT	-0.174
DDX42	-0.270125
TXNRD2	-0.713666666666667
TNFRSF4	3.986
KSR1	-0.336625
SLC27A1	0.543333333333333
POU5F2	-0.451
SLC22A11	-0.1515
C8orf32	-0.220166666666667
ZNF236	0.380928571428571
GABRB1	-6.152
LRRC29	0.283
FBLN1	0.95925
MRRF	-1.69516666666667
RP1	0.794
MARVELD1	-0.645
AFF4	0.00271428571428576
C17orf54	0.19025
RAF1	-0.58925
SUB1	-0.226833333333333
MRPS33	0.53775
ZIC1	-2.6194
ARL10	-0.516
RAG1AP1	2.17316666666667
P2RX5	-1.5212
NCR3	1.92916666666667
LTB4R2	0.6415
HLA-DPA1	5.49925
FKBPL	0.4395
JAKMIP1	-0.11175
SNX4	-0.2185
CD248	1.71425
CCR2	0.367125
LOC401152	-0.136666666666667
SH3KBP1	-0.5916
LMBRD2	0.610285714285714
WDR51A	0.2205
SYT15	0.4789
SMOX	-0.7665
NACAP1	0.03825
DRD2	0.554
COPS2	-0.451
FCER1A	4.36475
TMEM112B	0.3375
SUGT1	-0.3146
CALR	0.741125
DPY19L2P4	-1.02925
ADRA1B	-0.283
LTB	5.67775
SNRPD1	-0.5615
NCAPG2	-1.689
KCNMB1	2.30216666666667
ITGAV	0.364166666666667
LENG4	0.848625
C13orf16	-0.0976666666666667
C20orf3	0.709875
PIP5K1A	-0.280416666666667
PCNA	-1.68525
C1orf34	2.377
MMACHC	-0.27375
BEST1	0.3075
REV3L	-1.81175
ZRANB1	-0.2055
AVPI1	-1.805
ATG5	0.53625
SARM1	-0.343
RGS7	-2.18166666666667
HMP19	-0.167333333333333
SGTB	-0.4848
FEM1A	0.5014
C1orf122	0.630875
MYCT1	1.92583333333333
GM2A	0.580375
ZCCHC7	-0.5195
MYH10	-2.28275
DKFZp761B107	0.1455
ADAL	-1.01175
OR10J1	0.10325
TMEM9B	1.14675
DNAJA1	-0.680375
SCGB1D4	0.3245
LRRC50	0.1315
PRKX	0.7185
NUDT14	2.1141
PCTK1	-0.103727272727273
ARG1	-3.4365
KIF2C	-1.6815
GFM1	-0.32775
RAB11FIP3	-0.114333333333333
HBD	-1.7005
NPR3	-1.6788
IRAK3	1.3435
OLAH	-0.865833333333333
CYB561D2	1.072
CNNM4	1.148
MYO5A	-0.5388
SIPA1L3	2.02
ADAM10	-0.20125
LIPA	0.723083333333333
NAP1L4	0.0097
MRPS22	-0.91075
GNG4	-1.8395
PSG5	0.1875
PPP2R2C	-2.0167
P2RY12	1.9735
SLC6A13	-0.023375
AGPAT4	-1.0698
C6orf199	0.7315
FAM53C	-0.070125
TPM1	0.097
PYHIN1	2.894
LINGO1	-0.454833333333333
CIDEC	0.480333333333333
CRIM1	-0.2563
DHTKD1	1.07325
ZNF546	-0.321083333333333
CD300LG	0.7166
SFRS2IP	0.183666666666667
FLNB	-0.475
NOC2L	-0.523
SPINK7	0.7335
CRTC2	-0.03025
HMG4L	0.73725
C14orf162	1.32525
CCDC123	0.318875
HTRA3	1.1201875
SPTBN5	-0.1445
C1orf77	-0.04525
TAF1L	-0.00949999999999999
WDR78	1.80016666666667
WDR49	0.187333333333333
SIN3A	-0.047
ECSIT	-0.201166666666667
VSIG4	4.5885
DIRAS2	1.2695
TXNL1	-0.28175
MTERFD3	0.32875
CCNYL1	-0.65775
CISD2	-0.812333333333333
OR5C1	0.2815
OBSCN	-1.08425
GBA	0.689666666666667
SLC9A11	0.6565
C6orf64	1.01733333333333
ESD	-1.528125
CYYR1	1.91833333333333
PNRC1	0.60375
FCAMR	0.513
PPIA	-0.0241428571428571
VDAC1	-0.113
TRIB1	0.806375
NT5C1B	0.2485
CLDN17	1.31125
ICOSLG	0.528875
RGR	0.0782499999999999
DSG1	0.405
TMEM27	-0.23825
C1orf69	-0.51275
PRAP1	-1.051
DQX1	-2.696
C20orf46	-1.58818181818182
NHEJ1	-0.957166666666667
DNAJC18	-0.93975
MANEAL	-1.51583333333333
MTBP	-1.302
S100A6	-0.39475
ABHD7	3.1635
NEDD1	-0.581333333333333
TINF2	0.637
SLC7A10	1.3345
KIAA1875	-0.503166666666667
TMEM20	-1.8255
COX19	-0.86325
SPRR1A	0.914
SCEL	-0.217625
CCDC70	0.6285
CRISP2	0.164833333333333
ILF3	-0.634944444444444
NTRK3	0.531666666666667
B3GNT1	-1.0015
LARP6	-2.31466666666667
FBN1	0.1115
ZNF621	0.38425
JOSD1	-0.6225
SNX14	0.444
INHBB	0.101
TBL2	0.015
GUSBL1	-0.5205
TXLNA	0.03725
PEX6	0.3205
DDEF1	-0.35625
TMEM187	1.14383333333333
AIP	-0.1415
MCEE	-0.58725
LGALS14	0.28175
TNFRSF13C	-0.3
CTNNA3	0.0555
HSDL1	-0.682
LAMA5	-0.971333333333333
KIAA1853	0.01325
PMS2L11	-0.0305
AKAP4	0.146
DIS3L2	-0.58125
ZNF292	-0.139
TBX15	0.892833333333333
CTCF	-0.3219
FAM19A3	-0.1845
FUT10	-0.36975
KIAA0746	0.4485
KRT81	2.8435
ALDH3B2	3.7
MOGAT2	-1.904
M6PR	-0.28475
COASY	-1.58716666666667
CCND3	-0.155071428571429
LAMC1	-1.5035
CLASP2	-0.661214285714286
EIF2AK3	0.911
SMYD2	0.0961666666666667
PBX3	0.2345
TMPRSS2	2.98416666666667
OR10R2	0.298833333333333
ZNF761	0.0145
MED30	-1.5045
ZNF629	0.5735
CORO6	-1.94925
FLJ10154	-1.21033333333333
FAM123B	0.0005
ANGPT1	-2.238
MED23	1.29925
LOC255374	1.233
SEMA6A	-1.6599
HSD11B1L	0.5735
GMEB2	0.00883333333333333
PSMD14	-0.45025
FLJ10213	-1.7925
PDCD2	-0.112
MAST1	1.466
EPHA1	1.02683333333333
XCL2	2.816
EIF4G1	-0.461666666666667
UBE2D1	0.5573
RAB39B	0.2745
IDH3A	-0.700833333333333
CREB5	-2.339375
FLJ21511	-1.235
ANGPT2	1.93166666666667
RANBP3	0.0113
DYRK1B	1.65233333333333
HLA-DRB6	1.6135
FLJ11292	-0.2625
NMRAL1	0.942
ATP6V0A4	4.85633333333333
FGFRL1	-1.4595
GZF1	0.1012
TMSB4Y	-2.033
RBKS	1.309
PHLDB1	0.09025
SEC23A	-1.26166666666667
MLX	-0.247
TPD52	0.955166666666667
CPNE8	-0.9265
DACH2	-0.78125
PSMA4	-0.443642857142857
C1orf149	0.1411
PGM2	-1.121
ROCK1	0.545071428571429
TAGLN	2.1003
PTPRK	0.989666666666667
TPSAB1	4.304
GPR82	0.826
ZNF45	0.369
ZNF610	1.13725
TK1	-0.0328888888888889
LETM2	-0.2445
KLF1	-2.2325
SAP30L	0.4955
KCNK2	-1.18116666666667
SORCS1	-2.488
VEZF1	0.30475
DNM3	1.5085
GIT1	0.522
OR4K1	0.05825
LSM11	-0.5706
C7orf10	-0.191833333333333
MMP28	0.286125
ZNF394	0.28725
DPF3	-0.131333333333333
FAM35A	0.0405
ODF2	0.4868
TREX2	0.26175
EPB41	-0.3484
PRKRIR	-0.912166666666667
MED4	-0.78825
C11orf21	0.994833333333333
ECM2	3.3485
SHCBP1	-2.8172
TRABD	0.8996
COTL1	-0.3737
CLEC3A	-0.3765
TNC	-1.993125
ZNF659	-0.065
C22orf30	0.527
C13orf7	0.0895
PPP1R12B	0.496333333333333
SOCS7	1.033875
MARCKS	3.08216666666667
SACS	-2.97761538461538
TTLL12	0.2335
PPARA	-1.2482
LAYN	1.42016666666667
FAM83G	0.1165
MOSPD3	0.6595
PSMG3	-0.5344
ATP1A2	2.35775
KIAA1702	-0.2885
FAM12A	0.421
PLEK2	1.44025
TG	2.256
OPTN	1.03975
HDX	2.37266666666667
MAPKAPK5	-0.777
DGKG	-0.57125
AFAP1L2	-0.076625
C14orf49	-1.3675
ZFP91	-0.722333333333333
ZNF428	0.9115
OR5B12	-0.6385
IFNA17	0.00700000000000001
BTC	-0.6455
MAP2K5	-1.66483333333333
TADA1L	-0.71
IGF2	-2.42733333333333
PROK1	0.1795
ATAD2	-1.20776923076923
DMN	-0.171833333333333
NPEPPS	-0.740363636363636
SLC2A12	-0.811583333333333
CD80	1.67375
GPR77	0.0505
PHF6	0.839333333333333
FAM47C	1.65225
HOMER2	1.40716666666667
C10orf91	0.298
DNMT1	-1.487875
HTR1B	0.5675
SMARCD2	0.18775
BRIP1	-0.862333333333333
WIPF2	-0.121681818181818
ZNF283	-0.22125
PLXDC2	3.18641666666667
