Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
RNF38	-0.477875
AHDC1	0.744
KLHL2	1.008
CMTM8	1.5305
DMP1	-0.605
HERPUD2	-0.2085
CRTAM	1.5085
ZNF572	1.35775
TMEM16J	-2.1975
HSD17B2	-0.77125
UBE2G1	-0.870875
AHSA2	-1.68625
PELI2	-1.338
TPX2	-0.630375
ATP9B	0.9455
DAZAP1	0.548125
HMGCS2	-0.142166666666667
C17orf38	0.136
B9D1	0.492
NKX2-5	3.937
KIAA1276	-1.87475
LILRB2	4.097
CSTF1	-1.17116666666667
BTN2A1	0.241166666666667
C15orf48	1.5985
IGF2BP3	-3.17675
FAM113B	0.128666666666667
HRG	1.248375
ZNF131	-0.773
USP47	-0.291285714285714
CCDC88B	-0.013375
HCN1	-0.7328
HTN1	5.643
SYCP3	-0.65525
C13orf23	-0.6405
PAPOLA	-0.3940625
AATK	0.3233
MSH3	-1.18433333333333
NDUFAB1	-1.13975
ITLN2	-0.904833333333333
BAK1	0.434833333333333
MRPL45	-0.702666666666667
MTNR1B	0.131166666666667
LOC645843	-0.812
SPECC1L	0.438875
PGCP	1.82925
SPN	-0.9845
GPR143	-0.736333333333333
ZNF576	0.00133333333333333
TMEM39A	0.6923
ATP5D	0.684
MAGEB3	-3.408
RPS5	-2.60033333333333
ANP32E	0.407642857142857
MTMR1	0.13375
YEATS4	-2.443
SYNGAP1	-1.39075
PCOLCE	-0.032
MNS1	-0.30575
PCYT2	-0.630333333333333
ZNF182	0.6095
LAX1	-1.317
SPPL2B	2.5283
ELOVL5	-1.9506
PCDHAC1	0.7245
B4GALNT1	0.703166666666667
BLOC1S2	-0.548875
ZNF673	-0.1094
ARHGAP21	0.969833333333333
IRX5	3.70125
LRFN5	-2.2198
FAM7A1	-1.96375
RAB19	0.888
GINS1	-0.88225
ITM2B	0.7015
PAPSS2	0.523166666666667
OR5BF1	1.0105
ACSL3	-0.642375
KIAA1919	-1.05183333333333
GLT8D2	0.453125
UTRN	0.673285714285714
CNN1	1.9425
HISPPD2A	-0.390833333333333
SDAD1	0.195875
SIGLEC9	0.405
RPL35	-0.126571428571429
C22orf26	-0.7345
IMPDH2	-1.90075
WDR69	-1.301
SEC14L5	-0.7722
CLTA	-0.0285
RP11-529I10.4	-0.348
GPR37L1	0.221
OGDH	-0.7515
ASB13	0.6535
ZFP14	-1.2955
ZCRB1	-0.734166666666667
KPNA3	-1.303
HSPA1L	0.23125
RHOC	-0.08425
LOC554175	0.04375
PPP3CA	0.7772
SLC1A7	-1.0976
ZNF529	-0.407833333333333
RBED1	1.37475
DDB2	-2.582
FLJ11286	1.2985
SPATA1	0.6025
MKNK1	-0.220333333333333
DYSF	2.37116666666667
ALKBH2	0.455
NKD1	-2.08583333333333
C1orf174	-0.24525
PLEKHO1	2.38183333333333
ASB10	-1.6145
RING1	0.392
NPC2	0.863875
AVPR1B	0.5845
YTHDF1	0.00158333333333332
LMAN1L	3.9435
GSG2	-1.524
CEP170	1.5602
RPS4Y2	-4.238
MSH6	-1.375
HECTD2	0.475
ZNF556	1.75416666666667
PLEKHC1	-1.1126
AIRE	0.748
BCL2L10	0.3545
LMOD3	-0.0235999999999999
ZBTB8	0.3246
FOXA2	-2.942
SLCO2A1	2.218875
C3orf46	0.099
PRDM16	-0.3395
TMEM98	1.5475
FRMD5	-0.854
PDE6C	-1.0095
C1orf216	-0.119166666666667
EP400	-0.485357142857143
PTK2	1.30133333333333
RNF217	0.6865
NDUFA8	0.0655
ZFAT1	1.516
LAMP3	0.624
GLTSCR2	-0.1725
NPW	1.087
LLGL2	-0.2375
PPM1K	0.195666666666667
C20orf177	-1.342
KIR2DL4	0.318888888888889
NFKB2	0.31975
C21orf122	0.434333333333333
HESX1	-0.8275
GPR114	-1.45866666666667
SLC25A35	0.487333333333333
GNAT1	0.59575
ORAI3	0.0795
FAM76B	-0.616625
TMEM99	0.845
TRIM29	0.0532
CDS1	1.26375
RHEB	-0.1036
C4orf27	-0.783166666666667
RAB3A	-0.3325
OTUD6B	0.85075
GPD1	-0.6385
CDH15	-0.265166666666667
NPM1	-0.0855714285714285
TMEM117	0.40375
PRPS2	-0.131583333333333
GCK	-0.3775
ADRA2A	1.0235
TSPYL4	-0.554
TASP1	-1.5005
WDR19	0.633083333333333
C10orf38	1.93025
PDE4C	-0.333333333333333
FYB	-1.51618181818182
C1orf55	0.305833333333333
PPFIA3	-0.4565
RAD18	-1.58575
C12orf44	-1.64366666666667
CRYBA4	-0.165
HVCN1	1.323
TAF10	0.126833333333333
C16orf48	0.472166666666667
DEPDC5	1.219
LTBP1	2.1935
MAPRE1	-0.8035
FGF8	0.166
C3orf52	-1.01975
SENP7	-0.3935
LRRK2	-1.61225
RUNDC2A	1.309
KIAA0355	0.526
CPEB1	-1.98975
PPEF2	0.525
ABI2	-0.577166666666667
KIAA0317	-0.48875
ATF1	-2.14033333333333
DYNC1H1	1.746875
DIP	1.4875
TMEM33	-0.481888888888889
POLDIP3	-0.22
C7orf24	0.35475
GPR171	2.57275
CDC6	-0.9885
PLD1	-0.5082
ITFG2	0.3792
NDUFC1	0.88375
AKNA	-1.255
NBR1	-0.559
PKHD1	0.524428571428571
HPS4	-0.6027
MAFA	2.52425
ULBP3	-1.448
DIRC1	0.7755
IMMT	-1.40025
C22orf13	-0.78575
CEL	0.453
MARK3	-1.63575
ADAMTS2	0.38025
ARPC3	0.108166666666667
TMEM10	0.66525
NPHS1	-0.1455
BRD8	-0.121666666666667
WDR12	-1.2425
IDI2	-0.394571428571429
HOXD13	-0.9425
OR8G2	-1.52625
SLAIN1	-3.27533333333333
GABRQ	0.195
NR2C2	-0.1625
NKTR	-0.3096
TLE2	3.591
KIAA0892	-0.9835
AURKA	-0.954181818181818
GPRC5C	-0.634833333333333
TBC1D9B	0.047625
PNPLA6	0.6565
AP3B1	-0.80125
NAG	-1.137375
C11orf68	-0.0945
AKR7A3	-1.24625
AHCYL1	-1.20225
COP1	-0.865
RPP14	-0.65975
PCDHB18	-0.55175
CDH24	3.15225
KRT17	-1.2292
LACTB2	-0.704
DDX24	-0.2048
PHACTR1	-2.078
SLC35E2	-0.47625
LOXL1	-1.02375
IQSEC2	1.78425
RGSL1	-0.276
PCDHGC5	0.171
MEGF10	-0.083125
PRRX1	0.130833333333333
ASTE1	-0.4485
C6orf159	-1.132
MYOD1	2.9885
GAA	0.63925
ZNF747	0.055
KLRC1	-1.53575
IL1RL2	-0.1985
GDF9	0.80975
GPR119	0.548
TRAF2	0.4425
HCK	1.64766666666667
BMP6	-2.248
IL8RA	0.6445
FLJ35848	-2.2395
EFHA1	-1.32475
CDSN	-0.2605
C14orf54	-0.0416666666666667
LSM3	-1.296875
ZFP41	0.672
C9orf126	-1.63433333333333
VIT	-1.005
SPCS3	-0.7755
DEF8	0.6377
CHAF1A	-0.729166666666667
C1orf165	-1.84366666666667
ZFPM2	0.41
FTH1	-0.368
SLC35F1	-0.68325
YWHAH	0.23125
C17orf66	1.2305
ADRB1	0.362
FOXL1	2.51
RG9MTD3	-0.590666666666667
UMPS	-0.207375
MGC13008	0.3485
KIAA1161	-1.1355
CCDC77	-0.1815
C12orf65	-0.4131
COG4	-0.786333333333333
RCP9	-1.20566666666667
RP4-692D3.1	1.0655
CDC2L5	-0.15425
MGC7036	-0.2385
DNAJC11	-0.924
GDF2	-0.8
TIMM17A	-0.46125
HNRNPA0	-0.6402
OR2H1	0.93725
PCBP1	-0.509
COL23A1	-0.22575
LRRC2	-0.777666666666667
NSD1	0.829785714285714
FLJ37078	-1.399125
WDR91	0.857
TMEM179	-0.5485
DSCR10	0.929
CNDP2	-0.214
FYN	-0.429
BEX2	1.21716666666667
KCND3	0.5525
YPEL5	1.3225
LRRC42	-2.06683333333333
C17orf45	0.10875
ZNF649	0.155777777777778
LOC150763	1.801625
COL5A2	1.62933333333333
CNGA2	0.782
ELA2B	-0.432833333333333
RAB9B	1.19825
FAM100A	0.87825
NAIP	0.853071428571429
MYOZ2	-0.288375
SPATA12	-0.9965
XRCC4	-2.7165
CYB561	0.5803
CHST10	-0.374
BAI1	-1.26516666666667
BRSK1	0.676166666666667
C17orf89	-0.180125
PDE6H	-2.016
FLJ20309	0.3274
MAP7	-0.217375
SCN4B	1.54275
SPAG9	-1.5986875
SERTAD1	0.2475
FLJ21963	-4.00925
ANTXR1	-0.8754
TMPRSS13	2.494
ETV7	2.24716666666667
DGAT1	1.4835
NKIRAS1	-0.711833333333333
TAC3	-2.6355
CORO1C	0.05925
RAD54B	0.933
HRASLS3	1.11283333333333
C21orf42	0.5195
BARD1	-0.8275
ZNF177	0.9635
MIP	0.253
ZNF442	-0.5585
F2	-3.13811111111111
GRIA1	0.641
GALNTL2	0.356333333333333
WNT5A	-1.6167
LENG9	0.15
hCG_25371	-1.5405
FOXR1	0.566
TRA@	0.0865999999999999
PWWP2	1.36075
C1QTNF7	0.430666666666667
SLC7A4	0.2665
C4orf7	4.8445
C17orf80	-0.937166666666667
KLK4	0.171666666666667
IL31	0.63
TMEM176A	4.15525
CTNNB1	0.00418749999999997
BHLHB2	-0.7565
TMEM185B	-0.00916666666666667
ARD1B	0.1095
C1orf93	0.993
BRUNOL4	-1.22133333333333
LOC541469	-0.251333333333333
UPK2	0.375666666666667
GAS8	1.28683333333333
PATE	0.816
IMPACT	0.21675
WNK4	-1.11566666666667
HNRPLL	-2.293
GAD2	0.76925
ITGA6	1.10325
BMP15	0.3845
CYP2A7	-0.0135
RIC8A	-0.92025
CCND1	-2.22441666666667
USP35	0.521
DSCR2	-1.367
CCL4	3.86633333333333
ZCCHC10	-0.883
NOL11	-3.0075
TRPM2	1.66733333333333
PSMD2	-1.57690909090909
CHTF18	0.22825
USP18	-0.245
RRAS	0.06
LAMC3	-0.62725
TOX	-2.323
PCDH15	0.6715
GABRG3	-1.62325
NUDCD2	-1.40325
SGCZ	0.0315
KCTD17	0.6083
SPSB2	0.6645
TPPP3	3.631
CILP2	0.788666666666667
CALB2	6.52175
CEBPZ	-0.930166666666667
ZNF479	-1.315
FMOD	5.42866666666667
C21orf66	-0.912071428571428
CLN6	0.187833333333333
ANAPC1	-0.689125
SH2D3C	2.5775
PTPN14	1.5351
TRIM42	-0.408
APTX	0.56425
SNRPG	-0.815333333333333
BMS1	-0.014
MAGEA3	-2.565
NFATC3	-0.95775
LRRC45	1.276
ARS2	-0.00392857142857141
LRIG1	-0.131166666666667
EPSTI1	-1.052
PRSS27	2.34075
ERC2	0.229125
PRKACB	-0.972714285714286
PRDM13	-10.009
HCG27	1.173
KLK12	1.2155
HSD17B7	-1.07333333333333
ZNF354A	0.506
PCDH11X	0.472
DMGDH	1.06375
PCBD2	-0.235166666666667
TMC6	-0.522375
RIMS1	0.11175
SF3B2	-0.928166666666667
RCN1	0.373166666666667
CPB1	0.413
BCAR3	-1.7795
FCRLB	1.830375
PAK1IP1	-0.05625
OR10H1	-0.5745
KIF9	-0.4244
PITPNM2	-0.671875
L3MBTL4	1.141
TGFB1	-0.192
ZXDC	-0.1145
SLC6A16	2.42025
SRrp35	1.85625
LRRC8E	1.15975
PPIAL4	-0.222916666666667
EOMES	0.1815
PAX2	1.2025
SCARF2	1.831625
PSEN2	1.49183333333333
PCDHB13	1.4635
C10orf28	-1.786875
DHRS7B	1.49457142857143
C1orf131	-0.583
ASB1	-1.1793
ZNF223	0.0483333333333334
LCMT2	0.39475
MEP1A	-2.251
TMEM53	0.13225
RSPH3	1.04925
C10orf33	-0.992
LOC644285	-1.288
PTPN9	0.119166666666667
ABCA12	-3.8675
CCDC37	-1.20225
RUNDC1	-0.7075
YES1	-0.149666666666667
FAM120AOS	0.54925
OR5M3	1.0345
PPP1R3F	0.780909090909091
IL13	0.202222222222222
MDFI	3.71825
PRNT	-0.0563333333333333
ZDBF2	-1.281
OR10C1	0.5015
CLIC1	-1.06866666666667
LILRA5	-0.104166666666667
CSAG1	-3.11633333333333
TREML2	-1.33966666666667
FAM125A	0.233666666666667
ZNF74	-0.2125
FAM104A	0.054125
LRRC39	-0.2105
SAMD5	0.892
HYAL2	1.69175
HIST2H2AC	1.316875
IGFBP5	1.83086956521739
NRTN	4.49833333333333
KIAA0556	1.3203
FAM29A	-1.19005555555556
JMJD2A	-0.38175
EPHB1	5.16175
POLD4	-0.4435
ANAPC10	-1.31
LRRC36	1.134
MEGF6	-0.031375
LPHN3	-0.51375
BMP10	0.2012
C21orf55	-0.5275
CREM	-0.3835625
PTGER4	-2.2205
METAP1	-0.81025
KCNQ1	2.34516666666667
NR2F2	0.644
SSFA2	-0.99725
CTTNBP2	-3.45225
BCL2A1	-1.55925
ZBTB24	-0.814625
SLCO6A1	-0.5725
PRDM1	0.6159
OR7D2	-2.1148
CCDC47	-1.2574
LOC646982	-0.179
SLC26A6	-0.737666666666667
BIN1	0.8128
SRRM1	-0.455928571428571
PCSK1N	2.874875
ALS2	-0.2374
ECT2	-2.30921052631579
CACNA2D2	0.2635
DOCK6	0.08325
C10orf119	-0.18075
FATE1	0.85075
DUSP23	2.58425
TRIP6	-0.254230769230769
NUP35	-0.39875
CDH3	3.70325
KLHDC8A	2.0895
C9orf116	-0.052
EI24	0.3245
CENTD1	-1.25716666666667
RWDD2B	-0.385
DOCK1	0.8885
NPAS2	-1.2805
NR3C2	3.20766666666667
FAM63A	0.73475
INPP5F	-1.29316666666667
FAM111A	-0.7125
MYBL1	1.46525
IQGAP3	2.0555
CRADD	-2.18883333333333
DUSP12	-0.579
PDZK1IP1	4.75025
VASH2	1.21325
CTR9	-0.85925
VIL1	-3.30925
OR8U1	0.561166666666667
CCDC107	3.4425
PTTG1IP	-0.384125
OR4X2	0.49825
COL9A1	2.3715
PSMD9	-1.05575
ZFP62	-0.17875
TIP39	0.8915
PARP15	0.9965
TTC19	-0.958375
C1orf114	-3.49866666666667
GFPT1	-1.219
SLC27A6	2.2525
MRPS10	-0.9468
CALML5	-1.5285
TRPM7	-1.328
CGNL1	0.0715
CECR1	0.8215
SERPINB8	-0.485333333333333
TMEM102	2.834125
PDIA2	-0.189
NUCKS1	1.67166666666667
HOTAIR	2.044
EBI3	-0.9805
NXN	2.57325
ZMYND19	-0.642375
FOXJ3	-0.317
EIF5B	-0.051
EIF2B4	-0.904666666666667
LEO1	-0.5375
ZIC5	-1.88518181818182
IL20	-2.2135
KIAA0415	1.77933333333333
FLJ37357	0.641
TSPAN12	0.787125
ACTR3B	1.26375
TFAM	-1.654
IL17RD	0.86875
PARP12	-0.144
KLHDC7A	0.2325
KCTD4	-0.10275
GTF2H1	-0.6325
FLCN	0.283666666666667
BIRC4	0.56175
LOC790955	-0.196
VKORC1L1	0.60725
CYP4F22	-0.777333333333333
TAS2R5	0.4215
ZNF582	-1.1305
HS3ST3B1	-0.76825
CTNS	0.413
STK36	1.19183333333333
MMD2	-0.273333333333333
RP5-1103G7.6	1.037
FLJ23356	1.4085
CRH	-0.745666666666667
C1orf182	0.4165
ACP5	0.596666666666667
AMFR	1.2039
CA4	-1.82475
PLCB4	-0.489125
MPHOSPH10	0.2295
UNQ473	-1.1745
G3BP2	-0.363916666666667
SR140	-0.379333333333333
HOXA2	0.29725
PYGB	-0.47275
BAT1	-0.437666666666667
DKK3	-0.235
DDX31	-0.945625
TULP1	0.509714285714286
NHLRC2	-0.495
TNRC4	0.0183333333333334
ZNF430	-0.6485
TNRC6A	1.08825
PLA2G1B	0.4374
RCHY1	-0.7145
GTF2A2	-1.34833333333333
MGC4294	0.3275
ZNF691	-0.25425
TACC3	0.448
DNAJC5G	-0.72725
LOC4951	-1.06175
MS4A4A	-2.187
LOC152485	1.1
PPP1R2P1	-0.9975
PPP2R5B	0.708
RPGRIP1L	-0.077625
SPOP	-0.4735
PTPRF	0.638666666666667
MGC42090	1.013
SUSD3	-0.82175
THOC4	-0.5425
MAML1	0.4227
FXR2	-0.507333333333333
TYK2	-0.11425
MUC6	0.845166666666667
DNAJB7	0.97
PIP4K2A	-0.605642857142857
MEX3A	3.23483333333333
RRP1	-0.36925
TFAP4	0.41325
CXorf41	0.718
MTMR4	-0.265833333333333
CTLA4	-0.732
SNX9	-1.01325
CIB3	-0.0133333333333333
NECAP1	-0.025125
PLA2G2D	0.1846
GLMN	-1.881
DCLRE1A	-0.32075
PDX1	null
SAMD11	0.4925
MRPL55	2.1966
TLR7	-0.080375
TBC1D21	-0.1064
SMAD1	2.3175
ACTRT2	0.60875
RIOK2	-0.4815
PDLIM4	-1.47175
SLC22A15	0.195833333333333
ABHD13	-0.1215
STX18	-1.1559
CCPG1	-0.815571428571429
DCBLD1	-0.960666666666667
SLC2A6	-1.0335
NOLA3	-0.0415
TRDMT1	-1.07071428571429
IL17F	1.439
ATP1A4	-1.31666666666667
OR52W1	-0.472
CFL1	-0.793
IL4	-1.08075
RBP2	0.981166666666667
CPSF6	-0.242125
TTC8	-1.10816666666667
MUCL1	5.184
EYA3	-1.331
KRT38	0.40375
GNE	-1.4375
ZNF501	0.11875
SLC35A2	0.615
CEP110	-1.3942
MYF6	1.259
MGST2	0.124666666666667
TRPV4	1.1785
NEK8	-0.723333333333333
NOX5	-0.2645
NCKAP1L	-1.3015
EMP3	-1.415
BPY2C	0.2875
C1orf38	-0.490375
ELOVL2	-1.688
CBX7	1.57141666666667
OSBPL1A	1.12966666666667
ZNF589	-0.06925
ESCO1	0.126
TRA2A	0.920916666666667
C3orf26	-0.67225
PHF2	2.41666666666667
PID1	1.4275
RFC1	0.485125
MTAP	0.5530625
ADORA3	2.27883333333333
LOC389458	0.93525
TRNT1	-1.138125
CRIPAK	0.268
RAI2	1.78066666666667
ANKRD44	-0.82625
GZMB	4.9445
NFE2L1	-0.352875
STIP1	-0.962
RASL11B	1.034
NT5DC2	-1.20566666666667
LRP2	1.601375
MTDH	0.1876
ARSG	-0.94925
HSP90AB1	-0.9895
CT45-6	-3.45875
ZNF483	0.22925
LMBR1L	0.16975
S100A2	-1.7742
C2	-0.520888888888889
C2orf27	1.728
EIF4EBP1	-1.764
GCKR	-3.67883333333333
PPP1R9B	1.22625
FER	-1.3915
SNRK	-0.0916666666666667
OR5M10	1.06
UTP6	-0.53
CAPZA3	1.16
FBP1	-1.42433333333333
TERT	-1.7295
CCL1	-0.864
FUCA1	-0.11075
ALS2CR8	-1.07166666666667
KCMF1	0.0978333333333334
SRCRB4D	-0.4115
OXCT2	-0.640666666666667
IL17RA	0.655333333333333
MPP5	0.439375
SPA17	0.24225
FLJ10986	-0.621666666666667
GALNT14	-0.37125
CXorf27	-0.8405
NPLOC4	-0.49675
RAB34	-0.75925
KRTAP3-3	0.2415
ARSD	1.225
CPLX2	-0.464555555555555
PJA1	-0.8765
WHDC1L1	-0.256666666666667
RB1	-1.1657
MTMR15	-0.8295
PHLDA2	-0.588888888888889
GUCY2F	-1.175
MPV17	-0.262166666666667
SLC35D1	-2.66
LYSMD3	-0.67175
COL16A1	1.36625
ERLIN1	-1.52883333333333
JMJD4	1.955
HIST1H2BK	-1.16325
TP53I11	1.62266666666667
ST3GAL4	-0.9203
PF4V1	1.6018
ALG8	-1.02975
REG1A	0.161
MINA	-0.749
CYB5R3	0.589833333333333
HHLA1	0.13425
MYST4	0.6013
VASN	1.7345
UCHL5IP	-0.96975
TFAP2A	2.0915625
MGC9913	-0.446
C9orf97	-0.5635
LOC90379	-0.4725
PHF15	-1.02276923076923
ZNF169	0.303166666666667
KRT7	2.5472
GLIPR1L2	-0.616285714285714
LOC116236	-0.89525
IQCF3	0.4825
RDH14	0.746
HNRPK	0.0494285714285714
RABEPK	-1.592
ISX	-2.499
CBARA1	0.13625
RAD51AP1	-2.539
MLL5	0.1595
CXorf48	-4.87
SGCD	-1.26475
PHTF1	-1.169
CA3	3.047
CMTM5	-0.572
STX10	-0.3325
JMJD2D	-1.5845
P4HA1	-1.38383333333333
GAB3	-0.923333333333333
DHRS4	-1.16666666666667
COL4A1	3.37075
C20orf20	-0.96925
OSBPL2	0.161625
PTTG2	-0.56475
KIAA1688	3.704
STS	-1.66775
SHROOM4	0.000333333333333315
KBTBD5	0.6995
ALDH1A3	1.5609
BTNL2	0.2215
TGIF1	1.1295
ZFAND5	0.348375
ICA1	0.95825
NAV3	-2.8918
FLJ12331	-0.11575
EPS8L2	1.8261
MNT	0.858
ENTPD1	2.24741666666667
OR51E2	0.969714285714286
STK11	1.55075
MX1	1.952875
TTTY9A	1.069
CX62	-0.627
LOXL4	-1.5345
EXOSC4	1.66925
PURB	0.648214285714286
SETD1A	0.0658333333333333
RELB	0.8935
LAMB2	1.23583333333333
HNF1B	-0.3715
PNLIPRP3	-1.817
C14orf139	-0.164
UMOD	0.691666666666667
GRIN3B	-0.504
GPR25	0.746
ZNF512B	0.48575
ATP6V0A1	-0.56825
SRA1	-0.0390833333333333
ZNF615	0.60775
ZNF768	0.119
ZNF469	5.318
DYNC2LI1	-1.45266666666667
DNAH3	0.638
LOC387911	-0.578666666666667
LOC554234	-0.919
ARRDC5	2.337
TMEM59L	-1.36316666666667
MARCH4	0.37175
CNOT8	-1.54133333333333
KIRREL3	-0.6865
ADAM17	0.3195
MYOG	0.441375
CPNE1	-1.0365
AK5	-1.325
LOC204010	-1.138
NDRG4	1.88625
LOC130074	-0.664
PIAS4	1.3425
NCOA2	1.36875
TEGT	-0.6515
USP5	-1.2135
ANKRD21	-0.5175
KIAA0692	-0.396166666666667
HAPLN3	3.02275
LZIC	-1.2485
NRXN3	1.37375
CDKN2C	-1.412
KIAA0226	-0.5395
CYB5D1	0.311
WDR68	-1.086125
ABCB6	0.0278
MRPS25	-0.26325
ZMAT2	-0.400583333333333
KRT25	0.739
RPL11	-1.1785
GRAP	0.184
LOC198437	1.75633333333333
RORC	0.954625
RAP2C	-0.638307692307692
MXD1	-0.356066666666667
AZI2	-0.654666666666667
NUAK2	-1.64
AHSG	-5.17375
MANSC1	0.759
IMP3	-0.416666666666667
C2orf3	-0.5015
VSTM3	4.756
PCTP	-0.53725
SIRT1	0.666
MANBA	0.13475
CD164	-0.291
GFRA1	-2.8057
PRM2	2.99925
ZKSCAN3	0.1075
PLEKHG1	4.14525
TPRKB	-0.75775
UBFD1	0.144416666666667
CDKL5	1.787
HIST1H2BD	0.999
INPP4A	-0.581833333333333
BMX	0.0305
PTPRU	-1.2805
LOC554202	-1.61275
HOXC8	1.436
IL12B	1.03
ADPGK	-0.9745
ZNF418	1.9365
SIAE	0.170875
CWC15	-0.25125
RP13-401N8.2	1.4915
KLHL11	-0.8885
DEDD2	-0.374125
PSMB3	1.1045
DDX25	-2.28666666666667
ZBTB3	0.1835
GFRAL	-2.575
RPS25	-0.360166666666667
FAM57B	-0.4405
TESK2	-1.05266666666667
DNM1L	-0.78725
ZNF207	-0.332666666666667
CLEC11A	1.58275
TOLLIP	0.07575
TMEM61	2.077
DLK1	-3.1372
PLVAP	4.36725
NOD2	0.980166666666667
SCMH1	0.47675
FLJ40235	-0.60525
HTR2A	0.348833333333333
ARMC5	0.989
FUT7	-0.686
PRELP	2.9045
ALKBH6	-0.0721666666666667
GYG1	-1.52141666666667
POLR3GL	-0.5135
COL8A2	2.1405
OR10A5	0.28775
C1orf187	-0.56125
TXLNB	2.10966666666667
C16orf68	-0.4445
R3HDM1	-0.182
C16orf75	1.67775
BAALC	0.743125
TNP1	0.932
GAPDH	-1.08541666666667
COX7C	0.349
ERRFI1	-0.0993333333333334
PGAM2	2.34816666666667
FAM108B1	-1.10825
APC	-1.249
TLR2	3.265
SUCNR1	0.291125
ZNF233	1.6665
WFDC1	0.749666666666667
PSG11	-0.520875
SLC39A1	0.23125
PSAPL1	0.252
CDC42EP1	1.066125
MECR	-0.1205
KIAA0101	-1.2163
MACROD2	0.5677
MMP19	0.8015
LOC202459	-1.23016666666667
VNN2	1.2965
ACCN3	-0.787
TIMD4	0.092
RNASE8	1.2575
CCDC7	0.318333333333333
SULT2B1	-1.3725
ME1	-0.74
MGRN1	1.144125
MRPL30	-0.758
IVL	0.3775
CALM1	1.13135
PLEKHA6	4.0607
B4GALNT2	2.0845
PGDS	1.33414285714286
C8orf33	0.16125
TMEM56	-0.366666666666667
CKM	0.323833333333333
ESR2	0.577111111111111
ACOT8	0.0905
AGTR2	0.3575
LOC155006	3.5925
BC37295_3	1.0065
EPM2AIP1	-0.244333333333333
PZP	-0.271
RPS9	1.217
C18orf51	-1.3715
SIVA1	0.00829999999999987
HEATR2	-0.569
CD3E	-0.920909090909091
C20orf142	1.4865
PGLYRP3	-1.204
CCDC139	-0.594
GPS2	-0.280666666666667
NOL14	-0.0947499999999999
LRTM2	-0.2125
TRIM36	-3.16875
TP53RK	0.6785
FBXL13	-1.40916666666667
RUFY2	-0.015
C11orf70	-0.916666666666667
HSPB9	1.40933333333333
GJA5	4.66125
HGF	-1.53866666666667
EPHB4	0.38475
SOX18	2.344
IFRG15	0.115
SERPINA10	-4.09675
WDR23	-0.929
REEP2	0.000666666666666681
CDK3	-0.34225
HSPA12A	-1.102
ARL8B	-0.7282
SATB1	-1.1875
PPM1D	-1.6935
VPS45	-0.1875
TP53BP2	1.664625
GJE1	2.89875
CACNA1G	0.0438750000000001
VGLL4	0.575
GNPTG	1.33375
ROS1	-2.594
C21orf128	-0.139
BMP8B	1.575
SLC5A4	-1.3315
SLC6A3	-0.998333333333333
C16orf53	1.860625
TMEM81	-0.1215
APC2	3.1671
SYAP1	0.212875
C6orf54	-1.69816666666667
ZBED5	-0.8097
PVR	-1
LTA4H	-0.9185
CCDC24	0.4082
MAGEA4	-2.28216666666667
IFIT3	1.514
MYADM	1.43625
C21orf82	1.242
PDE3B	-0.80325
TMPRSS11A	0.894
PGK1	-1.98541176470588
CCL13	4.654
DERL3	0.1715
MLXIP	0.0176666666666667
PLOD1	0.57175
MTFR1	-0.1815
NPDC1	0.786666666666667
GPAA1	-0.095
LTV1	-0.476
RYR3	2.9925
C7orf46	-0.38975
VAMP2	1.038125
RNF135	1.2563
SUPV3L1	0.40125
FIBP	-0.649375
ADAMTS18	0.744
RNF25	0.260833333333333
SOS1	-1.3355
PLAU	0.047125
MATK	-0.56525
EHF	9.3705
CTNND2	1.69775
PTEN	-0.261230769230769
ZNF189	0.530375
SLC28A3	-0.1585
GUCY1A3	4.5465
SETD2	-0.1556875
ROGDI	0.024
TICAM1	0.9893
RASSF3	0.9115
PACSIN2	-0.5315
SERPINB5	1.65975
PRKCDBP	1.99725
TFDP3	-0.802
LGR6	7.081125
RFX5	0.210833333333333
OR52J3	-0.676
PTPN18	2.57425
ZBTB34	-0.551625
KCNF1	-0.388
SYNE2	-1.35714285714286
SLC22A4	-1.97775
NETO2	-0.028625
VCPIP1	1.03725
LDHD	0.503
ESX1	-2.531
SQRDL	-0.07825
GALK1	-0.3115
SERPINA6	-3.275
HD	0.01275
ASCL3	0.786
FBXL6	1.21725
FABP7	2.419125
MAGEC3	-1.925
KLC4	0.028
CD1D	-1.300375
PRAM1	1.1975
EIF3B	0.0206428571428572
DSCR8	-5.61033333333333
FLVCR1	0.11925
KIAA0141	-0.329125
PROM2	3.23533333333333
ALOX5	0.750666666666667
GPR162	-0.854571428571428
LYRM2	-0.910125
RNASE6	-1.80925
HES5	1.82425
GJA1	-0.490375
MRPS14	-0.08975
HMHB1	0.71025
TAF7	-0.435666666666667
BTNL9	0.2471
SFXN2	-0.517625
VEPH1	-2.454
GK2	0.522666666666667
AMBP	-4.011125
KIAA0953	-0.667
XAGE5	0.360166666666667
CCBP2	-1.4135
TGM2	-0.852666666666667
ZNF202	-0.5975
ACTL6A	-0.398333333333333
SLC23A2	0.30375
ARHGEF7	-0.384166666666667
LOC728635	-2.022
CRYM	-2.127
PKD2	-0.43875
MANBAL	0.320833333333333
LIN54	-1.18225
ACTL7B	0.1215
OR4D9	0.2915
KIAA1683	-1.772875
