Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
GDF9	1.1935
GPR119	0.0215
TRAF2	-0.683666666666667
HCK	2.283
BMP6	-3.33925
IL8RA	0.708666666666667
FLJ35848	-0.14375
EFHA1	0.71525
CDSN	0.0903333333333333
C14orf54	-0.2415
LSM3	0.0955
ZFP41	0.768
C9orf126	-0.8245
VIT	-1.746
SPCS3	-1.52975
DEF8	-1.3125
CHAF1A	-0.9195
C1orf165	0.588833333333333
ZFPM2	0.597166666666667
FTH1	0.28875
SLC35F1	-1.572
YWHAH	0.81225
C17orf66	0.0266666666666667
ADRB1	-0.684833333333333
FOXL1	-0.6005
RG9MTD3	-0.192833333333333
UMPS	0.4295
MGC13008	-0.261
KIAA1161	-0.118
CCDC77	-1.423
C12orf65	-0.3474
COG4	-1.068
RCP9	0.471
RP4-692D3.1	3.2695
CDC2L5	0.356
MGC7036	0.403
DNAJC11	-0.81125
GDF2	-0.059
TIMM17A	0.95175
HNRNPA0	-0.4454
OR2H1	-0.06975
PCBP1	-0.214625
COL23A1	-2.14025
LRRC2	-0.436928571428571
NSD1	0.289214285714286
FLJ37078	-0.868375
WDR91	-0.403
TMEM179	-0.3705
DSCR10	-0.184
CNDP2	0.5446
FYN	-1.525
BEX2	1.61266666666667
KCND3	0.80725
YPEL5	1.484
LRRC42	-0.480666666666667
C17orf45	0.632625
ZNF649	0.7899
LOC150763	-0.10625
COL5A2	1.83008333333333
CNGA2	0.043
ELA2B	-0.592666666666667
RAB9B	0.15875
FAM100A	0.321
NAIP	-0.00664285714285718
MYOZ2	-0.383375
SPATA12	-0.1255
XRCC4	0.10575
CYB561	0.9727
CHST10	-0.318
BAI1	-0.8775
BRSK1	-0.304
C17orf89	0.8835
PDE6H	-0.4205
FLJ20309	0.1896
MAP7	1.547
SCN4B	0.7125
SPAG9	-0.7499375
SERTAD1	0.569166666666667
FLJ21963	-0.8595
ANTXR1	0.7845
TMPRSS13	1.73183333333333
ETV7	0.779666666666667
DGAT1	0.4085
NKIRAS1	0.609666666666667
TAC3	-3.3275
CORO1C	-0.818416666666666
RAD54B	-0.143
HRASLS3	2.58466666666667
C21orf42	-0.15175
BARD1	-0.260166666666667
ZNF177	1.03483333333333
MIP	-0.399
ZNF442	0.2405
F2	-3.9084
GRIA1	-0.053125
GALNTL2	-0.248333333333333
WNT5A	0.3733
LENG9	0.0305
hCG_25371	-1.2075
FOXR1	-0.3045
TRA@	0.1279
PWWP2	0.9855
C1QTNF7	1.179
SLC7A4	1.162
C4orf7	1.22175
C17orf80	0.199166666666667
KLK4	1.63733333333333
IL31	-0.7295
TMEM176A	2.9335
CTNNB1	0.945125
BHLHB2	0.5555
TMEM185B	0.177
ARD1B	-0.4235
C1orf93	0.0685
BRUNOL4	-1.04816666666667
LOC541469	0.02675
UPK2	-0.193
GAS8	-0.121833333333333
PATE	0.0665
IMPACT	1.645875
WNK4	2.12183333333333
HNRPLL	-0.90175
GAD2	0.17125
ITGA6	-0.4985
BMP15	0.314833333333333
CYP2A7	0.296375
RIC8A	0.00174999999999999
CCND1	-0.0426666666666667
USP35	0.2255
DSCR2	-1.59625
CCL4	2.6825
ZCCHC10	0.4345
NOL11	-0.1585
TRPM2	1.5395
PSMD2	-0.601727272727273
CHTF18	-0.6805
USP18	-0.438625
RRAS	-0.195375
LAMC3	-1.2625
TOX	-3.944
PCDH15	0.192
GABRG3	-2.044
NUDCD2	0.02225
SGCZ	0.477
KCTD17	-0.6396
SPSB2	0.4575
TPPP3	1.891
CILP2	0.128333333333333
CALB2	1.986875
CEBPZ	-0.892666666666667
ZNF479	0.3445
FMOD	5.8065
C21orf66	-0.813357142857143
CLN6	-0.484
ANAPC1	-0.578625
SH2D3C	0.27625
PTPN14	-0.047
TRIM42	0.31875
APTX	0.29
SNRPG	-0.753
BMS1	-0.97575
MAGEA3	-4.3065
NFATC3	-1.27891666666667
LRRC45	0.205666666666667
ARS2	-0.310928571428571
LRIG1	2.64316666666667
EPSTI1	0.0803333333333333
PRSS27	0.34825
ERC2	-0.031875
PRKACB	-0.348571428571429
PRDM13	-4.2955
HCG27	-1.3155
KLK12	-2.8175
HSD17B7	0.5345
ZNF354A	0.593
PCDH11X	0.0515
DMGDH	-0.168
PCBD2	0.129166666666667
TMC6	-2.0715
RIMS1	1.693
SF3B2	-0.435333333333333
RCN1	-1.0075
CPB1	3.8085
BCAR3	1.21725
FCRLB	0.38325
PAK1IP1	-0.3515
OR10H1	0.299
KIF9	1.1695
PITPNM2	-1.73875
L3MBTL4	-0.131
TGFB1	-0.9922
ZXDC	-0.10875
SLC6A16	0.17175
SRrp35	-2.000125
LRRC8E	1.67375
PPIAL4	-0.168166666666667
EOMES	-0.0291666666666667
PAX2	0.3325
SCARF2	-0.053
PSEN2	1.76783333333333
PCDHB13	0.32325
C10orf28	-0.12925
DHRS7B	0.423571428571429
C1orf131	0.774
ASB1	-0.852
ZNF223	0.024
LCMT2	1.32375
MEP1A	-0.718
TMEM53	0.39725
RSPH3	1.5585
C10orf33	-2.0265
LOC644285	1.02325
PTPN9	0.357833333333333
ABCA12	-0.91025
CCDC37	-1.11275
RUNDC1	1.905
YES1	0.630666666666667
FAM120AOS	1.1175
OR5M3	0.2345
PPP1R3F	-0.552583333333333
IL13	0.1526
MDFI	-0.28275
PRNT	0.09275
ZDBF2	0.965
OR10C1	0.255
CLIC1	-0.607
LILRA5	-0.0825
CSAG1	-3.99216666666667
TREML2	-0.987666666666667
FAM125A	0.0968333333333333
ZNF74	-0.6075
FAM104A	0.164375
LRRC39	0.244
SAMD5	-0.80875
HYAL2	0.317
HIST2H2AC	-0.357875
IGFBP5	1.23491304347826
NRTN	-0.364333333333333
KIAA0556	0.4793
FAM29A	-1.44033333333333
JMJD2A	1.00575
EPHB1	0.1055
POLD4	0.839625
ANAPC10	-0.2625
LRRC36	1.68625
MEGF6	-0.684375
LPHN3	-0.663666666666667
BMP10	-0.143333333333333
C21orf55	0.6665
CREM	-0.0773125
PTGER4	-0.857833333333333
METAP1	0.203
KCNQ1	0.727333333333333
NR2F2	-0.72125
SSFA2	-1.09175
CTTNBP2	-2.4515
BCL2A1	-1.966625
ZBTB24	0.10125
SLCO6A1	-1.217
PRDM1	-0.364
OR7D2	-0.527
CCDC47	0.2318
LOC646982	-0.2255
SLC26A6	-2.109
BIN1	-1.1368
SRRM1	-0.121428571428571
PCSK1N	-1.0665
ALS2	0.0909
ECT2	-0.221631578947368
CACNA2D2	0.528375
DOCK6	-0.8875
C10orf119	0.569
FATE1	0.52775
DUSP23	2.52525
TRIP6	-0.551642857142857
NUP35	-0.31775
CDH3	-0.293
KLHDC8A	0.709
C9orf116	0.82875
EI24	-0.238
CENTD1	1.22533333333333
RWDD2B	0.0413333333333333
DOCK1	1.0795
NPAS2	-0.016375
NR3C2	1.41333333333333
FAM63A	1.21508333333333
INPP5F	-0.615
FAM111A	-2.1571
MYBL1	-1.35583333333333
IQGAP3	0.808
CRADD	-0.117666666666667
DUSP12	-0.06075
PDZK1IP1	3.662
VASH2	0.49525
CTR9	0.06275
VIL1	-4.32325
OR8U1	0.300833333333333
CCDC107	-0.1235
PTTG1IP	-0.059625
OR4X2	0.28025
COL9A1	-2.7175
PSMD9	0.0375
ZFP62	1.10475
TIP39	-0.29025
PARP15	0.23
TTC19	1.01025
C1orf114	-1.543
GFPT1	-0.6765
SLC27A6	-1.57025
MRPS10	-0.272
CALML5	-2.00883333333333
TRPM7	-0.32525
CGNL1	3.119375
CECR1	-0.249
SERPINB8	-0.617333333333333
TMEM102	0.7935
PDIA2	-3.60175
NUCKS1	0.9235
HOTAIR	-0.619
EBI3	-0.86375
NXN	-0.8405
ZMYND19	-0.734625
FOXJ3	-0.208
EIF5B	0.0141
EIF2B4	-0.520333333333333
LEO1	-0.1215
ZIC5	-1.61741666666667
IL20	-0.512666666666667
KIAA0415	-0.079
FLJ37357	0.01
TSPAN12	0.929375
ACTR3B	0.456875
TFAM	0.00516666666666667
IL17RD	1.264625
PARP12	-1.6885
KLHDC7A	1.3755
KCTD4	-0.0341666666666667
GTF2H1	-0.4645
FLCN	-0.629833333333333
BIRC4	0.65175
LOC790955	0.49575
VKORC1L1	-0.12525
CYP4F22	0.736833333333333
TAS2R5	0.603
ZNF582	1.199
HS3ST3B1	-1.709125
CTNS	-0.11875
STK36	0.925833333333333
MMD2	-0.13025
RP5-1103G7.6	0.7635
FLJ23356	0.178
CRH	-0.172
C1orf182	0.743333333333333
ACP5	0.698666666666667
AMFR	-0.4245
CA4	-2.46225
PLCB4	0.387625
MPHOSPH10	-0.283
UNQ473	2.83016666666667
G3BP2	0.110083333333333
SR140	-0.358916666666667
HOXA2	-0.65125
PYGB	-1.322
BAT1	-0.763166666666667
DKK3	-1.23183333333333
DDX31	-0.632
TULP1	0.0445
NHLRC2	0.1885
TNRC4	0.00383333333333336
ZNF430	-0.0345
TNRC6A	0.735625
PLA2G1B	0.343166666666667
RCHY1	1.3005
GTF2A2	-0.419833333333333
MGC4294	0.562
ZNF691	0.12275
TACC3	-1.73375
DNAJC5G	0.23275
LOC4951	0.35975
MS4A4A	-2.018
LOC152485	1.475
PPP1R2P1	-0.16475
PPP2R5B	-0.604
RPGRIP1L	0.458875
SPOP	0.8699
PTPRF	1.72941666666667
MGC42090	0.1405
SUSD3	3.6045
THOC4	-0.1835
MAML1	0.0966
FXR2	-0.878
TYK2	-0.343125
MUC6	0.623333333333333
DNAJB7	0.1605
PIP4K2A	-0.776142857142857
MEX3A	1.9345
RRP1	-0.75875
TFAP4	0.075
CXorf41	0.04875
MTMR4	0.836166666666667
CTLA4	0.0605
SNX9	1.04575
CIB3	1.98816666666667
NECAP1	0.33025
PLA2G2D	-0.0756
GLMN	-1.4615
DCLRE1A	-0.04575
PDX1	0.283
SAMD11	-1.334
MRPL55	1.4414
TLR7	1.03675
TBC1D21	0.149333333333333
SMAD1	2.0819
ACTRT2	0.22725
RIOK2	-0.4015
PDLIM4	-0.29625
SLC22A15	-1.16866666666667
ABHD13	1.1717
STX18	0.6228
CCPG1	0.137357142857143
DCBLD1	-0.139333333333333
SLC2A6	-2.204
NOLA3	0.14275
TRDMT1	-0.432142857142857
IL17F	0.1465
ATP1A4	0.203666666666667
OR52W1	0.51
CFL1	-0.957
IL4	-1.08925
RBP2	1.037
CPSF6	0.771125
TTC8	0.329
MUCL1	4.339
EYA3	-1.608
KRT38	0.573
GNE	-1.56825
ZNF501	1.5335
SLC35A2	0.3315
CEP110	-1.1436
MYF6	0.14125
MGST2	-1.333
TRPV4	-0.530833333333333
NEK8	-0.075
NOX5	-1.0435
NCKAP1L	-1.73416666666667
EMP3	-2.412
BPY2C	-0.00600000000000001
C1orf38	-1.22225
ELOVL2	0.4585
CBX7	0.417583333333333
OSBPL1A	1.34833333333333
ZNF589	-0.18075
ESCO1	-0.6185
TRA2A	0.0749166666666667
C3orf26	-0.58225
PHF2	1.07191666666667
PID1	-0.925
RFC1	0.152625
MTAP	0.095125
ADORA3	3.14533333333333
LOC389458	-1.0215
TRNT1	-0.1265
CRIPAK	0.15075
RAI2	4.1865
ANKRD44	0.07825
GZMB	1.02125
NFE2L1	-0.385375
STIP1	-0.7525
RASL11B	1.1215
NT5DC2	-1.73033333333333
LRP2	1.15675
MTDH	0.4364
ARSG	1.75375
HSP90AB1	-0.358166666666667
CT45-6	-4.64325
ZNF483	-0.52275
LMBR1L	-0.77475
S100A2	-1.7857
C2	-0.955888888888889
C2orf27	-0.578
EIF4EBP1	-1.572
GCKR	-3.44766666666667
PPP1R9B	0.36125
FER	-0.91325
SNRK	0.209333333333333
OR5M10	0.472
UTP6	-0.5205
CAPZA3	0.34975
FBP1	1.91022222222222
TERT	-2.219
CCL1	-1.5645
FUCA1	1.419
ALS2CR8	0.366833333333333
KCMF1	0.0789166666666666
SRCRB4D	-1.1675
OXCT2	-0.353166666666667
IL17RA	0.847333333333333
MPP5	-0.84875
SPA17	-0.06575
FLJ10986	0.995333333333333
GALNT14	-2.98725
CXorf27	-0.264625
NPLOC4	-0.48525
RAB34	1.0815
KRTAP3-3	0.3875
ARSD	2.07866666666667
CPLX2	-1.5363
PJA1	1.4875
WHDC1L1	-0.364666666666667
RB1	-1.0902
MTMR15	-0.3325
PHLDA2	-1.7545
GUCY2F	-0.445
MPV17	-0.349
SLC35D1	-0.427
LYSMD3	0.2591
COL16A1	0.8275
ERLIN1	-0.292166666666667
JMJD4	0.30225
HIST1H2BK	-2.567
TP53I11	0.876166666666667
ST3GAL4	-1.8673
PF4V1	0.318
ALG8	0.06125
REG1A	-0.00375
MINA	-0.21125
CYB5R3	-0.344083333333333
HHLA1	-0.1365
MYST4	1.1826
VASN	-0.83775
UCHL5IP	-0.9665
TFAP2A	1.06
MGC9913	-0.2475
C9orf97	0.178
LOC90379	-1.1865
PHF15	0.1265
ZNF169	-0.182833333333333
KRT7	2.4619
GLIPR1L2	2.577
LOC116236	-0.475
IQCF3	-0.24025
RDH14	0.9315
HNRPK	0.344928571428571
RABEPK	-0.426166666666667
ISX	-2.2275
CBARA1	0.31
RAD51AP1	-1.31675
MLL5	0.543375
CXorf48	-5.598
SGCD	-0.90875
PHTF1	-0.945375
CA3	0.07875
CMTM5	0.15325
STX10	-0.4505
JMJD2D	-0.66875
P4HA1	-1.18933333333333
GAB3	-1.47533333333333
DHRS4	-0.2695
COL4A1	1.407
C20orf20	-1.23225
OSBPL2	0.02275
PTTG2	-1.96625
KIAA1688	1.40625
STS	-2.43825
SHROOM4	0.0821666666666667
KBTBD5	0.482666666666667
ALDH1A3	0.2298
BTNL2	0.2905
TGIF1	1.239
ZFAND5	0.513625
ICA1	1.654
NAV3	-2.09216666666667
FLJ12331	-0.49225
EPS8L2	-0.3878
MNT	0.221333333333333
ENTPD1	1.90766666666667
OR51E2	0.38375
STK11	0.101625
MX1	0.74175
TTTY9A	-0.86775
CX62	-0.398
LOXL4	-1.4435
EXOSC4	-0.14025
PURB	0.191214285714286
SETD1A	-0.186333333333333
RELB	1.242
LAMB2	1.32033333333333
HNF1B	-0.432
PNLIPRP3	-0.306
C14orf139	-0.91575
UMOD	0.53475
GRIN3B	-0.183
GPR25	0.2285
ZNF512B	-1.154
ATP6V0A1	0.651375
SRA1	-0.127166666666667
ZNF615	1.20425
ZNF768	0.7305
ZNF469	2.763
DYNC2LI1	0.9455
DNAH3	0.024
LOC387911	0.09125
LOC554234	-0.708
ARRDC5	0.48725
TMEM59L	-2.11533333333333
MARCH4	-0.896
CNOT8	0.1245
KIRREL3	-1.56466666666667
ADAM17	0.087
MYOG	0.3125
CPNE1	-1.31783333333333
AK5	0.79675
LOC204010	-0.23675
NDRG4	-0.503
LOC130074	-0.0445
PIAS4	-0.3585
NCOA2	1.57325
TEGT	1.0339
USP5	-1.004
ANKRD21	-1.34625
KIAA0692	0.411833333333333
HAPLN3	-0.67775
LZIC	-0.6985
NRXN3	-1.328
CDKN2C	-1.16183333333333
KIAA0226	0.126166666666667
CYB5D1	0.40225
WDR68	-0.3789375
ABCB6	-1.969
MRPS25	-0.87525
ZMAT2	1.02491666666667
KRT25	0.065
RPL11	-0.68
GRAP	-0.282833333333333
LOC198437	-1.21416666666667
RORC	1.682375
RAP2C	0.267571428571429
MXD1	-0.46425
AZI2	0.245166666666667
NUAK2	0.6825
AHSG	-6.344625
MANSC1	2.45125
IMP3	-0.0205
C2orf3	-0.717375
VSTM3	0.703
PCTP	0.694
SIRT1	0.24525
MANBA	0.4965
CD164	1.565875
GFRA1	-0.159
PRM2	0.272
ZKSCAN3	0.467
PLEKHG1	1.59825
TPRKB	-0.629
UBFD1	0.23075
CDKL5	1.38166666666667
HIST1H2BD	-1.27416666666667
INPP4A	-0.8365
BMX	-0.7595
PTPRU	-1.8165
LOC554202	-0.717
HOXC8	1.2855
IL12B	0.0615
ADPGK	-0.59725
ZNF418	0.9255
SIAE	0.1125
CWC15	-0.5175
RP13-401N8.2	-0.353
KLHL11	0.32475
DEDD2	0.207625
PSMB3	-0.13375
DDX25	-2.89025
ZBTB3	0.675666666666667
GFRAL	-0.0475
RPS25	-0.987166666666667
FAM57B	0.0786666666666667
TESK2	1.30433333333333
DNM1L	-0.5815
ZNF207	-0.0371666666666667
CLEC11A	0.653
TOLLIP	0.0855
TMEM61	0.277833333333333
DLK1	-4.5105
PLVAP	2.344625
NOD2	3.38866666666667
SCMH1	-0.256
FLJ40235	-0.22825
HTR2A	-0.676333333333333
ARMC5	0.8635
FUT7	-0.173
PRELP	0.9365
ALKBH6	-0.3635
GYG1	-0.215916666666667
POLR3GL	0.0055
COL8A2	3.54266666666667
OR10A5	0.25975
C1orf187	-2.3305
TXLNB	1.53566666666667
C16orf68	-0.186333333333333
R3HDM1	-0.989
C16orf75	0.33975
BAALC	-0.971125
TNP1	-0.16875
GAPDH	-1.47616666666667
COX7C	1.099
ERRFI1	-1.09658333333333
PGAM2	0.747333333333333
FAM108B1	0.3455
APC	0.74525
TLR2	2.24325
SUCNR1	-0.060625
ZNF233	0.01475
WFDC1	-2.50983333333333
PSG11	-0.2048
SLC39A1	0.595
PSAPL1	-0.125
CDC42EP1	-0.259875
MECR	0.07775
KIAA0101	-1.3027
MACROD2	1.6556
MMP19	0.578333333333333
LOC202459	-0.156833333333333
VNN2	1.24775
ACCN3	-1.4375
TIMD4	0.1935
RNASE8	0.1995
CCDC7	0.74175
SULT2B1	-0.127
ME1	-1.2225
MGRN1	0.82775
MRPL30	-0.95925
IVL	-0.12875
CALM1	0.679
PLEKHA6	2.707
B4GALNT2	-0.129
PGDS	3.923
C8orf33	0.219583333333333
TMEM56	1.08733333333333
CKM	-1.34066666666667
ESR2	-0.2126
ACOT8	-0.3645
AGTR2	0.3605
LOC155006	-0.3815
BC37295_3	0.0905
EPM2AIP1	-0.0365
PZP	-0.28525
RPS9	-0.0146666666666667
C18orf51	-2.7035
SIVA1	-0.0649
HEATR2	-0.1315
CD3E	-0.875666666666667
C20orf142	-1.16975
PGLYRP3	0.113
CCDC139	-0.45375
GPS2	-0.950833333333333
NOL14	-0.61325
LRTM2	0.45025
TRIM36	-2.088875
TP53RK	-0.2245
FBXL13	-0.5635
RUFY2	0.210071428571429
C11orf70	-0.663333333333333
HSPB9	-0.105666666666667
GJA5	1.89
HGF	-1.758
EPHB4	-0.47025
SOX18	0.0995
IFRG15	0.4005
SERPINA10	-2.9955
WDR23	-1.041875
REEP2	-0.7565
CDK3	-1.04075
HSPA12A	1.14975
ARL8B	0.9818
SATB1	-1.58716666666667
PPM1D	-1.19616666666667
VPS45	0.868
TP53BP2	1.013
GJE1	2.1575
CACNA1G	0.296625
VGLL4	0.673875
GNPTG	1.2795
ROS1	-2.05025
C21orf128	-0.151666666666667
BMP8B	0.80225
SLC5A4	-0.4915
SLC6A3	-0.0633333333333333
C16orf53	0.859125
TMEM81	0.4085
APC2	-0.4468
SYAP1	-0.196375
C6orf54	-0.817166666666667
ZBED5	-0.3418
PVR	-1.53825
LTA4H	-0.2925
CCDC24	1.2479
MAGEA4	-4.19183333333333
IFIT3	-0.582166666666667
MYADM	0.7465
C21orf82	0.1965
PDE3B	-2.507
TMPRSS11A	-0.07575
PGK1	-1.80129411764706
CCL13	1.20466666666667
DERL3	-0.978
MLXIP	-1.03125
PLOD1	-1.509875
MTFR1	-0.646
NPDC1	0.543333333333333
GPAA1	-0.116333333333333
LTV1	-0.1085
RYR3	-0.70775
C7orf46	-0.35825
VAMP2	-0.120375
RNF135	1.997
SUPV3L1	-0.2
FIBP	0.414875
ADAMTS18	0.335333333333333
RNF25	-0.0753333333333333
SOS1	0.07825
PLAU	0.0595
MATK	-3.08925
EHF	1.618
CTNND2	1.319
PTEN	0.445857142857143
ZNF189	0.744875
SLC28A3	0.244
GUCY1A3	2.81875
SETD2	0.62
ROGDI	0.6605
TICAM1	0.7006
RASSF3	0.2665
PACSIN2	0.0748333333333333
SERPINB5	-1.19883333333333
PRKCDBP	-0.526125
TFDP3	-0.125
LGR6	2.748
RFX5	0.439
OR52J3	0.607
PTPN18	0.736
ZBTB34	0.12
KCNF1	2.1375
SYNE2	-0.371571428571428
SLC22A4	-2.21225
NETO2	-1.647625
VCPIP1	-0.16825
LDHD	-0.238
ESX1	-3.39675
SQRDL	1.68925
GALK1	-1.77475
SERPINA6	-3.843
HD	-0.13575
ASCL3	-0.1525
FBXL6	-0.7995
FABP7	-3.794375
MAGEC3	-0.2625
KLC4	-0.073625
CD1D	-2.188625
PRAM1	0.4215
EIF3B	-0.2625
DSCR8	-5.96625
FLVCR1	-0.2345
KIAA0141	-0.188
PROM2	3.59033333333333
ALOX5	0.7059
GPR162	-0.921625
LYRM2	0.4235
RNASE6	-1.33075
HES5	0.449
GJA1	0.136
MRPS14	0.6795
HMHB1	0.053
TAF7	0.57775
BTNL9	-0.0132
SFXN2	0.84825
VEPH1	-2.41475
GK2	0.00849999999999999
AMBP	-4.971
KIAA0953	-0.424
XAGE5	0.0845
CCBP2	-0.0285
TGM2	-2.27283333333333
ZNF202	-0.75
ACTL6A	0.2025
SLC23A2	-0.3581
ARHGEF7	0.0266666666666667
LOC728635	-0.7325
CRYM	2.48
PKD2	-1.0545
MANBAL	0.465833333333333
LIN54	-0.761
ACTL7B	0.17925
OR4D9	0.6095
KIAA1683	-1.19625
ZNF704	1.52933333333333
TCP10	-0.263
MAGEB18	-0.3515
DEFA4	0.381
ZNF197	0.19
PTOV1	-0.145333333333333
RNF208	0.464166666666667
CMIP	-0.2145
TRDN	0.3095
UCHL1	-1.654
APOL6	-1.4897
PLK1	-1.53383333333333
NPHP1	1.812
NDUFA11	0.11525
DAB1	0.2345
RTN4R	-0.01925
PUSL1	-0.404
SYT2	-0.1255
ANXA13	0.54025
RFTN1	-1.93725
ATP8B2	-0.402333333333333
VN1R2	0.2895
OR52E4	0.119
NPPB	-2.66683333333333
ZNF148	1.5055
ZNF141	0.7295
IKZF1	-2.677875
PSMC2	-0.39325
GGA3	-0.324666666666667
LPGAT1	1.59775
SEC16B	1.41533333333333
C5orf38	1.27833333333333
THOC2	-0.2575
SLC16A12	0.273333333333333
ALK	-1.606125
DACT3	0.585
CACHD1	-1.267
GAN	-0.65025
EXOC6B	0.1775
HIST1H2AE	-1.1325
VAMP1	-1.654
SRI	1.6425
AKAP14	0.167
HLA-E	-0.8058
SLC25A32	-0.233166666666667
FLT3LG	-0.910166666666667
ATP1B1	2.166375
WDR1	0.3543125
SWAP70	-0.27475
TRIM31	0.071
ARNT	1.21775
ZNF596	1.6669
CDKN1B	0.868916666666667
FOXC1	-2.310625
SEMA3A	-3.8711
LSM14A	0.625583333333333
STEAP3	-1.043125
ABCA1	0.483833333333333
PLSCR2	1.021
EDC3	-0.74425
THBS3	1.13175
C15orf43	0.318333333333333
GMCL1	0.3435
C9orf71	0.12
MGAT5	-0.056
LOC402164	0.0995
TSPAN8	-5.0725
DYNLT1	1.412625
IGSF1	-3.231
TMEM143	-0.16825
FLJ25006	-3.0095
ATP13A3	0.631833333333333
C3AR1	1.7385
CADM2	0.641333333333333
EFNA4	1.9415
HAO1	0.08075
TWF1	0.666
MRPS17	-0.485
MYH9	0.80725
C9orf9	0.740666666666667
C17orf79	0.244166666666667
FSCN3	-0.0165
BDKRB2	0.555166666666667
PCGF6	-0.607166666666667
RAP1GAP	0.14975
TAS2R41	0.551
DCLK1	-0.2315
DEFT1P	0.238666666666667
TAF2	0.119
COPZ1	0.465875
KATNA1	0.3265
STIM1	-0.4955
TBX2	-2.8835
RPS4X	0.317307692307692
MARCH8	0.442
DHX33	-0.858666666666667
TMEM161B	-0.368333333333333
SYPL2	0.2965
ADCY5	1.182625
SRPK3	0.06475
CXorf9	-0.74425
REC8	-0.089375
CLP1	-0.2694
MGC52498	-0.53
DUOX2	0.26575
C6orf150	-2.0605
TSC22D3	2.624375
CASP8	-1.3747
PRKD3	-1.3526875
CFH	0.4775
TRO	-1.326
NRIP1	1.54975
ZNF707	0.127833333333333
TBC1D22B	-0.3805
HYI	0.055
COX7B2	-0.2135
GPR52	0.133
CASC3	0.492
METRN	1.537
KRT3	0.2135
ARF1	0.872214285714286
C1orf111	0.324
MOG	-0.3775
C6orf50	0.193
MGC12966	0.39
ATP7A	0.743833333333333
NOTUM	-2.7125
LOC342897	0.1025
ITSN2	-0.0125
GIP	0.036
LOC89944	-0.250666666666667
UBXD8	0.255625
GYPE	-2.26333333333333
JAG1	-0.103666666666667
RLBP1L2	-0.1415
HIST1H2AL	-0.486125
PAPPA	-1.5405
CYP4F8	0.16575
TRH	1.41125
DCTN3	0.0532
NT5C	-0.421
HTR3C	-0.062
VPS41	0.9555
KIAA0174	-0.3836
ANKS6	-2.381125
MPV17L	1.455
MT1M	-0.4465
DTX1	1.03925
LOC146325	-0.111666666666667
ZNF639	0.2785
CACNG4	0.7913
TNNC1	-1.673
MGC27345	-0.298375
CASD1	1.4549
HOXD4	0.665
SMC4	-1.63035294117647
TTC35	-0.0334
CTXN1	1.17625
RGS19	-0.7955
SFRS3	0.0794166666666667
TRIM43	-0.224
HLA-DQB1	1.752875
NUPL1	0.0106
NRAS	-2.057875
RPL22L1	-1.83375
ZNF138	-0.0458333333333333
FBXW2	-0.4134
SIX3	0.0303333333333333
HDAC9	-0.133
OGG1	-0.349
APLP1	-1.2695
OR7A5	0.168
DLX4	-1.4425
TUBA1B	-0.661333333333333
CRY1	0.00537500000000001
C12orf29	-0.276125
MGC70863	0.362181818181818
OR1D2	-1.2205
C1orf25	1.030375
CUZD1	-0.7565
PUNC	-2.8335
SCAND1	-0.2435
MYT1	-0.504
MPND	-0.01075
GOLGA1	0.5533
ZBTB43	0.25
VAPA	0.92225
C4orf36	0.589
STAP1	0.37775
SLC34A1	-0.062
PIK3R3	0.9024
TGM5	0.0365
USPL1	-0.1057
FBXO40	-0.0596666666666667
BRF1	0.3266
CCL27	-0.8715
hCG_1657980	-0.7595
PFN2	0.4163
MYBPH	-2.509
PPP1CC	0.0490625
CDCA7L	-1.2885
KCNB2	0.2295
C20orf151	1.0935
USP13	-0.35475
RCOR2	-0.0321666666666667
FBXW4	0.611833333333333
WT1	-0.9065
TAS2R46	0.2455
STK38L	0.859666666666667
LEPROT	1.04175
DDX42	0.141125
TXNRD2	-0.188666666666667
TNFRSF4	1.5995
KSR1	-0.09275
SLC27A1	1.14033333333333
POU5F2	0.32575
SLC22A11	0.054
C8orf32	-0.193166666666667
ZNF236	1.23514285714286
GABRB1	-3.516
LRRC29	1.0025
FBLN1	0.628833333333333
MRRF	-0.142333333333333
RP1	0.0545
MARVELD1	-0.47025
AFF4	0.669
C17orf54	-0.328
RAF1	-0.43325
SUB1	-0.870166666666667
MRPS33	0.01225
ZIC1	-2.7784
ARL10	-0.131
RAG1AP1	0.643166666666667
P2RX5	-3.1313
NCR3	0.130833333333333
LTB4R2	0.0065
HLA-DPA1	3.649
FKBPL	0.578
JAKMIP1	-4.64525
SNX4	1.25425
CD248	1.14675
CCR2	-2.461625
LOC401152	0.562333333333333
SH3KBP1	-1.8511
LMBRD2	-0.0164285714285713
WDR51A	-0.475666666666667
SYT15	-0.3685
SMOX	-1.4845
NACAP1	0.57325
DRD2	-0.00666666666666665
COPS2	-0.59775
FCER1A	3.831
TMEM112B	-0.835
SUGT1	-0.5573
CALR	-0.445375
DPY19L2P4	1.89125
ADRA1B	-0.33375
LTB	0.345
SNRPD1	-0.168
NCAPG2	-1.553
KCNMB1	1.923
ITGAV	0.851416666666667
LENG4	0.034875
C13orf16	-0.00283333333333334
C20orf3	-0.094875
PIP5K1A	0.18625
PCNA	-1.2715
C1orf34	3.297
MMACHC	-0.19125
BEST1	-0.5995
REV3L	-0.7705
ZRANB1	-0.35
AVPI1	-2.03425
ATG5	1.019
SARM1	-1.1265
RGS7	-1.7575
