Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
TMEM176A	3.801
CTNNB1	1.7935
BHLHB2	1.30325
TMEM185B	1.07633333333333
ARD1B	-0.25225
C1orf93	0.2765
BRUNOL4	-0.893166666666667
LOC541469	0.326583333333333
UPK2	0.03225
GAS8	0.427
PATE	0.4515
IMPACT	0.727
WNK4	1.92983333333333
HNRPLL	-0.378125
GAD2	-0.27175
ITGA6	0.531
BMP15	0.275666666666667
CYP2A7	1.027375
RIC8A	1.021875
CCND1	0.035
USP35	-0.531
DSCR2	-1.35325
CCL4	4.54583333333333
ZCCHC10	-0.1525
NOL11	-0.6955
TRPM2	2.022
PSMD2	-0.0815454545454545
CHTF18	-1.0895
USP18	1.20275
RRAS	0.996
LAMC3	0.62375
TOX	-2.5945
PCDH15	-0.82
GABRG3	-1.54325
NUDCD2	-0.13175
SGCZ	0.2845
KCTD17	0.000300000000000003
SPSB2	0.3725
TPPP3	2.19233333333333
CILP2	2.178
CALB2	2.165625
CEBPZ	-0.724666666666667
ZNF479	-0.38825
FMOD	5.1885
C21orf66	-1.10307142857143
CLN6	0.5975
ANAPC1	-0.91775
SH2D3C	1.7865
PTPN14	-0.4507
TRIM42	0.572666666666667
APTX	-0.4205
SNRPG	-0.499833333333333
BMS1	-0.9755
MAGEA3	-3.993
NFATC3	-0.760416666666667
LRRC45	1.25116666666667
ARS2	0.246
LRIG1	1.1715
EPSTI1	1.672
PRSS27	0.71125
ERC2	-0.758714285714285
PRKACB	0.646785714285714
PRDM13	-4.6155
HCG27	-1.36625
KLK12	-2.8275
HSD17B7	-0.0851666666666667
ZNF354A	-0.50525
PCDH11X	0.5355
DMGDH	0.2265
PCBD2	0.9035
TMC6	-0.777125
RIMS1	4.9945
SF3B2	0.1445
RCN1	-0.499666666666667
CPB1	1.867
BCAR3	-1.66525
FCRLB	0.14975
PAK1IP1	-1.35025
OR10H1	-0.222
KIF9	-0.4088
PITPNM2	-0.880875
L3MBTL4	0.28225
TGFB1	0.1288
ZXDC	-0.24175
SLC6A16	-1.00425
SRrp35	-2.30075
LRRC8E	1.54
PPIAL4	-0.359666666666667
EOMES	1.1905
PAX2	-0.5215
SCARF2	1.03525
PSEN2	1.73166666666667
PCDHB13	1.49775
C10orf28	-0.806875
DHRS7B	0.614428571428571
C1orf131	-0.20825
ASB1	-0.6873
ZNF223	0.168166666666667
LCMT2	1.2035
MEP1A	-0.8675
TMEM53	0.5375
RSPH3	1.59675
C10orf33	-1.1195
LOC644285	-1.7815
PTPN9	0.601333333333333
ABCA12	1.268
CCDC37	-1.211
RUNDC1	1.0145
YES1	-1.007
FAM120AOS	1.10475
OR5M3	0.3205
PPP1R3F	0.333083333333333
IL13	0.1126
MDFI	-0.688
PRNT	0.227
ZDBF2	0.9315
OR10C1	0.207833333333333
CLIC1	0.00416666666666667
LILRA5	0.561
CSAG1	-3.705
TREML2	-0.254333333333333
FAM125A	0.508
ZNF74	-0.7705
FAM104A	0.291875
LRRC39	0.645
SAMD5	0.9515
HYAL2	0.57
HIST2H2AC	0.7625
IGFBP5	0.800652173913043
NRTN	-0.583333333333333
KIAA0556	0.1697
FAM29A	-2.32938888888889
JMJD2A	-0.3235
EPHB1	0.8685
POLD4	1.059875
ANAPC10	-0.896
LRRC36	-0.15075
MEGF6	0.29325
LPHN3	-0.525166666666667
BMP10	-0.273
C21orf55	-0.011
CREM	-0.327625
PTGER4	0.486833333333333
METAP1	-0.4855
KCNQ1	2.88983333333333
NR2F2	2.24875
SSFA2	0.10425
CTTNBP2	-2.06725
BCL2A1	-0.936625
ZBTB24	0.58125
SLCO6A1	-1.31866666666667
PRDM1	1.2576
OR7D2	-0.946166666666667
CCDC47	0.3627
LOC646982	0.6645
SLC26A6	-1.3755
BIN1	-0.0917
SRRM1	-0.891142857142857
PCSK1N	-0.099875
ALS2	-0.2842
ECT2	-0.140052631578947
CACNA2D2	1.752125
DOCK6	-0.1515
C10orf119	-0.729
FATE1	0.3615
DUSP23	1.78075
TRIP6	0.232076923076923
NUP35	-0.8165
CDH3	0.32425
KLHDC8A	1.19675
C9orf116	0.38425
EI24	-0.2065
CENTD1	0.146666666666667
RWDD2B	0.349333333333333
DOCK1	0.574
NPAS2	-0.167875
NR3C2	2.51866666666667
FAM63A	0.808416666666667
INPP5F	-0.7455
FAM111A	0.1006
MYBL1	-2.99575
IQGAP3	0.711833333333333
CRADD	-0.808333333333333
DUSP12	-1.0765
PDZK1IP1	3.8455
VASH2	-0.47925
CTR9	0.56
VIL1	-4.55175
OR8U1	0.570833333333333
CCDC107	0.9465
PTTG1IP	0.133375
OR4X2	0.40175
COL9A1	-0.6215
PSMD9	-0.36725
ZFP62	0.7445
TIP39	0.40875
PARP15	0.0305
TTC19	-0.09075
C1orf114	-1.31016666666667
GFPT1	0.6095
SLC27A6	-1.24175
MRPS10	-0.196
CALML5	1.61233333333333
TRPM7	-0.74475
CGNL1	0.704875
CECR1	0.8325
SERPINB8	-0.617333333333333
TMEM102	0.541
PDIA2	-3.657
NUCKS1	-0.1655
HOTAIR	3.0575
EBI3	0.88
NXN	0.8055
ZMYND19	-0.359625
FOXJ3	-0.41075
EIF5B	-0.1114
EIF2B4	0.620833333333333
LEO1	0.494
ZIC5	-1.66716666666667
IL20	-0.868333333333333
KIAA0415	0.92975
FLJ37357	0.2935
TSPAN12	2.479875
ACTR3B	-0.39475
TFAM	-1.31083333333333
IL17RD	-0.106125
PARP12	1.1385
KLHDC7A	0.7985
KCTD4	0.043
GTF2H1	-0.06325
FLCN	-0.599166666666667
BIRC4	0.48925
LOC790955	0.524
VKORC1L1	0.8585
CYP4F22	-0.611666666666667
TAS2R5	0.4255
ZNF582	0.676
HS3ST3B1	-0.894625
CTNS	0.3445
STK36	0.8615
MMD2	0.1945
RP5-1103G7.6	0.0355
FLJ23356	0.608
CRH	-0.6005
C1orf182	0.00116666666666667
ACP5	1.279
AMFR	1.1823
CA4	-1.82325
PLCB4	-1.222125
MPHOSPH10	-0.84625
UNQ473	3.66966666666667
G3BP2	0.593666666666667
SR140	-0.938166666666667
HOXA2	0.0675
PYGB	0.04675
BAT1	-0.217916666666667
DKK3	0.882
DDX31	-0.29975
TULP1	-0.476125
NHLRC2	0.2695
TNRC4	0.0101666666666667
ZNF430	-0.83375
TNRC6A	-0.62725
PLA2G1B	0.143666666666667
RCHY1	1.81233333333333
GTF2A2	-0.54
MGC4294	1.2995
ZNF691	0.01675
TACC3	-0.03625
DNAJC5G	-0.22425
LOC4951	0.1695
MS4A4A	-0.283
LOC152485	1.9495
PPP1R2P1	-0.29175
PPP2R5B	0.201
RPGRIP1L	-0.329
SPOP	0.2768
PTPRF	1.15333333333333
MGC42090	-1.429
SUSD3	-1.24125
THOC4	1.2965
MAML1	0.5452
FXR2	-0.0396666666666667
TYK2	0.32075
MUC6	2.5665
DNAJB7	-0.182
PIP4K2A	0.4065
MEX3A	0.41
RRP1	-0.5005
TFAP4	-0.432
CXorf41	0.05
MTMR4	0.385166666666667
CTLA4	0.143
SNX9	0.851875
CIB3	0.569166666666667
NECAP1	0.813375
PLA2G2D	-0.1257
GLMN	-1.7945
DCLRE1A	-0.845
PDX1	0.563
SAMD11	1.0275
MRPL55	0.7626
TLR7	2.966625
TBC1D21	-0.1135
SMAD1	2.7121
ACTRT2	0.13925
RIOK2	-0.3285
PDLIM4	-0.44225
SLC22A15	0.506166666666667
ABHD13	1.0127
STX18	0.7378
CCPG1	0.546714285714286
DCBLD1	0.108
SLC2A6	-1.6525
NOLA3	0.0865
TRDMT1	-0.758071428571429
IL17F	0.3885
ATP1A4	-0.181666666666667
OR52W1	0.0615
CFL1	-0.24125
IL4	-1.53775
RBP2	0.954666666666667
CPSF6	0.66825
TTC8	-0.1795
MUCL1	5.4225
EYA3	-2.13066666666667
KRT38	-0.18375
GNE	-1.93725
ZNF501	0.27525
SLC35A2	0.832875
CEP110	-1.5612
MYF6	0.342
MGST2	0.267666666666667
TRPV4	0.815333333333333
NEK8	-0.421
NOX5	0.4275
NCKAP1L	-0.0618333333333334
EMP3	-1.47166666666667
BPY2C	0.84
C1orf38	0.99475
ELOVL2	0.389
CBX7	0.853333333333333
OSBPL1A	-0.6205
ZNF589	-1.23675
ESCO1	-1.45633333333333
TRA2A	0.798
C3orf26	-1.888
PHF2	1.40358333333333
PID1	0.436333333333333
RFC1	-0.71175
MTAP	-0.5348125
ADORA3	4.17883333333333
LOC389458	-0.52625
TRNT1	-0.985625
CRIPAK	-0.41725
RAI2	1.91583333333333
ANKRD44	-0.28775
GZMB	3.2975
NFE2L1	-0.163625
STIP1	-0.104166666666667
RASL11B	2.1795
NT5DC2	-2.188
LRP2	0.222875
MTDH	0.105933333333333
ARSG	-1.095
HSP90AB1	-0.175333333333333
CT45-6	-5.17125
ZNF483	-0.7185
LMBR1L	-0.416
S100A2	-2.4703
C2	0.193333333333333
C2orf27	0.487625
EIF4EBP1	-0.90625
GCKR	-3.15933333333333
PPP1R9B	0.511125
FER	-0.42525
SNRK	0.445333333333333
OR5M10	0.161
UTP6	-1.38275
CAPZA3	0.17025
FBP1	2.32322222222222
TERT	-2.23
CCL1	-1.159
FUCA1	1.32875
ALS2CR8	-0.158333333333333
KCMF1	-0.0396666666666667
SRCRB4D	-1.211
OXCT2	-0.261
IL17RA	0.753
MPP5	0.464
SPA17	-1.29375
FLJ10986	0.198666666666667
GALNT14	-1.119
CXorf27	-1.318125
NPLOC4	-0.2005
RAB34	0.1085
KRTAP3-3	0.6315
ARSD	1.40716666666667
CPLX2	-1.2847
PJA1	1.5235
WHDC1L1	-0.2415
RB1	0.0876
MTMR15	-0.162
PHLDA2	0.0295
GUCY2F	-1.4515
MPV17	-0.2765
SLC35D1	0.0455
LYSMD3	0.3987
COL16A1	2.61775
ERLIN1	-0.480333333333333
JMJD4	0.9905
HIST1H2BK	-0.794
TP53I11	1.26116666666667
ST3GAL4	-1.1452
PF4V1	0.691166666666667
ALG8	-1.08425
REG1A	0.587
MINA	-0.835
CYB5R3	0.382666666666667
HHLA1	-0.65475
MYST4	0.2935
VASN	0.37975
UCHL5IP	-0.91125
TFAP2A	0.9856875
MGC9913	0.364
C9orf97	0.725
LOC90379	-0.53375
PHF15	0.200785714285714
ZNF169	-0.172833333333333
KRT7	3.1545
GLIPR1L2	0.2825
LOC116236	-0.25375
IQCF3	-0.71475
RDH14	0.867333333333333
HNRPK	0.6865
RABEPK	-0.677666666666667
ISX	-1.993
CBARA1	0.12925
RAD51AP1	-2.1445
MLL5	0.170375
CXorf48	-3.32
SGCD	0.6305
PHTF1	-1.255625
CA3	1.77025
CMTM5	0.5495
STX10	-0.12575
JMJD2D	-0.70625
P4HA1	-1.2595
GAB3	-0.338666666666667
DHRS4	0.4845
COL4A1	2.8463125
C20orf20	-1.395125
OSBPL2	0.4395
PTTG2	-1.902
KIAA1688	1.0965
STS	0.9545
SHROOM4	0.324666666666667
KBTBD5	0.264
ALDH1A3	1.8036
BTNL2	-0.0261666666666667
TGIF1	1.017
ZFAND5	0.78425
ICA1	1.777
NAV3	0.268333333333333
FLJ12331	-0.88475
EPS8L2	1.4801
MNT	0.1205
ENTPD1	2.347
OR51E2	1.8025
STK11	1.100625
MX1	4.088625
TTTY9A	-0.48575
CX62	-1.373
LOXL4	-0.185875
EXOSC4	-0.164
PURB	0.401571428571429
SETD1A	-0.226166666666667
RELB	1.18625
LAMB2	0.957666666666667
HNF1B	-0.350166666666667
PNLIPRP3	-0.105
C14orf139	-1.066
UMOD	-0.0355
GRIN3B	-0.43525
GPR25	0.3295
ZNF512B	-1.25225
ATP6V0A1	-0.325375
SRA1	0.4435
ZNF615	0.74875
ZNF768	1.321
ZNF469	3.85925
DYNC2LI1	0.304833333333333
DNAH3	-0.6635
LOC387911	0.80025
LOC554234	-0.01725
ARRDC5	1.20775
TMEM59L	-0.178
MARCH4	-0.13475
CNOT8	0.587333333333333
KIRREL3	-1.548
ADAM17	0.31425
MYOG	0.323125
CPNE1	-0.3545
AK5	1.11125
LOC204010	-1.43775
NDRG4	-0.41025
LOC130074	-0.22425
PIAS4	0.6155
NCOA2	0.67025
TEGT	1.4294
USP5	0.1015
ANKRD21	0.38225
KIAA0692	-0.0271666666666667
HAPLN3	1.52475
LZIC	-1.4955
NRXN3	-0.27625
CDKN2C	-1.4
KIAA0226	0.160333333333333
CYB5D1	-0.09375
WDR68	-0.4126875
ABCB6	-0.4883
MRPS25	-0.7405
ZMAT2	0.34025
KRT25	-0.707
RPL11	-1.22325
GRAP	0.110833333333333
LOC198437	1.88833333333333
RORC	1.079
RAP2C	2.81335714285714
MXD1	-0.2495625
AZI2	-0.570833333333333
NUAK2	-0.2105
AHSG	-6.094375
MANSC1	2.06375
IMP3	0.3205
C2orf3	-0.848125
VSTM3	3.866
PCTP	0.6065
SIRT1	-0.3775
MANBA	1.98975
CD164	1.295375
GFRA1	3.0271
PRM2	0.45775
ZKSCAN3	0.5055
PLEKHG1	2.46375
TPRKB	-0.82175
UBFD1	-0.07
CDKL5	0.807
HIST1H2BD	-0.328583333333333
INPP4A	0.102
BMX	0.34125
PTPRU	-0.331
LOC554202	-0.867833333333333
HOXC8	0.936125
IL12B	0.467
ADPGK	-0.29525
ZNF418	1.191
SIAE	0.877875
CWC15	-0.67275
RP13-401N8.2	0.033
KLHL11	-0.35725
DEDD2	0.543125
PSMB3	-0.97575
DDX25	-2.8875
ZBTB3	0.670166666666667
GFRAL	0.0395
RPS25	-1.4295
FAM57B	-0.923333333333333
TESK2	0.293666666666667
DNM1L	-1.02325
ZNF207	-0.3
CLEC11A	1.983625
TOLLIP	0.85625
TMEM61	-0.6155
DLK1	-4.2527
PLVAP	3.24525
NOD2	3.31683333333333
SCMH1	0.30425
FLJ40235	0.163
HTR2A	-0.640333333333333
ARMC5	0.798
FUT7	0.158
PRELP	2.6318
ALKBH6	0.115
GYG1	-0.285416666666667
POLR3GL	0.71375
COL8A2	5.51166666666667
OR10A5	0.470875
C1orf187	-1.8375
TXLNB	1.54466666666667
C16orf68	-0.50425
R3HDM1	-0.766
C16orf75	-1.392
BAALC	-0.324
TNP1	0.42825
GAPDH	-1.56908333333333
COX7C	-0.3935
ERRFI1	-1.15008333333333
PGAM2	1.17433333333333
FAM108B1	-0.96075
APC	0.738625
TLR2	3.71225
SUCNR1	1.18925
ZNF233	1.24025
WFDC1	-0.6005
PSG11	-0.2441
SLC39A1	0.792
PSAPL1	-0.3845
CDC42EP1	0.476375
MECR	-0.17975
KIAA0101	-1.1466
MACROD2	0.9165
MMP19	1.12191666666667
LOC202459	-0.473
VNN2	3.57525
ACCN3	-1.275
TIMD4	1.8215
RNASE8	-0.562
CCDC7	0.572
SULT2B1	1.899
ME1	-2.1015
MGRN1	0.77575
MRPL30	-0.566125
IVL	1.988375
CALM1	1.2428
PLEKHA6	2.275
B4GALNT2	0.0685
PGDS	4.783375
C8orf33	-0.0973333333333333
TMEM56	0.00666666666666666
CKM	-0.882166666666667
ESR2	0.1733
ACOT8	-0.2445
AGTR2	0.4455
LOC155006	-0.1315
BC37295_3	0.401
EPM2AIP1	-0.7325
PZP	1.34875
RPS9	0.3385
C18orf51	-1.26775
SIVA1	0.2317
HEATR2	-0.5855
CD3E	-0.433583333333333
C20orf142	0.34675
PGLYRP3	-0.2205
CCDC139	-0.37075
GPS2	-1.09033333333333
NOL14	-0.8135
LRTM2	2.90275
TRIM36	-1.158
TP53RK	0.2866
FBXL13	-0.497333333333333
RUFY2	-0.563785714285714
C11orf70	-0.962
HSPB9	0.495333333333333
GJA5	3.038
HGF	-0.144166666666667
EPHB4	0.74875
SOX18	1.015
IFRG15	0.1
SERPINA10	-3.36375
WDR23	0.41525
REEP2	-1.39066666666667
CDK3	-0.1265
HSPA12A	1.981625
ARL8B	0.6667
SATB1	-0.118666666666667
PPM1D	-1.24733333333333
VPS45	1.10083333333333
TP53BP2	0.556875
GJE1	2.4105
CACNA1G	-0.20775
VGLL4	0.54875
GNPTG	0.52675
ROS1	-3.27725
C21orf128	0.358166666666667
BMP8B	1.159
SLC5A4	-0.9525
SLC6A3	-0.226833333333333
C16orf53	0.51825
TMEM81	-0.8505
APC2	0.6649
SYAP1	0.899375
C6orf54	-1.05866666666667
ZBED5	-0.7229
PVR	-0.595375
LTA4H	-0.648166666666667
CCDC24	1.0504
MAGEA4	-3.0065
IFIT3	2.70333333333333
MYADM	1.27375
C21orf82	0.6005
PDE3B	-2.213
TMPRSS11A	0.20075
PGK1	-1.33629411764706
CCL13	3.81516666666667
DERL3	-0.217666666666667
MLXIP	-0.475833333333333
PLOD1	-1.056625
MTFR1	-1.1971
NPDC1	1.28833333333333
GPAA1	-0.0856666666666667
LTV1	-0.674
RYR3	-1.403
C7orf46	0.77025
VAMP2	0.44425
RNF135	1.0164
SUPV3L1	-1.13075
FIBP	0.532875
ADAMTS18	0.0445
RNF25	0.550166666666667
SOS1	0.894
PLAU	0.910875
MATK	-2.34725
EHF	5.8145
CTNND2	0.188375
PTEN	0.7295
ZNF189	1.237
SLC28A3	0.2885
GUCY1A3	4.354
SETD2	-0.4314375
ROGDI	2.0945
TICAM1	0.5153
RASSF3	0.8025
PACSIN2	-0.690166666666667
SERPINB5	-1.29116666666667
PRKCDBP	0.494125
TFDP3	0.0075
LGR6	2.203125
RFX5	-0.384333333333333
OR52J3	0.059
PTPN18	0.96475
ZBTB34	0.422125
KCNF1	-0.263
SYNE2	-0.0365714285714286
SLC22A4	0.64925
NETO2	-2.985875
VCPIP1	-0.56625
LDHD	-0.34175
ESX1	-3.31075
SQRDL	2.72325
GALK1	-0.21925
SERPINA6	-1.48333333333333
HD	-0.016
ASCL3	0.0475
FBXL6	0.5775
FABP7	-3.724875
MAGEC3	-1.23
KLC4	0.034875
CD1D	-1.488875
PRAM1	1.7555
EIF3B	-0.0581428571428571
DSCR8	-5.30125
FLVCR1	-0.3035
KIAA0141	-0.18075
PROM2	3.88816666666667
ALOX5	1.7971
GPR162	-0.305875
LYRM2	-0.397125
RNASE6	-0.5735
HES5	1.294
GJA1	0.193625
MRPS14	-0.0465
HMHB1	0.2085
TAF7	1.26825
BTNL9	1.054
SFXN2	0.554125
VEPH1	-3.1205
GK2	-0.493333333333333
AMBP	-4.970375
KIAA0953	-0.164
XAGE5	-0.618833333333333
CCBP2	-0.584
TGM2	0.391166666666667
ZNF202	-1.0755
ACTL6A	-0.055
SLC23A2	-0.4451
ARHGEF7	0.09125
LOC728635	-0.045
CRYM	0.948166666666667
PKD2	-0.491
MANBAL	0.516
LIN54	-0.162
ACTL7B	0.07875
OR4D9	0.2915
KIAA1683	-0.699875
ZNF704	0.717166666666667
TCP10	-0.139625
MAGEB18	-1.116
DEFA4	0.194166666666667
ZNF197	-0.853
PTOV1	0.777166666666667
RNF208	0.924833333333333
CMIP	0.013
TRDN	0.0805
UCHL1	-0.688875
APOL6	-0.2291
PLK1	-1.19416666666667
NPHP1	0.290166666666667
NDUFA11	-0.016
DAB1	0.2635
RTN4R	0.17875
PUSL1	-0.6145
SYT2	-0.05
ANXA13	2.24225
RFTN1	-0.5635
ATP8B2	-1.02
VN1R2	-0.00900000000000001
OR52E4	0.7775
NPPB	-2.76316666666667
ZNF148	-0.281
ZNF141	0.29725
IKZF1	-1.359625
PSMC2	-0.06175
GGA3	-0.4785
LPGAT1	0.877166666666667
SEC16B	0.3015
C5orf38	1.3515
THOC2	-0.8185
SLC16A12	-1.385
ALK	-0.95325
DACT3	1.3885
CACHD1	0.182
GAN	-0.48875
EXOC6B	0.2685
HIST1H2AE	-1.04825
VAMP1	-1.746
SRI	0.814083333333333
AKAP14	-0.364
HLA-E	2.0546
SLC25A32	-0.77
FLT3LG	-0.0878333333333333
ATP1B1	1.6725
WDR1	1.05
SWAP70	0.63675
TRIM31	-0.829
ARNT	0.896375
ZNF596	1.7774
CDKN1B	0.0105
FOXC1	-1.356875
SEMA3A	-3.6056
LSM14A	0.39725
STEAP3	0.239
ABCA1	1.05283333333333
PLSCR2	0.593333333333333
EDC3	-0.015
THBS3	1.17925
C15orf43	-0.362
GMCL1	0.2695
C9orf71	0.449
MGAT5	-0.512
LOC402164	0.42625
TSPAN8	-3.2725
DYNLT1	1.492875
IGSF1	-2.1805
TMEM143	-0.0485
FLJ25006	-3.435
ATP13A3	-0.1365
C3AR1	3.2375
CADM2	0.774166666666667
EFNA4	1.455
HAO1	0.344
TWF1	0.2675
MRPS17	-1.185
MYH9	1.491
C9orf9	-0.184833333333333
C17orf79	-0.6625
FSCN3	0.16325
BDKRB2	1.87866666666667
PCGF6	-1.5225
RAP1GAP	0.125666666666667
TAS2R41	0.5085
DCLK1	0.2573
DEFT1P	-0.033
TAF2	-0.83175
COPZ1	0.410875
KATNA1	-0.277
STIM1	-0.0245
TBX2	-1.78883333333333
RPS4X	-0.0337692307692308
MARCH8	-0.288333333333333
DHX33	-1.5705
TMEM161B	-1.79583333333333
SYPL2	0.263
ADCY5	0.460625
SRPK3	1.76125
CXorf9	1.0735
REC8	-0.705875
CLP1	-0.7642
MGC52498	-0.297
DUOX2	0.3375
C6orf150	-0.7735
TSC22D3	2.684625
CASP8	-0.8443
PRKD3	-1.94686666666667
CFH	2.07625
TRO	-0.671
NRIP1	2.162
ZNF707	0.513666666666667
TBC1D22B	0.202
HYI	0.824
COX7B2	-1.05275
GPR52	0.1345
CASC3	-0.0691428571428571
METRN	1.4685
KRT3	1.2335
ARF1	1.18178571428571
C1orf111	0.30175
MOG	-0.334
C6orf50	-0.511
MGC12966	0.3515
ATP7A	1.05966666666667
NOTUM	-2.36083333333333
LOC342897	0.6675
ITSN2	0.17575
GIP	-0.137
LOC89944	-1.147
UBXD8	0.3995
GYPE	-1.81733333333333
JAG1	0.983833333333333
RLBP1L2	0.52
HIST1H2AL	0.1905
PAPPA	-1.5261
CYP4F8	-1.53875
TRH	-0.65375
DCTN3	-0.0975
NT5C	-0.84375
HTR3C	-0.68
VPS41	0.21175
KIAA0174	0.1086
ANKS6	-1.70125
MPV17L	-0.417166666666667
MT1M	-0.147333333333333
DTX1	0.559125
LOC146325	0.884166666666667
ZNF639	-0.773833333333333
CACNG4	-0.358
TNNC1	-2.48925
MGC27345	-0.78175
CASD1	1.234
HOXD4	0.685
SMC4	-2.59270588235294
TTC35	-0.1711
CTXN1	0.6575
RGS19	0.24175
SFRS3	0.0768333333333333
TRIM43	-0.7065
HLA-DQB1	3.97975
NUPL1	-0.6262
NRAS	-1.68325
RPL22L1	-2.1125
ZNF138	-0.3865
FBXW2	-0.0102
SIX3	0.695166666666667
HDAC9	1.58883333333333
OGG1	-0.00156249999999999
APLP1	-0.590666666666667
OR7A5	0.4785
DLX4	-2.0485
TUBA1B	-0.5045
CRY1	-0.51625
C12orf29	-0.421375
MGC70863	-0.514818181818182
OR1D2	-1.67
C1orf25	0.175
CUZD1	-0.6765
PUNC	-3.0125
SCAND1	0.665333333333333
MYT1	0.345
MPND	0.6795
GOLGA1	0.2623
ZBTB43	-0.0195
VAPA	-0.120833333333333
C4orf36	-0.17875
STAP1	2.57375
SLC34A1	-0.8975
PIK3R3	1.1147
TGM5	0.9205
USPL1	-0.931
FBXO40	-0.979166666666667
BRF1	0.2623
CCL27	-0.5515
hCG_1657980	-0.3055
PFN2	-1.8754
MYBPH	-2.0475
PPP1CC	0.0593124999999999
CDCA7L	-0.472
KCNB2	0.932
C20orf151	2.2625
USP13	-0.9665
RCOR2	0.691833333333333
FBXW4	0.8335
WT1	-2.929
TAS2R46	-1.0075
STK38L	0.853166666666667
LEPROT	0.609875
DDX42	0.520125
TXNRD2	-0.815166666666666
TNFRSF4	2.651
KSR1	0.187375
SLC27A1	0.9935
POU5F2	0.32375
SLC22A11	-0.353
C8orf32	-0.7545
ZNF236	-0.214571428571429
GABRB1	-4.8725
LRRC29	0.2005
FBLN1	1.41808333333333
MRRF	-0.974
RP1	2.2635
MARVELD1	0.9965
AFF4	0.3705
C17orf54	-0.3065
RAF1	-0.412
SUB1	-0.673
MRPS33	-0.55775
ZIC1	-3.06811111111111
ARL10	-0.3555
RAG1AP1	0.957
P2RX5	-2.7393
NCR3	0.745833333333333
LTB4R2	0.386
HLA-DPA1	5.010125
FKBPL	0.2895
JAKMIP1	-0.99225
SNX4	-0.21825
CD248	2.05325
CCR2	-0.698125
LOC401152	0.423666666666667
SH3KBP1	-0.5664
LMBRD2	0.228214285714286
WDR51A	-1.17616666666667
SYT15	-0.7751
SMOX	-1.50625
NACAP1	0.057
DRD2	0.245
COPS2	0.259
FCER1A	4.6015
TMEM112B	0.117
SUGT1	-0.165
CALR	0.30325
DPY19L2P4	-1.14675
ADRA1B	-0.275
LTB	2.81775
SNRPD1	-0.92
NCAPG2	-1.99233333333333
KCNMB1	2.68283333333333
ITGAV	0.24575
LENG4	0.540875
C13orf16	-0.227166666666667
C20orf3	0.625125
PIP5K1A	-0.273833333333333
PCNA	-1.7205
C1orf34	1.844
MMACHC	-1.27075
BEST1	0.690333333333333
REV3L	-1.285
ZRANB1	-0.294
AVPI1	-1.703
ATG5	0.375875
SARM1	-0.36
RGS7	-0.64475
HMP19	0.662833333333333
SGTB	-0.8347
FEM1A	0.7843
C1orf122	0.168125
MYCT1	2.306
GM2A	0.772375
ZCCHC7	0.208857142857143
MYH10	-0.91825
DKFZp761B107	0.388
ADAL	-1.6905
OR10J1	-0.403
TMEM9B	1.365
DNAJA1	-0.587
SCGB1D4	-0.151
LRRC50	0.719
PRKX	0.126
NUDT14	1.0194
PCTK1	0.213272727272727
ARG1	-3.6355
KIF2C	-2.75025
GFM1	-1.11075
RAB11FIP3	0.585333333333333
HBD	-1.55233333333333
NPR3	-0.4007
IRAK3	0.991166666666667
OLAH	-0.969166666666667
CYB561D2	0.46375
CNNM4	1.06325
MYO5A	-1.3264
SIPA1L3	2.37733333333333
ADAM10	-0.00925
LIPA	1.23516666666667
NAP1L4	0.5205
MRPS22	-0.90925
GNG4	-2.49116666666667
PSG5	0.0388333333333334
PPP2R2C	2.9559
P2RY12	2.05175
SLC6A13	-0.505375
AGPAT4	-0.2411
C6orf199	0.8505
FAM53C	-0.028875
TPM1	0.903409090909091
PYHIN1	1.2745
LINGO1	-0.214
CIDEC	0.583666666666667
CRIM1	0.3701
DHTKD1	0.80425
ZNF546	-0.275833333333333
CD300LG	0.1936
SFRS2IP	0.0283333333333333
FLNB	-0.423625
NOC2L	-1.204
SPINK7	0.482
CRTC2	0.37
HMG4L	-1.00025
C14orf162	0.6205
CCDC123	0.54425
HTRA3	3.1784375
SPTBN5	2.7285
C1orf77	-0.137333333333333
TAF1L	-0.4475
WDR78	1.12166666666667
WDR49	-0.4895
SIN3A	1.49225
ECSIT	-0.2215
VSIG4	3.79125
DIRAS2	0.2996
TXNL1	-0.35925
MTERFD3	1.17525
CCNYL1	-0.50125
CISD2	-0.0878333333333333
OR5C1	-0.4215
OBSCN	-0.247375
GBA	0.510833333333333
SLC9A11	-1.0345
C6orf64	0.7055
ESD	-1.05425
CYYR1	1.18866666666667
PNRC1	0.3675
FCAMR	0.1165
PPIA	-0.178071428571429
VDAC1	-0.18975
TRIB1	2.057
NT5C1B	0.244333333333333
CLDN17	0.1425
ICOSLG	0.528625
RGR	0.3565
DSG1	0.9245
TMEM27	-0.319
C1orf69	-0.775
PRAP1	-1.692
DQX1	-1.255125
C20orf46	-1.96145454545455
NHEJ1	-0.106833333333333
DNAJC18	-0.66225
MANEAL	-1.0695
MTBP	-1.667
S100A6	-0.575375
ABHD7	-1.05575
NEDD1	-0.272833333333333
TINF2	0.9215
SLC7A10	0.646
KIAA1875	-0.267333333333333
TMEM20	-1.03975
COX19	-1.007375
SPRR1A	1.24233333333333
SCEL	0.170875
CCDC70	-0.571
CRISP2	0.600166666666667
ILF3	-0.281
